URL,CURRENT_INTERNATIONAL,CURRENT_MARKET_VALUE
https://www.transfermarkt.com/giovani-lo-celso/profil/spieler/348795,Argentina,€14.00m
https://www.transfermarkt.com/dani-parejo/profil/spieler/59561,Spain,€6.00m
https://www.transfermarkt.com/manu-morlanes/profil/spieler/335225,Spain,€4.00m
https://www.transfermarkt.com/manu-trigueros/profil/spieler/188854,Spain,€4.00m
https://www.transfermarkt.com/alberto-del-moral/profil/spieler/635347,Spain,€1.00m
https://www.transfermarkt.com/antonio-pacheco/profil/spieler/568156,Spain,€400k
https://www.transfermarkt.com/rodri-alonso/profil/spieler/668178,Spain,€100k
https://www.transfermarkt.com/alex-baena/profil/spieler/548111,Spain,€20.00m
https://www.transfermarkt.com/carlo-garcia/profil/spieler/627287,Spain,€800k
https://www.transfermarkt.com/diego-collado/profil/spieler/566965,Spain,€1.00m
https://www.transfermarkt.com/yeremy-pino/profil/spieler/568157,Spain,€40.00m
https://www.transfermarkt.com/samuel-chukwueze/profil/spieler/401922,Nigeria,€25.00m
https://www.transfermarkt.com/haissem-hassan/profil/spieler/620164,France,€1.50m
https://www.transfermarkt.com/nicolas-jackson/profil/spieler/776890,Senegal,€30.00m
https://www.transfermarkt.com/gerard-moreno/profil/spieler/177467,Spain,€20.00m
https://www.transfermarkt.com/fer-nino/profil/spieler/627294,Spain,€3.00m
https://www.transfermarkt.com/jose-luis-morales/profil/spieler/252677,Spain,€3.00m
https://www.transfermarkt.com/jorge-pascual/profil/spieler/669511,Spain,NA
https://www.transfermarkt.com/giorgi-mamardashvili/profil/spieler/502676,Georgia,€25.00m
https://www.transfermarkt.com/jaume-domenech/profil/spieler/227805,Spain,€1.00m
https://www.transfermarkt.com/iago-herrerin/profil/spieler/71570,Spain,€500k
https://www.transfermarkt.com/emilio-bernad/profil/spieler/480966,Spain,€300k
https://www.transfermarkt.com/cristian-rivero/profil/spieler/398131,Spain,€200k
https://www.transfermarkt.com/charlie-perez/profil/spieler/707271,Spain,€25k
https://www.transfermarkt.com/mouctar-diakhaby/profil/spieler/346289,Guinea,€6.00m
https://www.transfermarkt.com/cenk-ozkacar/profil/spieler/615350,Turkey,€5.00m
https://www.transfermarkt.com/eray-comert/profil/spieler/298583,Switzerland,€3.50m
https://www.transfermarkt.com/gabriel-paulista/profil/spieler/149498,Brazil,€2.50m
https://www.transfermarkt.com/cristhian-mosquera/profil/spieler/646750,Spain,€1.00m
https://www.transfermarkt.com/ruben-iranzo/profil/spieler/668212,Spain,€200k
https://www.transfermarkt.com/jose-gaya/profil/spieler/221322,Spain,€30.00m
https://www.transfermarkt.com/jesus-vazquez/profil/spieler/623024,Spain,€3.00m
https://www.transfermarkt.com/toni-lato/profil/spieler/320271,Spain,€2.50m
https://www.transfermarkt.com/thierry-correia/profil/spieler/367466,Portugal,€8.00m
https://www.transfermarkt.com/dimitri-foulquier/profil/spieler/170472,Guadeloupe,€2.50m
https://www.transfermarkt.com/hugo-guillamon/profil/spieler/495629,Spain,€14.00m
https://www.transfermarkt.com/uros-racic/profil/spieler/417575,Serbia,€6.50m
https://www.transfermarkt.com/andre-almeida/profil/spieler/375382,Portugal,€20.00m
https://www.transfermarkt.com/yunus-musah/profil/spieler/503991,United States,€18.00m
https://www.transfermarkt.com/nico-gonzalez/profil/spieler/466805,Spain,€10.00m
https://www.transfermarkt.com/ilaix-moriba/profil/spieler/617074,Guinea,€4.00m
https://www.transfermarkt.com/javi-guerra/profil/spieler/834764,Spain,€2.00m
https://www.transfermarkt.com/koba-koindredi/profil/spieler/569375,Neukaledonien,€1.00m
https://www.transfermarkt.com/tiago-ribeiro/profil/spieler/504084,Portugal,€200k
https://www.transfermarkt.com/yellu-santiago/profil/spieler/941869,Spain,€100k
https://www.transfermarkt.com/samuel-lino/profil/spieler/694928,Brazil,€16.00m
https://www.transfermarkt.com/justin-kluivert/profil/spieler/330659,Netherlands,€14.00m
https://www.transfermarkt.com/manu-vallejo/profil/spieler/527350,Spain,€2.40m
https://www.transfermarkt.com/samu-castillejo/profil/spieler/195171,Spain,€6.00m
https://www.transfermarkt.com/fran-perez/profil/spieler/622988,Spain,€500k
https://www.transfermarkt.com/maxi-gomez/profil/spieler/396894,Uruguay,€7.00m
https://www.transfermarkt.com/hugo-duro/profil/spieler/573775,Spain,€4.00m
https://www.transfermarkt.com/edinson-cavani/profil/spieler/48280,Uruguay,€3.00m
https://www.transfermarkt.com/marcos-andre/profil/spieler/481084,Brazil,€2.50m
https://www.transfermarkt.com/diego-lopez/profil/spieler/617081,Spain,€1.50m
https://www.transfermarkt.com/alberto-mari/profil/spieler/634105,Spain,€800k
https://www.transfermarkt.com/mario-dominguez/profil/spieler/941867,Spain,€50k
https://www.transfermarkt.com/rui-silva/profil/spieler/234811,Portugal,€15.00m
https://www.transfermarkt.com/dani-martin/profil/spieler/335221,Spain,€1.50m
https://www.transfermarkt.com/claudio-bravo/profil/spieler/40423,Chile,€1.00m
https://www.transfermarkt.com/fran-vieites/profil/spieler/551182,Spain,€200k
https://www.transfermarkt.com/german-garcia/profil/spieler/1061277,Spain,NA
https://www.transfermarkt.com/luiz-felipe/profil/spieler/457931,Italy,€15.00m
https://www.transfermarkt.com/edgar-gonzalez/profil/spieler/401624,Spain,€9.00m
https://www.transfermarkt.com/german-pezzella/profil/spieler/113133,Argentina,€5.00m
https://www.transfermarkt.com/victor-ruiz/profil/spieler/62920,Spain,€1.20m
https://www.transfermarkt.com/felix-garreta/profil/spieler/961945,Spain,€200k
https://www.transfermarkt.com/ricardo-visus/profil/spieler/630989,Spain,€150k
https://www.transfermarkt.com/abner/profil/spieler/646402,Brazil,€7.00m
https://www.transfermarkt.com/juan-miranda/profil/spieler/341227,Spain,€7.00m
https://www.transfermarkt.com/youssouf-sabaly/profil/spieler/135492,Senegal,€5.00m
https://www.transfermarkt.com/aitor-ruibal/profil/spieler/378139,Spain,€5.00m
https://www.transfermarkt.com/martin-montoya/profil/spieler/68645,Spain,€1.20m
https://www.transfermarkt.com/fran-delgado/profil/spieler/711638,Spain,€350k
https://www.transfermarkt.com/guido-rodriguez/profil/spieler/342385,Argentina,€28.00m
https://www.transfermarkt.com/william-carvalho/profil/spieler/100131,Portugal,€14.00m
https://www.transfermarkt.com/paul-akouokou/profil/spieler/429901,Cote d'Ivoire,€3.50m
https://www.transfermarkt.com/quique-fernandez/profil/spieler/668184,Spain,€150k
https://www.transfermarkt.com/andres-guardado/profil/spieler/20506,Mexico,€1.50m
https://www.transfermarkt.com/victor-camarasa/profil/spieler/263856,Spain,€800k
https://www.transfermarkt.com/nabil-fekir/profil/spieler/203496,France,€20.00m
https://www.transfermarkt.com/sergio-canales/profil/spieler/66106,Spain,€15.00m
https://www.transfermarkt.com/rodri-sanchez/profil/spieler/630995,Spain,€8.00m
https://www.transfermarkt.com/dani-perez/profil/spieler/895331,Spain,€300k
https://www.transfermarkt.com/juanmi/profil/spieler/126737,Spain,€12.00m
https://www.transfermarkt.com/jose-alonso-lara/profil/spieler/461858,Spain,€350k
https://www.transfermarkt.com/luiz-henrique/profil/spieler/800175,Brazil,€15.00m
https://www.transfermarkt.com/rober-gonzalez/profil/spieler/505675,Spain,€2.00m
https://www.transfermarkt.com/joaquin/profil/spieler/7663,Spain,-
https://www.transfermarkt.com/juan-cruz/profil/spieler/585700,Spain,€1.50m
https://www.transfermarkt.com/borja-iglesias/profil/spieler/278359,Spain,€20.00m
https://www.transfermarkt.com/willian-jose/profil/spieler/122155,Brazil,€6.00m
https://www.transfermarkt.com/loren-moron/profil/spieler/354741,Spain,€2.00m
https://www.transfermarkt.com/bono/profil/spieler/207834,Morocco,€12.00m
https://www.transfermarkt.com/marko-dmitrovi%C4%87/profil/spieler/94308,Serbia,€4.00m
https://www.transfermarkt.com/alberto-flores/profil/spieler/766552,Spain,€200k
https://www.transfermarkt.com/matias-arbol/profil/spieler/767255,Spain,€25k
https://www.transfermarkt.com/marius-herzig/profil/spieler/443900,Germany,-
https://www.transfermarkt.com/tanguy-nianzou/profil/spieler/538996,France,€7.50m
https://www.transfermarkt.com/marcao/profil/spieler/439022,Brazil,€7.50m
https://www.transfermarkt.com/karim-rekik/profil/spieler/182579,Netherlands,€4.00m
https://www.transfermarkt.com/kike-salas/profil/spieler/766583,Spain,€1.00m
https://www.transfermarkt.com/marcos-acuna/profil/spieler/60410,Argentina,€10.00m
https://www.transfermarkt.com/alex-telles/profil/spieler/255755,Brazil,€7.50m
https://www.transfermarkt.com/pablo-perez/profil/spieler/711628,Spain,€200k
https://www.transfermarkt.com/diego-hormigo/profil/spieler/767229,Spain,€100k
https://www.transfermarkt.com/gonzalo-montiel/profil/spieler/402733,Argentina,€12.00m
https://www.transfermarkt.com/jose-angel-carmona/profil/spieler/711625,Spain,€4.00m
https://www.transfermarkt.com/jesus-navas/profil/spieler/15956,Spain,€3.00m
https://www.transfermarkt.com/nemanja-gudelj/profil/spieler/74294,Serbia,€4.00m
https://www.transfermarkt.com/fernando/profil/spieler/51174,Brazil,€3.00m
https://www.transfermarkt.com/joan-jordan/profil/spieler/263727,Spain,€9.00m
https://www.transfermarkt.com/oliver-torres/profil/spieler/214775,Spain,€9.00m
https://www.transfermarkt.com/ivan-rakitic/profil/spieler/32467,Croatia,€4.00m
https://www.transfermarkt.com/thomas-delaney/profil/spieler/91849,Denmark,€2.00m
https://www.transfermarkt.com/manu-bueno/profil/spieler/766723,Spain,€300k
https://www.transfermarkt.com/pedro-ortiz/profil/spieler/610238,Spain,€200k
https://www.transfermarkt.com/xavi-sintes/profil/spieler/569876,Spain,€150k
https://www.transfermarkt.com/isco/profil/spieler/85288,Spain,€5.00m
https://www.transfermarkt.com/carlos-alvarez/profil/spieler/668179,Spain,€400k
https://www.transfermarkt.com/nacho-quintana/profil/spieler/536826,Spain,€200k
https://www.transfermarkt.com/papu-gomez/profil/spieler/20005,Argentina,€3.00m
https://www.transfermarkt.com/lucas-ocampos/profil/spieler/189441,Argentina,€12.00m
https://www.transfermarkt.com/erik-lamela/profil/spieler/111630,Argentina,€9.00m
https://www.transfermarkt.com/tecatito/profil/spieler/125165,Mexico,€8.00m
https://www.transfermarkt.com/adnan-januzaj/profil/spieler/177847,Belgium,€6.00m
https://www.transfermarkt.com/suso/profil/spieler/111961,Spain,€6.00m
https://www.transfermarkt.com/youssef-en-nesyri/profil/spieler/433049,Morocco,€20.00m
https://www.transfermarkt.com/rafa-mir/profil/spieler/361254,Spain,€10.00m
https://www.transfermarkt.com/kasper-dolberg/profil/spieler/283196,Denmark,€7.00m
https://www.transfermarkt.com/munir-el-haddadi/profil/spieler/223725,Morocco,€3.50m
https://www.transfermarkt.com/ivan-romero/profil/spieler/628886,Spain,€800k
https://www.transfermarkt.com/unai-simon/profil/spieler/262396,Spain,€25.00m
https://www.transfermarkt.com/julen-agirrezabala/profil/spieler/625014,Spain,€5.00m
https://www.transfermarkt.com/ibon-ispizua/profil/spieler/668278,Spain,€100k
https://www.transfermarkt.com/ander-iru/profil/spieler/480958,Spain,€100k
https://www.transfermarkt.com/yeray-alvarez/profil/spieler/255488,Spain,€15.00m
https://www.transfermarkt.com/dani-vivian/profil/spieler/524000,Spain,€14.00m
https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863,Spain,€10.00m
https://www.transfermarkt.com/aitor-paredes/profil/spieler/591916,Spain,€1.00m
https://www.transfermarkt.com/yuri-berchiche/profil/spieler/61812,Spain,€2.00m
https://www.transfermarkt.com/mikel-balenziaga/profil/spieler/85258,Spain,€500k
https://www.transfermarkt.com/inigo-lekue/profil/spieler/255501,Spain,€3.00m
https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718,Spain,€1.80m
https://www.transfermarkt.com/ander-capa/profil/spieler/197545,Spain,€1.80m
https://www.transfermarkt.com/mikel-vesga/profil/spieler/300168,Spain,€6.00m
https://www.transfermarkt.com/peru-nolaskoain/profil/spieler/447052,Spain,€1.00m
https://www.transfermarkt.com/unai-vencedor/profil/spieler/610083,Spain,€9.00m
https://www.transfermarkt.com/oier-zarraga/profil/spieler/524010,Spain,€3.00m
https://www.transfermarkt.com/ander-herrera/profil/spieler/99343,Spain,€2.50m
https://www.transfermarkt.com/dani-garcia/profil/spieler/178425,Spain,€2.00m
https://www.transfermarkt.com/junior-bita/profil/spieler/938734,Spain,€50k
https://www.transfermarkt.com/oihan-sancet/profil/spieler/571020,Spain,€30.00m
https://www.transfermarkt.com/iker-muniain/profil/spieler/54235,Spain,€9.00m
https://www.transfermarkt.com/unai-gomez/profil/spieler/834752,Spain,€100k
https://www.transfermarkt.com/alex-berenguer/profil/spieler/338425,Spain,€15.00m
https://www.transfermarkt.com/jon-morcillo/profil/spieler/455349,Spain,€3.00m
https://www.transfermarkt.com/adu-ares/profil/spieler/895480,Spain,€500k
https://www.transfermarkt.com/nico-williams/profil/spieler/709187,Spain,€30.00m
https://www.transfermarkt.com/inaki-williams/profil/spieler/255508,Ghana,€25.00m
https://www.transfermarkt.com/asier-villalibre/profil/spieler/251897,Spain,€2.50m
https://www.transfermarkt.com/raul-garcia/profil/spieler/34601,Spain,€2.50m
https://www.transfermarkt.com/gorka-guruzeta/profil/spieler/340205,Spain,€2.00m
https://www.transfermarkt.com/sergio-herrera/profil/spieler/248738,Spain,€8.00m
https://www.transfermarkt.com/aitor-fernandez/profil/spieler/118997,Spain,€3.00m
https://www.transfermarkt.com/juan-perez/profil/spieler/298613,Spain,€600k
https://www.transfermarkt.com/dario-ramos/profil/spieler/341266,Spain,€200k
https://www.transfermarkt.com/pablo-valencia/profil/spieler/634117,Spain,€200k
https://www.transfermarkt.com/yoel-ramirez/profil/spieler/634116,Spain,€50k
https://www.transfermarkt.com/david-garcia/profil/spieler/298589,Spain,€20.00m
https://www.transfermarkt.com/unai-garcia/profil/spieler/197122,Spain,€2.50m
https://www.transfermarkt.com/aridane-hernandez/profil/spieler/82503,Spain,€1.00m
https://www.transfermarkt.com/jorge-herrando/profil/spieler/555500,Spain,€400k
https://www.transfermarkt.com/manu-sanchez/profil/spieler/618809,Spain,€10.00m
https://www.transfermarkt.com/juan-cruz/profil/spieler/169497,Spain,€2.50m
https://www.transfermarkt.com/nacho-vidal/profil/spieler/216870,Spain,€5.00m
https://www.transfermarkt.com/ruben-pena/profil/spieler/238868,Spain,€2.50m
https://www.transfermarkt.com/diego-moreno/profil/spieler/634122,Spain,€800k
https://www.transfermarkt.com/lucas-torro/profil/spieler/213670,Spain,€8.00m
https://www.transfermarkt.com/jon-moncayola/profil/spieler/552425,Spain,€12.00m
https://www.transfermarkt.com/darko-brasanac/profil/spieler/95641,Serbia,€2.00m
https://www.transfermarkt.com/pablo-ibanez/profil/spieler/785353,Spain,€1.50m
https://www.transfermarkt.com/iker-munoz/profil/spieler/710677,Spain,€500k
https://www.transfermarkt.com/aimar-oroz/profil/spieler/634131,Spain,€15.00m
https://www.transfermarkt.com/roberto-torres/profil/spieler/63056,Spain,€1.20m
https://www.transfermarkt.com/javi-martinez/profil/spieler/471474,Spain,€1.00m
https://www.transfermarkt.com/abde-ezzalzouli/profil/spieler/724520,Morocco,€15.00m
https://www.transfermarkt.com/moi-gomez/profil/spieler/175449,Spain,€10.00m
https://www.transfermarkt.com/ruben-garcia/profil/spieler/213260,Spain,€6.00m
https://www.transfermarkt.com/kike-barja/profil/spieler/298575,Spain,€4.00m
https://www.transfermarkt.com/iker-benito/profil/spieler/710679,Spain,€300k
https://www.transfermarkt.com/chimy-avila/profil/spieler/167721,Argentina,€9.00m
https://www.transfermarkt.com/ante-budimir/profil/spieler/46413,Croatia,€6.00m
https://www.transfermarkt.com/kike-garcia/profil/spieler/93936,Spain,€1.80m
https://www.transfermarkt.com/juan-carlos/profil/spieler/120705,Spain,€300k
https://www.transfermarkt.com/toni-fuidias/profil/spieler/623526,Spain,€300k
https://www.transfermarkt.com/lluc-matas/profil/spieler/1006551,Spain,NA
https://www.transfermarkt.com/santiago-bueno/profil/spieler/438001,Uruguay,€8.00m
https://www.transfermarkt.com/david-lopez/profil/spieler/129444,Spain,€2.00m
https://www.transfermarkt.com/alexander-callens/profil/spieler/147462,Peru,€1.80m
https://www.transfermarkt.com/bernardo-espinosa/profil/spieler/64598,Colombia,€1.50m
https://www.transfermarkt.com/juanpe/profil/spieler/115333,Spain,€1.50m
https://www.transfermarkt.com/eric-monjonell/profil/spieler/787154,Spain,€300k
https://www.transfermarkt.com/biel-farres/profil/spieler/633167,Spain,NA
https://www.transfermarkt.com/miguel-gutierrez/profil/spieler/525299,Spain,€10.00m
https://www.transfermarkt.com/javi-hernandez/profil/spieler/422466,Spain,€2.50m
https://www.transfermarkt.com/arnau-martinez/profil/spieler/826224,Spain,€15.00m
https://www.transfermarkt.com/yan-couto/profil/spieler/627228,Brazil,€4.00m
https://www.transfermarkt.com/ibrahima-kebe/profil/spieler/785967,Mali,€500k
https://www.transfermarkt.com/aleix-garcia/profil/spieler/261504,Spain,€10.00m
https://www.transfermarkt.com/yangel-herrera/profil/spieler/378293,Venezuela,€5.00m
https://www.transfermarkt.com/alex-sala/profil/spieler/582664,Spain,€200k
https://www.transfermarkt.com/ivan-martin/profil/spieler/341278,Spain,€3.00m
https://www.transfermarkt.com/reinier/profil/spieler/627226,Brazil,€2.00m
https://www.transfermarkt.com/borja-garcia/profil/spieler/67808,Spain,€1.00m
https://www.transfermarkt.com/samu-saiz/profil/spieler/131506,Spain,€900k
https://www.transfermarkt.com/ricard-artero/profil/spieler/906025,Spain,€200k
https://www.transfermarkt.com/rodrigo-riquelme/profil/spieler/461617,Spain,€12.00m
https://www.transfermarkt.com/toni-villa/profil/spieler/337066,Spain,€2.50m
https://www.transfermarkt.com/joel-roca/profil/spieler/895326,Spain,NA
https://www.transfermarkt.com/viktor-tsygankov/profil/spieler/264372,Ukraine,€22.00m
https://www.transfermarkt.com/valery-fernandez/profil/spieler/331496,Spain,€1.50m
https://www.transfermarkt.com/oscar-urena/profil/spieler/921734,Spain,€400k
https://www.transfermarkt.com/taty-castellanos/profil/spieler/522784,Argentina,€15.00m
https://www.transfermarkt.com/cristhian-stuani/profil/spieler/59323,Uruguay,€2.00m
https://www.transfermarkt.com/pau-victor/profil/spieler/707572,Spain,€300k
https://www.transfermarkt.com/dawda-camara/profil/spieler/891923,Mauritania,NA
https://www.transfermarkt.com/agustin-marchesin/profil/spieler/54534,Argentina,€2.00m
https://www.transfermarkt.com/ivan-villar/profil/spieler/297194,Spain,€2.00m
https://www.transfermarkt.com/christian-joel/profil/spieler/531373,Cuba,€500k
https://www.transfermarkt.com/diego-alves/profil/spieler/42373,Brazil,€300k
https://www.transfermarkt.com/coke-carrillo/profil/spieler/581640,Spain,€100k
https://www.transfermarkt.com/raul-garcia/profil/spieler/577869,Spain,€50k
https://www.transfermarkt.com/joseph-aidoo/profil/spieler/358250,Ghana,€8.00m
https://www.transfermarkt.com/unai-nunez/profil/spieler/338285,Spain,€6.00m
https://www.transfermarkt.com/oscar-mingueza/profil/spieler/331505,Spain,€2.50m
https://www.transfermarkt.com/carlos-dominguez/profil/spieler/636093,Spain,€800k
https://www.transfermarkt.com/sergio-barcia/profil/spieler/562058,Spain,€300k
https://www.transfermarkt.com/javi-dominguez/profil/spieler/625882,Spain,€200k
https://www.transfermarkt.com/javi-galan/profil/spieler/448628,Spain,€12.00m
https://www.transfermarkt.com/fernando-medrano/profil/spieler/461619,Spain,€200k
https://www.transfermarkt.com/martin-conde/profil/spieler/933350,Spain,€150k
https://www.transfermarkt.com/hugo-mallo/profil/spieler/119905,Spain,€3.00m
https://www.transfermarkt.com/kevin-vazquez/profil/spieler/221315,Spain,€1.00m
https://www.transfermarkt.com/renato-tapia/profil/spieler/277137,Peru,€6.00m
https://www.transfermarkt.com/gabri-veiga/profil/spieler/699704,Spain,€30.00m
https://www.transfermarkt.com/fran-beltran/profil/spieler/423444,Spain,€15.00m
https://www.transfermarkt.com/luca-de-la-torre/profil/spieler/315762,United States,€3.00m
https://www.transfermarkt.com/hugo-sotelo/profil/spieler/892221,Spain,€150k
https://www.transfermarkt.com/oscar-rodriguez/profil/spieler/284884,Spain,€8.00m
https://www.transfermarkt.com/williot-swedberg/profil/spieler/764859,Sweden,€3.00m
https://www.transfermarkt.com/miguel-baeza/profil/spieler/523977,Spain,€900k
https://www.transfermarkt.com/franco-cervi/profil/spieler/341110,Argentina,€3.00m
https://www.transfermarkt.com/hugo-alvarez/profil/spieler/892929,Spain,€200k
https://www.transfermarkt.com/carles-perez/profil/spieler/282810,Spain,€5.00m
https://www.transfermarkt.com/augusto-solari/profil/spieler/282694,Argentina,€1.50m
https://www.transfermarkt.com/jorgen-strand-larsen/profil/spieler/429983,Norway,€11.00m
https://www.transfermarkt.com/iago-aspas/profil/spieler/72047,Spain,€6.00m
https://www.transfermarkt.com/haris-seferovic/profil/spieler/109256,Switzerland,€4.00m
https://www.transfermarkt.com/goncalo-paciencia/profil/spieler/181547,Portugal,€2.00m
https://www.transfermarkt.com/miguel-rodriguez/profil/spieler/634427,Spain,€1.00m
https://www.transfermarkt.com/pablo-duran/profil/spieler/905997,Spain,€250k
https://www.transfermarkt.com/fran-lopez/profil/spieler/715630,Spain,NA
https://www.transfermarkt.com/david-soria/profil/spieler/226012,Spain,€8.00m
https://www.transfermarkt.com/diego-conde/profil/spieler/341713,Spain,€300k
https://www.transfermarkt.com/kiko-casilla/profil/spieler/27486,Spain,€300k
https://www.transfermarkt.com/vicente-bellmunt/profil/spieler/399782,Spain,NA
https://www.transfermarkt.com/djene/profil/spieler/221150,Togo,€5.00m
https://www.transfermarkt.com/gaston-alvarez/profil/spieler/577486,Uruguay,€5.00m
https://www.transfermarkt.com/domingos-duarte/profil/spieler/257376,Portugal,€5.00m
https://www.transfermarkt.com/omar-alderete/profil/spieler/353032,Paraguay,€4.00m
https://www.transfermarkt.com/stefan-mitrovic/profil/spieler/143029,Serbia,€2.00m
https://www.transfermarkt.com/alex-revuelta/profil/spieler/631093,Spain,NA
https://www.transfermarkt.com/pablo-ramirez/profil/spieler/979355,Spain,NA
https://www.transfermarkt.com/fabrizio-angileri/profil/spieler/268506,Argentina,€2.00m
https://www.transfermarkt.com/jordan-amavi/profil/spieler/241229,France,€2.00m
https://www.transfermarkt.com/koffi/profil/spieler/809639,Ghana,€200k
https://www.transfermarkt.com/gorka-rivera/profil/spieler/1000136,Spain,NA
https://www.transfermarkt.com/juan-iglesias/profil/spieler/390688,Spain,€3.50m
https://www.transfermarkt.com/damian-suarez/profil/spieler/76746,Uruguay,€1.00m
https://www.transfermarkt.com/alex-rodriguez/profil/spieler/715635,Spain,€50k
https://www.transfermarkt.com/angel-algobia/profil/spieler/638589,Spain,€1.50m
https://www.transfermarkt.com/carles-alena/profil/spieler/284854,Spain,€9.00m
https://www.transfermarkt.com/mauro-arambarri/profil/spieler/290249,Uruguay,€9.00m
https://www.transfermarkt.com/nemanja-maksimovic/profil/spieler/273152,Serbia,€6.00m
https://www.transfermarkt.com/luis-milla/profil/spieler/281989,Spain,€4.00m
https://www.transfermarkt.com/gonzalo-villar/profil/spieler/398163,Spain,€2.80m
https://www.transfermarkt.com/jaime-seoane/profil/spieler/340867,Spain,€2.50m
https://www.transfermarkt.com/john-joe-patrick-finn/profil/spieler/841121,Ireland,€500k
https://www.transfermarkt.com/santi-garcia/profil/spieler/732096,Spain,€50k
https://www.transfermarkt.com/moi-parra/profil/spieler/963150,Spain,NA
https://www.transfermarkt.com/portu/profil/spieler/99353,Spain,€3.50m
https://www.transfermarkt.com/enes-unal/profil/spieler/251106,Turkey,€25.00m
https://www.transfermarkt.com/borja-mayoral/profil/spieler/298976,Spain,€9.00m
https://www.transfermarkt.com/juanmi-latasa/profil/spieler/623521,Spain,€3.00m
https://www.transfermarkt.com/jaime-mata/profil/spieler/227961,Spain,€1.20m
https://www.transfermarkt.com/fernando-pacheco/profil/spieler/172015,Spain,€2.50m
https://www.transfermarkt.com/alvaro-fernandez/profil/spieler/453704,Spain,€2.50m
https://www.transfermarkt.com/joan-garcia/profil/spieler/561613,Spain,€400k
https://www.transfermarkt.com/angel-fortuno/profil/spieler/628487,Spain,€300k
https://www.transfermarkt.com/cesar-montes/profil/spieler/387687,Mexico,€8.00m
https://www.transfermarkt.com/leandro-cabrera/profil/spieler/102423,Uruguay,€2.50m
https://www.transfermarkt.com/fernando-calero/profil/spieler/357884,Spain,€2.00m
https://www.transfermarkt.com/sergi-gomez/profil/spieler/92947,Spain,€2.00m
https://www.transfermarkt.com/simo-keddari/profil/spieler/945496,Spain,€500k
https://www.transfermarkt.com/brian-olivan/profil/spieler/166677,Spain,€6.00m
https://www.transfermarkt.com/adria-pedrosa/profil/spieler/501418,Spain,€5.00m
https://www.transfermarkt.com/oscar-gil/profil/spieler/544106,Spain,€3.00m
https://www.transfermarkt.com/ruben-sanchez/profil/spieler/705813,Spain,€700k
https://www.transfermarkt.com/omar-el-hilali/profil/spieler/822331,Morocco,€500k
https://www.transfermarkt.com/vini-souza/profil/spieler/663581,Brazil,€6.00m
https://www.transfermarkt.com/sergi-darder/profil/spieler/142021,Spain,€16.00m
https://www.transfermarkt.com/edu-exposito/profil/spieler/506248,Spain,€4.00m
https://www.transfermarkt.com/keidi-bare/profil/spieler/295622,Albania,€3.00m
https://www.transfermarkt.com/jose-gragera/profil/spieler/557147,Spain,€2.50m
https://www.transfermarkt.com/pol-lozano/profil/spieler/412045,Spain,€1.50m
https://www.transfermarkt.com/roger-martinez/profil/spieler/646746,Spain,€400k
https://www.transfermarkt.com/dani-villahermosa/profil/spieler/628496,Spain,€250k
https://www.transfermarkt.com/denis-suarez/profil/spieler/165007,Spain,€5.00m
https://www.transfermarkt.com/javi-puado/profil/spieler/408471,Spain,€8.00m
https://www.transfermarkt.com/nico-melamed/profil/spieler/570421,Spain,€6.00m
https://www.transfermarkt.com/jose-carlos-lazo/profil/spieler/282410,Spain,€2.50m
https://www.transfermarkt.com/luca-koleosho/profil/spieler/745461,Italy,€1.00m
https://www.transfermarkt.com/kenneth-soler/profil/spieler/628499,Spain,€100k
https://www.transfermarkt.com/adrian-embarba/profil/spieler/288318,Spain,€2.50m
https://www.transfermarkt.com/aleix-vidal/profil/spieler/88490,Spain,€1.50m
https://www.transfermarkt.com/joselu/profil/spieler/81999,Spain,€6.00m
https://www.transfermarkt.com/martin-braithwaite/profil/spieler/95732,Denmark,€5.00m
https://www.transfermarkt.com/dani-gomez/profil/spieler/422460,Spain,€1.50m
https://www.transfermarkt.com/nabil-touaizi/profil/spieler/487180,Morocco,€200k
https://www.transfermarkt.com/fernando-martinez/profil/spieler/81997,Spain,€2.00m
https://www.transfermarkt.com/diego-marino/profil/spieler/59349,Spain,€300k
https://www.transfermarkt.com/diego-fuoli/profil/spieler/531274,Spain,€200k
https://www.transfermarkt.com/srdjan-babic/profil/spieler/222805,Serbia,€3.50m
https://www.transfermarkt.com/kaiky/profil/spieler/743589,Brazil,€3.00m
https://www.transfermarkt.com/rodrigo-ely/profil/spieler/176140,Brazil,€3.00m
https://www.transfermarkt.com/chumi/profil/spieler/333361,Spain,€2.00m
https://www.transfermarkt.com/sergio-akieme/profil/spieler/355627,Spain,€7.50m
https://www.transfermarkt.com/alex-centelles/profil/spieler/423443,Spain,€1.50m
https://www.transfermarkt.com/alejandro-pozo/profil/spieler/341272,Spain,€3.00m
https://www.transfermarkt.com/houboulang-mendes/profil/spieler/442552,Guinea-Bissau,€2.00m
https://www.transfermarkt.com/samu-costa/profil/spieler/657430,Portugal,€5.00m
https://www.transfermarkt.com/inigo-eguaras/profil/spieler/89731,Spain,€1.20m
https://www.transfermarkt.com/martin-svidersky/profil/spieler/630523,Slovakia,€600k
https://www.transfermarkt.com/lucas-robertone/profil/spieler/457221,Argentina,€7.00m
