URL,CURRENT_INTERNATIONAL,CURRENT_MARKET_VALUE
https://www.transfermarkt.com/ayoub-amraoui/profil/spieler/860051,Morocco,€2.50m
https://www.transfermarkt.com/jordan-lotomba/profil/spieler/313094,Switzerland,€8.00m
https://www.transfermarkt.com/youcef-atal/profil/spieler/416108,Algeria,€7.00m
https://www.transfermarkt.com/antoine-mendy/profil/spieler/891998,France,€1.00m
https://www.transfermarkt.com/pablo-rosario/profil/spieler/370791,Netherlands,€6.00m
https://www.transfermarkt.com/alexis-beka-beka/profil/spieler/539065,France,€4.50m
https://www.transfermarkt.com/reda-belahyane/profil/spieler/982855,France,€300k
https://www.transfermarkt.com/theo-trinker/profil/spieler/982859,France,€100k
https://www.transfermarkt.com/khephren-thuram/profil/spieler/463618,France,€40.00m
https://www.transfermarkt.com/hicham-boudaoui/profil/spieler/560593,Algeria,€8.00m
https://www.transfermarkt.com/ross-barkley/profil/spieler/131978,England,€6.00m
https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057,Wales,€2.50m
https://www.transfermarkt.com/tom-louchet/profil/spieler/750904,France,€100k
https://www.transfermarkt.com/soudeysse-kari/profil/spieler/569365,France,€100k
https://www.transfermarkt.com/daouda-traore/profil/spieler/986300,France,€100k
https://www.transfermarkt.com/alexis-claude-maurice/profil/spieler/384593,France,€4.50m
https://www.transfermarkt.com/andrea-dacourt/profil/spieler/1072902,France,NA
https://www.transfermarkt.com/billal-brahimi/profil/spieler/543051,Algeria,€7.00m
https://www.transfermarkt.com/rares-ilie/profil/spieler/812654,Romania,€2.50m
https://www.transfermarkt.com/calvin-stengs/profil/spieler/409344,Netherlands,€10.00m
https://www.transfermarkt.com/badredine-bouanani/profil/spieler/707242,Algeria,€6.00m
https://www.transfermarkt.com/terem-moffi/profil/spieler/538874,Nigeria,€20.00m
https://www.transfermarkt.com/andy-delort/profil/spieler/122797,Algeria,€7.00m
https://www.transfermarkt.com/lucas-chevalier/profil/spieler/463600,France,€10.00m
https://www.transfermarkt.com/leo-jardim/profil/spieler/288415,Brazil,€3.00m
https://www.transfermarkt.com/benoit-costil/profil/spieler/22628,France,€1.00m
https://www.transfermarkt.com/adam-jakubech/profil/spieler/258267,Slovakia,€300k
https://www.transfermarkt.com/tom-negrel/profil/spieler/866916,France,€50k
https://www.transfermarkt.com/tiago-djalo/profil/spieler/420465,Portugal,€16.00m
https://www.transfermarkt.com/leny-yoro/profil/spieler/923831,France,€10.00m
https://www.transfermarkt.com/alexsandro/profil/spieler/648020,Brazil,€5.00m
https://www.transfermarkt.com/jose-fonte/profil/spieler/33829,Portugal,€600k
https://www.transfermarkt.com/abdoulaye-ousmane/profil/spieler/689091,Mauritania,€50k
https://www.transfermarkt.com/gabriel-gudmundsson/profil/spieler/362108,Sweden,€4.50m
https://www.transfermarkt.com/ismaily/profil/spieler/124028,Brazil,€2.50m
https://www.transfermarkt.com/bafode-diakite/profil/spieler/463605,France,€10.00m
https://www.transfermarkt.com/akim-zedadka/profil/spieler/327863,Algeria,€2.50m
https://www.transfermarkt.com/simon-ramet/profil/spieler/707231,France,€150k
https://www.transfermarkt.com/benjamin-andre/profil/spieler/84301,France,€9.00m
https://www.transfermarkt.com/jonas-martin/profil/spieler/127142,France,€1.50m
https://www.transfermarkt.com/carlos-baleba/profil/spieler/973085,Cameroon,€5.00m
https://www.transfermarkt.com/angel-gomes/profil/spieler/392770,England,€16.00m
https://www.transfermarkt.com/yusuf-yazici/profil/spieler/386726,Turkey,€9.00m
https://www.transfermarkt.com/remy-cabella/profil/spieler/113707,France,€5.00m
https://www.transfermarkt.com/matteo-makhabe/profil/spieler/935198,France,€100k
https://www.transfermarkt.com/jonathan-bamba/profil/spieler/292818,Cote d'Ivoire,€20.00m
https://www.transfermarkt.com/alan-virginius/profil/spieler/654415,France,€4.00m
https://www.transfermarkt.com/timothy-weah/profil/spieler/370846,United States,€14.00m
https://www.transfermarkt.com/edon-zhegrova/profil/spieler/496857,Kosovo,€8.00m
https://www.transfermarkt.com/adam-ounas/profil/spieler/400485,Algeria,€7.00m
https://www.transfermarkt.com/isaac-lihadji/profil/spieler/557610,France,€1.20m
https://www.transfermarkt.com/ichem-ferrah/profil/spieler/1083024,France,€100k
https://www.transfermarkt.com/jonathan-david/profil/spieler/533738,Canada,€60.00m
https://www.transfermarkt.com/mohamed-bayo/profil/spieler/594991,Guinea,€6.00m
https://www.transfermarkt.com/amine-messoussa/profil/spieler/934154,France,€400k
https://www.transfermarkt.com/brice-samba/profil/spieler/191056,France,€13.00m
https://www.transfermarkt.com/wuilker-farinez/profil/spieler/373714,Venezuela,€3.50m
https://www.transfermarkt.com/jean-louis-leca/profil/spieler/27490,France,€200k
https://www.transfermarkt.com/yannick-pandor/profil/spieler/804829,Comoros,€150k
https://www.transfermarkt.com/kevin-danso/profil/spieler/263236,Austria,€22.00m
https://www.transfermarkt.com/facundo-medina/profil/spieler/474800,Argentina,€22.00m
https://www.transfermarkt.com/jonathan-gradit/profil/spieler/126557,France,€5.00m
https://www.transfermarkt.com/steven-fortes/profil/spieler/276895,Cape Verde,€400k
https://www.transfermarkt.com/yacouba-barry/profil/spieler/821136,France,€100k
https://www.transfermarkt.com/adrien-louveau/profil/spieler/804817,France,€100k
https://www.transfermarkt.com/ismaelo-ganiou/profil/spieler/1020191,France,€50k
https://www.transfermarkt.com/deiver-machado/profil/spieler/332560,Colombia,€4.00m
https://www.transfermarkt.com/massadio-haidara/profil/spieler/170929,Mali,€3.00m
https://www.transfermarkt.com/ismael-boura/profil/spieler/770895,France,€1.00m
https://www.transfermarkt.com/julien-le-cardinal/profil/spieler/794349,France,€2.00m
https://www.transfermarkt.com/salis-abdul-samed/profil/spieler/688707,Ghana,€18.00m
https://www.transfermarkt.com/jean-onana/profil/spieler/656441,Cameroon,€6.00m
https://www.transfermarkt.com/patrick-berg/profil/spieler/308439,Norway,€4.50m
https://www.transfermarkt.com/lukasz-poreba/profil/spieler/532169,Poland,€2.00m
https://www.transfermarkt.com/fode-sylla/profil/spieler/955359,France,NA
https://www.transfermarkt.com/seko-fofana/profil/spieler/182893,Cote d'Ivoire,€32.00m
https://www.transfermarkt.com/mamadou-camara/profil/spieler/905408,Senegal,€250k
https://www.transfermarkt.com/yaya-fofana/profil/spieler/1044893,Mali,€150k
https://www.transfermarkt.com/przemyslaw-frankowski/profil/spieler/239743,Poland,€9.00m
https://www.transfermarkt.com/jimmy-cabot/profil/spieler/206912,France,€3.50m
https://www.transfermarkt.com/angelo-fulgini/profil/spieler/250013,France,€9.00m
https://www.transfermarkt.com/david-costa/profil/spieler/719442,Portugal,€8.00m
https://www.transfermarkt.com/adrien-thomasson/profil/spieler/215977,France,€6.00m
https://www.transfermarkt.com/gael-kakuta/profil/spieler/74297,DR Congo,€1.80m
https://www.transfermarkt.com/nolan-bonte/profil/spieler/1052885,France,€100k
https://www.transfermarkt.com/lois-openda/profil/spieler/368887,Belgium,€35.00m
https://www.transfermarkt.com/adam-buksa/profil/spieler/267160,Poland,€5.00m
https://www.transfermarkt.com/ignatius-ganago/profil/spieler/531949,Cameroon,€4.00m
https://www.transfermarkt.com/florian-sotoca/profil/spieler/354726,France,€4.00m
https://www.transfermarkt.com/wesley-said/profil/spieler/182916,France,€2.00m
https://www.transfermarkt.com/remy-labeau-lascary/profil/spieler/917778,Guadeloupe,€500k
https://www.transfermarkt.com/ibrahima-balde/profil/spieler/804884,France,€400k
https://www.transfermarkt.com/yvon-mvogo/profil/spieler/147051,Switzerland,€3.50m
https://www.transfermarkt.com/paul-nardi/profil/spieler/189744,France,€3.00m
https://www.transfermarkt.com/julian-pollersbeck/profil/spieler/228975,Germany,€500k
https://www.transfermarkt.com/vito-mannone/profil/spieler/33781,Italy,€300k
https://www.transfermarkt.com/teddy-bartouche/profil/spieler/629587,France,€150k
https://www.transfermarkt.com/montassar-talbi/profil/spieler/496706,Tunisia,€8.00m
https://www.transfermarkt.com/julien-laporte/profil/spieler/386057,France,€2.50m
https://www.transfermarkt.com/bamo-meite/profil/spieler/807165,Cote d'Ivoire,€2.50m
https://www.transfermarkt.com/leo-petrot/profil/spieler/412829,France,€900k
https://www.transfermarkt.com/loris-mouyokolo/profil/spieler/799936,France,€500k
https://www.transfermarkt.com/maxime-wackers/profil/spieler/798894,France,€150k
https://www.transfermarkt.com/aurelien-pelon/profil/spieler/918268,France,€50k
https://www.transfermarkt.com/paul-mbelek/profil/spieler/601059,France,NA
https://www.transfermarkt.com/darlin-yongwa/profil/spieler/717118,Cameroon,€1.20m
https://www.transfermarkt.com/vincent-le-goff/profil/spieler/120651,France,€1.00m
https://www.transfermarkt.com/samuel-loric/profil/spieler/648886,France,€500k
https://www.transfermarkt.com/gedeon-kalulu/profil/spieler/395685,DR Congo,€5.00m
https://www.transfermarkt.com/igor-silva/profil/spieler/391720,Brazil,€1.50m
https://www.transfermarkt.com/laurent-abergel/profil/spieler/238626,France,€3.00m
https://www.transfermarkt.com/bonke-innocent/profil/spieler/333383,Nigeria,€2.00m
https://www.transfermarkt.com/jean-victor-makengo/profil/spieler/322305,France,€10.00m
https://www.transfermarkt.com/paul-bellon/profil/spieler/804550,France,€100k
https://www.transfermarkt.com/theo-le-bris/profil/spieler/766412,France,€3.00m
https://www.transfermarkt.com/erwan-colas/profil/spieler/804386,France,NA
https://www.transfermarkt.com/enzo-le-fee/profil/spieler/633992,France,€20.00m
https://www.transfermarkt.com/julien-ponceau/profil/spieler/569390,France,€2.50m
https://www.transfermarkt.com/adil-aouchiche/profil/spieler/569385,France,€2.20m
https://www.transfermarkt.com/quentin-boisgard/profil/spieler/412671,France,€1.00m
https://www.transfermarkt.com/eli-junior-kroupi/profil/spieler/955357,France,€400k
https://www.transfermarkt.com/armand-lauriente/profil/spieler/579930,France,€18.00m
https://www.transfermarkt.com/yoann-cathline/profil/spieler/782476,France,€2.00m
https://www.transfermarkt.com/stephane-diarra/profil/spieler/428954,Cote d'Ivoire,€2.50m
https://www.transfermarkt.com/ibrahima-kone/profil/spieler/490223,Mali,€4.00m
https://www.transfermarkt.com/adrian-grbic/profil/spieler/167342,Austria,€1.50m
https://www.transfermarkt.com/pablo-pagis/profil/spieler/810411,France,€1.50m
https://www.transfermarkt.com/sirine-doucoure/profil/spieler/802747,France,€500k
https://www.transfermarkt.com/yehvann-diouf/profil/spieler/448632,France,€8.00m
https://www.transfermarkt.com/patrick-pentz/profil/spieler/223972,Austria,€1.50m
https://www.transfermarkt.com/alexandre-olliero/profil/spieler/395602,France,€600k
https://www.transfermarkt.com/nicolas-penneteau/profil/spieler/5578,France,-
https://www.transfermarkt.com/florent-duparchy/profil/spieler/854861,France,€100k
https://www.transfermarkt.com/soumaila-sylla/profil/spieler/894585,France,€50k
https://www.transfermarkt.com/emmanuel-agbadou/profil/spieler/683895,Cote d'Ivoire,€7.50m
https://www.transfermarkt.com/andreaw-gravillon/profil/spieler/395083,Guadeloupe,€4.00m
https://www.transfermarkt.com/cheick-keita/profil/spieler/820146,France,€1.50m
https://www.transfermarkt.com/yunis-abdelhamid/profil/spieler/199704,Morocco,€700k
https://www.transfermarkt.com/moustapha-mbow/profil/spieler/649026,Senegal,€600k
https://www.transfermarkt.com/fallou-fall/profil/spieler/1038821,Senegal,€150k
https://www.transfermarkt.com/thibault-de-smet/profil/spieler/340177,Belgium,€3.00m
https://www.transfermarkt.com/bradley-locko/profil/spieler/805908,France,€2.50m
https://www.transfermarkt.com/thomas-foket/profil/spieler/215114,Belgium,€5.00m
https://www.transfermarkt.com/maxime-busi/profil/spieler/570817,Belgium,€2.50m
https://www.transfermarkt.com/ibrahim-diakite/profil/spieler/919173,Guinea,€350k
https://www.transfermarkt.com/therence-koudou/profil/spieler/910176,France,€100k
https://www.transfermarkt.com/marshall-munetsi/profil/spieler/414908,Zimbabwe,€9.00m
https://www.transfermarkt.com/azor-matusiwa/profil/spieler/315145,Netherlands,€7.50m
https://www.transfermarkt.com/jens-cajuste/profil/spieler/468066,Sweden,€6.00m
https://www.transfermarkt.com/dion-lopy/profil/spieler/649033,Senegal,€4.00m
https://www.transfermarkt.com/samuel-koeberle/profil/spieler/926235,France,€250k
https://www.transfermarkt.com/valentin-atangana-edoa/profil/spieler/923759,France,€250k
https://www.transfermarkt.com/martin-adeline/profil/spieler/814976,France,€800k
https://www.transfermarkt.com/kamory-doumbia/profil/spieler/671594,Mali,€2.50m
https://www.transfermarkt.com/rafik-guitane/profil/spieler/394328,France,€1.00m
https://www.transfermarkt.com/alexis-flips/profil/spieler/395242,France,€6.00m
https://www.transfermarkt.com/arber-zeneli/profil/spieler/222876,Kosovo,€3.50m
https://www.transfermarkt.com/nathanael-mbuku/profil/spieler/557614,France,€3.00m
https://www.transfermarkt.com/myziane-maolida/profil/spieler/371142,France,€1.50m
https://www.transfermarkt.com/mitchell-van-bergen/profil/spieler/393239,Netherlands,€1.20m
https://www.transfermarkt.com/mamadou-diakhon/profil/spieler/1054839,France,NA
https://www.transfermarkt.com/junya-ito/profil/spieler/348791,Japan,€10.00m
https://www.transfermarkt.com/folarin-balogun/profil/spieler/503770,United States,€30.00m
https://www.transfermarkt.com/el-bilal-toure/profil/spieler/649016,Mali,€12.00m
https://www.transfermarkt.com/kaj-sierhuis/profil/spieler/315283,Netherlands,€1.20m
https://www.transfermarkt.com/noah-jean-holm/profil/spieler/494177,Norway,€700k
https://www.transfermarkt.com/mohamed-toure/profil/spieler/742770,Australia,€400k
https://www.transfermarkt.com/jonas-omlin/profil/spieler/247915,Switzerland,€9.00m
https://www.transfermarkt.com/benjamin-lecomte/profil/spieler/127181,France,€4.00m
https://www.transfermarkt.com/dimitry-bertaud/profil/spieler/371816,France,€1.50m
https://www.transfermarkt.com/bingourou-kamara/profil/spieler/333175,Senegal,€800k
https://www.transfermarkt.com/matis-carvalho/profil/spieler/478346,Portugal,€300k
https://www.transfermarkt.com/maxime-esteve/profil/spieler/842341,France,€7.00m
https://www.transfermarkt.com/kiki-kouyate/profil/spieler/211637,Mali,€5.00m
https://www.transfermarkt.com/christopher-jullien/profil/spieler/201737,France,€3.50m
https://www.transfermarkt.com/mamadou-sakho/profil/spieler/47713,France,€2.50m
https://www.transfermarkt.com/pedro-mendes/profil/spieler/72857,Portugal,€1.80m
https://www.transfermarkt.com/teo-allix/profil/spieler/913669,France,€150k
https://www.transfermarkt.com/redouane-halhal/profil/spieler/913660,Morocco,€100k
https://www.transfermarkt.com/faitout-maouassa/profil/spieler/357072,France,€6.00m
https://www.transfermarkt.com/nicolas-cozza/profil/spieler/485965,France,€3.50m
https://www.transfermarkt.com/issiaga-sylla/profil/spieler/220878,Guinea,€2.50m
https://www.transfermarkt.com/theo-sainte-luce/profil/spieler/537127,France,€2.00m
https://www.transfermarkt.com/thibault-tamas/profil/spieler/569374,France,€150k
https://www.transfermarkt.com/falaye-sacko/profil/spieler/364857,Mali,€4.00m
https://www.transfermarkt.com/enzo-tchato/profil/spieler/842338,Cameroon,€2.50m
https://www.transfermarkt.com/arnaud-souquet/profil/spieler/111058,France,€2.00m
https://www.transfermarkt.com/mathias-suarez/profil/spieler/294895,Uruguay,€300k
https://www.transfermarkt.com/ryan-tchato/profil/spieler/743516,Cameroon,€150k
https://www.transfermarkt.com/joris-chotard/profil/spieler/624037,France,€9.00m
https://www.transfermarkt.com/jordan-ferri/profil/spieler/118284,France,€5.00m
https://www.transfermarkt.com/khalil-fayad/profil/spieler/782630,France,€4.50m
https://www.transfermarkt.com/leo-leroy/profil/spieler/650350,France,€1.20m
https://www.transfermarkt.com/sacha-delaye/profil/spieler/842425,France,€400k
https://www.transfermarkt.com/matteo-loubatieres/profil/spieler/913645,France,€150k
https://www.transfermarkt.com/teji-savanier/profil/spieler/127156,France,€10.00m
https://www.transfermarkt.com/stephy-mavididi/profil/spieler/340328,England,€6.00m
https://www.transfermarkt.com/beni-makouana/profil/spieler/624920,Congo,€600k
https://www.transfermarkt.com/arnaud-nordin/profil/spieler/324811,France,€7.00m
https://www.transfermarkt.com/axel-gueguin/profil/spieler/981977,France,€800k
https://www.transfermarkt.com/elye-wahi/profil/spieler/659542,France,€35.00m
https://www.transfermarkt.com/wahbi-khazri/profil/spieler/103565,Tunisia,€2.50m
https://www.transfermarkt.com/valere-germain/profil/spieler/60540,France,€1.50m
https://www.transfermarkt.com/serigne-faye/profil/spieler/1087022,Senegal,€300k
https://www.transfermarkt.com/yanis-guermouche/profil/spieler/876034,Algeria,€150k
https://www.transfermarkt.com/edvin-bongemba/profil/spieler/944847,France,€50k
https://www.transfermarkt.com/matz-sels/profil/spieler/127202,Belgium,€7.00m
https://www.transfermarkt.com/eiji-kawashima/profil/spieler/77383,Japan,€150k
https://www.transfermarkt.com/robin-risser/profil/spieler/743515,France,€150k
https://www.transfermarkt.com/alexandre-pierre/profil/spieler/838947,Haiti,€100k
https://www.transfermarkt.com/alexander-djiku/profil/spieler/250844,Ghana,€8.00m
https://www.transfermarkt.com/ismael-doukoure/profil/spieler/786436,France,€6.00m
https://www.transfermarkt.com/gerzino-nyamsi/profil/spieler/378953,France,€5.00m
https://www.transfermarkt.com/lucas-perrin/profil/spieler/352392,France,€3.00m
https://www.transfermarkt.com/maxime-le-marchand/profil/spieler/60558,France,-
https://www.transfermarkt.com/franci-bouebari/profil/spieler/1029294,France,€250k
https://www.transfermarkt.com/eduard-sobol/profil/spieler/206717,Ukraine,€2.50m
https://www.transfermarkt.com/thomas-delaine/profil/spieler/170961,France,€1.20m
https://www.transfermarkt.com/anas-nanah/profil/spieler/667999,Morocco,€50k
https://www.transfermarkt.com/colin-dagba/profil/spieler/460629,France,€4.50m
https://www.transfermarkt.com/frederic-guilbert/profil/spieler/354352,France,€4.50m
https://www.transfermarkt.com/ronael-pierre-gabriel/profil/spieler/410185,France,€3.50m
https://www.transfermarkt.com/karol-fila/profil/spieler/385817,Poland,€900k
https://www.transfermarkt.com/marvin-senaya/profil/spieler/830890,France,€900k
https://www.transfermarkt.com/antoine-nuss/profil/spieler/1029293,France,€100k
https://www.transfermarkt.com/habib-diarra/profil/spieler/876631,France,€10.00m
https://www.transfermarkt.com/ibrahima-sissoko/profil/spieler/372712,France,€6.00m
https://www.transfermarkt.com/jean-eudes-aholou/profil/spieler/178313,Cote d'Ivoire,€2.50m
https://www.transfermarkt.com/jean-ricner-bellegarde/profil/spieler/450050,France,€10.00m
https://www.transfermarkt.com/sanjin-prcic/profil/spieler/125783,Bosnia-Herzegovina,€3.00m
https://www.transfermarkt.com/dimitri-lienard/profil/spieler/314940,France,€500k
https://www.transfermarkt.com/dany-jean/profil/spieler/628835,Haiti,€150k
https://www.transfermarkt.com/yuito-suzuki/profil/spieler/668606,Japan,€600k
https://www.transfermarkt.com/nordine-kandil/profil/spieler/891379,Morocco,€400k
https://www.transfermarkt.com/jordan-robinand/profil/spieler/888823,France,€50k
https://www.transfermarkt.com/tom-saettel/profil/spieler/886502,France,€150k
https://www.transfermarkt.com/habib-diallo/profil/spieler/344888,Senegal,€18.00m
https://www.transfermarkt.com/ludovic-ajorque/profil/spieler/283994,France,€9.00m
https://www.transfermarkt.com/kevin-gameiro/profil/spieler/27389,France,€1.20m
https://www.transfermarkt.com/lebo-mothiba/profil/spieler/427161,South Africa,€1.20m
https://www.transfermarkt.com/alban-lafont/profil/spieler/357117,France,€16.00m
https://www.transfermarkt.com/remy-descamps/profil/spieler/282028,France,€700k
https://www.transfermarkt.com/denis-petric/profil/spieler/28356,Slovenia,€150k
https://www.transfermarkt.com/joao-victor/profil/spieler/671145,Brazil,€7.00m
https://www.transfermarkt.com/andrei-girotto/profil/spieler/270051,Brazil,€4.00m
https://www.transfermarkt.com/jean-charles-castelletto/profil/spieler/182875,Cameroon,€3.50m
https://www.transfermarkt.com/nicolas-pallois/profil/spieler/139279,France,€900k
https://www.transfermarkt.com/nathan-zeze/profil/spieler/923832,France,€400k
https://www.transfermarkt.com/robin-voisine/profil/spieler/650582,France,€150k
https://www.transfermarkt.com/michel-diaz/profil/spieler/1009596,Cote d'Ivoire,€100k
https://www.transfermarkt.com/quentin-merlin/profil/spieler/557613,France,€7.00m
https://www.transfermarkt.com/jaouen-hadjam/profil/spieler/750903,Algeria,€2.00m
https://www.transfermarkt.com/charles-traore/profil/spieler/394906,Mali,€600k
https://www.transfermarkt.com/fabien-centonze/profil/spieler/384859,France,€4.00m
https://www.transfermarkt.com/dennis-appiah/profil/spieler/111038,France,€1.50m
https://www.transfermarkt.com/fabio/profil/spieler/61891,Brazil,€1.20m
https://www.transfermarkt.com/sebastien-corchia/profil/spieler/102744,France,€1.00m
https://www.transfermarkt.com/mathieu-acapandie/profil/spieler/944355,France,NA
https://www.transfermarkt.com/pedro-chirivella/profil/spieler/242273,Spain,€6.00m
https://www.transfermarkt.com/lohann-doucet/profil/spieler/830265,France,€700k
https://www.transfermarkt.com/samuel-moutoussamy/profil/spieler/353403,DR Congo,€5.00m
https://www.transfermarkt.com/moussa-sissoko/profil/spieler/46001,France,€2.50m
https://www.transfermarkt.com/mohamed-achi/profil/spieler/855158,France,€300k
https://www.transfermarkt.com/ludovic-blas/profil/spieler/288225,France,€20.00m
https://www.transfermarkt.com/florent-mollet/profil/spieler/222859,France,€2.00m
https://www.transfermarkt.com/gor-manvelyan/profil/spieler/773795,France,€400k
https://www.transfermarkt.com/santiago-eneme/profil/spieler/615618,Equatorial Guinea,€150k
https://www.transfermarkt.com/samuel-yepie-yepie/profil/spieler/538973,France,€150k
https://www.transfermarkt.com/moses-simon/profil/spieler/274862,Nigeria,€8.00m
https://www.transfermarkt.com/stredair-appuah/profil/spieler/1004618,France,€150k
https://www.transfermarkt.com/marcus-coco/profil/spieler/353365,France,€1.20m
https://www.transfermarkt.com/abdoul-kader-bamba/profil/spieler/560725,France,€900k
https://www.transfermarkt.com/mostafa-mohamed/profil/spieler/462348,Egypt,€6.00m
https://www.transfermarkt.com/evann-guessand/profil/spieler/500689,France,€4.50m
https://www.transfermarkt.com/joe-loic-affamah/profil/spieler/644768,France,€125k
https://www.transfermarkt.com/maxime-dupe/profil/spieler/127188,France,€2.50m
https://www.transfermarkt.com/kjetil-haug/profil/spieler/328770,Norway,€400k
https://www.transfermarkt.com/thomas-himeur/profil/spieler/835136,France,€150k
https://www.transfermarkt.com/guillaume-restes/profil/spieler/912902,France,NA
https://www.transfermarkt.com/anthony-rouault/profil/spieler/690799,France,€10.00m
https://www.transfermarkt.com/rasmus-nicolaisen/profil/spieler/283227,Denmark,€6.00m
https://www.transfermarkt.com/logan-costa/profil/spieler/484988,Cape Verde,€1.20m
https://www.transfermarkt.com/kevin-keben/profil/spieler/855014,Cameroon,€400k
https://www.transfermarkt.com/christian-mawissa-elebi/profil/spieler/1005240,France,€250k
https://www.transfermarkt.com/gabriel-suazo/profil/spieler/385105,Chile,€2.50m
https://www.transfermarkt.com/oliver-zanden/profil/spieler/611195,Sweden,€1.00m
https://www.transfermarkt.com/moussa-diarra/profil/spieler/694509,Mali,€800k
https://www.transfermarkt.com/ylies-aradj/profil/spieler/923758,France,€50k
https://www.transfermarkt.com/mikkel-desler/profil/spieler/221873,Denmark,€2.50m
https://www.transfermarkt.com/warren-kamanzi/profil/spieler/794758,Norway,€1.20m
https://www.transfermarkt.com/stijn-spierings/profil/spieler/241501,Netherlands,€6.00m
https://www.transfermarkt.com/branco-van-den-boomen/profil/spieler/203938,Netherlands,€12.00m
https://www.transfermarkt.com/brecht-dejaegere/profil/spieler/159098,Belgium,€1.80m
https://www.transfermarkt.com/vincent-sierro/profil/spieler/280387,Switzerland,€1.50m
https://www.transfermarkt.com/theocharis-tsingaras/profil/spieler/464530,Greece,€1.20m
https://www.transfermarkt.com/denis-genreau/profil/spieler/470618,Australia,€1.50m
https://www.transfermarkt.com/naatan-skytta/profil/spieler/567309,Finland,€500k
https://www.transfermarkt.com/steve-mvoue/profil/spieler/666953,Cameroon,€400k
https://www.transfermarkt.com/edhy-zuliani/profil/spieler/944427,Algeria,€50k
https://www.transfermarkt.com/fares-chaibi/profil/spieler/855015,Algeria,€10.00m
https://www.transfermarkt.com/veljko-birmancevic/profil/spieler/419648,Serbia,€3.00m
https://www.transfermarkt.com/rafael-ratao/profil/spieler/289802,Brazil,€2.50m
https://www.transfermarkt.com/junior-flemmings/profil/spieler/354664,Jamaica,€350k
https://www.transfermarkt.com/zakaria-aboukhlal/profil/spieler/393238,Morocco,€9.00m
https://www.transfermarkt.com/nathan-ngoumou/profil/spieler/629588,France,€5.00m
https://www.transfermarkt.com/thijs-dallinga/profil/spieler/538964,Netherlands,€12.00m
https://www.transfermarkt.com/rhys-healey/profil/spieler/238185,England,€2.50m
https://www.transfermarkt.com/ado-onaiwu/profil/spieler/308133,Japan,€1.50m
https://www.transfermarkt.com/said-hamulic/profil/spieler/652996,Bosnia-Herzegovina,€1.50m
https://www.transfermarkt.com/yanis-begraoui/profil/spieler/569376,Morocco,€1.00m
https://www.transfermarkt.com/bonota-traore/profil/spieler/967049,France,€50k
https://www.transfermarkt.com/marco-bizot/profil/spieler/124884,Netherlands,€3.50m
https://www.transfermarkt.com/joaquin-blazquez/profil/spieler/668996,Argentina,€400k
https://www.transfermarkt.com/gregoire-coudert/profil/spieler/525155,France,€150k
https://www.transfermarkt.com/lilian-brassier/profil/spieler/485960,France,€5.00m
https://www.transfermarkt.com/brendan-chardonnet/profil/spieler/250779,France,€5.00m
https://www.transfermarkt.com/achraf-dari/profil/spieler/566823,Morocco,€2.00m
https://www.transfermarkt.com/christophe-herelle/profil/spieler/170544,Martinique,€2.00m
https://www.transfermarkt.com/josue-escartin/profil/spieler/862972,France,€150k
https://www.transfermarkt.com/jean-kevin-duverne/profil/spieler/344864,France,€4.00m
https://www.transfermarkt.com/jere-uronen/profil/spieler/131827,Finland,€1.00m
https://www.transfermarkt.com/kenny-lala/profil/spieler/174196,France,€1.50m
https://www.transfermarkt.com/noah-fadiga/profil/spieler/379168,Senegal,€1.20m
https://www.transfermarkt.com/pierre-lees-melou/profil/spieler/377393,France,€4.00m
https://www.transfermarkt.com/haris-belkebla/profil/spieler/138055,Algeria,€3.00m
https://www.transfermarkt.com/mahdi-camara/profil/spieler/324795,France,€3.00m
https://www.transfermarkt.com/hugo-magnetti/profil/spieler/474662,France,€2.00m
https://www.transfermarkt.com/hiangaa-mbock/profil/spieler/684062,France,€1.20m
https://www.transfermarkt.com/romain-del-castillo/profil/spieler/353399,France,€3.00m
https://www.transfermarkt.com/mathias-pereira-lage/profil/spieler/424072,France,€2.00m
https://www.transfermarkt.com/axel-camblan/profil/spieler/924800,France,€400k
https://www.transfermarkt.com/jeremy-le-douaron/profil/spieler/737781,France,€4.50m
https://www.transfermarkt.com/youcef-belaili/profil/spieler/175014,Algeria,€1.50m
https://www.transfermarkt.com/franck-honorat/profil/spieler/229006,France,€10.00m
https://www.transfermarkt.com/alberth-elis/profil/spieler/281319,Honduras,€2.50m
https://www.transfermarkt.com/karamoko-dembele/profil/spieler/466602,England,€500k
https://www.transfermarkt.com/tairyk-arconte/profil/spieler/855056,France,€500k
https://www.transfermarkt.com/steve-mounie/profil/spieler/238639,Benin,€5.00m
https://www.transfermarkt.com/irvin-cardona/profil/spieler/342226,France,€2.50m
https://www.transfermarkt.com/islam-slimani/profil/spieler/174915,Algeria,€1.50m
https://www.transfermarkt.com/loic-remy/profil/spieler/45121,France,€150k
https://www.transfermarkt.com/gauthier-gallon/profil/spieler/193256,France,€2.00m
https://www.transfermarkt.com/mateusz-lis/profil/spieler/345437,Poland,€900k
https://www.transfermarkt.com/jessy-moulin/profil/spieler/33925,France,€200k
https://www.transfermarkt.com/corentin-michel/profil/spieler/540642,Belgium,€150k
https://www.transfermarkt.com/jackson-porozo/profil/spieler/491616,Ecuador,€3.00m
