"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA","A_minus_xAG","KP","Final_Third","PPA","CrsPA","PrgP","Url"
2023,"Auxerre","Ligue 1","Han-Noah Massengo","FRA","MF","21",2001,12.4,385,453,85,6593,1849,165,187,88.2,168,188,89.4,36,43,83.7,0,0.6,1.1,-0.6,11,43,12,2,48,"https://fbref.com/en/players/eba1e557/Han-Noah-Massengo"
2023,"Auxerre","Ligue 1","Gideon Mensah","GHA","DF","24",1998,25.1,1126,1457,77.3,19117,7266,558,635,87.9,454,558,81.4,89,193,46.1,0,2,2.1,-2,25,97,20,12,116,"https://fbref.com/en/players/9bdd8118/Gideon-Mensah"
2023,"Auxerre","Ligue 1","M'Baye Niang","SEN","FW","27",1994,16.5,188,297,63.3,2848,688,100,147,68,66,96,68.8,12,21,57.1,0,0.6,0.6,-0.6,7,13,7,1,30,"https://fbref.com/en/players/2054d037/MBaye-Niang"
2023,"Auxerre","Ligue 1","Théo Pellenard","FRA","DF","28",1994,1.1,11,21,52.4,216,175,4,5,80,5,8,62.5,2,6,33.3,0,0,0,0,0,4,0,0,2,"https://fbref.com/en/players/97fb4608/Theo-Pellenard"
2023,"Auxerre","Ligue 1","Brayann Pereira","FRA","DF","19",2003,2,56,79,70.9,812,282,32,38,84.2,21,32,65.6,3,6,50,0,0,0,0,0,1,0,0,4,"https://fbref.com/en/players/5c42e7ce/Brayann-Pereira"
2023,"Auxerre","Ligue 1","Gaëtan Perrin","FRA","MF,FW","26",1996,15.5,315,434,72.6,5718,1802,140,175,80,122,158,77.2,41,67,61.2,1,1.9,1.5,-0.9,25,39,18,4,69,"https://fbref.com/en/players/10dd88f9/Gaetan-Perrin"
2023,"Auxerre","Ligue 1","Ionuț Radu","ROU","GK","25",1997,17,345,598,57.7,11491,9005,41,41,100,142,143,99.3,159,408,39,0,0,0,0,1,16,0,0,0,"https://fbref.com/en/players/67f649be/Ionut-Radu"
2023,"Auxerre","Ligue 1","Rayan Raveloson","MAD","DF,MF","25",1997,27,917,1130,81.2,17031,6379,367,421,87.2,418,498,83.9,104,162,64.2,1,0.9,1.3,0.1,13,82,15,7,100,"https://fbref.com/en/players/fb3236a7/Rayan-Raveloson"
2023,"Auxerre","Ligue 1","Kays Ruiz","MAR","MF","19",2002,0.7,26,29,89.7,233,40,20,20,100,3,4,75,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/90a9cc01/Kays-Ruiz"
2023,"Auxerre","Ligue 1","Hamza Sakhi","MAR","MF","26",1996,18.4,756,947,79.8,14936,4518,281,316,88.9,296,351,84.3,141,216,65.3,2,3.2,3.3,-1.2,37,102,22,7,135,"https://fbref.com/en/players/c9151d66/Hamza-Sakhi"
2023,"Auxerre","Ligue 1","Lassine Sinayoko","MLI","MF,FW","22",1999,17.4,413,555,74.4,5950,1763,235,298,78.9,124,165,75.2,26,43,60.5,2,2.7,1.8,-0.7,23,38,28,6,74,"https://fbref.com/en/players/5e5249c8/Lassine-Sinayoko"
2023,"Auxerre","Ligue 1","Birama Touré","MLI","MF","30",1992,37.8,1236,1538,80.4,23867,7341,466,545,85.5,516,597,86.4,199,291,68.4,0,0.2,0.9,-0.2,5,121,11,0,138,"https://fbref.com/en/players/a4b798a9/Birama-Toure"
2023,"Auxerre","Ligue 1","Souleymane Touré","FRA","DF","19",2003,17.6,681,782,87.1,12785,4114,223,261,85.4,359,381,94.2,76,106,71.7,0,0.4,0.4,-0.4,8,41,4,0,45,"https://fbref.com/en/players/01fd01e8/Souleymane-Toure"
2023,"Auxerre","Ligue 1","Akim Zedadka","ALG","DF","27",1995,17.8,543,707,76.8,8466,2865,273,326,83.7,222,283,78.4,28,58,48.3,0,1.2,1.3,-1.2,14,35,15,9,51,"https://fbref.com/en/players/0ff630d0/Akim-Zedadka"
2023,"Barcelona","La Liga","Ángel Alarcón","ESP","FW","18",2004,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/455c26a4/Angel-Alarcon"
2023,"Barcelona","La Liga","Jordi Alba","ESP","DF","33",1989,15.8,1217,1460,83.4,19141,5490,668,728,91.8,441,521,84.6,78,139,56.1,3,6.2,6.7,-3.2,38,120,43,15,141,"https://fbref.com/en/players/4601e194/Jordi-Alba"
2023,"Barcelona","La Liga","Marcos Alonso","ESP","DF","31",1990,13,896,1005,89.2,16393,5539,360,386,93.3,442,475,93.1,81,117,69.2,0,0.3,0.9,-0.3,6,70,9,4,71,"https://fbref.com/en/players/f4290206/Marcos-Alonso"
2023,"Barcelona","La Liga","Ronald Araújo","URU","DF","23",1999,20,1139,1287,88.5,21762,7324,406,433,93.8,609,652,93.4,110,174,63.2,2,0.8,0.7,1.2,6,95,3,1,79,"https://fbref.com/en/players/2bef2bca/Ronald-Araujo"
2023,"Barcelona","La Liga","Pierre-Emerick Aubameyang","GAB","FW","33",1989,0.1,3,3,100,59,26,0,0,NA,3,3,100,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d5dd5f1f/Pierre-Emerick-Aubameyang"
2023,"Barcelona","La Liga","Alejandro Balde","ESP","DF","18",2003,27.5,1482,1670,88.7,21525,4340,892,951,93.8,486,536,90.7,71,106,67,6,4.9,5.4,1.1,22,74,22,16,79,"https://fbref.com/en/players/5ccc9672/Alejandro-Balde"
2023,"Barcelona","La Liga","Héctor Bellerín","ESP","DF","27",1995,1.6,77,96,80.2,1146,419,48,52,92.3,21,25,84,5,8,62.5,0,0.1,0.5,-0.1,1,10,4,0,13,"https://fbref.com/en/players/f874dd44/Hector-Bellerin"
2023,"Barcelona","La Liga","Sergio Busquets","ESP","MF","34",1988,26,1722,1949,88.4,30610,9017,756,825,91.6,745,822,90.6,183,222,82.4,4,2.8,3.7,1.2,25,230,33,3,254,"https://fbref.com/en/players/5ab0ea87/Sergio-Busquets"
2023,"Barcelona","La Liga","Andreas Christensen","DEN","DF","26",1996,19.6,1416,1507,94,25804,8685,549,580,94.7,740,761,97.2,113,142,79.6,1,0.5,0.9,0.5,6,114,4,0,91,"https://fbref.com/en/players/1cb49278/Andreas-Christensen"
2023,"Barcelona","La Liga","Ousmane Dembélé","FRA","FW","25",1997,15.7,642,854,75.2,10068,2037,376,427,88.1,195,256,76.2,54,106,50.9,7,4.9,5,2.1,41,21,37,5,74,"https://fbref.com/en/players/b19db005/Ousmane-Dembele"
2023,"Barcelona","La Liga","Ansu Fati","ESP","FW","19",2002,15.5,509,609,83.6,6451,1024,359,398,90.2,114,136,83.8,18,23,78.3,3,1.7,2.3,1.3,16,23,19,1,48,"https://fbref.com/en/players/0ba976e4/Ansu-Fati"
2023,"Barcelona","La Liga","Eric García","ESP","DF,MF","21",2001,15.7,1142,1257,90.9,21550,7275,429,460,93.3,578,612,94.4,122,158,77.2,0,0.2,0.6,-0.2,1,130,2,0,105,"https://fbref.com/en/players/2bed3eab/Eric-Garcia"
2023,"Barcelona","La Liga","Aleix Garrido","ESP","FW","18",2004,0.1,2,3,66.7,21,8,2,3,66.7,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/5757adc3/Aleix-Garrido"
2023,"Barcelona","La Liga","Gavi","ESP","MF,FW","17",2004,28.1,1026,1206,85.1,14584,2930,652,711,91.7,289,340,85,55,79,69.6,4,3.7,3.8,0.3,38,98,40,4,134,"https://fbref.com/en/players/19cae58d/Gavi"
2023,"Barcelona","La Liga","Frenkie de Jong","NED","MF","25",1997,28.2,2089,2320,90,33411,10589,1121,1186,94.5,782,849,92.1,144,186,77.4,4,4.3,6.3,-0.3,45,250,59,7,279,"https://fbref.com/en/players/1bacc518/Frenkie-de-Jong"
2023,"Barcelona","La Liga","Franck Kessié","CIV","MF","25",1996,11,391,457,85.6,5955,1170,207,231,89.6,152,174,87.4,20,29,69,1,0.7,0.9,0.3,8,23,6,1,39,"https://fbref.com/en/players/05e19d6a/Franck-Kessie"
2023,"Barcelona","La Liga","Jules Koundé","FRA","DF","23",1998,27,1775,2024,87.7,29836,9690,827,895,92.4,792,866,91.5,123,182,67.6,3,2.8,2.3,0.2,16,176,15,6,185,"https://fbref.com/en/players/4d1666ff/Jules-Kounde"
2023,"Barcelona","La Liga","Robert Lewandowski","POL","FW","33",1988,31.6,602,793,75.9,8306,1669,369,440,83.9,165,214,77.1,30,46,65.2,7,6.3,5.3,0.7,35,49,31,2,100,"https://fbref.com/en/players/8d78e732/Robert-Lewandowski"
2023,"Barcelona","La Liga","Memphis","NED","FW","28",1994,1.3,53,66,80.3,735,209,34,38,89.5,14,16,87.5,3,7,42.9,0,0.1,0.2,-0.1,3,3,2,0,7,"https://fbref.com/en/players/8f696594/Memphis"
2023,"Barcelona","La Liga","Pedri","ESP","MF","19",2002,22,1251,1449,86.3,22516,4967,574,632,90.8,485,546,88.8,164,198,82.8,1,5,5.3,-4,42,161,30,2,184,"https://fbref.com/en/players/0d9b2d31/Pedri"
2023,"Barcelona","La Liga","Iñaki Peña","ESP","GK","23",1999,0.8,25,27,92.6,585,407,3,3,100,18,18,100,4,6,66.7,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/cc1c5035/Inaki-Pena"
2023,"Barcelona","La Liga","Gerard Piqué","ESP","DF","35",1987,4.3,353,385,91.7,7375,2268,102,112,91.1,193,199,97,56,66,84.8,0,0,0.1,0,1,47,0,0,35,"https://fbref.com/en/players/adfc9123/Gerard-Pique"
2023,"Barcelona","La Liga","Raphinha","BRA","FW","25",1996,23,915,1266,72.3,15558,3922,475,556,85.4,304,393,77.4,107,226,47.3,7,9.8,9.3,-2.8,57,48,74,20,104,"https://fbref.com/en/players/3423f250/Raphinha"
2023,"Barcelona","La Liga","Chadi Riad","MAR","MF","19",2003,0,1,1,100,7,5,1,1,100,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b3b9b8b8/Chadi-Riad"
2023,"Barcelona","La Liga","Sergi Roberto","ESP","DF,MF","30",1992,14.5,850,936,90.8,12315,2769,514,535,96.1,270,303,89.1,48,64,75,1,0.9,1.3,0.1,10,80,14,6,97,"https://fbref.com/en/players/335fa267/Sergi-Roberto"
2023,"Barcelona","La Liga","Marc-André ter Stegen","GER","GK","30",1992,37.2,1193,1412,84.5,30703,21527,228,232,98.3,600,613,97.9,362,564,64.2,0,0.3,0,-0.3,3,15,0,0,4,"https://fbref.com/en/players/6f51e382/Marc-Andre-ter-Stegen"
2023,"Barcelona","La Liga","Pablo Torre","ESP","FW,MF","19",2003,1.6,77,98,78.6,1026,294,54,62,87.1,16,19,84.2,5,12,41.7,0,0.5,0.4,-0.5,4,9,3,0,11,"https://fbref.com/en/players/04e531b6/Pablo-Torre"
2023,"Barcelona","La Liga","Ferrán Torres","ESP","FW,MF","22",2000,15.5,437,576,75.9,6772,1479,250,285,87.7,144,192,75,33,62,53.2,2,4.1,4.2,-2.1,25,13,29,11,44,"https://fbref.com/en/players/9e1035f8/Ferran-Torres"
2023,"Barcelona","La Liga","Lamine Yamal","ESP","FW","15",2007,0.1,8,9,88.9,112,47,6,6,100,1,1,100,1,1,100,0,0,0.3,0,0,0,2,0,2,"https://fbref.com/en/players/82ec26c1/Lamine-Yamal"
2023,"Bayern Munich","Bundesliga","Daley Blind","NED","DF,MF","32",1990,1.5,87,100,87,1659,659,30,33,90.9,50,55,90.9,7,9,77.8,0,0.1,0.3,-0.1,2,8,1,0,10,"https://fbref.com/en/players/691bef82/Daley-Blind"
2023,"Bayern Munich","Bundesliga","João Cancelo","POR","DF,FW","28",1994,11.2,713,861,82.8,11505,3272,401,430,93.3,254,308,82.5,49,87,56.3,4,2.3,2.8,1.7,13,55,21,6,61,"https://fbref.com/en/players/bd6351cd/Joao-Cancelo"
2023,"Bayern Munich","Bundesliga","Kingsley Coman","FRA","FW,MF","26",1996,15.7,640,806,79.4,10106,2128,359,406,88.4,218,269,81,48,78,61.5,5,5.5,6.5,-0.5,42,26,44,17,70,"https://fbref.com/en/players/042e8a49/Kingsley-Coman"
2023,"Bayern Munich","Bundesliga","Alphonso Davies","CAN","DF","21",2000,22.7,1361,1567,86.9,21727,5882,721,786,91.7,542,600,90.3,76,116,65.5,4,3.7,4.3,0.3,44,110,39,5,133,"https://fbref.com/en/players/d781d855/Alphonso-Davies"
2023,"Bayern Munich","Bundesliga","Serge Gnabry","GER","FW,MF","27",1995,21.6,693,873,79.4,9720,2515,443,516,85.9,193,229,84.3,37,68,54.4,5,5.3,4.8,-0.3,36,49,33,5,82,"https://fbref.com/en/players/88e357ef/Serge-Gnabry"
2023,"Bayern Munich","Bundesliga","Leon Goretzka","GER","MF","27",1995,19.2,826,1012,81.6,12312,3833,455,515,88.3,290,354,81.9,45,72,62.5,2,2.3,2.5,-0.3,21,80,19,0,114,"https://fbref.com/en/players/cc86b9a3/Leon-Goretzka"
2023,"Bayern Munich","Bundesliga","Ryan Gravenberch","NED","MF","20",2002,6.4,326,373,87.4,4941,1234,182,202,90.1,119,130,91.5,16,20,80,0,0.5,0.8,-0.5,8,34,9,0,44,"https://fbref.com/en/players/b8e740fb/Ryan-Gravenberch"
2023,"Bayern Munich","Bundesliga","Lucas Hernández","FRA","DF","26",1996,5.3,337,377,89.4,6346,2535,133,140,95,153,170,90,43,51,84.3,0,0.2,0.1,-0.2,1,29,2,0,34,"https://fbref.com/en/players/c3ee18ef/Lucas-Hernandez"
2023,"Bayern Munich","Bundesliga","Arijon Ibrahimović","GER","MF","16",2005,0.2,7,8,87.5,120,9,4,4,100,2,3,66.7,1,1,100,0,0.1,0,-0.1,1,0,0,0,0,"https://fbref.com/en/players/f5c4fd91/Arijon-Ibrahimovic"
2023,"Bayern Munich","Bundesliga","Joshua Kimmich","GER","MF","27",1995,31.2,2333,2767,84.3,43859,14050,954,1017,93.8,1036,1151,90,306,512,59.8,6,7,9,-1,84,272,68,4,315,"https://fbref.com/en/players/49296448/Joshua-Kimmich"
2023,"Bayern Munich","Bundesliga","Matthijs de Ligt","NED","DF","22",1999,26.7,1902,2088,91.1,36626,12291,619,660,93.8,1114,1178,94.6,162,216,75,1,0.5,0.8,0.5,6,155,6,1,143,"https://fbref.com/en/players/d6e53a3a/Matthijs-de-Ligt"
2023,"Bayern Munich","Bundesliga","Sadio Mané","SEN","FW,MF","30",1992,15.8,307,418,73.4,4444,1192,185,222,83.3,98,118,83.1,15,23,65.2,5,3.9,3.6,1.1,24,17,30,5,43,"https://fbref.com/en/players/c691bfe2/Sadio-Mane"
2023,"Bayern Munich","Bundesliga","Eric Maxim Choupo-Moting","CMR","FW","33",1989,12.4,223,290,76.9,2934,827,137,167,82,55,66,83.3,10,16,62.5,2,1.9,2.1,0.1,16,23,12,1,43,"https://fbref.com/en/players/0e6bc38c/Eric-Maxim-Choupo-Moting"
2023,"Bayern Munich","Bundesliga","Noussair Mazraoui","MAR","DF","24",1997,11.9,738,867,85.1,10684,3976,432,475,90.9,264,301,87.7,24,44,54.5,4,1.9,1.7,2.1,19,58,19,3,99,"https://fbref.com/en/players/b74277a0/Noussair-Mazraoui"
2023,"Bayern Munich","Bundesliga","Thomas Müller","GER","FW,MF","32",1989,18.5,621,831,74.7,8689,2465,351,417,84.2,214,281,76.2,22,52,42.3,8,6.6,7.1,1.4,40,39,37,4,88,"https://fbref.com/en/players/3c6089ab/Thomas-Muller"
2023,"Bayern Munich","Bundesliga","Jamal Musiala","GER","MF,FW","19",2003,24.4,857,1018,84.2,12410,2603,490,553,88.6,303,332,91.3,31,47,66,10,6.6,5.4,3.4,52,67,37,3,124,"https://fbref.com/en/players/2c0558b8/Jamal-Musiala"
2023,"Bayern Munich","Bundesliga","Manuel Neuer","GER","GK","36",1986,12,449,504,89.1,10571,7280,96,96,100,234,238,98.3,118,169,69.8,0,0,0,0,0,1,0,0,1,"https://fbref.com/en/players/8778c910/Manuel-Neuer"
2023,"Bayern Munich","Bundesliga","Benjamin Pavard","FRA","DF","26",1996,27,2120,2400,88.3,37520,14296,867,940,92.2,1064,1162,91.6,155,231,67.1,1,2.4,3.9,-1.4,19,184,21,9,202,"https://fbref.com/en/players/45a03961/Benjamin-Pavard"
2023,"Bayern Munich","Bundesliga","Marcel Sabitzer","AUT","MF","28",1994,7,402,466,86.3,6205,1668,210,230,91.3,159,181,87.8,19,32,59.4,1,0.4,0.6,0.6,6,36,5,0,52,"https://fbref.com/en/players/e280527c/Marcel-Sabitzer"
2023,"Bayern Munich","Bundesliga","Leroy Sané","GER","MF,FW","26",1996,22.3,880,1078,81.6,12202,3032,533,614,86.8,264,311,84.9,43,69,62.3,7,4.3,5.1,2.7,35,58,47,1,134,"https://fbref.com/en/players/2b114be3/Leroy-Sane"
2023,"Bayern Munich","Bundesliga","Bouna Sarr","SEN","FW","30",1992,0,1,2,50,17,3,0,0,NA,1,2,50,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/1a4b9094/Bouna-Sarr"
2023,"Bayern Munich","Bundesliga","Yann Sommer","SUI","GK","33",1988,19,650,749,86.8,14570,9520,165,165,100,360,366,98.4,122,213,57.3,0,0,0,0,0,5,0,0,1,"https://fbref.com/en/players/420c18a1/Yann-Sommer"
2023,"Bayern Munich","Bundesliga","Josip Stanišić","CRO","DF","22",2000,6.4,577,633,91.2,9398,2772,294,312,94.2,238,253,94.1,38,55,69.1,0,0.4,0.7,-0.4,4,43,11,3,66,"https://fbref.com/en/players/7ed08d5c/Josip-Stanisic"
2023,"Bayern Munich","Bundesliga","Mathys Tel","FRA","FW","17",2005,4.6,126,157,80.3,1824,257,72,83,86.7,48,57,84.2,4,4,100,0,0.7,0.4,-0.7,6,7,5,3,11,"https://fbref.com/en/players/829aa60c/Mathys-Tel"
2023,"Bayern Munich","Bundesliga","Sven Ulreich","GER","GK","33",1988,3,110,131,84,2282,1531,41,41,100,53,54,98.1,16,35,45.7,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7d3e7da6/Sven-Ulreich"
2023,"Bayern Munich","Bundesliga","Dayot Upamecano","FRA","DF","23",1998,26.1,2101,2318,90.6,42619,15514,596,641,93,1250,1315,95.1,246,333,73.9,1,0.3,1,0.7,6,205,6,0,169,"https://fbref.com/en/players/d248cd8f/Dayot-Upamecano"
2023,"Bayern Munich","Bundesliga","Gabriel Vidovic","CRO","FW","18",2003,0.2,10,13,76.9,102,23,7,8,87.5,2,3,66.7,0,0,NA,1,0.1,0.1,0.9,2,0,1,0,1,"https://fbref.com/en/players/5360a956/Gabriel-Vidovic"
2023,"Bayern Munich","Bundesliga","Paul Wanner","GER","MF","16",2005,0.3,7,9,77.8,86,27,4,5,80,2,3,66.7,0,0,NA,0,0.1,0.1,-0.1,1,0,1,0,1,"https://fbref.com/en/players/cb64672e/Paul-Wanner"
2023,"Betis","La Liga","Abner","BRA","DF","22",2000,6.7,252,351,71.8,3886,1578,130,149,87.2,94,134,70.1,16,42,38.1,0,0.1,0.5,-0.1,2,18,3,1,16,"https://fbref.com/en/players/7f9c5d2d/Abner"
2023,"Betis","La Liga","Paul Akouokou","CIV","MF,DF","24",1997,5,160,174,92,2670,645,71,73,97.3,66,69,95.7,14,18,77.8,0,0,0.1,0,0,13,1,0,10,"https://fbref.com/en/players/31f5b89b/Paul-Akouokou"
2023,"Betis","La Liga","Claudio Bravo","CHI","GK","39",1983,12,232,392,59.2,7419,5674,44,44,100,89,91,97.8,96,251,38.2,0,0,0,0,0,5,1,0,1,"https://fbref.com/en/players/10072610/Claudio-Bravo"
2023,"Betis","La Liga","Sergio Canales","ESP","FW,MF","31",1991,26.7,1116,1474,75.7,16689,4491,623,697,89.4,319,407,78.4,99,211,46.9,3,5.9,5.1,-2.9,56,94,51,14,143,"https://fbref.com/en/players/a6de370d/Sergio-Canales"
2023,"Betis","La Liga","William Carvalho","POR","MF","30",1992,27.1,1510,1745,86.5,24743,7482,786,859,91.5,525,599,87.6,148,194,76.3,1,1.6,2.1,-0.6,22,170,23,1,203,"https://fbref.com/en/players/dee86451/William-Carvalho"
2023,"Betis","La Liga","Juan Cruz","ESP","FW","22",2000,2,25,39,64.1,282,72,17,19,89.5,5,11,45.5,0,4,0,0,0.1,0.1,-0.1,2,0,0,0,1,"https://fbref.com/en/players/cc2dd8a5/Juan-Cruz"
2023,"Betis","La Liga","Fran Delgado","ESP","DF","21",2001,0.1,7,8,87.5,110,13,4,4,100,3,3,100,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/e7d2a50b/Fran-Delgado"
2023,"Betis","La Liga","Nabil Fekir","FRA","MF","29",1993,10.7,378,484,78.1,4746,1367,226,258,87.6,90,107,84.1,18,55,32.7,2,2.7,2.4,-0.7,23,34,14,1,41,"https://fbref.com/en/players/bece776f/Nabil-Fekir"
2023,"Betis","La Liga","Luiz Felipe","ITA","DF","25",1997,19.6,753,884,85.2,13198,5133,306,336,91.1,356,397,89.7,69,111,62.2,0,0.3,0.3,-0.3,3,33,1,1,42,"https://fbref.com/en/players/15d0c248/Luiz-Felipe"
2023,"Betis","La Liga","Felix Garreta","ESP","DF","18",2004,1,34,40,85,709,206,11,13,84.6,16,18,88.9,7,8,87.5,0,0,0,0,0,2,0,0,2,"https://fbref.com/en/players/9a26fa06/Felix-Garreta"
2023,"Betis","La Liga","Édgar González","ESP","DF","25",1997,19.7,792,892,88.8,14260,4998,333,362,92,384,415,92.5,68,97,70.1,0,0.8,0.7,-0.8,2,14,0,0,30,"https://fbref.com/en/players/49d028db/Edgar-Gonzalez"
2023,"Betis","La Liga","Roberto González","ESP","FW,MF","21",2001,0.6,25,29,86.2,374,121,12,14,85.7,8,8,100,3,5,60,0,0.3,0.2,-0.3,3,2,0,0,2,"https://fbref.com/en/players/56545648/Roberto-Gonzalez"
2023,"Betis","La Liga","Andrés Guardado","MEX","MF","35",1986,15.3,739,870,84.9,13792,3995,341,363,93.9,292,333,87.7,95,137,69.3,1,1.1,1,-0.1,12,70,5,0,72,"https://fbref.com/en/players/ef322658/Andres-Guardado"
2023,"Betis","La Liga","Luiz Henrique","BRA","FW","21",2001,20.1,415,561,74,5705,1138,265,310,85.5,114,154,74,17,32,53.1,3,2.9,2.1,0.1,17,13,14,6,26,"https://fbref.com/en/players/8059806f/Luiz-Henrique"
2023,"Betis","La Liga","Borja Iglesias","ESP","FW","29",1993,26.3,397,522,76.1,4818,691,260,320,81.3,73,97,75.3,19,22,86.4,3,2.8,2.2,0.2,22,13,14,0,33,"https://fbref.com/en/players/75645f0e/Borja-Iglesias"
2023,"Betis","La Liga","Joaquín","ESP","MF,FW","41",1981,5.5,258,324,79.6,3561,928,159,175,90.9,74,91,81.3,12,31,38.7,2,1.8,1.8,0.2,21,15,11,3,26,"https://fbref.com/en/players/4c5b14d2/Joaquin"
2023,"Betis","La Liga","Willian José","BRA","FW","30",1991,8.1,206,266,77.4,2771,446,118,137,86.1,67,84,79.8,8,15,53.3,1,1.3,0.5,-0.3,8,4,3,0,14,"https://fbref.com/en/players/d87e2cae/Willian-Jose"
2023,"Betis","La Liga","Juanmi","ESP","FW","29",1993,10.3,207,245,84.5,2759,466,133,145,91.7,54,62,87.1,7,12,58.3,0,0.9,0.9,-0.9,4,7,3,0,15,"https://fbref.com/en/players/84399660/Juanmi"
2023,"Betis","La Liga","Juan Miranda","ESP","DF","22",2000,16.4,588,830,70.8,9875,5120,277,325,85.2,210,293,71.7,67,142,47.2,2,2.9,2.4,-0.9,21,55,28,9,73,"https://fbref.com/en/players/ead61f73/Juan-Miranda"
2023,"Betis","La Liga","Martín Montoya","ESP","DF","31",1991,5,190,244,77.9,2765,1133,107,116,92.2,60,77,77.9,12,31,38.7,0,0.7,0.6,-0.7,4,12,3,2,16,"https://fbref.com/en/players/5cec2487/Martin-Montoya"
2023,"Betis","La Liga","Álex Moreno","ESP","DF","29",1993,15,525,695,75.5,7787,3493,298,332,89.8,180,247,72.9,31,69,44.9,3,1.5,1.4,1.5,9,38,13,4,44,"https://fbref.com/en/players/16e9d0ea/Alex-Moreno"
2023,"Betis","La Liga","Loren Morón","ESP","FW","28",1993,0.2,3,4,75,29,0,3,3,100,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/3aa4a3be/Loren-Moron"
2023,"Betis","La Liga","Ayoze Pérez","ESP","FW,MF","29",1993,15.4,308,391,78.8,3512,1077,221,255,86.7,60,79,75.9,5,6,83.3,1,2,2,-1,13,19,14,0,39,"https://fbref.com/en/players/819aa8e7/Ayoze-Perez"
2023,"Betis","La Liga","Germán Pezzella","ARG","DF","31",1991,27.9,1129,1312,86.1,21195,8087,408,432,94.4,608,657,92.5,101,192,52.6,0,0.2,0.4,-0.2,4,45,3,0,54,"https://fbref.com/en/players/8c725b43/German-Pezzella"
2023,"Betis","La Liga","Rodri","ESP","FW,MF","22",2000,17.8,732,858,85.3,10858,2751,396,428,92.5,233,274,85,52,75,69.3,3,2.2,2.1,0.8,22,52,34,5,102,"https://fbref.com/en/players/85bed4ee/Rodri"
2023,"Betis","La Liga","Guido Rodríguez","ARG","MF","28",1994,31.9,1464,1688,86.7,23761,7863,729,796,91.6,541,604,89.6,129,189,68.3,0,0.4,0.8,-0.4,11,133,9,1,123,"https://fbref.com/en/players/34e393f2/Guido-Rodriguez"
2023,"Betis","La Liga","Aitor Ruibal","ESP","DF,FW","26",1996,16.2,647,841,76.9,10213,3689,356,394,90.4,212,281,75.4,51,100,51,0,2.1,1.1,-2.1,15,51,12,5,62,"https://fbref.com/en/players/a55d8df5/Aitor-Ruibal"
2023,"Betis","La Liga","Víctor Ruiz","ESP","DF","33",1989,6.2,213,251,84.9,3911,1737,88,98,89.8,104,111,93.7,18,37,48.6,0,0.2,0.2,-0.2,2,11,0,0,10,"https://fbref.com/en/players/b3dc6eca/Victor-Ruiz"
2023,"Betis","La Liga","Youssouf Sabaly","SEN","DF","29",1993,18.7,780,949,82.2,10707,4336,468,514,91.1,249,313,79.6,25,55,45.5,1,0.8,0.5,0.2,12,51,9,1,72,"https://fbref.com/en/players/fbbb9269/Youssouf-Sabaly"
2023,"Betis","La Liga","Rui Silva","POR","GK","28",1994,26,593,886,66.9,18170,13730,98,99,99,248,256,96.9,245,525,46.7,0,0,0.2,0,0,14,1,0,0,"https://fbref.com/en/players/ea83bfa6/Rui-Silva"
2023,"Bochum","Bundesliga","Christopher Antwi-Adjei","GHA","FW,MF","28",1994,22,432,712,60.7,6857,2576,234,287,81.5,145,243,59.7,37,116,31.9,6,3.8,3.8,2.2,33,17,30,15,36,"https://fbref.com/en/players/0a3f6cde/Christopher-Antwi-Adjei"
2023,"Bochum","Bundesliga","Takuma Asano","JPN","FW,MF","27",1994,19,237,342,69.3,3302,967,147,183,80.3,72,98,73.5,8,23,34.8,3,2.1,2.1,0.9,22,18,18,7,34,"https://fbref.com/en/players/13ddc856/Takuma-Asano"
2023,"Bochum","Bundesliga","Moritz Broschinski","GER","FW,MF","21",2000,2.4,29,50,58,423,74,20,30,66.7,7,11,63.6,2,3,66.7,0,0,0.1,0,1,2,0,0,3,"https://fbref.com/en/players/bbd79358/Moritz-Broschinski"
2023,"Bochum","Bundesliga","Philipp Förster","GER","MF","27",1995,14.5,394,546,72.2,6401,2309,218,251,86.9,122,169,72.2,41,86,47.7,7,3.4,2.9,3.6,27,51,16,6,63,"https://fbref.com/en/players/76fa965f/Philipp-Forster"
