"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA","A_minus_xAG","KP","Final_Third","PPA","CrsPA","PrgP","Url"
2023,"Montpellier","Ligue 1","Matis Carvalho","POR","GK","23",1999,1.5,21,53,39.6,924,794,1,1,100,5,5,100,15,46,32.6,0,0,0,0,0,1,0,0,0,"https://fbref.com/en/players/8608f269/Matis-Carvalho"
2023,"Montpellier","Ligue 1","Joris Chotard","FRA","MF","20",2001,27.3,867,1092,79.4,15720,5467,354,414,85.5,364,425,85.6,110,183,60.1,6,3.5,2.7,2.5,27,89,19,3,105,"https://fbref.com/en/players/7909ffa4/Joris-Chotard"
2023,"Montpellier","Ligue 1","Nicolas Cozza","FRA","DF","23",1999,14.2,429,592,72.5,7416,3170,204,248,82.3,182,235,77.4,30,70,42.9,1,0.8,0.8,0.2,7,27,7,3,48,"https://fbref.com/en/players/8f325097/Nicolas-Cozza"
2023,"Montpellier","Ligue 1","Sacha Delaye","FRA","FW,MF","20",2002,0.2,8,14,57.1,86,52,6,8,75,1,3,33.3,0,1,0,0,0,0,0,0,0,0,0,1,"https://fbref.com/en/players/e4448c8c/Sacha-Delaye"
2023,"Montpellier","Ligue 1","Maxime Estève","FRA","DF","20",2002,18.3,609,748,81.4,11413,3907,213,248,85.9,325,361,90,55,113,48.7,0,0.1,0.3,-0.1,1,38,0,0,44,"https://fbref.com/en/players/1a066e69/Maxime-Esteve"
2023,"Montpellier","Ligue 1","Khalil Fayad","FRA","MF","18",2004,8,283,341,83,4478,1236,141,158,89.2,114,129,88.4,18,36,50,2,1.4,0.7,0.6,12,21,4,2,22,"https://fbref.com/en/players/faf00ab8/Khalil-Fayad"
2023,"Montpellier","Ligue 1","Cheikh Faye","SEN","FW","23",1999,0.4,5,9,55.6,62,17,4,4,100,1,2,50,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/4b792f35/Cheikh-Faye"
2023,"Montpellier","Ligue 1","Jordan Ferri","FRA","MF","30",1992,30.4,1695,1989,85.2,30870,9895,716,793,90.3,705,785,89.8,213,310,68.7,2,3,3.3,-1,31,155,28,6,209,"https://fbref.com/en/players/375622c5/Jordan-Ferri"
2023,"Montpellier","Ligue 1","Valère Germain","FRA","FW,MF","32",1990,7.6,147,214,68.7,1794,407,96,133,72.2,34,46,73.9,3,6,50,0,0.6,0.5,-0.6,6,13,6,2,15,"https://fbref.com/en/players/ea0ff634/Valere-Germain"
2023,"Montpellier","Ligue 1","Axel Gueguin","FRA","FW,MF","17",2005,0.3,7,11,63.6,106,35,4,6,66.7,3,3,100,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f6857b4f/Axel-Gueguin"
2023,"Montpellier","Ligue 1","Christopher Jullien","FRA","DF","29",1993,29.9,884,1065,83,17736,6583,284,347,81.8,456,507,89.9,122,180,67.8,2,1.1,1,0.9,7,30,1,0,52,"https://fbref.com/en/players/f323d995/Christopher-Jullien"
2023,"Montpellier","Ligue 1","Bingourou Kamara","SEN","GK","25",1996,4.5,87,131,66.4,2374,1898,16,17,94.1,43,44,97.7,28,69,40.6,0,0,0,0,0,2,0,0,0,"https://fbref.com/en/players/3814120d/Bingourou-Kamara"
2023,"Montpellier","Ligue 1","Wahbi Khazri","TUN","FW,MF","31",1991,18.2,344,483,71.2,6049,1925,159,199,79.9,110,143,76.9,53,90,58.9,1,1.6,1.6,-0.6,19,41,12,2,49,"https://fbref.com/en/players/2677a1de/Wahbi-Khazri"
2023,"Montpellier","Ligue 1","Boubakar Kouyaté","MLI","DF","25",1997,14,499,611,81.7,9797,3098,138,169,81.7,286,320,89.4,63,100,63,0,0.1,0.3,-0.1,2,24,0,0,27,"https://fbref.com/en/players/562a4799/Boubakar-Kouyate"
2023,"Montpellier","Ligue 1","Benjamin Lecomte","FRA","GK","31",1991,19,411,643,63.9,12683,9750,53,53,100,171,177,96.6,186,409,45.5,0,0.1,0,-0.1,1,3,0,0,0,"https://fbref.com/en/players/2fa2a875/Benjamin-Lecomte"
2023,"Montpellier","Ligue 1","Léo Leroy","FRA","MF","22",2000,13.2,387,521,74.3,6219,2029,202,263,76.8,123,149,82.6,35,60,58.3,0,0.9,1.1,-0.9,11,34,10,2,61,"https://fbref.com/en/players/fcc84a07/Leo-Leroy"
2023,"Montpellier","Ligue 1","Béni Makouana","CGO","FW,MF","19",2002,2.2,15,38,39.5,146,43,10,20,50,2,10,20,0,0,NA,0,0,0,0,1,0,1,0,2,"https://fbref.com/en/players/654f49ca/Beni-Makouana"
2023,"Montpellier","Ligue 1","Faitout Maouassa","FRA","FW,DF","24",1998,21.4,436,651,67,7095,2881,246,309,79.6,131,177,74,43,109,39.4,5,2.2,1.9,2.8,23,30,13,8,51,"https://fbref.com/en/players/e54a9890/Faitout-Maouassa"
2023,"Montpellier","Ligue 1","Stephy Mavididi","ENG","FW","24",1998,14.3,236,318,74.2,3260,618,127,164,77.4,68,82,82.9,16,24,66.7,2,1.4,1,0.6,13,11,6,1,22,"https://fbref.com/en/players/30144daa/Stephy-Mavididi"
2023,"Montpellier","Ligue 1","Pedro Mendes","POR","DF","31",1990,0.1,1,3,33.3,10,0,1,2,50,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/6690ef25/Pedro-Mendes"
2023,"Montpellier","Ligue 1","Arnaud Nordin","FRA","FW","24",1998,26.7,485,661,73.4,7015,1948,268,334,80.2,156,213,73.2,26,44,59.1,3,2.9,2,0.1,20,28,19,3,63,"https://fbref.com/en/players/7b9a9e25/Arnaud-Nordin"
2023,"Montpellier","Ligue 1","Jonas Omlin","SUI","GK","28",1994,13,295,415,71.1,8042,5958,53,54,98.1,155,158,98.1,86,202,42.6,0,0,0,0,0,4,0,0,0,"https://fbref.com/en/players/c631f952/Jonas-Omlin"
2023,"Montpellier","Ligue 1","Falaye Sacko","MLI","DF","27",1995,28.7,999,1240,80.6,15965,5374,499,565,88.3,392,467,83.9,72,142,50.7,3,1.1,1.2,1.9,19,57,11,4,76,"https://fbref.com/en/players/6388e356/Falaye-Sacko"
2023,"Montpellier","Ligue 1","Théo Sainte-Luce","FRA","DF","23",1998,5.9,219,266,82.3,3223,1215,122,137,89.1,83,100,83,7,17,41.2,1,0.7,0.9,0.3,6,11,5,3,14,"https://fbref.com/en/players/93c942fb/Theo-Sainte-Luce"
2023,"Montpellier","Ligue 1","Mamadou Sakho","FRA","DF","32",1990,8.5,397,459,86.5,6800,2504,157,175,89.7,205,227,90.3,21,39,53.8,0,0.2,0.4,-0.2,1,15,0,0,33,"https://fbref.com/en/players/87935cf3/Mamadou-Sakho"
2023,"Montpellier","Ligue 1","Téji Savanier","FRA","MF","30",1991,28.3,1185,1695,69.9,22639,8622,530,631,84,362,486,74.5,227,456,49.8,4,5.8,5.8,-1.8,56,172,48,11,205,"https://fbref.com/en/players/6bde367b/Teji-Savanier"
2023,"Montpellier","Ligue 1","Arnaud Souquet","FRA","DF,FW","30",1992,4,104,137,75.9,1509,690,65,75,86.7,29,40,72.5,4,10,40,0,0.5,0.3,-0.5,3,7,1,1,10,"https://fbref.com/en/players/4e0afc5d/Arnaud-Souquet"
2023,"Montpellier","Ligue 1","Issiaga Sylla","GUI","DF","28",1994,14.5,647,817,79.2,10539,3906,326,378,86.2,251,310,81,51,82,62.2,3,2,0.8,1,17,50,12,4,82,"https://fbref.com/en/players/b99bec05/Issiaga-Sylla"
2023,"Montpellier","Ligue 1","Thibault Tamas","FRA","DF","21",2001,0.1,5,7,71.4,71,29,2,2,100,2,4,50,0,0,NA,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/4a0c6555/Thibault-Tamas"
2023,"Montpellier","Ligue 1","Enzo Tchato","CMR","DF","19",2002,12.2,414,557,74.3,6287,2107,228,276,82.6,148,193,76.7,19,53,35.8,1,1.1,0.7,-0.1,5,26,6,5,34,"https://fbref.com/en/players/7f783431/Enzo-Tchato"
2023,"Montpellier","Ligue 1","Elye Wahi","FRA","FW","19",2003,27.9,299,440,68,3580,635,166,233,71.2,71,103,68.9,8,14,57.1,5,3.6,2,1.4,22,17,6,0,25,"https://fbref.com/en/players/0d7b6576/Elye-Wahi"
2023,"Monza","Serie A","Valentin Antov","BUL","DF","21",2000,3.4,201,229,87.8,3529,1518,85,93,91.4,90,98,91.8,19,30,63.3,0,0,0.1,0,1,12,2,0,14,"https://fbref.com/en/players/8f68aa41/Valentin-Antov"
2023,"Monza","Serie A","Andrea Barberis","ITA","MF","28",1993,3.8,140,166,84.3,2307,639,67,75,89.3,63,74,85.1,8,11,72.7,1,0.4,0.2,0.6,4,16,1,1,14,"https://fbref.com/en/players/32ebfe1e/Andrea-Barberis"
2023,"Monza","Serie A","Samuele Birindelli","ITA","DF","23",1999,15.6,572,777,73.6,9832,2913,265,309,85.8,249,326,76.4,47,107,43.9,1,2.2,1.9,-1.2,18,27,19,13,43,"https://fbref.com/en/players/204ac005/Samuele-Birindelli"
2023,"Monza","Serie A","Warren Bondo","FRA","MF","18",2003,0.7,45,51,88.2,720,106,24,26,92.3,20,22,90.9,1,1,100,0,0,0,0,0,2,0,0,5,"https://fbref.com/en/players/0def2376/Warren-Bondo"
2023,"Monza","Serie A","Luca Caldirola","ITA","DF","31",1991,26.1,1262,1435,87.9,22342,8287,534,555,96.2,592,653,90.7,109,179,60.9,0,0.5,0.3,-0.5,4,55,4,1,63,"https://fbref.com/en/players/226008f1/Luca-Caldirola"
2023,"Monza","Serie A","Gianluca Caprari","ITA","MF,FW","29",1993,27.1,853,1082,78.8,13026,2612,495,561,88.2,250,322,77.6,70,100,70,2,2.5,2.8,-0.5,29,56,30,4,92,"https://fbref.com/en/players/54e53b7e/Gianluca-Caprari"
2023,"Monza","Serie A","Andrea Carboni","ITA","DF","21",2001,1.9,69,87,79.3,1170,558,33,38,86.8,29,31,93.5,7,14,50,0,0.1,0.3,-0.1,1,3,2,2,9,"https://fbref.com/en/players/f7e2af2c/Andrea-Carboni"
2023,"Monza","Serie A","Franco Carboni","ITA","DF,FW","19",2003,0.7,33,50,66,529,140,19,20,95,12,15,80,2,5,40,0,0,0,0,1,3,2,1,2,"https://fbref.com/en/players/b033f803/Franco-Carboni"
2023,"Monza","Serie A","Carlos","BRA","DF","23",1999,34.3,1430,1719,83.2,22788,6775,743,811,91.6,566,665,85.1,82,133,61.7,5,3.7,3.4,1.3,26,75,27,7,101,"https://fbref.com/en/players/8d3cd59d/Carlos"
2023,"Monza","Serie A","Patrick Ciurria","ITA","DF,MF","27",1995,30.6,1061,1335,79.5,16691,5156,563,633,88.9,387,493,78.5,76,140,54.3,5,5.5,3.3,-0.5,36,67,31,14,91,"https://fbref.com/en/players/5de3866c/Patrick-Ciurria"
2023,"Monza","Serie A","Andrea Colpani","ITA","MF","23",1999,10.5,319,409,78,5412,1268,157,180,87.2,123,145,84.8,30,55,54.5,1,1.9,1.8,-0.9,17,28,14,2,51,"https://fbref.com/en/players/6499048c/Andrea-Colpani"
2023,"Monza","Serie A","Alessio Cragno","ITA","GK","28",1994,1,29,31,93.5,621,431,7,7,100,18,18,100,4,6,66.7,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f554e29b/Alessio-Cragno"
2023,"Monza","Serie A","Marco D'Alessandro","ITA","DF,FW","31",1991,3.2,79,115,68.7,1182,302,50,57,87.7,23,36,63.9,4,9,44.4,0,0.2,0.1,-0.2,3,4,0,0,3,"https://fbref.com/en/players/060606ec/Marco-DAlessandro"
2023,"Monza","Serie A","Michele Di Gregorio","ITA","GK","25",1997,37,1151,1515,76,29670,19870,259,259,100,539,553,97.5,347,694,50,1,0,0.1,1,1,16,1,0,0,"https://fbref.com/en/players/4e0c8d66/Michele-Di-Gregorio"
2023,"Monza","Serie A","Giulio Donati","ITA","DF","32",1990,4.7,273,321,85,5396,1868,94,104,90.4,143,159,89.9,33,46,71.7,0,0.1,0.1,-0.1,1,19,0,0,21,"https://fbref.com/en/players/22051fbe/Giulio-Donati"
2023,"Monza","Serie A","Christian Gytkjær","DEN","FW,MF","32",1990,6.2,69,102,67.6,895,155,41,57,71.9,18,26,69.2,3,3,100,0,0.3,0.1,-0.3,3,3,2,0,6,"https://fbref.com/en/players/9250bcff/Christian-Gytkjaer"
2023,"Monza","Serie A","Armando Izzo","ITA","DF","30",1992,27.4,1389,1597,87,25346,7926,543,583,93.1,687,755,91,131,213,61.5,0,0.9,0.8,-0.9,15,85,7,2,96,"https://fbref.com/en/players/89976232/Armando-Izzo"
2023,"Monza","Serie A","Pablo Marí","ESP","DF","28",1993,27.6,1431,1621,88.3,29354,11383,404,446,90.6,822,866,94.9,194,275,70.5,0,0.3,0.3,-0.3,3,74,2,0,57,"https://fbref.com/en/players/aa54ec6f/Pablo-Mari"
2023,"Monza","Serie A","Marlon","BRA","DF","26",1995,17.7,950,1029,92.3,17131,5816,363,390,93.1,509,534,95.3,66,83,79.5,0,0.3,0.5,-0.3,1,72,5,2,63,"https://fbref.com/en/players/cdf65d12/Marlon"
2023,"Monza","Serie A","Luca Marrone","ITA","DF","32",1990,1.5,78,84,92.9,1371,634,34,35,97.1,39,41,95.1,5,8,62.5,0,0,0,0,0,0,0,0,4,"https://fbref.com/en/players/ea468ea8/Luca-Marrone"
2023,"Monza","Serie A","Salvatore Molina","ITA","DF","30",1992,2.5,86,114,75.4,1260,424,49,55,89.1,36,45,80,1,8,12.5,0,0.1,0.3,-0.1,2,4,5,4,7,"https://fbref.com/en/players/54ab971f/Salvatore-Molina"
2023,"Monza","Serie A","Dany Mota","POR","FW,MF","24",1998,21.2,425,610,69.7,6145,958,240,299,80.3,138,194,71.1,21,35,60,1,2.1,1.8,-1.1,27,21,14,5,34,"https://fbref.com/en/players/efc9e31f/Dany-Mota"
2023,"Monza","Serie A","Pepín","EQG","MF","25",1996,12.5,554,666,83.2,9428,2784,263,298,88.3,240,269,89.2,38,64,59.4,2,1.5,1.3,0.5,9,67,18,2,74,"https://fbref.com/en/players/7afb1573/Pepin"
2023,"Monza","Serie A","Matteo Pessina","ITA","MF","25",1997,32.6,1719,2025,84.9,28932,8199,807,896,90.1,731,813,89.9,134,190,70.5,3,2.1,2.7,0.9,22,150,36,3,193,"https://fbref.com/en/players/780e3631/Matteo-Pessina"
2023,"Monza","Serie A","Andrea Petagna","ITA","FW","27",1995,18.5,316,434,72.8,4500,728,193,237,81.4,85,122,69.7,17,27,63,5,4.4,2,0.6,30,20,10,0,34,"https://fbref.com/en/players/03f946ed/Andrea-Petagna"
2023,"Monza","Serie A","Andrea Ranocchia","ITA","DF","34",1988,0.5,16,19,84.2,347,109,2,2,100,11,12,91.7,2,4,50,0,0,0,0,0,2,0,0,0,"https://fbref.com/en/players/539230cf/Andrea-Ranocchia"
2023,"Monza","Serie A","Filippo Ranocchia","ITA","MF","21",2001,5.9,201,255,78.8,3906,1183,81,93,87.1,83,98,84.7,32,49,65.3,0,0.4,0.4,-0.4,7,23,7,1,26,"https://fbref.com/en/players/d9ebed1c/Filippo-Ranocchia"
2023,"Monza","Serie A","Nicolò Rovella","ITA","MF","20",2001,19.3,1206,1363,88.5,22554,5545,496,534,92.9,549,594,92.4,145,193,75.1,2,2.2,1.6,-0.2,22,105,15,2,99,"https://fbref.com/en/players/e58cbfd5/Nicolo-Rovella"
2023,"Monza","Serie A","Stefano Sensi","ITA","MF","26",1995,18,1089,1281,85,20124,6412,464,516,89.9,465,511,91,134,194,69.1,1,2.1,2.6,-1.1,24,128,21,3,143,"https://fbref.com/en/players/b70bde8f/Stefano-Sensi"
2023,"Monza","Serie A","Mattia Valoti","ITA","MF,FW","28",1993,5,122,166,73.5,2009,466,55,68,80.9,47,64,73.4,13,20,65,0,0.1,0.1,-0.1,3,17,2,1,16,"https://fbref.com/en/players/c414df9d/Mattia-Valoti"
2023,"Monza","Serie A","Samuele Vignato","ITA","MF,FW","18",2004,0.7,30,36,83.3,452,45,13,13,100,13,15,86.7,2,2,100,1,0.3,0.1,0.7,2,0,1,1,1,"https://fbref.com/en/players/a14d0ab0/Samuele-Vignato"
2023,"Nantes","Ligue 1","Mohamed Achi","FRA","FW","20",2002,0.4,18,21,85.7,274,76,7,7,100,10,12,83.3,0,1,0,0,0,0,0,1,1,0,0,3,"https://fbref.com/en/players/1e93fc5d/Mohamed-Achi"
2023,"Nantes","Ligue 1","Dennis Appiah","FRA","DF,MF","30",1992,8.8,339,468,72.4,5590,2196,152,191,79.6,154,204,75.5,22,53,41.5,0,0.2,0.3,-0.2,4,30,7,4,39,"https://fbref.com/en/players/feb5d3ab/Dennis-Appiah"
2023,"Nantes","Ligue 1","Stredair Appuah","FRA","DF,MF","18",2004,0.7,19,27,70.4,262,52,11,12,91.7,5,7,71.4,1,3,33.3,0,0.2,0.1,-0.2,3,0,1,0,3,"https://fbref.com/en/players/42f0113f/Stredair-Appuah"
2023,"Nantes","Ligue 1","Ludovic Blas","FRA","MF,FW","24",1997,31.3,933,1186,78.7,17210,3890,392,449,87.3,393,464,84.7,117,209,56,5,5.8,4.8,-0.8,47,87,27,8,147,"https://fbref.com/en/players/6191093d/Ludovic-Blas"
2023,"Nantes","Ligue 1","Jean-Charles Castelletto","CMR","DF","27",1995,28.5,1130,1373,82.3,21032,8232,417,484,86.2,567,638,88.9,113,199,56.8,0,0.4,1.1,-0.4,5,103,9,4,120,"https://fbref.com/en/players/e0f3a1f6/Jean-Charles-Castelletto"
2023,"Nantes","Ligue 1","Fabien Centonze","FRA","DF","26",1996,18.8,715,945,75.7,11285,4732,364,437,83.3,275,352,78.1,47,97,48.5,0,0.9,0.9,-0.9,12,59,21,12,102,"https://fbref.com/en/players/3c6bbbab/Fabien-Centonze"
2023,"Nantes","Ligue 1","Pedro Chirivella","ESP","MF","25",1997,22.5,1163,1360,85.5,21412,6260,493,528,93.4,465,522,89.1,159,239,66.5,1,1.7,0.8,-0.7,24,182,12,1,172,"https://fbref.com/en/players/68a26d51/Pedro-Chirivella"
2023,"Nantes","Ligue 1","Marcus Coco","FRA","FW,MF","26",1996,7.1,175,244,71.7,2841,897,97,124,78.2,48,67,71.6,20,35,57.1,0,1.1,0.7,-1.1,10,15,8,5,26,"https://fbref.com/en/players/3010aefb/Marcus-Coco"
2023,"Nantes","Ligue 1","Sébastien Corchia","FRA","DF","31",1990,8.7,257,371,69.3,4354,1895,120,150,80,103,151,68.2,23,45,51.1,1,0.3,0.4,0.7,5,18,7,5,29,"https://fbref.com/en/players/0e7ccfc4/Sebastien-Corchia"
2023,"Nantes","Ligue 1","Andy Delort","ALG","FW","30",1991,5.2,73,138,52.9,1159,281,42,75,56,20,35,57.1,8,20,40,0,0.7,0.6,-0.7,9,7,5,3,9,"https://fbref.com/en/players/d33c706e/Andy-Delort"
2023,"Nantes","Ligue 1","Rémy Descamps","FRA","GK","26",1996,1,22,26,84.6,684,521,2,2,100,10,10,100,9,13,69.2,0,0,0,0,0,1,0,0,0,"https://fbref.com/en/players/477e50ce/Remy-Descamps"
2023,"Nantes","Ligue 1","Lohann Doucet","FRA","MF,FW","19",2002,1,67,79,84.8,1244,307,24,30,80,34,35,97.1,7,11,63.6,0,0.2,0,-0.2,1,3,1,0,9,"https://fbref.com/en/players/dff0c299/Lohann-Doucet"
2023,"Nantes","Ligue 1","Fábio","BRA","DF,MF","32",1990,2.5,87,117,74.4,1376,431,47,57,82.5,34,44,77.3,4,11,36.4,0,0.6,0.7,-0.6,4,5,5,1,11,"https://fbref.com/en/players/bc7b4580/Fabio"
2023,"Nantes","Ligue 1","Ignatius Ganago","CMR","FW,MF","23",1999,16.9,212,349,60.7,2964,597,127,180,70.6,55,94,58.5,13,30,43.3,3,1.7,1.6,1.3,10,16,4,0,20,"https://fbref.com/en/players/23c63b7f/Ignatius-Ganago"
2023,"Nantes","Ligue 1","Andrei Girotto","BRA","DF,MF","30",1992,35,1445,1750,82.6,29344,9608,475,538,88.3,700,795,88.1,231,351,65.8,1,1.9,1.1,-0.9,13,129,6,3,140,"https://fbref.com/en/players/3befc2b6/Andrei-Girotto"
2023,"Nantes","Ligue 1","Evann Guessand","FRA","FW,MF","21",2001,14,196,308,63.6,2835,906,111,155,71.6,64,102,62.7,11,28,39.3,2,1.3,1,0.7,13,18,13,2,37,"https://fbref.com/en/players/b73f17f8/Evann-Guessand"
2023,"Nantes","Ligue 1","Jaouen Hadjam","ALG","DF","19",2003,8.9,378,477,79.2,6006,1961,190,213,89.2,153,194,78.9,23,44,52.3,1,0.3,0.4,0.7,7,30,11,5,45,"https://fbref.com/en/players/576817b7/Jaouen-Hadjam"
2023,"Nantes","Ligue 1","Abdoul Kader Bamba","FRA","FW,MF","28",1994,0.9,36,44,81.8,485,148,16,20,80,15,17,88.2,0,1,0,0,0,0,0,1,2,0,0,3,"https://fbref.com/en/players/32f3d97e/Abdoul-Kader-Bamba"
2023,"Nantes","Ligue 1","Alban Lafont","FRA","GK","23",1999,37,835,1191,70.1,25417,19277,118,119,99.2,386,395,97.7,329,672,49,0,0.1,0.1,-0.1,1,16,1,0,1,"https://fbref.com/en/players/4e7db402/Alban-Lafont"
2023,"Nantes","Ligue 1","Quentin Merlin","FRA","DF","20",2002,19.9,857,1169,73.3,16268,5919,345,409,84.4,382,495,77.2,111,221,50.2,2,3.3,3.3,-1.3,34,73,23,13,94,"https://fbref.com/en/players/0bfca6a1/Quentin-Merlin"
2023,"Nantes","Ligue 1","Mostafa Mohamed","EGY","FW","24",1997,21.5,215,351,61.3,3003,648,116,183,63.4,65,95,68.4,15,24,62.5,2,1.7,1.1,0.3,15,17,5,1,22,"https://fbref.com/en/players/595e6f3e/Mostafa-Mohamed"
2023,"Nantes","Ligue 1","Florent Mollet","FRA","MF","30",1991,12.1,444,565,78.6,7342,2315,201,225,89.3,178,210,84.8,43,90,47.8,2,2.8,2.2,-0.8,23,41,11,4,73,"https://fbref.com/en/players/7e82a78f/Florent-Mollet"
2023,"Nantes","Ligue 1","Samuel Moutoussamy","COD","MF","25",1996,26.7,1053,1226,85.9,17981,5126,457,509,89.8,456,506,90.1,94,130,72.3,2,1,1.6,1,18,124,13,1,156,"https://fbref.com/en/players/af0c835b/Samuel-Moutoussamy"
2023,"Nantes","Ligue 1","Nicolas Pallois","FRA","DF","34",1987,24.6,977,1171,83.4,20669,7510,281,313,89.8,522,577,90.5,163,256,63.7,0,0.4,1.2,-0.4,4,88,8,2,86,"https://fbref.com/en/players/779847d6/Nicolas-Pallois"
2023,"Nantes","Ligue 1","Moses Simon","NGA","FW,MF","27",1995,26.1,463,725,63.9,7630,2088,232,296,78.4,173,264,65.5,41,104,39.4,4,3.5,4,0.5,43,34,31,18,62,"https://fbref.com/en/players/5f3eaaf5/Moses-Simon"
2023,"Nantes","Ligue 1","Moussa Sissoko","FRA","MF","32",1989,21.3,628,787,79.8,10251,3230,292,356,82,257,299,86,45,71,63.4,0,0.9,1,-0.9,17,80,10,6,105,"https://fbref.com/en/players/2acd49b9/Moussa-Sissoko"
2023,"Nantes","Ligue 1","Charles Traore","MLI","DF","30",1992,5.4,181,239,75.7,3371,1427,68,81,84,84,107,78.5,21,38,55.3,0,0.5,0.4,-0.5,2,18,4,2,11,"https://fbref.com/en/players/de488e56/Charles-Traore"
2023,"Nantes","Ligue 1","João Victor","BRA","DF","24",1998,9.4,347,436,79.6,6390,1715,133,160,83.1,168,198,84.8,39,64,60.9,1,0.6,0.4,0.4,4,19,5,3,40,"https://fbref.com/en/players/d60cf08d/Joao-Victor"
2023,"Nantes","Ligue 1","Nathan Zeze","FRA","DF","17",2005,0.7,18,26,69.2,325,104,4,5,80,12,17,70.6,1,2,50,0,0,0,0,0,1,0,0,0,"https://fbref.com/en/players/fb4c5b6e/Nathan-Zeze"
2023,"Napoli","Serie A","Bartosz Bereszyński","POL","DF","30",1992,1.8,87,105,82.9,1252,420,54,59,91.5,26,33,78.8,4,5,80,1,0.2,0.1,0.8,2,5,3,0,7,"https://fbref.com/en/players/61b3978f/Bartosz-Bereszynski"
2023,"Napoli","Serie A","Diego Demme","GER","MF","30",1991,1.6,181,191,94.8,3026,924,84,86,97.7,78,80,97.5,16,18,88.9,0,0,0.1,0,1,13,1,0,16,"https://fbref.com/en/players/dc3fa3b5/Diego-Demme"
2023,"Napoli","Serie A","Giovanni Di Lorenzo","ITA","DF","28",1993,36.2,2272,2687,84.6,36646,12660,1208,1303,92.7,847,971,87.2,165,259,63.7,4,4.7,4.4,-0.7,47,177,61,9,256,"https://fbref.com/en/players/230a2fac/Giovanni-Di-Lorenzo"
2023,"Napoli","Serie A","Elif Elmas","MKD","FW,MF","22",1999,18.1,879,1012,86.9,12087,2837,551,596,92.4,252,291,86.6,37,58,63.8,3,1.9,2.3,1.1,27,60,31,9,73,"https://fbref.com/en/players/cf007308/Elif-Elmas"
2023,"Napoli","Serie A","Gianluca Gaetano","ITA","MF","22",2000,0.8,48,62,77.4,655,152,28,29,96.6,14,20,70,3,4,75,1,0.2,0.1,0.8,1,3,0,0,4,"https://fbref.com/en/players/3b387cc7/Gianluca-Gaetano"
2023,"Napoli","Serie A","Pierluigi Gollini","ITA","GK","27",1995,4,136,159,85.5,3405,2362,31,31,100,62,63,98.4,43,65,66.2,0,0,0,0,0,1,0,0,0,"https://fbref.com/en/players/f0f7f62f/Pierluigi-Gollini"
2023,"Napoli","Serie A","Juan Jesus","BRA","DF","31",1991,10.4,669,742,90.2,12151,4256,252,265,95.1,356,387,92,50,67,74.6,0,0.1,0.3,-0.1,2,45,1,0,55,"https://fbref.com/en/players/79083382/Juan-Jesus"
2023,"Napoli","Serie A","Khvicha Kvaratskhelia","GEO","FW","21",2001,28,900,1136,79.2,12766,2560,570,623,91.5,225,301,74.8,63,118,53.4,10,7.7,6.6,2.3,54,41,46,8,91,"https://fbref.com/en/players/dea88efd/Khvicha-Kvaratskhelia"
2023,"Napoli","Serie A","Stanislav Lobotka","SVK","MF","27",1994,34.5,2163,2301,94,35855,8577,1040,1095,95,890,933,95.4,172,191,90.1,1,1,1.3,0,17,214,14,0,172,"https://fbref.com/en/players/e1cbb531/Stanislav-Lobotka"
2023,"Napoli","Serie A","Hirving Lozano","MEX","FW","27",1995,17.8,441,588,75,6393,1550,250,291,85.9,140,182,76.9,30,50,60,3,3.3,3.3,-0.3,30,25,40,22,49,"https://fbref.com/en/players/a69e4806/Hirving-Lozano"
2023,"Napoli","Serie A","Alex Meret","ITA","GK","25",1997,34,818,931,87.9,18824,11619,189,189,100,438,441,99.3,188,298,63.1,0,0,0,0,0,1,0,0,0,"https://fbref.com/en/players/9413b19f/Alex-Meret"
2023,"Napoli","Serie A","Kim Min-jae","KOR","DF","25",1996,33.9,2552,2812,90.8,46165,17303,1026,1090,94.1,1269,1347,94.2,214,295,72.5,2,1.9,0.9,0.1,10,201,8,2,169,"https://fbref.com/en/players/e0f8151c/Kim-Min-jae"
2023,"Napoli","Serie A","Tanguy Ndombele","FRA","MF","25",1996,9,504,574,87.8,6796,1666,306,336,91.1,143,154,92.9,19,29,65.5,0,0.5,0.5,-0.5,9,41,9,0,52,"https://fbref.com/en/players/5cdddffa/Tanguy-Ndombele"
2023,"Napoli","Serie A","Mathías Olivera","URU","DF","24",1997,18.3,1200,1381,86.9,16376,4940,780,832,93.8,316,366,86.3,57,101,56.4,2,2.1,2,-0.1,24,100,12,4,88,"https://fbref.com/en/players/41c12f75/Mathias-Olivera"
