"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Url"
2023,"Cádiz","La Liga","Alfonso Espino","URU","DF","30",1992,34.7,0,20,1,5,0.58,0.03,0,0,28.9,0,0,0,1.5,1.5,0.08,-1.5,-1.5,"https://fbref.com/en/players/db001fa9/Alfonso-Espino"
2023,"Cádiz","La Liga","Fali","ESP","DF,MF","28",1993,19,0,9,0,0,0.47,0,0,NA,16.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6,"https://fbref.com/en/players/72a84002/Fali"
2023,"Cádiz","La Liga","Álex Fernández","ESP","MF,FW","29",1992,17.5,3,16,8,50,0.91,0.46,0.13,0.25,12.9,0,1,1,2.7,1.9,0.12,0.3,0.1,"https://fbref.com/en/players/aa677a35/Alex-Fernandez"
2023,"Cádiz","La Liga","Carlos García","ESP","DF","22",2000,0.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/661e2822/Carlos-Garcia"
2023,"Cádiz","La Liga","David Gil","ESP","GK","28",1994,4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/fea23125/David-Gil"
2023,"Cádiz","La Liga","Álvaro Giménez","ESP","FW","31",1991,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/18017beb/Alvaro-Gimenez"
2023,"Cádiz","La Liga","Sergi Guardiola","ESP","FW","31",1991,12.9,3,27,13,48.1,2.09,1,0.11,0.23,15.5,0,0,0,3.4,3.4,0.12,-0.4,-0.4,"https://fbref.com/en/players/32974271/Sergi-Guardiola"
2023,"Cádiz","La Liga","Luis Hernández","ESP","DF","33",1989,35,0,7,1,14.3,0.2,0.03,0,0,12.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,"https://fbref.com/en/players/02d2c436/Luis-Hernandez"
2023,"Cádiz","La Liga","Jeremías Ledesma","ARG","GK","29",1993,34,0,1,0,0,0.03,0,0,NA,11.2,0,0,0,0,0,0.05,0,0,"https://fbref.com/en/players/6c4776b1/Jeremias-Ledesma"
2023,"Cádiz","La Liga","Anthony Lozano","HON","FW","29",1993,16,1,30,8,26.7,1.87,0.5,0.03,0.13,16.7,0,0,0,2.7,2.7,0.09,-1.7,-1.7,"https://fbref.com/en/players/38699c72/Anthony-Lozano"
2023,"Cádiz","La Liga","Awer Mabil","AUS","MF,FW","26",1995,1.8,0,3,1,33.3,1.64,0.55,0,0,17.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,"https://fbref.com/en/players/922da988/Awer-Mabil"
2023,"Cádiz","La Liga","José Mari","ESP","MF","34",1987,4.4,0,5,2,40,1.13,0.45,0,0,24.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,"https://fbref.com/en/players/6f4c734d/Jose-Mari"
2023,"Cádiz","La Liga","Roger Martí","ESP","FW","31",1991,7.1,1,15,3,20,2.11,0.42,0.07,0.33,14.9,0,0,0,2.5,2.5,0.16,-1.5,-1.5,"https://fbref.com/en/players/0ae4e09a/Roger-Marti"
2023,"Cádiz","La Liga","Mamadou Mbaye","SEN","DF","24",1998,8.4,0,1,0,0,0.12,0,0,NA,6.5,0,0,0,0.1,0.1,0.1,-0.1,-0.1,"https://fbref.com/en/players/8aae94b9/Mamadou-Mbaye"
2023,"Cádiz","La Liga","Jorge Meré","ESP","DF","25",1997,6.7,0,4,1,25,0.6,0.15,0,0,14.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,"https://fbref.com/en/players/9f979eb2/Jorge-Mere"
2023,"Cádiz","La Liga","Francisco Mwepu","ZAM","FW","22",2000,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/dfe5caa2/Francisco-Mwepu"
2023,"Cádiz","La Liga","Álvaro Negredo","ESP","FW","36",1985,8.4,1,22,7,31.8,2.62,0.83,0.05,0.14,16.8,0,0,0,1.8,1.8,0.08,-0.8,-0.8,"https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo"
2023,"Cádiz","La Liga","Brian Ocampo","URU","MF,FW","23",1999,12.4,1,13,2,15.4,1.05,0.16,0.08,0.5,21.3,0,0,0,0.5,0.5,0.04,0.5,0.5,"https://fbref.com/en/players/2e3995cd/Brian-Ocampo"
2023,"Cádiz","La Liga","Raúl Parra","ESP","DF","22",1999,3.4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/647d39d2/Raul-Parra"
2023,"Cádiz","La Liga","Alberto Perea","ESP","MF","31",1990,0.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/5496cc91/Alberto-Perea"
2023,"Cádiz","La Liga","Lucas Pérez","ESP","FW","33",1988,7,3,17,6,35.3,2.44,0.86,0.18,0.5,18.8,4,0,0,2,2,0.12,1,1,"https://fbref.com/en/players/a300ac7e/Lucas-Perez"
2023,"Cádiz","La Liga","Chris Ramos","ESP","FW","25",1997,7.9,1,31,6,19.4,3.93,0.76,0.03,0.17,13.3,0,0,0,3,3,0.1,-2,-2,"https://fbref.com/en/players/44e07fac/Chris-Ramos"
2023,"Cádiz","La Liga","Fede San Emeterio","ESP","MF","25",1997,20.5,0,6,1,16.7,0.29,0.05,0,0,18.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,"https://fbref.com/en/players/efecd633/Fede-San-Emeterio"
2023,"Cádiz","La Liga","Rubén Sobrino","ESP","MF,FW","30",1992,27.4,3,33,12,36.4,1.2,0.44,0.09,0.25,13.6,0,0,0,4.9,4.9,0.15,-1.9,-1.9,"https://fbref.com/en/players/19b776e9/Ruben-Sobrino"
2023,"Cádiz","La Liga","Joseba Zaldúa","ESP","DF","30",1992,7.1,0,1,0,0,0.14,0,0,NA,32.7,0,0,0,0,0,0.01,0,0,"https://fbref.com/en/players/5ca20b7a/Joseba-Zaldua"
2023,"Dortmund","Bundesliga","Karim Adeyemi","GER","FW,MF","20",2002,15.4,6,37,14,37.8,2.4,0.91,0.16,0.43,17.4,0,0,1,5,4.3,0.12,1,1.7,"https://fbref.com/en/players/501055d8/Karim-Adeyemi"
2023,"Dortmund","Bundesliga","Jude Bellingham","ENG","MF","19",2003,29.9,8,66,23,34.8,2.21,0.77,0.11,0.3,18,2,1,1,8.2,7.4,0.11,-0.2,-0.4,"https://fbref.com/en/players/57d88cf9/Jude-Bellingham"
2023,"Dortmund","Bundesliga","Julian Brandt","GER","MF,FW","26",1996,26.6,9,42,26,61.9,1.58,0.98,0.21,0.35,18,1,0,0,5.2,5.2,0.12,3.8,3.8,"https://fbref.com/en/players/a167537f/Julian-Brandt"
2023,"Dortmund","Bundesliga","Jamie Bynoe-Gittens","ENG","FW,MF","17",2004,5.9,3,24,11,45.8,4.05,1.86,0.13,0.27,17.6,0,0,0,2.4,2.4,0.1,0.6,0.6,"https://fbref.com/en/players/10745192/Jamie-Bynoe-Gittens"
2023,"Dortmund","Bundesliga","Emre Can","GER","MF","28",1994,21.1,2,15,2,13.3,0.71,0.09,0.07,0.5,22.3,0,1,1,1.6,0.8,0.06,0.4,0.2,"https://fbref.com/en/players/a65ce836/Emre-Can"
2023,"Dortmund","Bundesliga","Soumaïla Coulibaly","FRA","DF","18",2003,0.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/9dff291c/Soumaila-Coulibaly"
2023,"Dortmund","Bundesliga","Mahmoud Dahoud","GER","MF","26",1996,3.7,0,6,1,16.7,1.6,0.27,0,0,26.2,1,0,0,0.4,0.4,0.07,-0.4,-0.4,"https://fbref.com/en/players/db4ed67b/Mahmoud-Dahoud"
2023,"Dortmund","Bundesliga","Julien Duranville","BEL","MF","16",2006,0.3,0,1,0,0,3.1,0,0,NA,25.4,0,0,0,0,0,0.02,0,0,"https://fbref.com/en/players/b06a7ae9/Julien-Duranville"
2023,"Dortmund","Bundesliga","Raphaël Guerreiro","POR","DF,MF","28",1993,25.4,4,33,14,42.4,1.3,0.55,0.12,0.29,19.8,6,0,0,2.7,2.7,0.08,1.3,1.3,"https://fbref.com/en/players/048a1cbc/Raphael-Guerreiro"
2023,"Dortmund","Bundesliga","Sébastien Haller","CIV","FW","28",1994,13.6,9,33,19,57.6,2.42,1.4,0.27,0.47,9.9,0,0,1,8.4,7.7,0.23,0.6,1.3,"https://fbref.com/en/players/ba115a40/Sebastien-Haller"
2023,"Dortmund","Bundesliga","Thorgan Hazard","BEL","FW,DF","29",1993,5.2,0,8,3,37.5,1.55,0.58,0,0,14.2,0,0,0,1.3,1.3,0.17,-1.3,-1.3,"https://fbref.com/en/players/50871bcc/Thorgan-Hazard"
2023,"Dortmund","Bundesliga","Mats Hummels","GER","DF","33",1988,22.4,1,17,3,17.6,0.76,0.13,0.06,0.33,10.2,0,0,0,2.2,2.2,0.13,-1.2,-1.2,"https://fbref.com/en/players/05d548d8/Mats-Hummels"
2023,"Dortmund","Bundesliga","Gregor Kobel","SUI","GK","24",1997,27,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/cd59b9df/Gregor-Kobel"
2023,"Dortmund","Bundesliga","Donyell Malen","NED","FW","23",1999,19,9,64,30,46.9,3.38,1.58,0.14,0.3,15.9,3,0,0,9.1,9.1,0.15,-0.1,-0.1,"https://fbref.com/en/players/864163f3/Donyell-Malen"
2023,"Dortmund","Bundesliga","Thomas Meunier","BEL","DF","30",1991,6.5,0,4,0,0,0.62,0,0,NA,26.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,"https://fbref.com/en/players/e162b013/Thomas-Meunier"
2023,"Dortmund","Bundesliga","Alexander Meyer","GER","GK","31",1991,7,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/b56dd813/Alexander-Meyer"
2023,"Dortmund","Bundesliga","Anthony Modeste","FRA","FW","34",1988,9,2,23,10,43.5,2.55,1.11,0.09,0.2,11.1,0,0,0,4.3,4.3,0.19,-2.3,-2.3,"https://fbref.com/en/players/34e4343c/Anthony-Modeste"
2023,"Dortmund","Bundesliga","Youssoufa Moukoko","GER","FW","17",2004,12.7,7,35,19,54.3,2.76,1.5,0.2,0.37,14.9,0,0,0,6.4,6.4,0.18,0.6,0.6,"https://fbref.com/en/players/6ce43701/Youssoufa-Moukoko"
2023,"Dortmund","Bundesliga","Justin Njinmah","GER","FW","21",2000,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/a45241d5/Justin-Njinmah"
2023,"Dortmund","Bundesliga","Salih Özcan","TUR","MF","24",1998,17.5,0,3,1,33.3,0.17,0.06,0,0,9.3,0,0,0,0.6,0.6,0.19,-0.6,-0.6,"https://fbref.com/en/players/15413fa5/Salih-Ozcan"
2023,"Dortmund","Bundesliga","Antonios Papadopoulos","GER","DF","22",1999,0.1,0,1,0,0,6.92,0,0,NA,12,0,0,0,0,0,0.01,0,0,"https://fbref.com/en/players/13d23b29/Antonios-Papadopoulos"
2023,"Dortmund","Bundesliga","Marco Pašalić","CRO","MF","21",2000,0.1,0,1,0,0,8.18,0,0,NA,22.7,0,0,0,0,0,0.05,0,0,"https://fbref.com/en/players/1866b0f1/Marco-Pasalic"
2023,"Dortmund","Bundesliga","Felix Passlack","GER","DF","24",1998,0.7,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/5c899683/Felix-Passlack"
2023,"Dortmund","Bundesliga","Marco Reus","GER","MF,FW","33",1989,15,6,36,10,27.8,2.39,0.67,0.14,0.5,16.6,6,1,1,5.1,4.3,0.12,0.9,0.7,"https://fbref.com/en/players/36a3ff67/Marco-Reus"
2023,"Dortmund","Bundesliga","Gio Reyna","USA","FW,MF","19",2002,6.9,7,24,11,45.8,3.46,1.58,0.25,0.55,15.1,1,1,1,4.3,3.5,0.16,2.7,2.5,"https://fbref.com/en/players/7fa4e703/Gio-Reyna"
2023,"Dortmund","Bundesliga","Tom Rothe","GER","DF","17",2004,0.3,0,1,0,0,3.46,0,0,NA,7.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,"https://fbref.com/en/players/90c1f9a4/Tom-Rothe"
2023,"Dortmund","Bundesliga","Julian Ryerson","NOR","DF","24",1997,15.7,1,10,3,30,0.64,0.19,0.1,0.33,22.4,0,0,0,0.5,0.5,0.05,0.5,0.5,"https://fbref.com/en/players/009a4f60/Julian-Ryerson"
2023,"Dortmund","Bundesliga","Nico Schlotterbeck","GER","DF","22",1999,25,4,18,6,33.3,0.72,0.24,0.22,0.67,16.9,0,0,0,1.6,1.6,0.09,2.4,2.4,"https://fbref.com/en/players/34e12499/Nico-Schlotterbeck"
2023,"Dortmund","Bundesliga","Niklas Süle","GER","DF","26",1995,23.5,2,33,7,21.2,1.4,0.3,0.06,0.29,17.2,0,0,0,2.2,2.2,0.07,-0.2,-0.2,"https://fbref.com/en/players/e33c06cf/Niklas-Sule"
2023,"Dortmund","Bundesliga","Marius Wolf","GER","DF","27",1995,17.4,1,23,6,26.1,1.32,0.34,0.04,0.17,19.4,0,0,0,1.2,1.2,0.05,-0.2,-0.2,"https://fbref.com/en/players/fa661778/Marius-Wolf"
2023,"Eint Frankfurt","Bundesliga","Paxten Aaronson","USA","MF,DF","18",2003,1.9,0,4,1,25,2.08,0.52,0,0,18.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,"https://fbref.com/en/players/4cd41883/Paxten-Aaronson"
2023,"Eint Frankfurt","Bundesliga","Lucas Alario","ARG","FW,MF","29",1992,3.7,1,11,4,36.4,2.99,1.09,0.09,0.25,14.7,0,0,0,1.4,1.4,0.13,-0.4,-0.4,"https://fbref.com/en/players/834d0be5/Lucas-Alario"
2023,"Eint Frankfurt","Bundesliga","Faride Alidou","GER","DF,MF","21",2001,2,0,2,0,0,0.99,0,0,NA,17,0,0,0,0.1,0.1,0.05,-0.1,-0.1,"https://fbref.com/en/players/00f518d8/Faride-Alidou"
2023,"Eint Frankfurt","Bundesliga","Rafael Borré","COL","MF,FW","26",1995,12,2,24,7,29.2,2,0.58,0.04,0.14,13.1,0,1,1,4.1,3.3,0.14,-2.1,-2.3,"https://fbref.com/en/players/c68da769/Rafael-Borre"
2023,"Eint Frankfurt","Bundesliga","Aurélio Buta","POR","DF","25",1997,14.6,3,9,4,44.4,0.61,0.27,0.33,0.75,16.7,0,0,0,0.6,0.6,0.07,2.4,2.4,"https://fbref.com/en/players/b4705807/Aurelio-Buta"
2023,"Eint Frankfurt","Bundesliga","Timothy Chandler","USA","DF","32",1990,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/b3b7f5a6/Timothy-Chandler"
2023,"Eint Frankfurt","Bundesliga","Junior Dina Ebimbe","FRA","DF,MF","21",2000,11.8,3,26,10,38.5,2.2,0.85,0.12,0.3,14.6,0,0,0,3.7,3.7,0.14,-0.7,-0.7,"https://fbref.com/en/players/95bb6ddc/Junior-Dina-Ebimbe"
2023,"Eint Frankfurt","Bundesliga","Dario Gebuhr","GER","DF","19",2003,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/277be51d/Dario-Gebuhr"
2023,"Eint Frankfurt","Bundesliga","Mario Götze","GER","MF","30",1992,30.4,3,26,7,26.9,0.85,0.23,0.12,0.43,16.4,0,0,0,3.2,3.2,0.12,-0.2,-0.2,"https://fbref.com/en/players/9efa1d25/Mario-Gotze"
2023,"Eint Frankfurt","Bundesliga","Makoto Hasebe","JPN","DF","38",1984,14.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/9ab16552/Makoto-Hasebe"
2023,"Eint Frankfurt","Bundesliga","Kristijan Jakić","CRO","DF,MF","25",1997,16.2,1,8,4,50,0.49,0.25,0.13,0.25,17.5,0,0,0,0.7,0.7,0.09,0.3,0.3,"https://fbref.com/en/players/a8ee54ad/Kristijan-Jakic"
2023,"Eint Frankfurt","Bundesliga","Daichi Kamada","JPN","MF","25",1996,25.2,9,41,11,26.8,1.63,0.44,0.15,0.55,16.6,4,3,3,9.9,7.5,0.18,-0.9,-1.5,"https://fbref.com/en/players/15b287da/Daichi-Kamada"
2023,"Eint Frankfurt","Bundesliga","Ansgar Knauff","GER","DF","20",2002,14.3,1,15,7,46.7,1.05,0.49,0.07,0.14,19.7,0,0,0,0.9,0.9,0.06,0.1,0.1,"https://fbref.com/en/players/19a967ab/Ansgar-Knauff"
2023,"Eint Frankfurt","Bundesliga","Randal Kolo Muani","FRA","FW","23",1998,29.2,15,75,30,40,2.57,1.03,0.17,0.43,13,0,2,2,13.2,11.6,0.16,1.8,1.4,"https://fbref.com/en/players/c0b3669f/Randal-Kolo-Muani"
2023,"Eint Frankfurt","Bundesliga","Filip Kostić","SRB","DF,MF","29",1992,0.8,0,1,0,0,1.22,0,0,NA,21.1,0,0,0,0,0,0.02,0,0,"https://fbref.com/en/players/b1cd37e6/Filip-Kostic"
2023,"Eint Frankfurt","Bundesliga","Christopher Lenz","GER","DF","27",1994,14.3,0,12,2,16.7,0.84,0.14,0,0,23.4,1,0,0,0.6,0.6,0.05,-0.6,-0.6,"https://fbref.com/en/players/bbd86530/Christopher-Lenz"
2023,"Eint Frankfurt","Bundesliga","Jesper Lindstrøm","DEN","MF,FW","22",2000,18.7,7,45,19,42.2,2.41,1.02,0.16,0.37,18.3,4,0,0,5.9,5.9,0.13,1.1,1.1,"https://fbref.com/en/players/37dc1a48/Jesper-Lindstrom"
2023,"Eint Frankfurt","Bundesliga","Philipp Max","GER","DF","28",1993,7.7,0,9,3,33.3,1.17,0.39,0,0,18.3,2,0,0,0.7,0.7,0.08,-0.7,-0.7,"https://fbref.com/en/players/826e8b63/Philipp-Max"
2023,"Eint Frankfurt","Bundesliga","Obite N'Dicka","FRA","DF","22",1999,29.9,1,17,3,17.6,0.57,0.1,0.06,0.33,12.7,0,0,0,1.4,1.4,0.08,-0.4,-0.4,"https://fbref.com/en/players/441197b8/Obite-NDicka"
2023,"Eint Frankfurt","Bundesliga","Luca Pellegrini","ITA","DF","23",1999,6.2,0,14,2,14.3,2.26,0.32,0,0,27.7,3,0,0,0.6,0.6,0.04,-0.6,-0.6,"https://fbref.com/en/players/3b61c9ec/Luca-Pellegrini"
2023,"Eint Frankfurt","Bundesliga","Diant Ramaj","GER","GK","20",2001,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/b90c4a43/Diant-Ramaj"
2023,"Eint Frankfurt","Bundesliga","Sebastian Rode","GER","MF","31",1990,15.7,4,9,4,44.4,0.57,0.25,0.44,1,18.7,0,0,0,0.9,0.9,0.1,3.1,3.1,"https://fbref.com/en/players/e12b0b5b/Sebastian-Rode"
2023,"Eint Frankfurt","Bundesliga","Hrvoje Smolčić","CRO","DF","21",2000,5.2,0,3,0,0,0.57,0,0,NA,12.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,"https://fbref.com/en/players/c967f6b8/Hrvoje-Smolcic"
2023,"Eint Frankfurt","Bundesliga","Djibril Sow","SUI","MF","25",1997,29.4,4,28,10,35.7,0.95,0.34,0.14,0.4,24.8,0,0,0,1.7,1.7,0.06,2.3,2.3,"https://fbref.com/en/players/4c6facae/Djibril-Sow"
2023,"Eint Frankfurt","Bundesliga","Almamy Touré","MLI","DF","26",1996,4.4,0,3,1,33.3,0.68,0.23,0,0,14,0,0,0,0.5,0.5,0.17,-0.5,-0.5,"https://fbref.com/en/players/c8c60119/Almamy-Toure"
2023,"Eint Frankfurt","Bundesliga","Kevin Trapp","GER","GK","32",1990,33,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/ce17b5eb/Kevin-Trapp"
2023,"Eint Frankfurt","Bundesliga","Tuta","BRA","DF","23",1999,30.2,2,17,3,17.6,0.56,0.1,0.12,0.67,17,0,0,0,2.3,2.3,0.13,-0.3,-0.3,"https://fbref.com/en/players/35d64857/Tuta"
2023,"Eint Frankfurt","Bundesliga","Marcel Wenig","GER","MF","18",2004,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/1c86aa16/Marcel-Wenig"
2023,"Elche","La Liga","Alejandro Alfaro","ESP","MF","20",2002,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/b907d169/Alejandro-Alfaro"
2023,"Elche","La Liga","Édgar Badía","ESP","GK","30",1992,36,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/e4346678/Edgar-Badia"
2023,"Elche","La Liga","Pedro Bigas","ESP","DF","31",1990,22.4,0,22,8,36.4,0.98,0.36,0,0,15.5,0,0,0,1.8,1.8,0.08,-1.8,-1.8,"https://fbref.com/en/players/697295b1/Pedro-Bigas"
2023,"Elche","La Liga","Lautaro Blanco","ARG","DF,MF","23",1999,9.7,0,1,1,100,0.1,0.1,0,0,21.7,0,0,0,0,0,0.03,0,0,"https://fbref.com/en/players/1657f448/Lautaro-Blanco"
2023,"Elche","La Liga","Lucas Boyé","ARG","FW","26",1996,27.4,7,71,20,28.2,2.6,0.73,0.1,0.35,14.4,1,0,1,8.3,7.5,0.11,-1.3,-0.5,"https://fbref.com/en/players/d49f3e6b/Lucas-Boye"
2023,"Elche","La Liga","Carmona","ESP","MF,DF","20",2002,6.5,1,5,3,60,0.76,0.46,0.2,0.33,17.9,0,0,0,0.4,0.4,0.08,0.6,0.6,"https://fbref.com/en/players/2dce876a/Carmona"
2023,"Elche","La Liga","Pape Cheikh Diop","SEN","MF","24",1997,0.4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/873ce3a2/Pape-Cheikh-Diop"
2023,"Elche","La Liga","Carlos Clerc","ESP","DF,MF","30",1992,29.3,0,9,3,33.3,0.31,0.1,0,0,17.9,0,0,0,0.6,0.6,0.06,-0.6,-0.6,"https://fbref.com/en/players/33a61a52/Carlos-Clerc"
2023,"Elche","La Liga","Álex Collado","ESP","MF","23",1999,8.1,1,17,6,35.3,2.1,0.74,0.06,0.17,22.9,0,0,0,0.6,0.6,0.04,0.4,0.4,"https://fbref.com/en/players/85dace26/Alex-Collado"
2023,"Elche","La Liga","John Donald","ESP","MF,DF","21",2000,12.1,0,2,0,0,0.16,0,0,NA,11.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,"https://fbref.com/en/players/5e95c000/John-Donald"
2023,"Elche","La Liga","Nicolás Ezequiel Fernández","ARG","MF,DF","22",2000,5.7,0,5,2,40,0.88,0.35,0,0,14.7,0,0,0,0.4,0.4,0.08,-0.4,-0.4,"https://fbref.com/en/players/3409de86/Nicolas-Ezequiel-Fernandez"
2023,"Elche","La Liga","Federico Fernández","ARG","DF","33",1989,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/f25b010f/Federico-Fernandez"
2023,"Elche","La Liga","Fidel","ESP","MF,FW","32",1989,19,3,13,2,15.4,0.68,0.11,0.15,1,15.6,0,1,1,2.3,1.5,0.11,0.7,0.5,"https://fbref.com/en/players/eb82b6f1/Fidel"
2023,"Elche","La Liga","Diego González","ESP","DF","27",1995,10.6,0,6,0,0,0.56,0,0,NA,12.8,0,0,0,0.8,0.8,0.13,-0.8,-0.8,"https://fbref.com/en/players/4ac7608e/Diego-Gonzalez"
2023,"Elche","La Liga","Gerard Gumbau","ESP","MF","27",1994,30.4,1,47,18,38.3,1.55,0.59,0.02,0.06,25.5,6,0,0,2.3,2.3,0.05,-1.3,-1.3,"https://fbref.com/en/players/ac454a4f/Gerard-Gumbau"
2023,"Elche","La Liga","Raúl Guti","ESP","MF","25",1996,12.4,0,20,8,40,1.61,0.64,0,0,18.9,0,0,0,1.6,1.6,0.08,-1.6,-1.6,"https://fbref.com/en/players/0b2c8585/Raul-Guti"
2023,"Elche","La Liga","Josan","ESP","DF,MF","32",1989,12,1,6,3,50,0.5,0.25,0.17,0.33,14.3,0,0,0,0.4,0.4,0.07,0.6,0.6,"https://fbref.com/en/players/5b28b2f6/Josan"
2023,"Elche","La Liga","Pol Lirola","ESP","DF","24",1997,7,1,1,1,100,0.14,0.14,1,1,10.5,0,0,0,0.2,0.2,0.2,0.8,0.8,"https://fbref.com/en/players/ff800ed8/Pol-Lirola"
2023,"Elche","La Liga","Lisandro Magallán","ARG","DF","28",1993,10,0,6,2,33.3,0.6,0.2,0,0,11.2,0,0,0,0.6,0.6,0.11,-0.6,-0.6,"https://fbref.com/en/players/01a49bd2/Lisandro-Magallan"
2023,"Elche","La Liga","Roger Martí","ESP","FW","31",1991,7.3,0,6,2,33.3,0.82,0.27,0,0,15.6,0,0,0,0.6,0.6,0.09,-0.6,-0.6,"https://fbref.com/en/players/0ae4e09a/Roger-Marti"
2023,"Elche","La Liga","Omar Mascarell","ESP","MF,DF","29",1993,27.2,0,9,3,33.3,0.33,0.11,0,0,22.1,1,0,0,0.4,0.4,0.05,-0.4,-0.4,"https://fbref.com/en/players/11fd2b75/Omar-Mascarell"
2023,"Elche","La Liga","Pere Milla","ESP","FW,MF","29",1992,20.5,6,33,7,21.2,1.61,0.34,0.09,0.43,15,1,3,3,5.4,3,0.09,0.6,0,"https://fbref.com/en/players/335039a2/Pere-Milla"
2023,"Elche","La Liga","Johan Mojica","COL","DF,MF","29",1992,3,0,3,0,0,1,0,0,NA,19.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,"https://fbref.com/en/players/608f2092/Johan-Mojica"
2023,"Elche","La Liga","Tete Morente","ESP","MF,DF","25",1996,23,4,46,14,30.4,2,0.61,0.09,0.29,16.1,0,0,0,4.2,4.2,0.09,-0.2,-0.2,"https://fbref.com/en/players/004d185e/Tete-Morente"
2023,"Elche","La Liga","Randy Ntekja","FRA","FW,MF","24",1997,8.1,0,14,4,28.6,1.74,0.5,0,0,14.3,0,0,0,1.3,1.3,0.09,-1.3,-1.3,"https://fbref.com/en/players/a6103274/Randy-Ntekja"
2023,"Elche","La Liga","Helibelton Palacios","COL","DF","29",1993,21.3,0,4,3,75,0.19,0.14,0,0,13.8,0,0,0,0.4,0.4,0.09,-0.4,-0.4,"https://fbref.com/en/players/ac8b2421/Helibelton-Palacios"
2023,"Elche","La Liga","Javier Pastore","ARG","MF","33",1989,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/881ef58c/Javier-Pastore"
2023,"Elche","La Liga","Ezequiel Ponce","ARG","FW,MF","25",1997,12.5,4,29,9,31,2.33,0.72,0.14,0.44,12.9,0,0,0,3.6,3.6,0.12,0.4,0.4,"https://fbref.com/en/players/ccbbe661/Ezequiel-Ponce"
2023,"Elche","La Liga","Domingos Quina","POR","MF","22",1999,3.1,0,6,0,0,1.96,0,0,NA,33,0,0,0,0.2,0.2,0.03,-0.2,-0.2,"https://fbref.com/en/players/41fb0f4e/Domingos-Quina"
