"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Url"
2023,"Toulouse","Ligue 1","Christian Mawissa","FRA","DF","17",2005,1.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/2c70d915/Christian-Mawissa"
2023,"Toulouse","Ligue 1","Nathan N'Goumou","FRA","FW","22",2000,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/e110ea4b/Nathan-NGoumou"
2023,"Toulouse","Ligue 1","Rasmus Nicolaisen","DEN","DF","25",1997,33.3,0,13,7,53.8,0.39,0.21,0,0,11.5,0,0,0,1.2,1.2,0.09,-1.2,-1.2,"https://fbref.com/en/players/3f319bb9/Rasmus-Nicolaisen"
2023,"Toulouse","Ligue 1","Ado Onaiwu","JPN","FW","26",1995,12,2,19,4,21.1,1.58,0.33,0.11,0.5,17.2,0,0,0,1.6,1.6,0.09,0.4,0.4,"https://fbref.com/en/players/ff4df82e/Ado-Onaiwu"
2023,"Toulouse","Ligue 1","Rafael Ratão","BRA","FW,MF","26",1995,20.6,5,31,11,35.5,1.51,0.53,0.16,0.45,12.4,0,0,0,5.1,5.1,0.17,-0.1,-0.1,"https://fbref.com/en/players/40ef7347/Rafael-Ratao"
2023,"Toulouse","Ligue 1","Anthony Rouault","FRA","DF","21",2001,36.8,2,19,10,52.6,0.52,0.27,0.11,0.2,9,0,0,0,3.3,3.3,0.17,-1.3,-1.3,"https://fbref.com/en/players/9b545925/Anthony-Rouault"
2023,"Toulouse","Ligue 1","Vincent Sierro","SUI","MF","26",1995,7.4,0,8,3,37.5,1.08,0.41,0,0,22.3,1,0,0,0.5,0.5,0.06,-0.5,-0.5,"https://fbref.com/en/players/92ffb8f9/Vincent-Sierro"
2023,"Toulouse","Ligue 1","Naatan Skyttä","FIN","MF","20",2002,0.3,0,1,0,0,3.91,0,0,NA,15.5,0,0,0,0.1,0.1,0.1,-0.1,-0.1,"https://fbref.com/en/players/d7547531/Naatan-Skytta"
2023,"Toulouse","Ligue 1","Stijn Spierings","NED","MF","26",1996,34.7,2,24,5,20.8,0.69,0.14,0.08,0.4,20.2,0,0,0,1.8,1.8,0.07,0.2,0.2,"https://fbref.com/en/players/a08985b8/Stijn-Spierings"
2023,"Toulouse","Ligue 1","Gabriel Suazo","CHI","DF","24",1997,14,0,2,0,0,0.14,0,0,NA,17.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,"https://fbref.com/en/players/39b326ed/Gabriel-Suazo"
2023,"Toulouse","Ligue 1","Issiaga Sylla","GUI","DF","28",1994,15.2,0,9,3,33.3,0.59,0.2,0,0,17.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,"https://fbref.com/en/players/b99bec05/Issiaga-Sylla"
2023,"Toulouse","Ligue 1","Theocharis Tsingaras","GRE","MF","21",2000,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/906baf89/Theocharis-Tsingaras"
2023,"Toulouse","Ligue 1","Oliver Zandén","SWE","DF,MF","20",2001,1.6,0,2,1,50,1.23,0.62,0,0,17.6,0,0,0,0,0,0.01,0,0,"https://fbref.com/en/players/72d4922b/Oliver-Zanden"
2023,"Troyes","Ligue 1","Lucien Agoume","FRA","MF","20",2002,12.2,0,9,3,33.3,0.74,0.25,0,0,15.6,0,0,0,0.8,0.8,0.09,-0.8,-0.8,"https://fbref.com/en/players/8bc8829a/Lucien-Agoume"
2023,"Troyes","Ligue 1","Amar Ahmed","SWE","FW","18",2004,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/22396615/Amar-Ahmed"
2023,"Troyes","Ligue 1","Thierno Balde","FRA","DF,MF","20",2002,23.9,0,7,1,14.3,0.29,0.04,0,0,17.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,"https://fbref.com/en/players/3975195f/Thierno-Balde"
2023,"Troyes","Ligue 1","Andreas Bruus","DEN","DF,FW","23",1999,18.1,0,11,3,27.3,0.61,0.17,0,0,19.7,1,0,0,0.7,0.7,0.07,-0.7,-0.7,"https://fbref.com/en/players/b088d5d3/Andreas-Bruus"
2023,"Troyes","Ligue 1","Xavier Chavalerin","FRA","MF","31",1991,27,4,27,11,40.7,1,0.41,0.15,0.36,21.5,0,0,0,1.5,1.5,0.06,2.5,2.5,"https://fbref.com/en/players/279ddf6a/Xavier-Chavalerin"
2023,"Troyes","Ligue 1","Abdu Conté","POR","DF","24",1998,14.6,1,4,2,50,0.27,0.14,0.25,0.5,15.3,0,0,0,0.6,0.6,0.14,0.4,0.4,"https://fbref.com/en/players/cfa49cc1/Abdu-Conte"
2023,"Troyes","Ligue 1","Tristan Dingomé","CMR","MF","31",1991,1.1,0,3,1,33.3,2.73,0.91,0,0,21.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,"https://fbref.com/en/players/92b56413/Tristan-Dingome"
2023,"Troyes","Ligue 1","Kyliane Dong","FRA","MF,FW","17",2004,2.4,0,2,0,0,0.85,0,0,NA,20.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,"https://fbref.com/en/players/836dc4a8/Kyliane-Dong"
2023,"Troyes","Ligue 1","Jordan Dongmo","CMR","MF","21",2001,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/1b5b32d2/Jordan-Dongmo"
2023,"Troyes","Ligue 1","Gauthier Gallon","FRA","GK","29",1993,29.6,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/db3164e1/Gauthier-Gallon"
2023,"Troyes","Ligue 1","Mathis Hamdi","FRA","DF","18",2003,0.8,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/a94571f6/Mathis-Hamdi"
2023,"Troyes","Ligue 1","Rudy Kohon","FRA","DF","18",2004,0.7,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/9cd28348/Rudy-Kohon"
2023,"Troyes","Ligue 1","Rominigue Kouamé","MLI","MF","25",1996,29.6,1,24,5,20.8,0.81,0.17,0.04,0.2,20.3,0,0,0,1.4,1.4,0.06,-0.4,-0.4,"https://fbref.com/en/players/86a2ba20/Rominigue-Kouame"
2023,"Troyes","Ligue 1","Yasser Larouci","FRA","DF,MF","21",2001,20,1,10,4,40,0.5,0.2,0.1,0.25,20.6,0,0,0,0.5,0.5,0.05,0.5,0.5,"https://fbref.com/en/players/0ed063d6/Yasser-Larouci"
2023,"Troyes","Ligue 1","Mateusz Lis","POL","GK","25",1997,8.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/fd78b105/Mateusz-Lis"
2023,"Troyes","Ligue 1","Rony Lopes","POR","MF,FW","26",1995,26.1,7,57,20,35.1,2.19,0.77,0.12,0.35,19.3,5,0,0,4.9,4.9,0.09,2.1,2.1,"https://fbref.com/en/players/7c2965bb/Rony-Lopes"
2023,"Troyes","Ligue 1","Derek Mazou-Sacko","FRA","MF","17",2004,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/810edef9/Derek-Mazou-Sacko"
2023,"Troyes","Ligue 1","Marlos Moreno","COL","MF,DF","25",1996,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/8499c713/Marlos-Moreno"
2023,"Troyes","Ligue 1","Papa Ndiaga Yade","SEN","DF,MF","22",2000,6.3,0,10,3,30,1.58,0.48,0,0,20.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7,"https://fbref.com/en/players/87e9c7cd/Papa-Ndiaga-Yade"
2023,"Troyes","Ligue 1","Wilson Odobert","FRA","MF,FW","17",2004,19.6,4,27,14,51.9,1.38,0.71,0.15,0.29,18,0,0,0,2.6,2.6,0.1,1.4,1.4,"https://fbref.com/en/players/35516eac/Wilson-Odobert"
2023,"Troyes","Ligue 1","Ante Palaversa","CRO","MF","22",2000,0.3,1,1,1,100,2.9,2.9,1,1,5.2,0,0,0,0.5,0.5,0.51,0.5,0.5,"https://fbref.com/en/players/cd9b37a3/Ante-Palaversa"
2023,"Troyes","Ligue 1","Erik Palmer-Brown","USA","DF","25",1997,35.5,0,12,2,16.7,0.34,0.06,0,0,11.7,0,0,0,1.1,1.1,0.09,-1.1,-1.1,"https://fbref.com/en/players/e5c1e0ca/Erik-Palmer-Brown"
2023,"Troyes","Ligue 1","Jackson Porozo","ECU","DF","21",2000,18,2,22,9,40.9,1.22,0.5,0.09,0.22,12.7,0,0,0,2.8,2.8,0.13,-0.8,-0.8,"https://fbref.com/en/players/7d704e92/Jackson-Porozo"
2023,"Troyes","Ligue 1","Adil Rami","FRA","DF","36",1985,17.7,0,9,3,33.3,0.51,0.17,0,0,26,0,0,0,0.7,0.7,0.07,-0.7,-0.7,"https://fbref.com/en/players/8dbff17c/Adil-Rami"
2023,"Troyes","Ligue 1","Jeff Reine-Adélaïde","FRA","MF","24",1998,2.6,0,4,0,0,1.55,0,0,NA,22.3,0,0,0,0.3,0.3,0.08,-0.3,-0.3,"https://fbref.com/en/players/d504b3e1/Jeff-Reine-Adelaide"
2023,"Troyes","Ligue 1","Renaud Ripart","FRA","FW,MF","29",1993,14.7,4,39,14,35.9,2.66,0.95,0.1,0.29,16,0,0,0,3.5,3.5,0.09,0.5,0.5,"https://fbref.com/en/players/beae3a73/Renaud-Ripart"
2023,"Troyes","Ligue 1","Yoann Salmier","GUF","DF","29",1992,29.4,1,14,3,21.4,0.48,0.1,0.07,0.33,16.6,0,0,0,1.2,1.2,0.08,-0.2,-0.2,"https://fbref.com/en/players/c3725db2/Yoann-Salmier"
2023,"Troyes","Ligue 1","Mama Samba Baldé","GNB","FW","26",1995,29.6,12,73,24,32.9,2.47,0.81,0.14,0.42,17.1,0,2,2,10.6,9.1,0.12,1.4,0.9,"https://fbref.com/en/players/fb14aa28/Mama-Samba-Balde"
2023,"Troyes","Ligue 1","Florian Tardieu","FRA","MF","30",1992,11.2,3,10,2,20,0.89,0.18,0,0,29.8,1,3,3,2.9,0.5,0.05,0.1,-0.5,"https://fbref.com/en/players/ed39121c/Florian-Tardieu"
2023,"Troyes","Ligue 1","Alexis Tibidi","FRA","FW,MF","18",2003,0.8,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/ca6f4846/Alexis-Tibidi"
2023,"Troyes","Ligue 1","Ike Ugbo","CAN","FW,MF","23",1998,9.9,2,15,5,33.3,1.51,0.5,0.13,0.4,16.2,1,0,0,2.2,2.2,0.15,-0.2,-0.2,"https://fbref.com/en/players/8a53d24b/Ike-Ugbo"
2023,"Troyes","Ligue 1","Tanguy Zoukrou","FRA","DF","19",2003,5.7,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/aefa3050/Tanguy-Zoukrou"
2023,"Udinese","Serie A","James Abankwah","IRL","DF","18",2004,0.7,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/4b7a9fcc/James-Abankwah"
2023,"Udinese","Serie A","Tolgay Arslan","GER","MF","31",1990,13.5,1,25,5,20,1.86,0.37,0.04,0.2,21.1,1,0,0,2.2,2.2,0.09,-1.2,-1.2,"https://fbref.com/en/players/963a328b/Tolgay-Arslan"
2023,"Udinese","Serie A","Rodrigo Becão","BRA","DF","26",1996,27.6,2,19,5,26.3,0.69,0.18,0.11,0.4,12.1,0,0,0,1.5,1.5,0.08,0.5,0.5,"https://fbref.com/en/players/19e4eab9/Rodrigo-Becao"
2023,"Udinese","Serie A","Beto","GNB","FW","24",1998,23.7,10,60,20,33.3,2.54,0.85,0.15,0.45,13.7,0,1,1,10.9,10.1,0.17,-0.9,-1.1,"https://fbref.com/en/players/ed5c0319/Beto"
2023,"Udinese","Serie A","Jaka Bijol","SVN","DF","23",1999,30.3,3,20,7,35,0.66,0.23,0.15,0.43,9.5,0,0,0,2.2,2.2,0.11,0.8,0.8,"https://fbref.com/en/players/6fdac234/Jaka-Bijol"
2023,"Udinese","Serie A","Leonardo Buta","POR","DF","20",2002,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/dee3d535/Leonardo-Buta"
2023,"Udinese","Serie A","Nicolò Cocetta","ITA","DF","18",2003,0.4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/1faa06d5/Nicolo-Cocetta"
2023,"Udinese","Serie A","Gerard Deulofeu","ESP","FW","28",1994,13.5,2,44,12,27.3,3.27,0.89,0.05,0.17,17.4,10,0,0,5.1,5.1,0.11,-3.1,-3.1,"https://fbref.com/en/players/39583cfd/Gerard-Deulofeu"
2023,"Udinese","Serie A","Festy Ebosele","IRL","DF","19",2002,4.6,0,4,1,25,0.88,0.22,0,0,21.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,"https://fbref.com/en/players/dbfa4f16/Festy-Ebosele"
2023,"Udinese","Serie A","Enzo Ebosse","CMR","DF","23",1999,10.3,0,3,0,0,0.29,0,0,NA,26.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,"https://fbref.com/en/players/9ba7b4fa/Enzo-Ebosse"
2023,"Udinese","Serie A","Kingsley Ehizibue","NED","DF","27",1995,17.1,2,13,6,46.2,0.76,0.35,0.15,0.33,15.1,0,0,0,2,2,0.16,0,0,"https://fbref.com/en/players/76b2817e/Kingsley-Ehizibue"
2023,"Udinese","Serie A","Axel Guessand","FRA","DF","17",2004,0.9,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/e04dca4a/Axel-Guessand"
2023,"Udinese","Serie A","Mato Jajalo","BIH","MF","34",1988,0.7,0,2,0,0,2.86,0,0,NA,26.3,0,0,0,0,0,0.02,0,0,"https://fbref.com/en/players/8c65eb5f/Mato-Jajalo"
2023,"Udinese","Serie A","Sandi Lovrić","SVN","MF","24",1998,25.9,5,71,18,25.4,2.74,0.69,0.07,0.28,22.3,4,0,0,4.8,4.8,0.07,0.2,0.2,"https://fbref.com/en/players/966eea58/Sandi-Lovric"
2023,"Udinese","Serie A","Jean-Victor Makengo","FRA","MF","24",1998,8.9,0,7,0,0,0.78,0,0,NA,21.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4,"https://fbref.com/en/players/22bfb57e/Jean-Victor-Makengo"
2023,"Udinese","Serie A","Adam Masina","MAR","DF","28",1994,8.8,2,2,2,100,0.23,0.23,1,1,12.3,0,0,0,0.1,0.1,0.04,1.9,1.9,"https://fbref.com/en/players/de0f152c/Adam-Masina"
2023,"Udinese","Serie A","Ilija Nestorovski","MKD","FW,MF","32",1990,7.1,2,14,4,28.6,1.97,0.56,0.14,0.5,15.2,0,0,0,1.6,1.6,0.11,0.4,0.4,"https://fbref.com/en/players/b1236c63/Ilija-Nestorovski"
2023,"Udinese","Serie A","Bram Nuytinck","NED","DF","32",1990,4.3,0,1,0,0,0.23,0,0,NA,8.4,0,0,0,0,0,0.03,0,0,"https://fbref.com/en/players/e33f36d5/Bram-Nuytinck"
2023,"Udinese","Serie A","Simone Pafundi","ITA","MF,FW","16",2006,0.9,0,1,0,0,1.06,0,0,NA,20.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,"https://fbref.com/en/players/8daee720/Simone-Pafundi"
2023,"Udinese","Serie A","Roberto Pereyra","ARG","DF,MF","31",1991,31.3,5,41,16,39,1.31,0.51,0.12,0.31,17,1,0,1,4.7,3.9,0.1,0.3,1.1,"https://fbref.com/en/players/75f2c59f/Roberto-Pereyra"
2023,"Udinese","Serie A","Nehuén Pérez","ARG","DF","22",2000,31.3,2,16,8,50,0.51,0.26,0.13,0.25,18.9,0,0,0,1,1,0.06,1,1,"https://fbref.com/en/players/f7c491f1/Nehuen-Perez"
2023,"Udinese","Serie A","Lazar Samardzic","SRB","MF","20",2002,20.5,5,50,18,36,2.44,0.88,0.1,0.28,25.7,7,0,0,2.4,2.4,0.05,2.6,2.6,"https://fbref.com/en/players/217c93a1/Lazar-Samardzic"
2023,"Udinese","Serie A","Vivaldo Semedo","POR","FW,MF","17",2005,0.4,0,1,0,0,2.5,0,0,NA,11.6,0,0,0,0.1,0.1,0.1,-0.1,-0.1,"https://fbref.com/en/players/b6baba31/Vivaldo-Semedo"
2023,"Udinese","Serie A","Marco Silvestri","ITA","GK","31",1991,38,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/0d422df7/Marco-Silvestri"
2023,"Udinese","Serie A","Brandon Soppy","FRA","DF","20",2002,1,0,2,1,50,2,1,0,0,18.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,"https://fbref.com/en/players/28f66c2e/Brandon-Soppy"
2023,"Udinese","Serie A","Isaac Success","NGA","FW","26",1996,20.2,1,35,5,14.3,1.74,0.25,0.03,0.2,16.3,0,0,0,3.3,3.3,0.1,-2.3,-2.3,"https://fbref.com/en/players/f573a8bf/Isaac-Success"
2023,"Udinese","Serie A","Florian Thauvin","FRA","FW,MF","29",1993,6.1,0,10,3,30,1.65,0.49,0,0,22.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7,"https://fbref.com/en/players/2b9fdeea/Florian-Thauvin"
2023,"Udinese","Serie A","Iyenoma Udogie","ITA","DF","19",2002,30,3,27,7,25.9,0.9,0.23,0.11,0.43,13.7,0,0,0,2.9,2.9,0.11,0.1,0.1,"https://fbref.com/en/players/7cd520e8/Iyenoma-Udogie"
2023,"Udinese","Serie A","Walace","BRA","MF","27",1995,35.4,0,32,6,18.8,0.9,0.17,0,0,26.4,0,0,0,1.1,1.1,0.04,-1.1,-1.1,"https://fbref.com/en/players/26db8853/Walace"
2023,"Udinese","Serie A","Marvin Zeegelaar","NED","DF","31",1990,3.9,1,3,1,33.3,0.76,0.25,0.33,1,11.7,0,0,0,0.2,0.2,0.07,0.8,0.8,"https://fbref.com/en/players/8abd0c03/Marvin-Zeegelaar"
2023,"Union Berlin","Bundesliga","Timo Baumgartl","GER","DF","26",1996,6.2,0,4,2,50,0.64,0.32,0,0,11.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,"https://fbref.com/en/players/bd7d2e6d/Timo-Baumgartl"
2023,"Union Berlin","Bundesliga","Sheraldo Becker","SUR","FW","27",1995,28.4,11,67,26,38.8,2.36,0.92,0.16,0.42,18.3,0,0,0,6.5,6.5,0.1,4.5,4.5,"https://fbref.com/en/players/8eb55dbb/Sheraldo-Becker"
2023,"Union Berlin","Bundesliga","Kevin Behrens","GER","FW","31",1991,17.1,8,35,14,40,2.05,0.82,0.23,0.57,11.7,0,0,0,4.8,4.8,0.14,3.2,3.2,"https://fbref.com/en/players/30ae134d/Kevin-Behrens"
2023,"Union Berlin","Bundesliga","Danilho Doekhi","NED","DF","24",1998,24.6,5,17,9,52.9,0.69,0.37,0.29,0.56,11.6,0,0,0,1.9,1.9,0.11,3.1,3.1,"https://fbref.com/en/players/f67c9d29/Danilho-Doekhi"
2023,"Union Berlin","Bundesliga","Niko Gießelmann","GER","DF","30",1991,14.5,0,20,3,15,1.38,0.21,0,0,20.2,2,0,0,1.1,1.1,0.06,-1.1,-1.1,"https://fbref.com/en/players/7242b495/Niko-Giesselmann"
2023,"Union Berlin","Bundesliga","Lennart Grill","GER","GK","23",1999,5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/37998008/Lennart-Grill"
2023,"Union Berlin","Bundesliga","Janik Haberer","GER","MF","28",1994,24.3,5,32,14,43.8,1.32,0.58,0.16,0.36,19,0,0,0,3.3,3.3,0.1,1.7,1.7,"https://fbref.com/en/players/70dcf94d/Janik-Haberer"
2023,"Union Berlin","Bundesliga","Genki Haraguchi","JPN","MF","31",1991,5.5,0,6,1,16.7,1.08,0.18,0,0,21.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,"https://fbref.com/en/players/f24ea523/Genki-Haraguchi"
2023,"Union Berlin","Bundesliga","Paul Jaeckel","GER","DF","24",1998,13.3,1,2,2,100,0.15,0.15,0.5,0.5,11.3,0,0,0,0.1,0.1,0.07,0.9,0.9,"https://fbref.com/en/players/a93b6f4e/Paul-Jaeckel"
2023,"Union Berlin","Bundesliga","Josip Juranović","CRO","DF","26",1995,10.4,2,6,1,16.7,0.58,0.1,0.17,1,29.6,2,1,1,1.6,0.8,0.14,0.4,0.2,"https://fbref.com/en/players/0a084b35/Josip-Juranovic"
2023,"Union Berlin","Bundesliga","Rani Khedira","GER","MF","28",1994,32,2,24,3,12.5,0.75,0.09,0.08,0.67,22.1,0,0,0,1.7,1.7,0.07,0.3,0.3,"https://fbref.com/en/players/59e4b92e/Rani-Khedira"
2023,"Union Berlin","Bundesliga","Robin Knoche","GER","DF","30",1992,31.9,2,8,1,12.5,0.25,0.03,0.13,1,16,0,1,2,2.4,0.8,0.1,-0.4,0.2,"https://fbref.com/en/players/6bd5cd5d/Robin-Knoche"
2023,"Union Berlin","Bundesliga","Aïssa Laïdouni","TUN","MF","25",1996,9.7,2,6,2,33.3,0.62,0.21,0.33,1,16.4,0,0,0,0.8,0.8,0.14,1.2,1.2,"https://fbref.com/en/players/22798128/Aissa-Laidouni"
2023,"Union Berlin","Bundesliga","Diogo Leite","POR","DF","23",1999,25,0,12,0,0,0.48,0,0,NA,14.8,0,0,0,0.8,0.8,0.07,-0.8,-0.8,"https://fbref.com/en/players/c4987edc/Diogo-Leite"
2023,"Union Berlin","Bundesliga","Jamie Leweling","GER","FW,MF","21",2001,2.9,1,9,5,55.6,3.06,1.7,0.11,0.2,16.7,0,0,0,0.7,0.7,0.07,0.3,0.3,"https://fbref.com/en/players/13fe7b69/Jamie-Leweling"
2023,"Union Berlin","Bundesliga","Sven Michel","GER","FW,MF","32",1990,5.5,3,15,2,13.3,2.73,0.36,0.13,1,24.2,0,1,1,1.7,0.9,0.06,1.3,1.1,"https://fbref.com/en/players/1e274a0a/Sven-Michel"
2023,"Union Berlin","Bundesliga","Levin Öztunalı","GER","MF","26",1996,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/66385c46/Levin-Oztunali"
2023,"Union Berlin","Bundesliga","Miloš Pantović","SRB","MF","26",1996,2.3,1,5,2,40,2.18,0.87,0.2,0.5,18.4,0,0,1,1.4,0.6,0.11,-0.4,0.4,"https://fbref.com/en/players/5dc15574/Milos-Pantovic"
2023,"Union Berlin","Bundesliga","Jordan Pefok","USA","FW","26",1996,15.1,4,32,6,18.8,2.12,0.4,0.13,0.67,12.2,0,0,2,4.5,2.9,0.09,-0.5,1.1,"https://fbref.com/en/players/b684a484/Jordan-Pefok"
2023,"Union Berlin","Bundesliga","Tymoteusz Puchacz","POL","DF","23",1999,0.6,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/c68b1b13/Tymoteusz-Puchacz"
2023,"Union Berlin","Bundesliga","Jérôme Roussillon","FRA","DF","29",1993,10.6,0,9,2,22.2,0.85,0.19,0,0,22.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5,"https://fbref.com/en/players/13203c45/Jerome-Roussillon"
2023,"Union Berlin","Bundesliga","Julian Ryerson","NOR","DF","24",1997,11.5,0,16,5,31.3,1.39,0.43,0,0,24,0,0,0,0.7,0.7,0.04,-0.7,-0.7,"https://fbref.com/en/players/009a4f60/Julian-Ryerson"
2023,"Union Berlin","Bundesliga","Frederik Rønnow","DEN","GK","29",1992,29,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"https://fbref.com/en/players/a70b8345/Frederik-Ronnow"
2023,"Union Berlin","Bundesliga","András Schäfer","HUN","MF","23",1999,9.6,0,7,1,14.3,0.73,0.1,0,0,23.5,0,0,0,0.4,0.4,0.06,-0.4,-0.4,"https://fbref.com/en/players/049751d7/Andras-Schafer"
2023,"Union Berlin","Bundesliga","Paul Seguin","GER","MF","27",1995,7.7,1,15,4,26.7,1.95,0.52,0.07,0.25,23.1,0,0,0,1.2,1.2,0.08,-0.2,-0.2,"https://fbref.com/en/players/8872ed17/Paul-Seguin"
2023,"Union Berlin","Bundesliga","Tim Skarke","GER","DF,MF","25",1996,0.6,0,4,2,50,6.79,3.4,0,0,22.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2,"https://fbref.com/en/players/65857fdf/Tim-Skarke"
2023,"Union Berlin","Bundesliga","Morten Thorsby","NOR","MF","26",1996,9.3,1,9,3,33.3,0.97,0.32,0.11,0.33,13.7,0,0,0,0.8,0.8,0.09,0.2,0.2,"https://fbref.com/en/players/d1b49282/Morten-Thorsby"
2023,"Union Berlin","Bundesliga","Christopher Trimmel","AUT","DF","35",1987,20.1,0,14,3,21.4,0.7,0.15,0,0,17.8,1,0,0,0.7,0.7,0.05,-0.7,-0.7,"https://fbref.com/en/players/056d2d95/Christopher-Trimmel"
2023,"Valencia","La Liga","Domingos André Ribeiro Almeida","POR","MF","22",2000,28.2,2,23,8,34.8,0.82,0.28,0.09,0.25,22.7,3,0,0,1.4,1.4,0.06,0.6,0.6,"https://fbref.com/en/players/e6697917/Domingos-Andre-Ribeiro-Almeida"
2023,"Valencia","La Liga","Samu Castillejo","ESP","FW,MF","27",1995,15.1,4,37,10,27,2.44,0.66,0.11,0.4,18.5,2,0,0,2.9,2.9,0.08,1.1,1.1,"https://fbref.com/en/players/130a7a3f/Samu-Castillejo"
2023,"Valencia","La Liga","Edinson Cavani","URU","FW","35",1987,16.1,5,31,8,25.8,1.93,0.5,0.1,0.38,14.7,3,2,3,6,3.6,0.12,-1,-0.6,"https://fbref.com/en/players/527f063d/Edinson-Cavani"
2023,"Valencia","La Liga","Eray Cömert","SUI","DF","24",1998,18.6,1,10,6,60,0.54,0.32,0.1,0.17,18.2,0,0,0,0.5,0.5,0.05,0.5,0.5,"https://fbref.com/en/players/15937e17/Eray-Comert"
2023,"Valencia","La Liga","Thierry Correia","POR","DF","23",1999,22.3,0,6,0,0,0.27,0,0,NA,19.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,"https://fbref.com/en/players/c78b352d/Thierry-Correia"
2023,"Valencia","La Liga","Mouctar Diakhaby","GUI","DF","25",1996,27.2,3,21,7,33.3,0.77,0.26,0.14,0.43,10.9,0,0,0,2.7,2.7,0.13,0.3,0.3,"https://fbref.com/en/players/d2110326/Mouctar-Diakhaby"
2023,"Valencia","La Liga","Hugo Duro","ESP","FW","22",1999,15.4,1,32,9,28.1,2.08,0.58,0.03,0.11,11.9,0,0,1,4.4,3.6,0.11,-3.4,-2.6,"https://fbref.com/en/players/37e103f8/Hugo-Duro"
2023,"Valencia","La Liga","Dimitri Foulquier","FRA","DF","29",1993,19.3,0,3,0,0,0.16,0,0,NA,13.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,"https://fbref.com/en/players/45e17712/Dimitri-Foulquier"
