URL,GA,SOTA,SAVES,W,D,L,CS,PKATT_PENALTY,PKA_PENALTY,PKSV_PENALTY,PKM_PENALTY
https://fbref.com/en/players/eedea60b/Yehvann-Diouf,31.0,137.0,107.0,11,12.0,8.0,14.0,1.0,1.0,0.0,0.0
https://fbref.com/en/players/efdeaff3/Michele-Cerofolini,3.0,11.0,8.0,4,1.0,0.0,2.0,1.0,1.0,0.0,0.0
https://fbref.com/en/players/f00de885/Anthony-Lopes,39.0,131.0,94.0,16,4.0,12.0,7.0,7.0,7.0,0.0,0.0
https://fbref.com/en/players/f058ed1f/Gianluca-Pegolo,3.0,6.0,3.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
https://fbref.com/en/players/f0f4671c/Antonio-Gomis,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/f0f7f62f/Pierluigi-Gollini,6.0,24.0,18.0,3,3.0,1.0,4.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/f127d782/Alvaro-Fernandez,18.0,50.0,33.0,3,4.0,4.0,2.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/f19f32b1/Francois-Joseph-Sollacaro,14.0,24.0,11.0,1,1.0,4.0,1.0,1.0,1.0,0.0,0.0
https://fbref.com/en/players/f41a69e6/Mory-Diaw,47.0,161.0,110.0,17,8.0,12.0,10.0,12.0,8.0,4.0,0.0
https://fbref.com/en/players/f554e29b/Alessio-Cragno,3.0,5.0,2.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/f5dfc256/Leonardo-Cesar-Jardim,13.0,15.0,4.0,3,1.0,2.0,0.0,2.0,2.0,0.0,0.0
https://fbref.com/en/players/f6798fc3/Yassine-Bounou,41.0,106.0,66.0,7,6.0,12.0,4.0,3.0,2.0,1.0,0.0
https://fbref.com/en/players/f794b426/Federico-Marchetti,2.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://fbref.com/en/players/fa4cabd1/Jan-Jakob-Olschowsky,11.0,31.0,20.0,1,1.0,2.0,0.0,1.0,1.0,0.0,0.0
https://fbref.com/en/players/fc70e345/Stole-Dimitrievski,49.0,139.0,94.0,13,10.0,14.0,9.0,5.0,4.0,0.0,1.0
https://fbref.com/en/players/fcb38f57/Mike-Maignan,21.0,62.0,40.0,11,7.0,4.0,8.0,3.0,2.0,1.0,0.0
https://fbref.com/en/players/fd78b105/Mateusz-Lis,16.0,51.0,34.0,1,3.0,4.0,1.0,3.0,2.0,1.0,0.0
https://fbref.com/en/players/fe558029/Mark-Travers,32.0,66.0,36.0,2,0.0,9.0,2.0,2.0,2.0,0.0,0.0
https://fbref.com/en/players/fea23125/David-Gil,5.0,23.0,18.0,1,1.0,2.0,1.0,1.0,1.0,0.0,0.0
