URL,SCA_SCA,GCA_GCA
https://fbref.com/en/players/22051fbe/Giulio-Donati,4.0,0.0
https://fbref.com/en/players/220ace7e/Romano-Schmid,49.0,3.0
https://fbref.com/en/players/220c11f1/Cristhian-Stuani,18.0,1.0
https://fbref.com/en/players/22396615/Amar-Ahmed,0.0,0.0
https://fbref.com/en/players/226008f1/Luca-Caldirola,12.0,1.0
https://fbref.com/en/players/22721b88/Jordan-Amavi,2.0,1.0
https://fbref.com/en/players/22798128/Aissa-Laidouni,20.0,3.0
https://fbref.com/en/players/228b0d9d/Aihen-Munoz,36.0,2.0
https://fbref.com/en/players/22919e97/Sargis-Adamyan,22.0,3.0
https://fbref.com/en/players/22ae86f9/Diego-Coppola,9.0,0.0
https://fbref.com/en/players/22bfb57e/Jean-Victor-Makengo,37.0,2.0
https://fbref.com/en/players/22cd43d2/Domen-Crnigoj,6.0,0.0
https://fbref.com/en/players/230a2fac/Giovanni-Di-Lorenzo,111.0,13.0
https://fbref.com/en/players/230c3f3a/Ibrahim-Sulemana,13.0,0.0
https://fbref.com/en/players/230f0471/Nathan-Patterson,20.0,0.0
https://fbref.com/en/players/231c67ff/Nelson-Weiper,1.0,0.0
https://fbref.com/en/players/2321ea6e/Vincent-Le-Goff,38.0,2.0
https://fbref.com/en/players/23610943/Nahuel-Molina,92.0,6.0
https://fbref.com/en/players/236f02cd/Joe-Scally,35.0,3.0
https://fbref.com/en/players/2374aaca/Nicolas-Gonzalez,62.0,3.0
https://fbref.com/en/players/237a3851/Kike-Perez,77.0,3.0
https://fbref.com/en/players/2389cdc2/Matty-Cash,28.0,3.0
https://fbref.com/en/players/23c63b7f/Ignatius-Ganago,29.0,7.0
https://fbref.com/en/players/240d3a0b/Dani-Garcia,23.0,4.0
https://fbref.com/en/players/2434f24a/Benoit-Costil,4.0,0.0
https://fbref.com/en/players/244bc2c8/Boulaye-Dia,64.0,9.0
https://fbref.com/en/players/246d153b/Ola-Aina,27.0,3.0
https://fbref.com/en/players/2475cf9b/Juan-Brandariz,11.0,0.0
https://fbref.com/en/players/247ed022/Andrea-Cambiaso,55.0,7.0
https://fbref.com/en/players/24eb7ed6/Junior-Sambia,22.0,1.0
https://fbref.com/en/players/24f59bb2/Junior-Firpo,21.0,2.0
https://fbref.com/en/players/2500cef9/Yoane-Wissa,36.0,6.0
https://fbref.com/en/players/253a06b9/Ezequiel-Avila,41.0,2.0
https://fbref.com/en/players/254147d4/Moussa-Djenepo,17.0,4.0
https://fbref.com/en/players/25749008/Elba-Rashani,46.0,7.0
https://fbref.com/en/players/25ab9c9c/Manuel-Gulde,6.0,1.0
https://fbref.com/en/players/2628fd2b/Bernd-Leno,2.0,0.0
https://fbref.com/en/players/26777636/Yacine-Adli,3.0,1.0
https://fbref.com/en/players/2677a1de/Wahbi-Khazri,42.0,7.0
https://fbref.com/en/players/2683eda7/Javi-Puado,57.0,7.0
https://fbref.com/en/players/26c54058/Alessandro-Tuia,5.0,0.0
https://fbref.com/en/players/26ce2263/Ryan-Christie,66.0,4.0
https://fbref.com/en/players/26d3b5be/Ellis-Simms,6.0,2.0
https://fbref.com/en/players/26db8853/Walace,53.0,6.0
https://fbref.com/en/players/26f6dca8/Manuel-Lanzini,4.0,0.0
https://fbref.com/en/players/271b8617/Marcus-Ingvartsen,21.0,3.0
https://fbref.com/en/players/27270af4/Niklas-Tauer,1.0,0.0
https://fbref.com/en/players/274ab13c/Catena,31.0,1.0
https://fbref.com/en/players/2770726a/Daniel-Kyereh,10.0,1.0
https://fbref.com/en/players/277be51d/Dario-Gebuhr,0.0,0.0
https://fbref.com/en/players/277c49ed/Maxence-Lacroix,13.0,0.0
https://fbref.com/en/players/277da414/Ivan-Provedel,7.0,1.0
https://fbref.com/en/players/2784f898/Eder-Militao,22.0,4.0
https://fbref.com/en/players/279ddf6a/Xavier-Chavalerin,41.0,3.0
https://fbref.com/en/players/27d0a506/Pedro-Porro,41.0,6.0
https://fbref.com/en/players/282679b4/Mateusz-Klich,7.0,0.0
https://fbref.com/en/players/282f75f3/Lewis-Dunk,32.0,2.0
https://fbref.com/en/players/28300a16/Jason-Steele,6.0,2.0
https://fbref.com/en/players/283c7121/Edu-Exposito,45.0,9.0
https://fbref.com/en/players/2886c9b5/Shandon-Baptiste,18.0,4.0
https://fbref.com/en/players/288e1e13/Nayef-Aguerd,14.0,0.0
https://fbref.com/en/players/289601e6/Antonee-Robinson,58.0,6.0
https://fbref.com/en/players/28b40c9c/Tim-Ream,24.0,0.0
https://fbref.com/en/players/28d596a0/Kepa-Arrizabalaga,1.0,0.0
https://fbref.com/en/players/28dabd43/Paul-Bernardoni,1.0,0.0
https://fbref.com/en/players/28e957d7/Cesar-Montes,10.0,2.0
https://fbref.com/en/players/28f66c2e/Brandon-Soppy,26.0,6.0
https://fbref.com/en/players/2903a856/Jonas-Hofmann,163.0,16.0
https://fbref.com/en/players/2928dca2/Conor-Coady,17.0,1.0
https://fbref.com/en/players/2944f86f/Frank-Onyeka,23.0,7.0
https://fbref.com/en/players/2946f9a1/Nacho,32.0,2.0
https://fbref.com/en/players/2964fd20/Gustavo-Scarpa,10.0,0.0
https://fbref.com/en/players/2979c05a/Gerrit-Holtmann,22.0,1.0
https://fbref.com/en/players/2990c466/Kastriot-Dermaku,0.0,0.0
https://fbref.com/en/players/29939a1d/Stephane-Diarra,35.0,5.0
https://fbref.com/en/players/29c02c9f/Colin-Dagba,23.0,2.0
https://fbref.com/en/players/29d0f2ac/Ivan-Fresneda,39.0,3.0
https://fbref.com/en/players/29ddfb9c/Clinton-Mola,0.0,0.0
https://fbref.com/en/players/29f7cfd9/Simon-Zoller,20.0,2.0
https://fbref.com/en/players/2a0c8ba4/Joan-Jordan,30.0,2.0
https://fbref.com/en/players/2a1beb34/Marten-de-Roon,51.0,2.0
https://fbref.com/en/players/2a295d33/Samuel,99.0,14.0
https://fbref.com/en/players/2a29eb9b/Lukas-Kubler,18.0,1.0
https://fbref.com/en/players/2a6cd437/Marin-Pongracic,6.0,0.0
https://fbref.com/en/players/2a7d27c1/Davide-Frattesi,79.0,4.0
https://fbref.com/en/players/2a82aa85/Grigoris-Kastanos,36.0,5.0
https://fbref.com/en/players/2acd49b9/Moussa-Sissoko,35.0,1.0
https://fbref.com/en/players/2acf0cd7/Marshall-Munetsi,75.0,5.0
https://fbref.com/en/players/2ae30661/Andres-Martin,6.0,0.0
https://fbref.com/en/players/2afc7272/Lewis-Cook,39.0,4.0
https://fbref.com/en/players/2b09d998/Tyler-Adams,43.0,1.0
https://fbref.com/en/players/2b114be3/Leroy-Sane,93.0,15.0
https://fbref.com/en/players/2b16cb1a/Allan-Saint-Maximin,65.0,10.0
https://fbref.com/en/players/2b1bed19/Haris-Belkebla,39.0,2.0
https://fbref.com/en/players/2b471f99/Mario-Lemina,20.0,3.0
https://fbref.com/en/players/2b622f01/Lucas-Moura,9.0,1.0
https://fbref.com/en/players/2b8360f1/Cyril-Ngonge,27.0,3.0
https://fbref.com/en/players/2b83fa49/Jannes-Horn,0.0,0.0
https://fbref.com/en/players/2b9fdeea/Florian-Thauvin,24.0,1.0
https://fbref.com/en/players/2bd83368/Anthony-Gordon,39.0,1.0
https://fbref.com/en/players/2bea832e/Latasa,12.0,0.0
https://fbref.com/en/players/2bed3eab/Eric-Garcia,10.0,0.0
https://fbref.com/en/players/2bef2bca/Ronald-Araujo,18.0,6.0
https://fbref.com/en/players/2bffcbf2/Lorenzo-Malagrida,2.0,0.0
https://fbref.com/en/players/2c0558b8/Jamal-Musiala,120.0,26.0
https://fbref.com/en/players/2c0f8e9e/Alexis-Sanchez,116.0,11.0
https://fbref.com/en/players/2c38b327/Marko-Pjaca,27.0,1.0
https://fbref.com/en/players/2c44a35d/Emmanuel-Dennis,25.0,3.0
https://fbref.com/en/players/2c56a792/Nicolas-Gonzalez,33.0,2.0
https://fbref.com/en/players/2c6835e5/Lewis-Miley,1.0,0.0
https://fbref.com/en/players/2c70d915/Christian-Mawissa,0.0,0.0
https://fbref.com/en/players/2c8a91b9/Fallou-Fall,0.0,0.0
https://fbref.com/en/players/2cb9486d/David-Strelec,4.0,2.0
https://fbref.com/en/players/2ccd89a3/Eduard-Sobol,20.0,2.0
https://fbref.com/en/players/2ce215f2/Alberto-Basso,0.0,0.0
https://fbref.com/en/players/2ce2508a/Luka-Milivojevic,3.0,0.0
https://fbref.com/en/players/2cfae697/Jerdy-Schouten,56.0,6.0
https://fbref.com/en/players/2d22cea7/Armand-Lauriente,132.0,14.0
https://fbref.com/en/players/2d3d7c0d/Filippo-Missori,0.0,0.0
https://fbref.com/en/players/2d61d13a/Ozan-Kabak,15.0,4.0
https://fbref.com/en/players/2d970560/Robin-Gosens,41.0,2.0
https://fbref.com/en/players/2db2fd7b/Jerome-Boateng,2.0,0.0
https://fbref.com/en/players/2dce876a/Carmona,24.0,3.0
https://fbref.com/en/players/2dd7e29d/Oscar-Urena,2.0,0.0
https://fbref.com/en/players/2df7cc43/Bruno-Amione,12.0,2.0
https://fbref.com/en/players/2e3995cd/Brian-Ocampo,40.0,5.0
https://fbref.com/en/players/2e4f5f03/Andrew-Robertson,95.0,13.0
https://fbref.com/en/players/2e77d607/Andreas-Hanche-Olsen,8.0,2.0
https://fbref.com/en/players/2e7dafe5/Jordan-Majchrzak,0.0,0.0
https://fbref.com/en/players/2ef7c612/Charles-De-Ketelaere,47.0,2.0
https://fbref.com/en/players/2f3452eb/Elseid-Hysaj,38.0,2.0
https://fbref.com/en/players/2f3e911a/Aaron-Martin,59.0,5.0
https://fbref.com/en/players/2f45300d/Karim-Zedadka,0.0,0.0
https://fbref.com/en/players/2f456b86/Ruben-Quintanilla,0.0,0.0
https://fbref.com/en/players/2f69d881/Josh-Doig,35.0,7.0
https://fbref.com/en/players/2f7acede/Harry-Winks,36.0,1.0
https://fbref.com/en/players/2f7fec15/Lilian-Egloff,10.0,2.0
https://fbref.com/en/players/2f90f6b8/James-Milner,36.0,3.0
https://fbref.com/en/players/2f965a72/Alphonse-Areola,0.0,0.0
https://fbref.com/en/players/2f9e4435/Dango-Ouattara,107.0,20.0
https://fbref.com/en/players/2fa2a875/Benjamin-Lecomte,7.0,1.0
https://fbref.com/en/players/2fba6108/Anthony-Elanga,17.0,1.0
https://fbref.com/en/players/2fbe6af0/Ivan-Romero,0.0,0.0
https://fbref.com/en/players/30061f53/Dominik-Greif,1.0,0.0
https://fbref.com/en/players/300ec91c/Dany-Jean,1.0,0.0
https://fbref.com/en/players/3010aefb/Marcus-Coco,19.0,0.0
https://fbref.com/en/players/30144daa/Stephy-Mavididi,44.0,4.0
https://fbref.com/en/players/30223b33/Antonio-Mirante,0.0,0.0
https://fbref.com/en/players/302527b2/Philipp-Lienhart,20.0,2.0
https://fbref.com/en/players/30261ba1/Nikolas-Nartey,9.0,1.0
https://fbref.com/en/players/3061e1ec/Andriy-Lunin,0.0,0.0
https://fbref.com/en/players/30941e96/Angelino,88.0,10.0
https://fbref.com/en/players/30ae134d/Kevin-Behrens,49.0,8.0
https://fbref.com/en/players/30af8b93/Caio-Henrique-Oliveira-Silva,96.0,14.0
https://fbref.com/en/players/30c220c3/Mitchell-Weiser,89.0,16.0
https://fbref.com/en/players/30d4a2e5/Vitaliy-Mykolenko,46.0,3.0
https://fbref.com/en/players/30db8574/Mads-Bech-Sorensen,1.0,0.0
https://fbref.com/en/players/30f5ffa9/Milan-Skriniar,11.0,0.0
https://fbref.com/en/players/313254a3/Kiliann-Sildillia,28.0,5.0
https://fbref.com/en/players/31626657/Laurent-Abergel,33.0,1.0
https://fbref.com/en/players/31822f8c/Folarin-Balogun,80.0,10.0
https://fbref.com/en/players/3189f61a/Nabil-Bentaleb,72.0,8.0
https://fbref.com/en/players/31a62dc7/Zeki-Celik,40.0,5.0
https://fbref.com/en/players/31c69ef1/Ruben-Dias,15.0,1.0
https://fbref.com/en/players/31f5b89b/Paul-Akouokou,2.0,0.0
https://fbref.com/en/players/321a71a7/Maxime-Le-Marchand,19.0,3.0
https://fbref.com/en/players/328f7d51/Joe-Aribo,27.0,2.0
https://fbref.com/en/players/32974271/Sergi-Guardiola,39.0,0.0
https://fbref.com/en/players/32c2d95f/Yunis-Abdelhamid,43.0,7.0
https://fbref.com/en/players/32e2163d/Justin-Noel-Kalumba,8.0,0.0
https://fbref.com/en/players/32e8417f/Stefan-Bajcetic,13.0,1.0
https://fbref.com/en/players/32ebfe1e/Andrea-Barberis,10.0,2.0
https://fbref.com/en/players/32f3d97e/Abdoul-Kader-Bamba,3.0,0.0
https://fbref.com/en/players/32f60ed8/Morgan-Gibbs-White,123.0,12.0
https://fbref.com/en/players/3312f911/Jeffrey-Schlupp,44.0,5.0
https://fbref.com/en/players/3318286e/Luis-Maximiano,0.0,0.0
https://fbref.com/en/players/33182cb8/Michael-Frey,15.0,4.0
https://fbref.com/en/players/331c5a98/Mamadou-Diakhon,0.0,0.0
https://fbref.com/en/players/3322e296/Antoine-Mendy,17.0,2.0
https://fbref.com/en/players/335039a2/Pere-Milla,43.0,3.0
https://fbref.com/en/players/3353737a/Sergio-Reguilon,13.0,0.0
https://fbref.com/en/players/335fa267/Sergi-Roberto,29.0,3.0
https://fbref.com/en/players/3376a776/Karim-Rekik,14.0,2.0
https://fbref.com/en/players/33887998/Edouard-Mendy,0.0,0.0
https://fbref.com/en/players/33a61a52/Carlos-Clerc,41.0,4.0
https://fbref.com/en/players/33b554b7/Danny-Latza,15.0,0.0
https://fbref.com/en/players/33b8d077/Marcelo-Brozovic,58.0,8.0
https://fbref.com/en/players/33ecf462/Valerio-Verre,30.0,0.0
https://fbref.com/en/players/3409de86/Nicolas-Ezequiel-Fernandez,21.0,2.0
https://fbref.com/en/players/3423f250/Raphinha,117.0,15.0
https://fbref.com/en/players/34269bdf/Renato-Tapia,24.0,0.0
https://fbref.com/en/players/343c0d52/Giovanni-Simeone,11.0,3.0
https://fbref.com/en/players/343f753a/Luigi-Sepe,1.0,0.0
https://fbref.com/en/players/34693494/Fabio-Miretti,48.0,7.0
https://fbref.com/en/players/346d51d9/Julian-Weigl,22.0,2.0
https://fbref.com/en/players/34a88e3e/Edon-Zhegrova,78.0,11.0
https://fbref.com/en/players/34b0387f/Lee-Jae-sung,58.0,11.0
https://fbref.com/en/players/34b54da7/Tony-Jantschke,0.0,0.0
https://fbref.com/en/players/34e12499/Nico-Schlotterbeck,32.0,7.0
https://fbref.com/en/players/34e393f2/Guido-Rodriguez,37.0,2.0
https://fbref.com/en/players/34e4343c/Anthony-Modeste,12.0,1.0
https://fbref.com/en/players/35141f4c/Marcos-Senesi,16.0,3.0
https://fbref.com/en/players/3515d404/James-Ward-Prowse,127.0,9.0
https://fbref.com/en/players/3521abfe/Carlos-Dominguez,0.0,0.0
https://fbref.com/en/players/35440884/Manuel-Pozo,2.0,0.0
https://fbref.com/en/players/3544641e/Sekou-Mara,12.0,3.0
https://fbref.com/en/players/35516eac/Wilson-Odobert,62.0,8.0
https://fbref.com/en/players/356c9002/Antonio-Candreva,99.0,11.0
https://fbref.com/en/players/357103bd/Fares-Chaibi,72.0,7.0
https://fbref.com/en/players/35a6e5c7/Gabriel-Veiga,80.0,8.0
https://fbref.com/en/players/35d4f151/Ruben,19.0,4.0
https://fbref.com/en/players/35d64857/Tuta,20.0,1.0
https://fbref.com/en/players/35e413f1/Ben-White,64.0,13.0
https://fbref.com/en/players/35f67a30/Fisnik-Asllani,8.0,1.0
https://fbref.com/en/players/35f6db55/Leo-Baptistao,53.0,3.0
https://fbref.com/en/players/360d70f8/Lago-Junior,1.0,0.0
https://fbref.com/en/players/3626daea/Leonardo-Spinazzola,46.0,7.0
https://fbref.com/en/players/36578017/Yvandro-Borges-Sanches,2.0,0.0
https://fbref.com/en/players/366be751/Nicolo-Fagioli,39.0,7.0
https://fbref.com/en/players/3670aa71/Anthony-Khelifa,0.0,0.0
https://fbref.com/en/players/3681cfff/Christophe-Herelle,6.0,0.0
https://fbref.com/en/players/36a3ff67/Marco-Reus,52.0,7.0
https://fbref.com/en/players/36a59ba4/Florian-Neuhaus,46.0,4.0
https://fbref.com/en/players/36c2ca73/Alex-McCarthy,1.0,0.0
https://fbref.com/en/players/36d9dabe/Thomas-Ouwejan,29.0,2.0
https://fbref.com/en/players/3701906c/Pablo-Ibanez,19.0,2.0
https://fbref.com/en/players/3708e9fa/Aleksandr-Golovin,121.0,14.0
https://fbref.com/en/players/37143438/Edan-Diop,7.0,0.0
https://fbref.com/en/players/3727dd3c/Jonjo-Shelvey,16.0,0.0
https://fbref.com/en/players/3745e8bd/Sebastian-Polter,16.0,4.0
https://fbref.com/en/players/374d5158/Gonzalo-Montiel,41.0,5.0
https://fbref.com/en/players/374ee424/Alex-Remiro,6.0,0.0
https://fbref.com/en/players/374fbf7d/Riad-Nouri,40.0,1.0
https://fbref.com/en/players/375622c5/Jordan-Ferri,71.0,7.0
https://fbref.com/en/players/378825c7/Ramy-Bensebaini,37.0,5.0
https://fbref.com/en/players/37998008/Lennart-Grill,1.0,0.0
https://fbref.com/en/players/379dc075/Shon-Weissman,4.0,0.0
https://fbref.com/en/players/37dc1a48/Jesper-Lindstrom,55.0,10.0
https://fbref.com/en/players/37e103f8/Hugo-Duro,22.0,2.0
https://fbref.com/en/players/37f1cf47/Ander-Capa,5.0,0.0
https://fbref.com/en/players/37f606f0/Dennis-Geiger,57.0,7.0
https://fbref.com/en/players/37f827ec/Enzo-Roco,12.0,0.0
https://fbref.com/en/players/3814120d/Bingourou-Kamara,0.0,0.0
https://fbref.com/en/players/381dbcfc/David-Torres,3.0,0.0
https://fbref.com/en/players/3828f130/Javier-Guerra,18.0,0.0
https://fbref.com/en/players/384d58d9/Denis-Zakaria,3.0,0.0
https://fbref.com/en/players/38699c72/Anthony-Lozano,34.0,5.0
https://fbref.com/en/players/38b0cf42/Javier-Llabres,0.0,0.0
https://fbref.com/en/players/38c7feef/Alex-Oxlade-Chamberlain,9.0,0.0
https://fbref.com/en/players/38ceb24a/Leandro-Trossard,85.0,18.0
https://fbref.com/en/players/38d9ce53/Janis-Antiste,0.0,0.0
https://fbref.com/en/players/3902e91b/Gonzalo-Melero,53.0,6.0
https://fbref.com/en/players/3916b09c/Quentin-Bernard,11.0,1.0
https://fbref.com/en/players/3925dbd6/Aleksandar-Mitrovic,55.0,10.0
https://fbref.com/en/players/39352da2/Arnau-Puigmal,26.0,1.0
https://fbref.com/en/players/3935e52e/Sead-Kolasinac,27.0,5.0
https://fbref.com/en/players/3945ac70/Alessandro-Russo,0.0,0.0
https://fbref.com/en/players/39583cfd/Gerard-Deulofeu,82.0,9.0
https://fbref.com/en/players/3975195f/Thierno-Balde,45.0,4.0
https://fbref.com/en/players/39769cff/Rasmus-Nissen,35.0,3.0
https://fbref.com/en/players/397ba086/Grejohn-Kyei,53.0,10.0
https://fbref.com/en/players/39b326ed/Gabriel-Suazo,28.0,1.0
https://fbref.com/en/players/3a233281/Leon-Bailey,62.0,8.0
https://fbref.com/en/players/3a24769f/Ross-Barkley,51.0,5.0
https://fbref.com/en/players/3a949a25/Martin-Dubravka,0.0,0.0
https://fbref.com/en/players/3a9c4b7b/Nacho-Vidal,20.0,0.0
https://fbref.com/en/players/3aa4a3be/Loren-Moron,0.0,0.0
https://fbref.com/en/players/3aa74860/Hugo-Sotelo,0.0,0.0
https://fbref.com/en/players/3b029691/Vitinha,73.0,10.0
https://fbref.com/en/players/3b12b11f/Alessandro-Zanoli,36.0,3.0
https://fbref.com/en/players/3b1ed320/Angelo-Stiller,16.0,3.0
https://fbref.com/en/players/3b333ac3/Hans-Hateboer,22.0,1.0
https://fbref.com/en/players/3b387cc7/Gianluca-Gaetano,5.0,1.0
https://fbref.com/en/players/3b61c9ec/Luca-Pellegrini,30.0,2.0
https://fbref.com/en/players/3b676989/Adam-Buksa,1.0,0.0
https://fbref.com/en/players/3b8674e6/Rodrigo-Bentancur,34.0,5.0
https://fbref.com/en/players/3b9858f5/Marios-Oikonomou,0.0,0.0
https://fbref.com/en/players/3bb625ac/Edimilson-Fernandes,36.0,5.0
https://fbref.com/en/players/3bb7af3b/Riccardo-Saponara,49.0,5.0
https://fbref.com/en/players/3bb7b8b4/Ederson,2.0,1.0
https://fbref.com/en/players/3bb7f478/Edin-Dzeko,61.0,11.0
https://fbref.com/en/players/3bd65247/Eliesse-Ben-Seghir,29.0,2.0
https://fbref.com/en/players/3befc2b6/Andrei-Girotto,32.0,5.0
https://fbref.com/en/players/3c16d927/Alejandro-Pozo-Pozo,49.0,7.0
https://fbref.com/en/players/3c200e05/Joshua-Quarshie,0.0,0.0
https://fbref.com/en/players/3c6089ab/Thomas-Muller,86.0,12.0
https://fbref.com/en/players/3c6bbbab/Fabien-Centonze,35.0,3.0
https://fbref.com/en/players/3ca6106c/Augusto-Solari,6.0,2.0
https://fbref.com/en/players/3ca7254a/Pedro,53.0,7.0
https://fbref.com/en/players/3cb132e6/Jacopo-Segre,0.0,0.0
https://fbref.com/en/players/3cd3b384/Tommaso-Augello,77.0,7.0
https://fbref.com/en/players/3cdfc63e/Miha-Blazic,5.0,1.0
https://fbref.com/en/players/3cefcaef/Ferland-Mendy,28.0,2.0
https://fbref.com/en/players/3d13d9e4/Erik-Botheim,17.0,4.0
https://fbref.com/en/players/3d214e5f/Marco-Bizot,5.0,0.0
https://fbref.com/en/players/3d50bcdb/Moise-Kean,31.0,2.0
https://fbref.com/en/players/3d6cee81/Flavio-Paoletti,4.0,0.0
https://fbref.com/en/players/3d79a68c/Francisco-Perez,1.0,0.0
https://fbref.com/en/players/3d7e48ce/Ivan-Alejo,40.0,0.0
https://fbref.com/en/players/3d99999d/Olasagasti,1.0,0.0
https://fbref.com/en/players/3dd738a1/Ruben-Aguilar,18.0,2.0
https://fbref.com/en/players/3e42f707/David-Garcia,19.0,2.0
https://fbref.com/en/players/3e5e4e63/Steve-Cook,6.0,0.0
https://fbref.com/en/players/3e93f8cf/Inigo-Eguaras,25.0,2.0
https://fbref.com/en/players/3e9e06cb/Craig-Dawson,18.0,1.0
https://fbref.com/en/players/3ea50f67/Harvey-Barnes,63.0,14.0
https://fbref.com/en/players/3ead85f9/Alessio-Romagnoli,14.0,3.0
https://fbref.com/en/players/3eaf8817/Lebo-Mothiba,6.0,1.0
https://fbref.com/en/players/3eb0f2df/Vladimir-Darida,0.0,0.0
https://fbref.com/en/players/3eb22ec9/Bernardo-Silva,75.0,12.0
https://fbref.com/en/players/3ec3c1c9/Lucas-Martinez-Quarta,28.0,2.0
https://fbref.com/en/players/3ecc11d8/Yeray-Alvarez,28.0,2.0
https://fbref.com/en/players/3ecc8c5f/Mateusz-Wieteska,20.0,3.0
https://fbref.com/en/players/3ee0dd59/Martin-Zubimendi,52.0,6.0
https://fbref.com/en/players/3eeb80e0/Fredrik-Jensen,20.0,1.0
https://fbref.com/en/players/3eed9821/Samuel-Umtiti,9.0,0.0
https://fbref.com/en/players/3ef0a2d7/Aleksa-Terzic,43.0,5.0
https://fbref.com/en/players/3ef0fa48/Gelson-Martins,15.0,1.0
https://fbref.com/en/players/3effaa34/Andre-Silva,63.0,10.0
https://fbref.com/en/players/3f034750/Ivo-Grbic,1.0,0.0
https://fbref.com/en/players/3f10bd22/Jesus-Navas,60.0,8.0
https://fbref.com/en/players/3f319bb9/Rasmus-Nicolaisen,12.0,3.0
https://fbref.com/en/players/3f5f38fb/Nicolo-Casale,12.0,4.0
https://fbref.com/en/players/3f6c3ae0/Tjark-Ernst,0.0,0.0
https://fbref.com/en/players/3f79a1c8/Gonzalo-Escalante,35.0,3.0
https://fbref.com/en/players/3f847d95/Joseph-Whitworth,0.0,0.0
https://fbref.com/en/players/3fc45c73/Inigo-Martinez,13.0,1.0
https://fbref.com/en/players/40221fa7/Banzouzi-Locko,26.0,0.0
https://fbref.com/en/players/405f267a/Salvi,19.0,1.0
https://fbref.com/en/players/405f6586/Milan-Djuric,36.0,2.0
https://fbref.com/en/players/40774c6b/Bamba-Dieng,18.0,3.0
https://fbref.com/en/players/407feb71/Brahim-Diaz,96.0,18.0
https://fbref.com/en/players/40ef7347/Rafael-Ratao,58.0,4.0
https://fbref.com/en/players/4112ace5/Unai-Vencedor-Paris,3.0,0.0
https://fbref.com/en/players/4115ce4e/Jan-Bednarek,7.0,0.0
https://fbref.com/en/players/414184f7/Jhon-Duran,5.0,0.0
https://fbref.com/en/players/41b3069f/Fernando-Calero,22.0,4.0
https://fbref.com/en/players/41bff4fa/Marton-Dardai,10.0,1.0
https://fbref.com/en/players/41c12f75/Mathias-Olivera,43.0,3.0
https://fbref.com/en/players/41e7ef1c/Layvin-Kurzawa,0.0,0.0
https://fbref.com/en/players/41eebdf5/Samuel-Gigot,19.0,4.0
https://fbref.com/en/players/41f08ac8/Keane-Lewis-Potter,8.0,2.0
https://fbref.com/en/players/41f32541/Fernando,20.0,1.0
https://fbref.com/en/players/41fb0f4e/Domingos-Quina,6.0,0.0
https://fbref.com/en/players/420c18a1/Yann-Sommer,3.0,0.0
https://fbref.com/en/players/420d7c7d/Luke-Ayling,40.0,1.0
https://fbref.com/en/players/42276181/Kevin-Gameiro,58.0,3.0
https://fbref.com/en/players/422862ea/Nathaniel-Chalobah,0.0,0.0
https://fbref.com/en/players/4242011c/Bernardo-Espinosa,9.0,2.0
https://fbref.com/en/players/4295f19c/Leandro-Sanca,0.0,0.0
https://fbref.com/en/players/42eaa028/Jonathan-Ikone,67.0,14.0
https://fbref.com/en/players/42f0113f/Stredair-Appuah,6.0,1.0
https://fbref.com/en/players/42fd9c7f/Kylian-Mbappe,143.0,23.0
https://fbref.com/en/players/4315f30d/Malang-Sarr,8.0,1.0
https://fbref.com/en/players/433dc9a2/Juan-Bernat,37.0,6.0
https://fbref.com/en/players/436a9dd0/Ander-Herrera,23.0,1.0
https://fbref.com/en/players/437f2b00/Christoph-Baumgartner,89.0,12.0
https://fbref.com/en/players/43a166b4/Divock-Origi,24.0,1.0
https://fbref.com/en/players/43e7a164/Alexander-Djiku,24.0,5.0
https://fbref.com/en/players/441197b8/Obite-NDicka,13.0,1.0
https://fbref.com/en/players/44150beb/Jon-Pacheco,4.0,1.0
https://fbref.com/en/players/442b56fa/Ridle-Baku,64.0,7.0
https://fbref.com/en/players/4431aed2/Ciro-Immobile,72.0,15.0
https://fbref.com/en/players/44330c36/Alberto-Mari,0.0,0.0
https://fbref.com/en/players/4468ec10/Demarai-Gray,94.0,5.0
https://fbref.com/en/players/44781702/Ben-Davies,37.0,7.0
https://fbref.com/en/players/44a20f0c/Maximilian-Bauer,15.0,1.0
https://fbref.com/en/players/44ac04e9/Matias-Vecino,29.0,3.0
https://fbref.com/en/players/44bfb6c5/Ruben-Neves,80.0,3.0
https://fbref.com/en/players/44e07fac/Chris-Ramos,12.0,0.0
https://fbref.com/en/players/44e8521b/Pablo-Munoz,0.0,0.0
https://fbref.com/en/players/44eb9093/Danilo-DAmbrosio,17.0,2.0
https://fbref.com/en/players/4506aec5/Thomas-Cannon,0.0,0.0
https://fbref.com/en/players/450ab6fc/Jamaal-Lascelles,1.0,0.0
https://fbref.com/en/players/45191c29/Nicola-Zalewski,62.0,7.0
https://fbref.com/en/players/4534a352/Warmed-Omari,13.0,1.0
https://fbref.com/en/players/455c26a4/Angel-Alarcon,0.0,0.0
https://fbref.com/en/players/45736cec/Pablo-Barrios,20.0,2.0
https://fbref.com/en/players/458e3479/Oscar-Fraulo,0.0,0.0
https://fbref.com/en/players/45963054/Jamie-Vardy,34.0,7.0
https://fbref.com/en/players/4596da74/Evan-Ferguson,22.0,2.0
https://fbref.com/en/players/45a03961/Benjamin-Pavard,45.0,3.0
https://fbref.com/en/players/45af8a54/Marco-Asensio,76.0,12.0
https://fbref.com/en/players/45b9b619/Joaquin-Correa,37.0,3.0
