URL,MP_PLAYING,STARTS_PLAYING,MIN_PLAYING,GLS,AST,G+A,G_MINUS_PK,PK,PKATT,CRDY,CRDR,PRGC_PROGRESSION,PRGP_PROGRESSION,PRGR_PROGRESSION
https://fbref.com/en/players/37f827ec/Enzo-Roco,22,19,1652,0,0,0,0,0,0,7,1,6.0,42.0,2.0
https://fbref.com/en/players/3814120d/Bingourou-Kamara,5,4,408,0,0,0,0,0,0,1,0,0.0,0.0,0.0
https://fbref.com/en/players/381dbcfc/David-Torres,7,2,385,0,0,0,0,0,0,1,0,2.0,11.0,2.0
https://fbref.com/en/players/3828f130/Javier-Guerra,10,6,605,1,0,1,1,0,0,0,0,17.0,30.0,16.0
https://fbref.com/en/players/384d58d9/Denis-Zakaria,9,6,534,0,0,0,0,0,0,0,0,11.0,9.0,6.0
https://fbref.com/en/players/38699c72/Anthony-Lozano,28,14,1443,1,1,2,1,0,0,6,0,19.0,28.0,58.0
https://fbref.com/en/players/38b0cf42/Javier-Llabres,1,0,17,0,0,0,0,0,0,0,0,0.0,0.0,0.0
https://fbref.com/en/players/38c7feef/Alex-Oxlade-Chamberlain,9,4,335,1,0,1,1,0,0,0,0,11.0,14.0,28.0
https://fbref.com/en/players/38ceb24a/Leandro-Trossard,36,26,2246,8,12,20,8,0,0,1,0,76.0,124.0,220.0
https://fbref.com/en/players/38d9ce53/Janis-Antiste,2,0,52,1,0,1,1,0,0,0,0,0.0,1.0,2.0
https://fbref.com/en/players/3902e91b/Gonzalo-Melero,27,24,1855,4,3,7,3,1,1,5,0,31.0,97.0,37.0
https://fbref.com/en/players/3916b09c/Quentin-Bernard,7,7,630,0,1,1,0,0,0,0,0,4.0,27.0,14.0
https://fbref.com/en/players/3925dbd6/Aleksandar-Mitrovic,24,23,2008,14,1,15,10,4,8,7,0,24.0,44.0,97.0
https://fbref.com/en/players/39352da2/Arnau-Puigmal,22,7,763,1,0,1,1,0,0,4,0,24.0,16.0,57.0
https://fbref.com/en/players/3935e52e/Sead-Kolasinac,33,26,2214,4,1,5,4,0,0,3,0,49.0,109.0,86.0
https://fbref.com/en/players/3945ac70/Alessandro-Russo,1,1,90,0,0,0,0,0,0,0,0,0.0,0.0,0.0
https://fbref.com/en/players/39583cfd/Gerard-Deulofeu,16,15,1211,2,6,8,2,0,0,1,0,72.0,82.0,118.0
https://fbref.com/en/players/3975195f/Thierno-Balde,31,25,2153,0,1,1,0,0,0,1,0,66.0,60.0,118.0
https://fbref.com/en/players/39769cff/Rasmus-Nissen,26,21,1960,3,1,4,3,0,0,4,0,15.0,89.0,70.0
https://fbref.com/en/players/397ba086/Grejohn-Kyei,37,26,2232,10,3,13,6,4,6,3,0,27.0,37.0,160.0
https://fbref.com/en/players/39b326ed/Gabriel-Suazo,18,14,1259,0,1,1,0,0,0,1,0,26.0,79.0,66.0
https://fbref.com/en/players/3a233281/Leon-Bailey,33,26,1967,4,4,8,4,0,0,4,0,85.0,28.0,182.0
https://fbref.com/en/players/3a24769f/Ross-Barkley,27,9,960,4,2,6,4,0,0,1,0,30.0,48.0,46.0
https://fbref.com/en/players/3a949a25/Martin-Dubravka,2,1,157,0,0,0,0,0,0,0,0,0.0,0.0,0.0
https://fbref.com/en/players/3a9c4b7b/Nacho-Vidal,20,15,1247,0,0,0,0,0,0,4,0,20.0,47.0,52.0
https://fbref.com/en/players/3aa4a3be/Loren-Moron,2,0,15,0,0,0,0,0,0,1,0,0.0,0.0,0.0
https://fbref.com/en/players/3aa74860/Hugo-Sotelo,1,0,17,0,0,0,0,0,0,0,0,0.0,2.0,0.0
https://fbref.com/en/players/3b029691/Vitinha,36,29,2446,2,3,5,2,0,0,3,0,50.0,137.0,94.0
https://fbref.com/en/players/3b12b11f/Alessandro-Zanoli,23,16,1552,2,3,5,2,0,0,3,0,51.0,36.0,62.0
https://fbref.com/en/players/3b1ed320/Angelo-Stiller,20,6,704,1,1,2,1,0,0,1,0,4.0,34.0,16.0
https://fbref.com/en/players/3b333ac3/Hans-Hateboer,17,17,1397,1,1,2,1,0,0,7,0,16.0,55.0,73.0
https://fbref.com/en/players/3b387cc7/Gianluca-Gaetano,8,0,76,1,1,2,1,0,0,0,0,4.0,4.0,9.0
https://fbref.com/en/players/3b61c9ec/Luca-Pellegrini,16,8,737,0,0,0,0,0,0,4,0,26.0,31.0,39.0
https://fbref.com/en/players/3b676989/Adam-Buksa,8,0,101,0,0,0,0,0,0,0,0,1.0,3.0,9.0
https://fbref.com/en/players/3b8674e6/Rodrigo-Bentancur,18,17,1500,5,2,7,5,0,0,8,0,26.0,76.0,19.0
https://fbref.com/en/players/3b9858f5/Marios-Oikonomou,6,3,220,0,0,0,0,0,0,3,0,0.0,2.0,0.0
https://fbref.com/en/players/3bb625ac/Edimilson-Fernandes,32,28,2437,0,3,3,0,0,0,4,0,15.0,67.0,23.0
https://fbref.com/en/players/3bb7af3b/Riccardo-Saponara,29,14,1208,4,3,7,4,0,0,4,0,56.0,56.0,125.0
https://fbref.com/en/players/3bb7b8b4/Ederson,35,35,3150,0,1,1,0,0,0,3,0,0.0,0.0,0.0
https://fbref.com/en/players/3bb7f478/Edin-Dzeko,33,18,1732,9,3,12,9,0,0,3,0,32.0,67.0,150.0
https://fbref.com/en/players/3bd65247/Eliesse-Ben-Seghir,19,13,1052,4,1,5,4,0,0,1,0,31.0,55.0,93.0
https://fbref.com/en/players/3befc2b6/Andrei-Girotto,36,36,3149,1,1,2,1,0,0,7,0,14.0,140.0,7.0
https://fbref.com/en/players/3c16d927/Alejandro-Pozo-Pozo,30,20,1880,0,3,3,0,0,0,2,0,44.0,64.0,90.0
https://fbref.com/en/players/3c200e05/Joshua-Quarshie,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0
https://fbref.com/en/players/3c6089ab/Thomas-Muller,27,21,1665,7,8,15,7,0,0,0,0,33.0,88.0,182.0
https://fbref.com/en/players/3c6bbbab/Fabien-Centonze,23,19,1689,0,0,0,0,0,0,4,0,42.0,102.0,125.0
https://fbref.com/en/players/3ca6106c/Augusto-Solari,12,3,262,0,1,1,0,0,0,0,0,5.0,12.0,14.0
https://fbref.com/en/players/3ca7254a/Pedro,36,17,1898,4,3,7,4,0,0,1,0,64.0,52.0,144.0
https://fbref.com/en/players/3cb132e6/Jacopo-Segre,1,0,21,0,0,0,0,0,0,0,0,0.0,0.0,0.0
https://fbref.com/en/players/3cd3b384/Tommaso-Augello,37,35,3061,2,5,7,2,0,0,3,0,84.0,119.0,153.0
https://fbref.com/en/players/3cdfc63e/Miha-Blazic,24,22,1979,2,0,2,2,0,0,4,0,0.0,64.0,0.0
https://fbref.com/en/players/3cefcaef/Ferland-Mendy,18,17,1351,0,1,1,0,0,0,2,0,23.0,56.0,73.0
https://fbref.com/en/players/3d13d9e4/Erik-Botheim,28,9,866,1,3,4,1,0,0,2,0,11.0,21.0,61.0
https://fbref.com/en/players/3d214e5f/Marco-Bizot,37,37,3330,0,0,0,0,0,0,4,0,0.0,0.0,0.0
https://fbref.com/en/players/3d50bcdb/Moise-Kean,28,11,995,6,0,6,6,0,0,5,1,30.0,13.0,76.0
https://fbref.com/en/players/3d6cee81/Flavio-Paoletti,12,1,284,0,0,0,0,0,0,1,0,7.0,8.0,8.0
https://fbref.com/en/players/3d79a68c/Francisco-Perez,7,0,141,0,0,0,0,0,0,2,0,7.0,8.0,15.0
https://fbref.com/en/players/3d7e48ce/Ivan-Alejo,31,13,1311,0,1,1,0,0,0,13,1,52.0,16.0,103.0
https://fbref.com/en/players/3d99999d/Olasagasti,3,0,65,0,0,0,0,0,0,0,0,2.0,2.0,3.0
https://fbref.com/en/players/3dd738a1/Ruben-Aguilar,20,14,1172,0,0,0,0,0,0,3,0,29.0,102.0,78.0
https://fbref.com/en/players/3e42f707/David-Garcia,32,31,2680,2,0,2,2,0,0,8,1,16.0,105.0,4.0
https://fbref.com/en/players/3e5e4e63/Steve-Cook,12,11,957,0,0,0,0,0,0,4,0,1.0,19.0,0.0
https://fbref.com/en/players/3e93f8cf/Inigo-Eguaras,25,10,967,1,1,2,1,0,0,6,0,8.0,61.0,7.0
https://fbref.com/en/players/3e9e06cb/Craig-Dawson,25,25,2134,1,0,1,1,0,0,6,0,5.0,62.0,2.0
https://fbref.com/en/players/3ea50f67/Harvey-Barnes,34,32,2711,13,1,14,13,0,0,3,0,100.0,79.0,257.0
https://fbref.com/en/players/3ead85f9/Alessio-Romagnoli,34,33,2922,2,0,2,2,0,0,6,0,3.0,62.0,3.0
https://fbref.com/en/players/3eaf8817/Lebo-Mothiba,19,3,435,3,0,3,3,0,0,0,0,7.0,7.0,30.0
https://fbref.com/en/players/3eb0f2df/Vladimir-Darida,3,0,31,0,0,0,0,0,0,0,0,1.0,0.0,1.0
https://fbref.com/en/players/3eb22ec9/Bernardo-Silva,34,24,2205,4,5,9,4,0,0,5,0,90.0,130.0,188.0
https://fbref.com/en/players/3ec3c1c9/Lucas-Martinez-Quarta,27,25,2171,1,1,2,1,0,0,6,0,19.0,119.0,6.0
https://fbref.com/en/players/3ecc11d8/Yeray-Alvarez,28,27,2332,1,1,2,1,0,0,7,1,32.0,152.0,8.0
https://fbref.com/en/players/3ecc8c5f/Mateusz-Wieteska,35,35,3117,0,1,1,0,0,0,7,1,15.0,99.0,8.0
https://fbref.com/en/players/3ee0dd59/Martin-Zubimendi,36,35,3101,1,3,4,1,0,0,12,0,43.0,184.0,29.0
https://fbref.com/en/players/3eeb80e0/Fredrik-Jensen,20,8,924,2,1,3,2,0,0,1,0,3.0,24.0,62.0
https://fbref.com/en/players/3eed9821/Samuel-Umtiti,25,24,2113,0,0,0,0,0,0,8,0,12.0,56.0,2.0
https://fbref.com/en/players/3ef0a2d7/Aleksa-Terzic,22,8,935,1,1,2,1,0,0,2,0,49.0,40.0,61.0
https://fbref.com/en/players/3ef0fa48/Gelson-Martins,11,3,345,0,0,0,0,0,0,0,0,15.0,14.0,47.0
https://fbref.com/en/players/3effaa34/Andre-Silva,31,20,1738,4,3,7,4,0,0,3,0,35.0,37.0,142.0
https://fbref.com/en/players/3f034750/Ivo-Grbic,12,10,922,0,0,0,0,0,0,3,0,0.0,0.0,0.0
https://fbref.com/en/players/3f10bd22/Jesus-Navas,32,21,1981,0,0,0,0,0,0,5,0,46.0,99.0,207.0
https://fbref.com/en/players/3f319bb9/Rasmus-Nicolaisen,34,34,2995,0,2,2,0,0,0,7,1,21.0,114.0,4.0
https://fbref.com/en/players/3f5f38fb/Nicolo-Casale,29,27,2437,1,1,2,1,0,0,6,0,11.0,70.0,3.0
https://fbref.com/en/players/3f6c3ae0/Tjark-Ernst,1,1,90,0,0,0,0,0,0,0,0,0.0,0.0,0.0
https://fbref.com/en/players/3f79a1c8/Gonzalo-Escalante,23,20,1676,4,2,6,4,0,0,4,1,6.0,80.0,20.0
https://fbref.com/en/players/3f847d95/Joseph-Whitworth,2,2,180,0,0,0,0,0,0,0,0,0.0,0.0,0.0
https://fbref.com/en/players/3fc45c73/Inigo-Martinez,15,15,1338,1,0,1,1,0,0,1,0,11.0,60.0,4.0
https://fbref.com/en/players/40221fa7/Banzouzi-Locko,22,15,1329,0,0,0,0,0,0,3,1,42.0,62.0,44.0
https://fbref.com/en/players/405f267a/Salvi,24,4,490,0,0,0,0,0,0,2,0,27.0,13.0,51.0
https://fbref.com/en/players/405f6586/Milan-Djuric,28,14,1366,1,1,2,1,0,0,3,0,2.0,29.0,72.0
https://fbref.com/en/players/40774c6b/Bamba-Dieng,25,10,941,4,0,4,3,1,1,2,0,9.0,8.0,71.0
https://fbref.com/en/players/407feb71/Brahim-Diaz,33,27,1925,6,7,13,6,0,0,3,0,80.0,121.0,116.0
https://fbref.com/en/players/40ef7347/Rafael-Ratao,30,25,1851,5,4,9,5,0,0,2,0,61.0,83.0,216.0
https://fbref.com/en/players/4112ace5/Unai-Vencedor-Paris,10,0,193,0,0,0,0,0,0,2,0,2.0,16.0,3.0
https://fbref.com/en/players/4115ce4e/Jan-Bednarek,23,21,1772,0,0,0,0,0,0,5,0,9.0,50.0,2.0
https://fbref.com/en/players/414184f7/Jhon-Duran,12,0,136,0,0,0,0,0,0,1,0,4.0,4.0,13.0
https://fbref.com/en/players/41b3069f/Fernando-Calero,27,20,1611,0,1,1,0,0,0,6,0,9.0,64.0,4.0
https://fbref.com/en/players/41bff4fa/Marton-Dardai,17,11,947,1,0,1,1,0,0,2,0,2.0,21.0,0.0
https://fbref.com/en/players/41c12f75/Mathias-Olivera,30,17,1643,2,2,4,2,0,0,2,0,60.0,88.0,68.0
https://fbref.com/en/players/41e7ef1c/Layvin-Kurzawa,3,2,135,0,0,0,0,0,0,1,0,1.0,2.0,2.0
https://fbref.com/en/players/41eebdf5/Samuel-Gigot,26,24,1879,2,2,4,2,0,0,5,2,33.0,74.0,19.0
https://fbref.com/en/players/41f08ac8/Keane-Lewis-Potter,10,3,321,0,1,1,0,0,0,0,0,8.0,6.0,39.0
https://fbref.com/en/players/41f32541/Fernando,22,19,1577,0,1,1,0,0,0,3,1,6.0,67.0,13.0
https://fbref.com/en/players/41fb0f4e/Domingos-Quina,10,2,275,0,0,0,0,0,0,3,1,12.0,17.0,7.0
https://fbref.com/en/players/420c18a1/Yann-Sommer,29,29,2610,0,0,0,0,0,0,1,0,0.0,1.0,0.0
https://fbref.com/en/players/420d7c7d/Luke-Ayling,29,22,2054,2,1,3,2,0,0,3,0,28.0,77.0,100.0
https://fbref.com/en/players/42276181/Kevin-Gameiro,34,23,2098,10,0,10,9,1,2,1,1,48.0,69.0,158.0
https://fbref.com/en/players/422862ea/Nathaniel-Chalobah,4,1,12,0,0,0,0,0,0,0,1,0.0,0.0,0.0
https://fbref.com/en/players/4242011c/Bernardo-Espinosa,20,14,1225,1,1,2,1,0,0,5,0,8.0,36.0,3.0
https://fbref.com/en/players/4295f19c/Leandro-Sanca,4,0,32,0,0,0,0,0,0,0,0,1.0,0.0,3.0
https://fbref.com/en/players/42eaa028/Jonathan-Ikone,33,24,2007,4,4,8,4,0,0,4,0,83.0,67.0,178.0
https://fbref.com/en/players/42f0113f/Stredair-Appuah,5,0,66,0,0,0,0,0,0,0,0,7.0,3.0,10.0
https://fbref.com/en/players/42fd9c7f/Kylian-Mbappe,34,32,2818,29,5,34,26,3,5,6,0,165.0,128.0,468.0
https://fbref.com/en/players/4315f30d/Malang-Sarr,13,8,716,0,0,0,0,0,0,3,0,5.0,59.0,2.0
https://fbref.com/en/players/433dc9a2/Juan-Bernat,28,18,1648,1,4,5,1,0,0,1,0,24.0,38.0,143.0
https://fbref.com/en/players/436a9dd0/Ander-Herrera,17,9,697,0,1,1,0,0,0,4,1,8.0,40.0,14.0
https://fbref.com/en/players/437f2b00/Christoph-Baumgartner,33,33,2567,7,3,10,7,0,0,7,0,76.0,100.0,145.0
https://fbref.com/en/players/43a166b4/Divock-Origi,27,10,1027,2,1,3,2,0,0,1,0,24.0,18.0,79.0
https://fbref.com/en/players/43e7a164/Alexander-Djiku,31,31,2677,1,2,3,1,0,0,8,1,4.0,136.0,4.0
https://fbref.com/en/players/441197b8/Obite-NDicka,30,30,2692,1,0,1,1,0,0,4,0,16.0,94.0,5.0
https://fbref.com/en/players/44150beb/Jon-Pacheco,17,12,1193,0,1,1,0,0,0,2,0,18.0,48.0,0.0
https://fbref.com/en/players/442b56fa/Ridle-Baku,33,29,2580,5,3,8,5,0,0,6,0,50.0,126.0,157.0
https://fbref.com/en/players/4431aed2/Ciro-Immobile,31,27,2219,12,5,17,8,4,5,3,0,40.0,43.0,174.0
https://fbref.com/en/players/44330c36/Alberto-Mari,5,0,86,1,0,1,1,0,0,1,0,1.0,1.0,6.0
https://fbref.com/en/players/4468ec10/Demarai-Gray,33,27,2507,4,1,5,2,2,2,3,0,94.0,46.0,199.0
https://fbref.com/en/players/44781702/Ben-Davies,31,26,2288,2,2,4,2,0,0,4,0,39.0,107.0,69.0
https://fbref.com/en/players/44a20f0c/Maximilian-Bauer,27,20,1846,0,1,1,0,0,0,8,0,11.0,40.0,2.0
https://fbref.com/en/players/44ac04e9/Matias-Vecino,32,17,1691,2,0,2,2,0,0,6,0,22.0,88.0,17.0
https://fbref.com/en/players/44bfb6c5/Ruben-Neves,35,33,3019,6,1,7,3,3,3,12,0,28.0,218.0,18.0
https://fbref.com/en/players/44e07fac/Chris-Ramos,15,7,710,1,0,1,1,0,0,2,0,9.0,6.0,35.0
https://fbref.com/en/players/44e8521b/Pablo-Munoz,2,0,12,0,0,0,0,0,0,0,0,0.0,1.0,1.0
https://fbref.com/en/players/44eb9093/Danilo-DAmbrosio,15,8,733,0,2,2,0,0,0,3,1,8.0,34.0,17.0
https://fbref.com/en/players/4506aec5/Thomas-Cannon,2,0,25,0,0,0,0,0,0,0,0,1.0,0.0,2.0
https://fbref.com/en/players/450ab6fc/Jamaal-Lascelles,7,2,218,0,0,0,0,0,0,4,0,0.0,3.0,0.0
https://fbref.com/en/players/45191c29/Nicola-Zalewski,33,26,2197,2,1,3,2,0,0,3,0,92.0,85.0,99.0
https://fbref.com/en/players/4534a352/Warmed-Omari,16,15,1363,0,0,0,0,0,0,2,1,4.0,58.0,0.0
https://fbref.com/en/players/455c26a4/Angel-Alarcon,4,0,25,0,0,0,0,0,0,0,0,0.0,0.0,0.0
https://fbref.com/en/players/45736cec/Pablo-Barrios,21,6,724,0,1,1,0,0,0,4,0,16.0,51.0,27.0
https://fbref.com/en/players/458e3479/Oscar-Fraulo,2,0,8,0,0,0,0,0,0,0,0,0.0,0.0,0.0
https://fbref.com/en/players/45963054/Jamie-Vardy,37,19,1857,3,4,7,3,0,1,1,0,16.0,14.0,101.0
https://fbref.com/en/players/4596da74/Evan-Ferguson,19,10,950,6,2,8,6,0,0,1,0,11.0,14.0,58.0
https://fbref.com/en/players/45a03961/Benjamin-Pavard,30,27,2431,4,1,5,4,0,0,6,0,37.0,202.0,65.0
https://fbref.com/en/players/45af8a54/Marco-Asensio,31,15,1442,9,6,15,9,0,1,1,0,56.0,70.0,108.0
https://fbref.com/en/players/45b9b619/Joaquin-Correa,26,12,950,3,1,4,3,0,0,1,0,19.0,29.0,61.0
https://fbref.com/en/players/45cce300/Jefferson,9,4,446,1,0,1,1,0,0,1,0,27.0,10.0,52.0
https://fbref.com/en/players/45db685d/Jorginho,32,24,2134,2,1,3,0,2,2,4,0,28.0,179.0,18.0
https://fbref.com/en/players/45e17712/Dimitri-Foulquier,30,17,1738,0,2,2,0,0,0,4,0,51.0,70.0,84.0
https://fbref.com/en/players/45e95f21/Lee-Buchanan,21,2,472,1,0,1,1,0,0,2,0,10.0,21.0,20.0
https://fbref.com/en/players/4601e194/Jordi-Alba,24,14,1419,2,3,5,2,0,0,6,1,42.0,141.0,157.0
https://fbref.com/en/players/462475ed/Ludovic-Ajorque,30,24,1982,7,1,8,6,1,1,6,0,7.0,44.0,140.0
https://fbref.com/en/players/463503e2/Marcin-Kaminski,8,7,632,2,0,2,2,0,0,0,0,2.0,25.0,3.0
https://fbref.com/en/players/46359159/Jimmy-Cabot,11,5,511,0,1,1,0,0,0,2,0,26.0,29.0,65.0
https://fbref.com/en/players/466fb2c5/Aaron-Ramsdale,38,38,3420,0,0,0,0,0,0,1,0,0.0,8.0,0.0
https://fbref.com/en/players/46750e9c/Nathanael-Mbuku,8,0,100,0,0,0,0,0,0,0,0,5.0,4.0,6.0
https://fbref.com/en/players/468a7a91/Facundo-Buonanotte,13,6,565,1,1,2,1,0,0,2,0,9.0,13.0,42.0
https://fbref.com/en/players/468fdbad/Jonas-Martin,12,2,277,0,0,0,0,0,0,2,0,4.0,20.0,4.0
https://fbref.com/en/players/46fa7204/Kevin-Agudelo,34,23,2131,0,1,1,0,0,0,5,0,81.0,110.0,100.0
https://fbref.com/en/players/46faabfa/Ibrahima-Niane,16,15,1136,2,0,2,2,0,0,4,0,11.0,24.0,57.0
https://fbref.com/en/players/47064058/Oliver-Baumann,34,34,3060,0,0,0,0,0,0,2,0,0.0,1.0,0.0
https://fbref.com/en/players/4737cebe/Adnan-Januzaj,2,1,47,0,0,0,0,0,0,0,0,0.0,1.0,6.0
https://fbref.com/en/players/475a738b/Sekou-Gassama,1,0,36,0,0,0,0,0,0,0,0,1.0,0.0,1.0
https://fbref.com/en/players/477e50ce/Remy-Descamps,1,1,90,0,0,0,0,0,0,1,0,0.0,0.0,0.0
https://fbref.com/en/players/47a34c4f/Mohamed-Elneny,5,1,113,0,0,0,0,0,0,0,0,1.0,2.0,1.0
https://fbref.com/en/players/47c609d5/El-Bilal-Toure,24,16,1355,7,2,9,7,0,0,0,0,18.0,15.0,52.0
https://fbref.com/en/players/48035304/Nico-Elvedi,32,32,2826,3,0,3,3,0,0,2,0,20.0,83.0,5.0
https://fbref.com/en/players/4806ec67/Jordan-Pickford,37,37,3330,0,1,1,0,0,0,6,0,0.0,2.0,0.0
https://fbref.com/en/players/481c9ece/Denzel-Dumfries,34,25,2218,1,4,5,1,0,0,4,0,62.0,59.0,172.0
https://fbref.com/en/players/4830e0af/Abdelhamid-Sabiri,18,12,1069,2,0,2,1,1,2,5,0,7.0,49.0,54.0
https://fbref.com/en/players/48329ff8/Samuel-Ntanda,1,0,4,0,0,0,0,0,0,0,0,0.0,0.0,1.0
https://fbref.com/en/players/485e4939/Juanjo-Narvaez,5,1,148,0,0,0,0,0,0,0,0,0.0,0.0,9.0
https://fbref.com/en/players/48780156/Fabio-Chiarodia,3,1,66,0,0,0,0,0,0,0,0,0.0,4.0,0.0
https://fbref.com/en/players/489e80e3/Mohamed-Camara,29,25,2194,0,3,3,0,0,0,6,1,28.0,135.0,19.0
https://fbref.com/en/players/48a5a5d6/Martinelli,36,34,2789,15,5,20,15,0,0,3,0,124.0,94.0,350.0
https://fbref.com/en/players/48b28bfd/Jean-Eudes-Aholou,30,16,1300,3,1,4,3,0,0,4,1,25.0,50.0,37.0
https://fbref.com/en/players/48d5bd33/Ruslan-Malinovskyi,35,18,1780,2,3,5,2,0,0,6,0,54.0,114.0,117.0
https://fbref.com/en/players/49070d66/Lucas-Perrin,26,18,1765,0,1,1,0,0,0,4,0,13.0,50.0,14.0
https://fbref.com/en/players/49136c42/Andrew-Gravillon,20,16,1350,0,0,0,0,0,0,5,0,19.0,47.0,14.0
https://fbref.com/en/players/491a433d/Rasmus-Hojlund,32,20,1834,9,2,11,9,0,0,1,0,40.0,37.0,224.0
https://fbref.com/en/players/49296448/Joshua-Kimmich,33,32,2809,5,6,11,4,1,1,6,1,42.0,315.0,56.0
https://fbref.com/en/players/493924a7/Kevin-Mbabu,6,1,144,0,1,1,0,0,0,1,0,4.0,8.0,11.0
https://fbref.com/en/players/4958bfb2/Dani-Carvajal,27,20,1784,0,2,2,0,0,0,8,1,22.0,58.0,147.0
https://fbref.com/en/players/496aeede/Christoph-Kramer,29,27,2222,0,0,0,0,0,0,4,0,26.0,79.0,60.0
https://fbref.com/en/players/49a6ecbb/Alvaro-Munoz,6,0,79,1,1,2,1,0,0,0,0,0.0,1.0,3.0
https://fbref.com/en/players/49d028db/Edgar-Gonzalez,25,18,1772,0,0,0,0,0,0,8,2,7.0,30.0,2.0
https://fbref.com/en/players/49dbab27/Isaac-Palazon-Camacho,37,36,2965,9,5,14,8,1,3,4,0,49.0,127.0,181.0
https://fbref.com/en/players/49fe9070/Timo-Werner,27,23,1937,9,3,12,9,0,0,2,0,65.0,51.0,209.0
https://fbref.com/en/players/4a021593/Andrea-Dacourt,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0
https://fbref.com/en/players/4a0c6555/Thibault-Tamas,1,0,10,0,0,0,0,0,0,0,0,0.0,0.0,1.0
https://fbref.com/en/players/4a1a9578/Luis-Diaz,17,11,996,4,2,6,4,0,0,2,0,39.0,49.0,116.0
https://fbref.com/en/players/4a478107/Jose-Luis-Morales,29,11,1211,7,0,7,7,0,0,2,0,40.0,15.0,92.0
https://fbref.com/en/players/4a537185/Jese,11,1,210,1,1,2,1,0,0,0,0,1.0,1.0,15.0
https://fbref.com/en/players/4a56052c/Jordan-Veretout,38,31,2863,4,3,7,3,1,1,4,0,59.0,248.0,73.0
https://fbref.com/en/players/4a5a45c7/Lorenzo-Pellegrini,32,29,2545,4,5,9,2,2,3,5,0,58.0,106.0,113.0
https://fbref.com/en/players/4a5e83ad/Alexis-Beka-Beka,14,7,545,0,0,0,0,0,0,2,0,13.0,25.0,23.0
https://fbref.com/en/players/4a5f2032/Josep-Antoni-Gaya,2,1,98,0,0,0,0,0,0,0,0,0.0,0.0,0.0
https://fbref.com/en/players/4a633cfe/Unai-Garcia,21,20,1713,0,1,1,0,0,0,6,1,11.0,51.0,3.0
https://fbref.com/en/players/4a987ffa/Adrian-Grbic,2,0,25,0,0,0,0,0,0,0,0,1.0,0.0,2.0
https://fbref.com/en/players/4abac767/Carlos-Alcaraz,18,13,1029,4,2,6,4,0,0,3,0,20.0,28.0,32.0
https://fbref.com/en/players/4ac7608e/Diego-Gonzalez,16,8,958,0,0,0,0,0,0,4,0,1.0,13.0,2.0
https://fbref.com/en/players/4accb7e0/Darko-Brasanac,25,9,1041,1,1,2,1,0,0,5,0,18.0,49.0,36.0
https://fbref.com/en/players/4acd733a/Valery,25,7,967,0,2,2,0,0,0,1,0,18.0,20.0,84.0
https://fbref.com/en/players/4ae67f27/Alessandro-Buongiorno,34,30,2721,1,2,3,1,0,0,8,0,13.0,81.0,19.0
https://fbref.com/en/players/4aea5077/Stefan-Lainer,17,9,817,0,0,0,0,0,0,2,0,23.0,45.0,39.0
https://fbref.com/en/players/4b3e1a38/Amir-Rrahmani,29,27,2448,2,1,3,2,0,0,2,0,23.0,135.0,5.0
https://fbref.com/en/players/4b40d9ca/Nick-Pope,37,37,3261,0,0,0,0,0,0,3,1,0.0,1.0,0.0
https://fbref.com/en/players/4b511457/Oriol-Romeu,34,34,3024,2,0,2,2,0,0,10,1,17.0,137.0,16.0
https://fbref.com/en/players/4b520f96/Marco-Bertini,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0
https://fbref.com/en/players/4b792f35/Cheikh-Faye,2,0,37,0,0,0,0,0,0,0,0,0.0,0.0,3.0
https://fbref.com/en/players/4b7a9fcc/James-Abankwah,2,1,63,0,0,0,0,0,0,0,0,0.0,0.0,0.0
https://fbref.com/en/players/4b803b3c/Maximilian-Wober,16,14,1266,0,0,0,0,0,0,3,0,15.0,54.0,15.0
https://fbref.com/en/players/4b96c347/Angelo-Fulgini,33,17,1383,1,2,3,1,0,0,1,0,23.0,72.0,113.0
https://fbref.com/en/players/4bcf39f6/Neal-Maupay,27,11,1118,1,0,1,1,0,0,4,0,8.0,11.0,61.0
https://fbref.com/en/players/4bd00a50/Panagiotis-Retsos,2,1,122,0,0,0,0,0,0,0,0,2.0,2.0,0.0
https://fbref.com/en/players/4bd414c1/Raul-Albiol,25,24,2119,0,0,0,0,0,0,6,0,12.0,100.0,3.0
https://fbref.com/en/players/4be0b467/Lois-Diony,11,5,506,1,0,1,1,0,0,1,0,14.0,11.0,64.0
https://fbref.com/en/players/4c2e9442/Maxi-Gomez,3,0,108,0,0,0,0,0,0,0,0,1.0,0.0,1.0
https://fbref.com/en/players/4c370d81/Roberto-Firmino,25,13,1213,11,4,15,11,0,0,0,0,16.0,78.0,96.0
https://fbref.com/en/players/4c3a6744/Justin-Kluivert,26,15,1447,6,0,6,5,1,1,4,0,58.0,33.0,126.0
https://fbref.com/en/players/4c5b14d2/Joaquin,22,2,496,0,2,2,0,0,0,2,0,23.0,26.0,37.0
https://fbref.com/en/players/4c62d0c8/Mattia-Perin,11,10,948,0,0,0,0,0,0,0,0,0.0,1.0,0.0
https://fbref.com/en/players/4c6facae/Djibril-Sow,32,30,2646,4,0,4,4,0,0,9,0,35.0,186.0,29.0
