CLUB_NAME,PLAYER_NAME,PLAYER_HREF,LEAGUE_NAME,COUNTRY_LEAGUE,CURRENT_INTERNATIONAL,CURRENT_MARKET_VALUE,UrlFBref
FC Lorient,Y. Mvogo,https://www.transfermarkt.com/yvon-mvogo/profil/spieler/147051,Ligue 1,France,Switzerland,€3.50m,https://fbref.com/en/players/dc29b608/Yvon-Mvogo
FC Lorient,P. Nardi,https://www.transfermarkt.com/paul-nardi/profil/spieler/189744,Ligue 1,France,France,€3.00m,https://fbref.com/en/players/2d70dbe5/Paul-Nardi
FC Lorient,J. Pollersbeck,https://www.transfermarkt.com/julian-pollersbeck/profil/spieler/228975,Ligue 1,France,Germany,€500k,https://fbref.com/en/players/d6f6ce93/Julian-Pollersbeck
FC Lorient,V. Mannone,https://www.transfermarkt.com/vito-mannone/profil/spieler/33781,Ligue 1,France,Italy,€300k,https://fbref.com/en/players/c4173f1a/Vito-Mannone
FC Lorient,T. Bartouche,https://www.transfermarkt.com/teddy-bartouche/profil/spieler/629587,Ligue 1,France,France,€150k,https://fbref.com/en/players/0d836298/Teddy-Bartouche
FC Lorient,M. Talbi,https://www.transfermarkt.com/montassar-talbi/profil/spieler/496706,Ligue 1,France,Tunisia,€8.00m,https://fbref.com/en/players/a4a44eb0/Montassar-Talbi
FC Lorient,C. Matsima,https://www.transfermarkt.com/chrislain-matsima/profil/spieler/569383,Ligue 1,France,France,€6.00m,https://fbref.com/en/players/cf1ef7ec/Chrislain-Matsima
FC Lorient,J. Laporte,https://www.transfermarkt.com/julien-laporte/profil/spieler/386057,Ligue 1,France,France,€2.50m,https://fbref.com/en/players/f066022d/Julien-Laporte
FC Lorient,B. Meïté,https://www.transfermarkt.com/bamo-meite/profil/spieler/807165,Ligue 1,France,Cote d'Ivoire,€2.50m,https://fbref.com/en/players/04ac78d2/Bamo-Meite
FC Lorient,L. Pétrot,https://www.transfermarkt.com/leo-petrot/profil/spieler/412829,Ligue 1,France,France,€900k,https://fbref.com/en/players/00638016/Leo-Petrot
FC Lorient,L. Mouyokolo,https://www.transfermarkt.com/loris-mouyokolo/profil/spieler/799936,Ligue 1,France,France,€500k,https://fbref.com/en/players/96726741/Loris-Mouyokolo
FC Lorient,M. Wackers,https://www.transfermarkt.com/maxime-wackers/profil/spieler/798894,Ligue 1,France,France,€150k,
FC Lorient,A. Pelon,https://www.transfermarkt.com/aurelien-pelon/profil/spieler/918268,Ligue 1,France,France,€50k,
FC Lorient,P. Mbelek,https://www.transfermarkt.com/paul-mbelek/profil/spieler/601059,Ligue 1,France,France,,
FC Lorient,D. Yongwa,https://www.transfermarkt.com/darlin-yongwa/profil/spieler/717118,Ligue 1,France,Cameroon,€1.20m,https://fbref.com/en/players/061266cd/Darlin-Yongwa
FC Lorient,V. Le Goff,https://www.transfermarkt.com/vincent-le-goff/profil/spieler/120651,Ligue 1,France,France,€1.00m,https://fbref.com/en/players/2321ea6e/Vincent-Le-Goff
FC Lorient,S. Loric,https://www.transfermarkt.com/samuel-loric/profil/spieler/648886,Ligue 1,France,France,€500k,https://fbref.com/en/players/9004f318/Samuel-Loric
FC Lorient,G. Kalulu,https://www.transfermarkt.com/gedeon-kalulu/profil/spieler/395685,Ligue 1,France,DR Congo,€5.00m,https://fbref.com/en/players/dd211559/Gedeon-Kalulu
FC Lorient,I. Silva,https://www.transfermarkt.com/igor-silva/profil/spieler/391720,Ligue 1,France,Brazil,€1.50m,https://fbref.com/en/players/e3e32fbb/Igor-Carioca
FC Lorient,L. Abergel,https://www.transfermarkt.com/laurent-abergel/profil/spieler/238626,Ligue 1,France,France,€3.00m,https://fbref.com/en/players/31626657/Laurent-Abergel
FC Lorient,B. Innocent,https://www.transfermarkt.com/bonke-innocent/profil/spieler/333383,Ligue 1,France,Nigeria,€2.00m,https://fbref.com/en/players/546bb36e/Bonke-Innocent
FC Lorient,J. Makengo,https://www.transfermarkt.com/jean-victor-makengo/profil/spieler/322305,Ligue 1,France,France,€10.00m,https://fbref.com/en/players/22bfb57e/Jean-Victor-Makengo
FC Lorient,A. Kari,https://www.transfermarkt.com/ayman-kari/profil/spieler/810093,Ligue 1,France,France,€1.00m,https://fbref.com/en/players/0e8d7b6c/Ayman-Kari
FC Lorient,P. Bellon,https://www.transfermarkt.com/paul-bellon/profil/spieler/804550,Ligue 1,France,France,€100k,
FC Lorient,R. Faivre,https://www.transfermarkt.com/romain-faivre/profil/spieler/555076,Ligue 1,France,France,€10.00m,https://fbref.com/en/players/745ca0a3/Romain-Faivre
FC Lorient,T. Le Bris,https://www.transfermarkt.com/theo-le-bris/profil/spieler/766412,Ligue 1,France,France,€3.00m,https://fbref.com/en/players/afe39ca8/Theo-Le-Bris
FC Lorient,E. Colas,https://www.transfermarkt.com/erwan-colas/profil/spieler/804386,Ligue 1,France,France,,
FC Lorient,E. Le Fée,https://www.transfermarkt.com/enzo-le-fee/profil/spieler/633992,Ligue 1,France,France,€20.00m,https://fbref.com/en/players/6f806d99/Enzo-Le-Fee
FC Lorient,J. Ponceau,https://www.transfermarkt.com/julien-ponceau/profil/spieler/569390,Ligue 1,France,France,€2.50m,https://fbref.com/en/players/e546b2e3/Julien-Ponceau
FC Lorient,A. Aouchiche,https://www.transfermarkt.com/adil-aouchiche/profil/spieler/569385,Ligue 1,France,France,€2.20m,https://fbref.com/en/players/b94b8be1/Adil-Aouchiche
FC Lorient,Q. Boisgard,https://www.transfermarkt.com/quentin-boisgard/profil/spieler/412671,Ligue 1,France,France,€1.00m,https://fbref.com/en/players/f6496133/Quentin-Boisgard
FC Lorient,E. Kroupi,https://www.transfermarkt.com/eli-junior-kroupi/profil/spieler/955357,Ligue 1,France,France,€400k,
FC Lorient,A. Laurienté,https://www.transfermarkt.com/armand-lauriente/profil/spieler/579930,Ligue 1,France,France,€18.00m,https://fbref.com/en/players/2d22cea7/Armand-Lauriente
FC Lorient,Y. Cathline,https://www.transfermarkt.com/yoann-cathline/profil/spieler/782476,Ligue 1,France,France,€2.00m,https://fbref.com/en/players/4db5915d/Yoann-Cathline
FC Lorient,D. Ouattara,https://www.transfermarkt.com/dango-ouattara/profil/spieler/823231,Ligue 1,France,Burkina Faso,€25.00m,https://fbref.com/en/players/2f9e4435/Aboubacar-Ouattara
FC Lorient,S. Diarra,https://www.transfermarkt.com/stephane-diarra/profil/spieler/428954,Ligue 1,France,Cote d'Ivoire,€2.50m,https://fbref.com/en/players/29939a1d/Stephane-Diarra
FC Lorient,T. Moffi,https://www.transfermarkt.com/terem-moffi/profil/spieler/538874,Ligue 1,France,Nigeria,€20.00m,https://fbref.com/en/players/065dc209/Terem-Moffi
FC Lorient,B. Dieng,https://www.transfermarkt.com/bamba-dieng/profil/spieler/822458,Ligue 1,France,Senegal,€8.00m,https://fbref.com/en/players/40774c6b/Bamba-Dieng
FC Lorient,I. Koné,https://www.transfermarkt.com/ibrahima-kone/profil/spieler/490223,Ligue 1,France,Mali,€4.00m,https://fbref.com/en/players/04bb2b06/Ibrahima-Kone
FC Lorient,A. Grbic,https://www.transfermarkt.com/adrian-grbic/profil/spieler/167342,Ligue 1,France,Austria,€1.50m,https://fbref.com/en/players/4a987ffa/Adrian-Grbic
FC Lorient,P. Pagis,https://www.transfermarkt.com/pablo-pagis/profil/spieler/810411,Ligue 1,France,France,€1.50m,
FC Lorient,S. Doucouré,https://www.transfermarkt.com/sirine-doucoure/profil/spieler/802747,Ligue 1,France,France,€500k,https://fbref.com/en/players/92d90c8f/Ckene-Doucoure
Stade Reims,Y. Diouf,https://www.transfermarkt.com/yehvann-diouf/profil/spieler/448632,Ligue 1,France,France,€8.00m,https://fbref.com/en/players/eedea60b/Yehvann-Diouf
Stade Reims,P. Pentz,https://www.transfermarkt.com/patrick-pentz/profil/spieler/223972,Ligue 1,France,Austria,€1.50m,https://fbref.com/en/players/0810b6df/Patrick-Pentz
Stade Reims,A. Olliero,https://www.transfermarkt.com/alexandre-olliero/profil/spieler/395602,Ligue 1,France,France,€600k,https://fbref.com/en/players/c977ef13/Alexandre-Olliero
Stade Reims,N. Penneteau,https://www.transfermarkt.com/nicolas-penneteau/profil/spieler/5578,Ligue 1,France,France,-,https://fbref.com/en/players/3870f7c3/Nicolas-Penneteau
Stade Reims,F. Duparchy,https://www.transfermarkt.com/florent-duparchy/profil/spieler/854861,Ligue 1,France,France,€100k,
Stade Reims,S. Sylla,https://www.transfermarkt.com/soumaila-sylla/profil/spieler/894585,Ligue 1,France,France,€50k,
Stade Reims,Wout Faes,https://www.transfermarkt.com/wout-faes/profil/spieler/292808,Ligue 1,France,Belgium,€20.00m,https://fbref.com/en/players/9c221d14/Wout-Faes
Stade Reims,E. Agbadou,https://www.transfermarkt.com/emmanuel-agbadou/profil/spieler/683895,Ligue 1,France,Cote d'Ivoire,€7.50m,https://fbref.com/en/players/75f1ed80/Emmanuel-Agbadou
Stade Reims,A. Gravillon,https://www.transfermarkt.com/andreaw-gravillon/profil/spieler/395083,Ligue 1,France,Guadeloupe,€4.00m,https://fbref.com/en/players/49136c42/Andrew-Gravillon
Stade Reims,C. Keita,https://www.transfermarkt.com/cheick-keita/profil/spieler/820146,Ligue 1,France,France,€1.50m,https://fbref.com/en/players/c9f2f83a/Check-Keita
Stade Reims,Y. Abdelhamid,https://www.transfermarkt.com/yunis-abdelhamid/profil/spieler/199704,Ligue 1,France,Morocco,€700k,https://fbref.com/en/players/32c2d95f/Yunis-Abdelhamid
Stade Reims,M. Mbow,https://www.transfermarkt.com/moustapha-mbow/profil/spieler/649026,Ligue 1,France,Senegal,€600k,
Stade Reims,F. Fall,https://www.transfermarkt.com/fallou-fall/profil/spieler/1038821,Ligue 1,France,Senegal,€150k,
Stade Reims,T. De Smet,https://www.transfermarkt.com/thibault-de-smet/profil/spieler/340177,Ligue 1,France,Belgium,€3.00m,https://fbref.com/en/players/5fdcb075/Thibault-De-Smet
Stade Reims,B. Locko,https://www.transfermarkt.com/bradley-locko/profil/spieler/805908,Ligue 1,France,France,€2.50m,https://fbref.com/en/players/6bf7cabe/Banzouzi-Locko
Stade Reims,T. Foket,https://www.transfermarkt.com/thomas-foket/profil/spieler/215114,Ligue 1,France,Belgium,€5.00m,https://fbref.com/en/players/90eb507d/Thomas-Foket
Stade Reims,M. Busi,https://www.transfermarkt.com/maxime-busi/profil/spieler/570817,Ligue 1,France,Belgium,€2.50m,https://fbref.com/en/players/7b082ec2/Maxime-Busi
Stade Reims,I. Diakité,https://www.transfermarkt.com/ibrahim-diakite/profil/spieler/919173,Ligue 1,France,Guinea,€350k,https://fbref.com/en/players/d8c19a60/Ibrahim-Diakite
Stade Reims,T. Koudou,https://www.transfermarkt.com/therence-koudou/profil/spieler/910176,Ligue 1,France,France,€100k,
Stade Reims,M. Munetsi,https://www.transfermarkt.com/marshall-munetsi/profil/spieler/414908,Ligue 1,France,Zimbabwe,€9.00m,https://fbref.com/en/players/2acf0cd7/Marshall-Munetsi
Stade Reims,A. Matusiwa,https://www.transfermarkt.com/azor-matusiwa/profil/spieler/315145,Ligue 1,France,Netherlands,€7.50m,https://fbref.com/en/players/a17a94d6/Azor-Matusiwa
Stade Reims,J. Cajuste,https://www.transfermarkt.com/jens-cajuste/profil/spieler/468066,Ligue 1,France,Sweden,€6.00m,https://fbref.com/en/players/928a4a61/Jens-Cajuste
Stade Reims,Dion Lopy,https://www.transfermarkt.com/dion-lopy/profil/spieler/649033,Ligue 1,France,Senegal,€4.00m,https://fbref.com/en/players/64c14d49/Dion-Lopy
Stade Reims,S. Koeberlé,https://www.transfermarkt.com/samuel-koeberle/profil/spieler/926235,Ligue 1,France,France,€250k,
Stade Reims,V. Atangana Edoa,https://www.transfermarkt.com/valentin-atangana-edoa/profil/spieler/923759,Ligue 1,France,France,€250k,https://fbref.com/en/players/6b5edd5d/Valentin-Atangana-Edoa
Stade Reims,M. Adeline,https://www.transfermarkt.com/martin-adeline/profil/spieler/814976,Ligue 1,France,France,€800k,https://fbref.com/en/players/7587446d/Martin-Adeline
Stade Reims,K. Doumbia,https://www.transfermarkt.com/kamory-doumbia/profil/spieler/671594,Ligue 1,France,Mali,€2.50m,
Stade Reims,R. Guitane,https://www.transfermarkt.com/rafik-guitane/profil/spieler/394328,Ligue 1,France,France,€1.00m,https://fbref.com/en/players/7091324a/Rafik-Guitane
Stade Reims,A. Flips,https://www.transfermarkt.com/alexis-flips/profil/spieler/395242,Ligue 1,France,France,€6.00m,https://fbref.com/en/players/caef7840/Alexis-Flips
Stade Reims,A. Zeneli,https://www.transfermarkt.com/arber-zeneli/profil/spieler/222876,Ligue 1,France,Kosovo,€3.50m,https://fbref.com/en/players/095e4199/Arber-Zeneli
Stade Reims,N. Mbuku,https://www.transfermarkt.com/nathanael-mbuku/profil/spieler/557614,Ligue 1,France,France,€3.00m,https://fbref.com/en/players/46750e9c/Nathanael-Mbuku
Stade Reims,M. Maolida,https://www.transfermarkt.com/myziane-maolida/profil/spieler/371142,Ligue 1,France,France,€1.50m,https://fbref.com/en/players/706a60e1/Myziane-Maolida
Stade Reims,M. van Bergen,https://www.transfermarkt.com/mitchell-van-bergen/profil/spieler/393239,Ligue 1,France,Netherlands,€1.20m,https://fbref.com/en/players/0b2c9aec/Mitchell-van-Bergen
Stade Reims,M. Diakhon,https://www.transfermarkt.com/mamadou-diakhon/profil/spieler/1054839,Ligue 1,France,France,,
Stade Reims,Junya Ito,https://www.transfermarkt.com/junya-ito/profil/spieler/348791,Ligue 1,France,Japan,€10.00m,https://fbref.com/en/players/dbd3a428/Junya-Ito
Stade Reims,F. Balogun,https://www.transfermarkt.com/folarin-balogun/profil/spieler/503770,Ligue 1,France,United States,€30.00m,https://fbref.com/en/players/31822f8c/Folarin-Balogun
Stade Reims,E. Touré,https://www.transfermarkt.com/el-bilal-toure/profil/spieler/649016,Ligue 1,France,Mali,€12.00m,https://fbref.com/en/players/47c609d5/El-Bilal-Toure
Stade Reims,K. Sierhuis,https://www.transfermarkt.com/kaj-sierhuis/profil/spieler/315283,Ligue 1,France,Netherlands,€1.20m,https://fbref.com/en/players/9c2b1f11/Kaj-Sierhuis
Stade Reims,N. Holm,https://www.transfermarkt.com/noah-jean-holm/profil/spieler/494177,Ligue 1,France,Norway,€700k,https://fbref.com/en/players/61b77d0a/Noah-Holm
Stade Reims,M. Touré,https://www.transfermarkt.com/mohamed-toure/profil/spieler/742770,Ligue 1,France,Australia,€400k,https://fbref.com/en/players/8ac64b4e/Mohamed-Toure
Montpellier HSC,J. Omlin,https://www.transfermarkt.com/jonas-omlin/profil/spieler/247915,Ligue 1,France,Switzerland,€9.00m,https://fbref.com/en/players/c631f952/Jonas-Omlin
Montpellier HSC,B. Lecomte,https://www.transfermarkt.com/benjamin-lecomte/profil/spieler/127181,Ligue 1,France,France,€4.00m,https://fbref.com/en/players/2fa2a875/Benjamin-Lecomte
Montpellier HSC,D. Bertaud,https://www.transfermarkt.com/dimitry-bertaud/profil/spieler/371816,Ligue 1,France,France,€1.50m,https://fbref.com/en/players/380a15e2/Dimitry-Bertaud
Montpellier HSC,B. Kamara,https://www.transfermarkt.com/bingourou-kamara/profil/spieler/333175,Ligue 1,France,Senegal,€800k,https://fbref.com/en/players/3814120d/Bingourou-Kamara
Montpellier HSC,M. Carvalho,https://www.transfermarkt.com/matis-carvalho/profil/spieler/478346,Ligue 1,France,Portugal,€300k,https://fbref.com/en/players/8608f269/Matis-Carvalho
Montpellier HSC,M. Estève,https://www.transfermarkt.com/maxime-esteve/profil/spieler/842341,Ligue 1,France,France,€7.00m,https://fbref.com/en/players/1a066e69/Maxime-Esteve
Montpellier HSC,K. Kouyaté,https://www.transfermarkt.com/kiki-kouyate/profil/spieler/211637,Ligue 1,France,Mali,€5.00m,https://fbref.com/en/players/562a4799/Boubakar-Kouyate
Montpellier HSC,C. Jullien,https://www.transfermarkt.com/christopher-jullien/profil/spieler/201737,Ligue 1,France,France,€3.50m,https://fbref.com/en/players/f323d995/Christopher-Jullien
Montpellier HSC,M. Sakho,https://www.transfermarkt.com/mamadou-sakho/profil/spieler/47713,Ligue 1,France,France,€2.50m,https://fbref.com/en/players/87935cf3/Mamadou-Sakho
Montpellier HSC,P. Mendes,https://www.transfermarkt.com/pedro-mendes/profil/spieler/72857,Ligue 1,France,Portugal,€1.80m,https://fbref.com/en/players/6690ef25/Pedro-Mendes
Montpellier HSC,T. Allix,https://www.transfermarkt.com/teo-allix/profil/spieler/913669,Ligue 1,France,France,€150k,
Montpellier HSC,R. Halhal,https://www.transfermarkt.com/redouane-halhal/profil/spieler/913660,Ligue 1,France,Morocco,€100k,https://fbref.com/en/players/e17c2cec/Redouane-Halhal
Montpellier HSC,F. Maouassa,https://www.transfermarkt.com/faitout-maouassa/profil/spieler/357072,Ligue 1,France,France,€6.00m,https://fbref.com/en/players/e54a9890/Faitout-Maouassa
Montpellier HSC,N. Cozza,https://www.transfermarkt.com/nicolas-cozza/profil/spieler/485965,Ligue 1,France,France,€3.50m,https://fbref.com/en/players/8f325097/Nicolas-Cozza
Montpellier HSC,I. Sylla,https://www.transfermarkt.com/issiaga-sylla/profil/spieler/220878,Ligue 1,France,Guinea,€2.50m,https://fbref.com/en/players/b99bec05/Issiaga-Sylla
Montpellier HSC,T. Sainte-Luce,https://www.transfermarkt.com/theo-sainte-luce/profil/spieler/537127,Ligue 1,France,France,€2.00m,https://fbref.com/en/players/93c942fb/Theo-Sainte-Luce
Montpellier HSC,T. Tamas,https://www.transfermarkt.com/thibault-tamas/profil/spieler/569374,Ligue 1,France,France,€150k,
Montpellier HSC,F. Sacko,https://www.transfermarkt.com/falaye-sacko/profil/spieler/364857,Ligue 1,France,Mali,€4.00m,https://fbref.com/en/players/6388e356/Falaye-Sacko
Montpellier HSC,E. Tchato,https://www.transfermarkt.com/enzo-tchato/profil/spieler/842338,Ligue 1,France,Cameroon,€2.50m,https://fbref.com/en/players/7f783431/Enzo-Tchato
Montpellier HSC,A. Souquet,https://www.transfermarkt.com/arnaud-souquet/profil/spieler/111058,Ligue 1,France,France,€2.00m,https://fbref.com/en/players/4e0afc5d/Arnaud-Souquet
Montpellier HSC,M. Suárez,https://www.transfermarkt.com/mathias-suarez/profil/spieler/294895,Ligue 1,France,Uruguay,€300k,https://fbref.com/en/players/0c291a1a/Mathias-Suarez
Montpellier HSC,R. Tchato,https://www.transfermarkt.com/ryan-tchato/profil/spieler/743516,Ligue 1,France,Cameroon,€150k,
Montpellier HSC,J. Chotard,https://www.transfermarkt.com/joris-chotard/profil/spieler/624037,Ligue 1,France,France,€9.00m,https://fbref.com/en/players/7909ffa4/Joris-Chotard
Montpellier HSC,J. Ferri,https://www.transfermarkt.com/jordan-ferri/profil/spieler/118284,Ligue 1,France,France,€5.00m,https://fbref.com/en/players/375622c5/Jordan-Ferri
Montpellier HSC,K. Fayad,https://www.transfermarkt.com/khalil-fayad/profil/spieler/782630,Ligue 1,France,France,€4.50m,https://fbref.com/en/players/faf00ab8/Khalil-Fayad
Montpellier HSC,L. Leroy,https://www.transfermarkt.com/leo-leroy/profil/spieler/650350,Ligue 1,France,France,€1.20m,https://fbref.com/en/players/fcc84a07/Leo-Leroy
Montpellier HSC,S. Delaye,https://www.transfermarkt.com/sacha-delaye/profil/spieler/842425,Ligue 1,France,France,€400k,https://fbref.com/en/players/e4448c8c/Sacha-Delaye
Montpellier HSC,M. Loubatières,https://www.transfermarkt.com/matteo-loubatieres/profil/spieler/913645,Ligue 1,France,France,€150k,
Montpellier HSC,T. Savanier,https://www.transfermarkt.com/teji-savanier/profil/spieler/127156,Ligue 1,France,France,€10.00m,https://fbref.com/en/players/6bde367b/Teji-Savanier
Montpellier HSC,S. Mavididi,https://www.transfermarkt.com/stephy-mavididi/profil/spieler/340328,Ligue 1,France,England,€6.00m,https://fbref.com/en/players/30144daa/Stephy-Mavididi
Montpellier HSC,B. Makouana,https://www.transfermarkt.com/beni-makouana/profil/spieler/624920,Ligue 1,France,Congo,€600k,https://fbref.com/en/players/654f49ca/Beni-Makouana
Montpellier HSC,A. Nordin,https://www.transfermarkt.com/arnaud-nordin/profil/spieler/324811,Ligue 1,France,France,€7.00m,https://fbref.com/en/players/7b9a9e25/Arnaud-Nordin
Montpellier HSC,A. Gueguin,https://www.transfermarkt.com/axel-gueguin/profil/spieler/981977,Ligue 1,France,France,€800k,https://fbref.com/en/players/f6857b4f/Axel-Gueguin
Montpellier HSC,Elye Wahi,https://www.transfermarkt.com/elye-wahi/profil/spieler/659542,Ligue 1,France,France,€35.00m,https://fbref.com/en/players/0d7b6576/Sepe-Elye-Wahi
Montpellier HSC,W. Khazri,https://www.transfermarkt.com/wahbi-khazri/profil/spieler/103565,Ligue 1,France,Tunisia,€2.50m,https://fbref.com/en/players/2677a1de/Wahbi-Khazri
Montpellier HSC,V. Germain,https://www.transfermarkt.com/valere-germain/profil/spieler/60540,Ligue 1,France,France,€1.50m,https://fbref.com/en/players/ea0ff634/Valere-Germain
Montpellier HSC,S. Faye,https://www.transfermarkt.com/serigne-faye/profil/spieler/1087022,Ligue 1,France,Senegal,€300k,
Montpellier HSC,Y. Guermouche,https://www.transfermarkt.com/yanis-guermouche/profil/spieler/876034,Ligue 1,France,Algeria,€150k,https://fbref.com/en/players/642f9f79/Yanis-Guermouche
Montpellier HSC,E. Bongemba,https://www.transfermarkt.com/edvin-bongemba/profil/spieler/944847,Ligue 1,France,France,€50k,
RC Strasbourg Alsace,Matz Sels,https://www.transfermarkt.com/matz-sels/profil/spieler/127202,Ligue 1,France,Belgium,€7.00m,https://fbref.com/en/players/834b5c4c/Matz-Sels
RC Strasbourg Alsace,E. Kawashima,https://www.transfermarkt.com/eiji-kawashima/profil/spieler/77383,Ligue 1,France,Japan,€150k,https://fbref.com/en/players/a4527d33/Eiji-Kawashima
RC Strasbourg Alsace,R. Risser,https://www.transfermarkt.com/robin-risser/profil/spieler/743515,Ligue 1,France,France,€150k,
RC Strasbourg Alsace,A. Pierre,https://www.transfermarkt.com/alexandre-pierre/profil/spieler/838947,Ligue 1,France,Haiti,€100k,https://fbref.com/en/players/d0fc9f5f/Alexandre-Pierre
RC Strasbourg Alsace,A. Djiku,https://www.transfermarkt.com/alexander-djiku/profil/spieler/250844,Ligue 1,France,Ghana,€8.00m,https://fbref.com/en/players/43e7a164/Alexander-Djiku
RC Strasbourg Alsace,I. Doukouré,https://www.transfermarkt.com/ismael-doukoure/profil/spieler/786436,Ligue 1,France,France,€6.00m,https://fbref.com/en/players/0512a60a/Ismael-Doukoure
RC Strasbourg Alsace,G. Nyamsi,https://www.transfermarkt.com/gerzino-nyamsi/profil/spieler/378953,Ligue 1,France,France,€5.00m,https://fbref.com/en/players/6043997c/Gerzino-Nyamsi
RC Strasbourg Alsace,L. Perrin,https://www.transfermarkt.com/lucas-perrin/profil/spieler/352392,Ligue 1,France,France,€3.00m,https://fbref.com/en/players/49070d66/Lucas-Perrin
RC Strasbourg Alsace,M. Le Marchand,https://www.transfermarkt.com/maxime-le-marchand/profil/spieler/60558,Ligue 1,France,France,-,https://fbref.com/en/players/321a71a7/Maxime-Le-Marchand
RC Strasbourg Alsace,F. Bouebari,https://www.transfermarkt.com/franci-bouebari/profil/spieler/1029294,Ligue 1,France,France,€250k,https://fbref.com/en/players/4fb18ca4/Franci-Bouebari
RC Strasbourg Alsace,E. Sobol,https://www.transfermarkt.com/eduard-sobol/profil/spieler/206717,Ligue 1,France,Ukraine,€2.50m,https://fbref.com/en/players/2ccd89a3/Eduard-Sobol
RC Strasbourg Alsace,T. Delaine,https://www.transfermarkt.com/thomas-delaine/profil/spieler/170961,Ligue 1,France,France,€1.20m,https://fbref.com/en/players/8332db56/Thomas-Delaine
RC Strasbourg Alsace,A. Nanah,https://www.transfermarkt.com/anas-nanah/profil/spieler/667999,Ligue 1,France,Morocco,€50k,
RC Strasbourg Alsace,C. Dagba,https://www.transfermarkt.com/colin-dagba/profil/spieler/460629,Ligue 1,France,France,€4.50m,https://fbref.com/en/players/29c02c9f/Colin-Dagba
RC Strasbourg Alsace,F. Guilbert,https://www.transfermarkt.com/frederic-guilbert/profil/spieler/354352,Ligue 1,France,France,€4.50m,https://fbref.com/en/players/5d8d7454/Frederic-Guilbert
RC Strasbourg Alsace,R. Pierre-Gabriel,https://www.transfermarkt.com/ronael-pierre-gabriel/profil/spieler/410185,Ligue 1,France,France,€3.50m,https://fbref.com/en/players/64ba07c0/Ronael-Pierre-Gabriel
RC Strasbourg Alsace,K. Fila,https://www.transfermarkt.com/karol-fila/profil/spieler/385817,Ligue 1,France,Poland,€900k,https://fbref.com/en/players/50ac8941/Karol-Fila
RC Strasbourg Alsace,M. Senaya,https://www.transfermarkt.com/marvin-senaya/profil/spieler/830890,Ligue 1,France,France,€900k,https://fbref.com/en/players/1d383c10/Marvin-Senaya
RC Strasbourg Alsace,A. Nuss,https://www.transfermarkt.com/antoine-nuss/profil/spieler/1029293,Ligue 1,France,France,€100k,
RC Strasbourg Alsace,H. Diarra,https://www.transfermarkt.com/habib-diarra/profil/spieler/876631,Ligue 1,France,France,€10.00m,https://fbref.com/en/players/6d0fe035/Mouhamadou-Diarra
RC Strasbourg Alsace,I. Sissoko,https://www.transfermarkt.com/ibrahima-sissoko/profil/spieler/372712,Ligue 1,France,France,€6.00m,https://fbref.com/en/players/0f8418aa/Ibrahima-Sissoko
RC Strasbourg Alsace,J. Aholou,https://www.transfermarkt.com/jean-eudes-aholou/profil/spieler/178313,Ligue 1,France,Cote d'Ivoire,€2.50m,https://fbref.com/en/players/48b28bfd/Jean-Eudes-Aholou
RC Strasbourg Alsace,J. Bellegarde,https://www.transfermarkt.com/jean-ricner-bellegarde/profil/spieler/450050,Ligue 1,France,France,€10.00m,https://fbref.com/en/players/10f0fdd3/Jean-Ricner-Bellegarde
RC Strasbourg Alsace,M. Sanson,https://www.transfermarkt.com/morgan-sanson/profil/spieler/174094,Ligue 1,France,France,€6.00m,https://fbref.com/en/players/6e7f1353/Morgan-Sanson
RC Strasbourg Alsace,S. Prcic,https://www.transfermarkt.com/sanjin-prcic/profil/spieler/125783,Ligue 1,France,Bosnia-Herzegovina,€3.00m,https://fbref.com/en/players/51c30111/Sanjin-Prcic
RC Strasbourg Alsace,D. Liénard,https://www.transfermarkt.com/dimitri-lienard/profil/spieler/314940,Ligue 1,France,France,€500k,https://fbref.com/en/players/f7691f63/Dimitri-Lienard
RC Strasbourg Alsace,Dany Jean,https://www.transfermarkt.com/dany-jean/profil/spieler/628835,Ligue 1,France,Haiti,€150k,https://fbref.com/en/players/300ec91c/Dany-Jean
RC Strasbourg Alsace,A. Thomasson,https://www.transfermarkt.com/adrien-thomasson/profil/spieler/215977,Ligue 1,France,France,€6.00m,https://fbref.com/en/players/c76b7567/Adrien-Thomasson
RC Strasbourg Alsace,Y. Suzuki,https://www.transfermarkt.com/yuito-suzuki/profil/spieler/668606,Ligue 1,France,Japan,€600k,https://fbref.com/en/players/c25a7a2a/Yuito-Suzuki
RC Strasbourg Alsace,N. Kandil,https://www.transfermarkt.com/nordine-kandil/profil/spieler/891379,Ligue 1,France,Morocco,€400k,https://fbref.com/en/players/c5908bc4/Nordine-Kandil
RC Strasbourg Alsace,J. Robinand,https://www.transfermarkt.com/jordan-robinand/profil/spieler/888823,Ligue 1,France,France,€50k,
RC Strasbourg Alsace,T. Saettel,https://www.transfermarkt.com/tom-saettel/profil/spieler/886502,Ligue 1,France,France,€150k,
RC Strasbourg Alsace,H. Diallo,https://www.transfermarkt.com/habib-diallo/profil/spieler/344888,Ligue 1,France,Senegal,€18.00m,https://fbref.com/en/players/6605d143/Habib-Diallo
RC Strasbourg Alsace,L. Ajorque,https://www.transfermarkt.com/ludovic-ajorque/profil/spieler/283994,Ligue 1,France,France,€9.00m,https://fbref.com/en/players/462475ed/Ludovic-Ajorque
