Url,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90_Playing,Gls,Ast,G+A,G_minus_PK,PK,PKatt,CrdY,CrdR,PrgC_Progression,PrgP_Progression,PrgR_Progression
https://fbref.com/en/players/cee31595/James-McArthur,4,0,54,0.6,0,0,0,0,0,0,0,0,0,1,0
https://fbref.com/en/players/2ce2508a/Luka-Milivojevic,18,5,512,5.7,0,0,0,0,0,0,2,0,2,20,2
https://fbref.com/en/players/5cbd1eb0/Tyrick-Mitchell,36,34,2891,32.1,0,2,2,0,0,0,5,1,23,106,90
https://fbref.com/en/players/c4486bac/Michael-Olise,37,31,2749,30.5,2,11,13,2,0,0,2,0,111,133,243
https://fbref.com/en/players/d00d45ab/David-Ozoh,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
https://fbref.com/en/players/0a3d6d2b/Chris-Richards,9,4,447,5,0,0,0,0,0,0,0,0,4,14,3
https://fbref.com/en/players/7a1f2c08/Jairo-Riedewald,6,0,64,0.7,0,0,0,0,0,0,0,0,1,1,1
https://fbref.com/en/players/1b4f1169/Albert-Sambi-Lokonga,9,6,536,6,0,0,0,0,0,0,2,0,2,20,2
https://fbref.com/en/players/3312f911/Jeffrey-Schlupp,34,30,2531,28.1,3,1,4,3,0,0,7,0,32,98,67
https://fbref.com/en/players/e7ca0439/James-Tomkins,6,3,338,3.8,1,0,1,1,0,0,3,1,1,2,1
https://fbref.com/en/players/8a7ff278/Joel-Ward,28,24,2256,25.1,1,0,1,1,0,0,6,0,22,101,46
https://fbref.com/en/players/3f847d95/Joseph-Whitworth,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0
https://fbref.com/en/players/b2bc3b1f/Wilfried-Zaha,27,27,2288,25.4,7,2,9,7,0,2,5,0,86,75,238
https://fbref.com/en/players/99ea2ddd/Tomas-Alarcon,4,2,223,2.5,0,0,0,0,0,0,2,1,2,9,6
https://fbref.com/en/players/036bba5f/Ruben-Alcaraz,31,22,2043,22.7,3,0,3,1,2,3,11,1,30,105,20
https://fbref.com/en/players/3d7e48ce/Ivan-Alejo,31,13,1311,14.6,0,1,1,0,0,0,13,1,52,16,103
https://fbref.com/en/players/62a583ee/Jose-Antonio,2,0,46,0.5,0,1,1,0,0,0,0,0,2,3,2
https://fbref.com/en/players/759d8dd7/Santiago-Arzamendia,12,5,483,5.4,0,0,0,0,0,0,0,0,8,17,22
https://fbref.com/en/players/506daeac/Blanco,3,2,158,1.8,0,0,0,0,0,0,0,0,1,2,2
https://fbref.com/en/players/0da6a13e/Theo-Bongonda,31,24,1938,21.5,4,3,7,3,1,1,2,0,74,39,105
https://fbref.com/en/players/fe05804b/Cala,3,1,137,1.5,0,0,0,0,0,0,0,0,0,2,0
https://fbref.com/en/players/c4b888df/Isaac-Carcelen,27,25,2199,24.4,0,1,1,0,0,0,4,3,33,85,62
https://fbref.com/en/players/ec1a731e/Victor-Chust,14,10,965,10.7,1,0,1,1,0,0,3,0,4,22,2
https://fbref.com/en/players/80211dc5/Mamady-Diarra,2,1,66,0.7,0,0,0,0,0,0,0,0,3,0,0
https://fbref.com/en/players/d61759ec/Youba-Diarra,5,1,98,1.1,0,0,0,0,0,0,2,0,1,3,1
https://fbref.com/en/players/3f79a1c8/Gonzalo-Escalante,14,13,1121,12.5,4,1,5,4,0,0,4,0,3,50,12
https://fbref.com/en/players/db001fa9/Alfonso-Espino,36,35,3122,34.7,0,4,4,0,0,0,7,0,53,107,129
https://fbref.com/en/players/72a84002/Fali,25,22,1714,19,0,0,0,0,0,0,6,0,9,56,10
https://fbref.com/en/players/aa677a35/Alex-Fernandez,28,17,1576,17.5,3,0,3,2,1,1,0,0,19,69,26
https://fbref.com/en/players/661e2822/Carlos-Garcia,1,0,25,0.3,0,1,1,0,0,0,0,0,0,2,0
https://fbref.com/en/players/fea23125/David-Gil,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0
https://fbref.com/en/players/18017beb/Alvaro-Gimenez,1,0,17,0.2,0,0,0,0,0,0,0,0,0,1,2
https://fbref.com/en/players/32974271/Sergi-Guardiola,17,14,1165,12.9,3,0,3,3,0,0,2,0,12,28,55
https://fbref.com/en/players/02d2c436/Luis-Hernandez,35,35,3149,35,0,0,0,0,0,0,8,1,10,95,8
https://fbref.com/en/players/6c4776b1/Jeremias-Ledesma,34,34,3060,34,0,0,0,0,0,0,2,0,0,0,0
https://fbref.com/en/players/38699c72/Anthony-Lozano,28,14,1443,16,1,1,2,1,0,0,6,0,19,28,58
https://fbref.com/en/players/922da988/Awer-Mabil,5,1,165,1.8,0,0,0,0,0,0,0,0,5,4,14
https://fbref.com/en/players/6f4c734d/Jose-Mari,18,2,397,4.4,0,0,0,0,0,0,4,0,5,21,4
https://fbref.com/en/players/0ae4e09a/Roger-Marti,14,8,639,7.1,1,0,1,1,0,0,1,0,7,5,34
https://fbref.com/en/players/8aae94b9/Mamadou-Mbaye,14,7,760,8.4,0,0,0,0,0,0,2,0,2,13,1
https://fbref.com/en/players/9f979eb2/Jorge-Mere,10,6,601,6.7,0,0,0,0,0,0,0,0,1,14,0
https://fbref.com/en/players/dfe5caa2/Francisco-Mwepu,1,0,21,0.2,0,0,0,0,0,0,0,0,0,1,2
https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo,21,9,757,8.4,1,2,3,1,0,0,0,0,4,17,22
https://fbref.com/en/players/2e3995cd/Brian-Ocampo,18,15,1119,12.4,1,1,2,1,0,0,2,0,40,22,81
https://fbref.com/en/players/647d39d2/Raul-Parra,6,4,310,3.4,0,0,0,0,0,0,1,0,0,7,4
https://fbref.com/en/players/5496cc91/Alberto-Perea,1,1,45,0.5,0,0,0,0,0,0,0,0,0,2,2
https://fbref.com/en/players/a300ac7e/Lucas-Perez,14,5,628,7,3,0,3,3,0,0,3,0,8,14,24
https://fbref.com/en/players/44e07fac/Chris-Ramos,15,7,710,7.9,1,0,1,1,0,0,2,0,9,6,35
https://fbref.com/en/players/efecd633/Fede-San-Emeterio,33,24,1844,20.5,0,1,1,0,0,0,14,0,1,45,11
https://fbref.com/en/players/19b776e9/Ruben-Sobrino,33,28,2465,27.4,3,2,5,3,0,0,11,0,45,46,81
https://fbref.com/en/players/5ca20b7a/Joseba-Zaldua,10,7,639,7.1,0,1,1,0,0,0,4,0,13,13,20
https://fbref.com/en/players/501055d8/Karim-Adeyemi,24,20,1386,15.4,6,5,11,6,0,1,9,0,49,47,131
https://fbref.com/en/players/57d88cf9/Jude-Bellingham,31,30,2691,29.9,8,4,12,7,1,1,8,0,97,252,139
https://fbref.com/en/players/a167537f/Julian-Brandt,32,29,2397,26.6,9,8,17,9,0,0,2,0,67,119,218
https://fbref.com/en/players/10745192/Jamie-Bynoe-Gittens,15,4,533,5.9,3,1,4,3,0,0,1,0,24,9,38
https://fbref.com/en/players/a65ce836/Emre-Can,27,20,1900,21.1,2,1,3,1,1,1,8,0,34,99,12
https://fbref.com/en/players/9dff291c/Soumaila-Coulibaly,1,0,45,0.5,0,0,0,0,0,0,0,0,0,6,0
https://fbref.com/en/players/db4ed67b/Mahmoud-Dahoud,9,4,337,3.7,0,0,0,0,0,0,1,0,5,25,4
https://fbref.com/en/players/b06a7ae9/Julien-Duranville,1,0,29,0.3,0,0,0,0,0,0,0,0,4,1,4
https://fbref.com/en/players/048a1cbc/Raphael-Guerreiro,27,26,2290,25.4,4,12,16,4,0,0,4,0,85,191,163
https://fbref.com/en/players/ba115a40/Sebastien-Haller,19,15,1225,13.6,9,3,12,9,0,1,1,0,11,22,65
https://fbref.com/en/players/50871bcc/Thorgan-Hazard,14,2,464,5.2,0,0,0,0,0,0,1,0,21,28,50
https://fbref.com/en/players/05d548d8/Mats-Hummels,30,24,2018,22.4,1,0,1,1,0,0,4,0,21,114,6
https://fbref.com/en/players/cd59b9df/Gregor-Kobel,27,27,2430,27,0,0,0,0,0,0,0,0,0,0,0
https://fbref.com/en/players/864163f3/Donyell-Malen,26,22,1706,19,9,6,15,9,0,0,0,0,87,60,182
https://fbref.com/en/players/e162b013/Thomas-Meunier,10,7,585,6.5,0,0,0,0,0,0,2,0,9,30,45
https://fbref.com/en/players/b56dd813/Alexander-Meyer,7,7,630,7,0,0,0,0,0,0,0,0,0,1,0
https://fbref.com/en/players/34e4343c/Anthony-Modeste,19,7,813,9,2,1,3,2,0,0,4,0,3,8,36
https://fbref.com/en/players/6ce43701/Youssoufa-Moukoko,26,11,1141,12.7,7,3,10,7,0,0,0,0,9,11,61
https://fbref.com/en/players/a45241d5/Justin-Njinmah,1,0,22,0.2,0,0,0,0,0,0,0,0,1,0,4
https://fbref.com/en/players/15413fa5/Salih-Ozcan,26,17,1576,17.5,0,1,1,0,0,0,6,0,6,81,23
https://fbref.com/en/players/13d23b29/Antonios-Papadopoulos,1,0,13,0.1,0,0,0,0,0,0,0,0,1,1,0
https://fbref.com/en/players/1866b0f1/Marco-Pasalic,1,0,11,0.1,0,0,0,0,0,0,0,0,2,3,2
https://fbref.com/en/players/5c899683/Felix-Passlack,3,0,64,0.7,0,0,0,0,0,0,0,0,1,8,3
https://fbref.com/en/players/36a3ff67/Marco-Reus,25,14,1353,15,6,4,10,5,1,1,4,0,33,45,78
https://fbref.com/en/players/7fa4e703/Gio-Reyna,22,4,625,6.9,7,2,9,6,1,1,2,0,23,25,57
https://fbref.com/en/players/90c1f9a4/Tom-Rothe,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,2
https://fbref.com/en/players/009a4f60/Julian-Ryerson,17,17,1410,15.7,1,1,2,1,0,0,2,0,54,55,69
https://fbref.com/en/players/34e12499/Nico-Schlotterbeck,28,27,2252,25,4,5,9,4,0,0,3,0,39,159,14
https://fbref.com/en/players/e33c06cf/Niklas-Sule,29,23,2118,23.5,2,3,5,2,0,0,2,0,37,137,57
https://fbref.com/en/players/fa661778/Marius-Wolf,25,17,1570,17.4,1,1,2,1,0,0,2,0,60,91,151
https://fbref.com/en/players/4cd41883/Paxten-Aaronson,7,0,173,1.9,0,0,0,0,0,0,1,0,8,6,15
https://fbref.com/en/players/834d0be5/Lucas-Alario,20,2,331,3.7,1,0,1,1,0,0,0,0,2,8,17
https://fbref.com/en/players/00f518d8/Faride-Alidou,15,0,182,2,0,1,1,0,0,0,0,0,8,16,24
https://fbref.com/en/players/c68da769/Rafael-Borre,32,10,1078,12,2,2,4,1,1,1,5,0,26,34,102
https://fbref.com/en/players/b4705807/Aurelio-Buta,18,15,1318,14.6,3,2,5,3,0,0,3,0,45,47,118
https://fbref.com/en/players/b3b7f5a6/Timothy-Chandler,6,0,86,1,0,0,0,0,0,0,0,0,2,7,6
https://fbref.com/en/players/95bb6ddc/Junior-Dina-Ebimbe,19,10,1063,11.8,3,1,4,3,0,0,4,0,38,45,42
https://fbref.com/en/players/277be51d/Dario-Gebuhr,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0
https://fbref.com/en/players/9efa1d25/Mario-Gotze,32,32,2740,30.4,3,1,4,3,0,0,6,0,57,149,212
https://fbref.com/en/players/9ab16552/Makoto-Hasebe,18,15,1306,14.5,0,0,0,0,0,0,1,0,9,57,2
https://fbref.com/en/players/a8ee54ad/Kristijan-Jakic,24,17,1460,16.2,1,0,1,1,0,0,4,0,16,59,19
https://fbref.com/en/players/15b287da/Daichi-Kamada,32,25,2265,25.2,9,6,15,6,3,3,3,0,47,160,105
https://fbref.com/en/players/19a967ab/Ansgar-Knauff,24,14,1286,14.3,1,1,2,1,0,0,1,0,47,40,74
https://fbref.com/en/players/c0b3669f/Randal-Kolo-Muani,32,31,2631,29.2,15,11,26,13,2,2,6,1,97,61,240
https://fbref.com/en/players/b1cd37e6/Filip-Kostic,1,1,74,0.8,0,0,0,0,0,0,1,0,3,4,3
https://fbref.com/en/players/bbd86530/Christopher-Lenz,24,13,1290,14.3,0,2,2,0,0,0,1,0,30,63,67
https://fbref.com/en/players/37dc1a48/Jesper-Lindstrom,27,22,1679,18.7,7,2,9,7,0,0,2,0,65,33,136
https://fbref.com/en/players/826e8b63/Philipp-Max,10,8,694,7.7,0,1,1,0,0,0,1,0,14,34,52
https://fbref.com/en/players/441197b8/Obite-NDicka,30,30,2692,29.9,1,0,1,1,0,0,4,0,16,94,5
https://fbref.com/en/players/3b61c9ec/Luca-Pellegrini,9,7,557,6.2,0,0,0,0,0,0,1,0,19,22,28
https://fbref.com/en/players/b90c4a43/Diant-Ramaj,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0
https://fbref.com/en/players/e12b0b5b/Sebastian-Rode,27,19,1414,15.7,4,1,5,4,0,0,6,0,23,105,39
https://fbref.com/en/players/c967f6b8/Hrvoje-Smolcic,9,4,471,5.2,0,0,0,0,0,0,0,0,0,18,1
https://fbref.com/en/players/4c6facae/Djibril-Sow,32,30,2646,29.4,4,0,4,4,0,0,9,0,35,186,29
https://fbref.com/en/players/c8c60119/Almamy-Toure,7,5,398,4.4,0,1,1,0,0,0,1,0,2,17,8
https://fbref.com/en/players/ce17b5eb/Kevin-Trapp,33,33,2970,33,0,0,0,0,0,0,3,0,0,0,0
https://fbref.com/en/players/35d64857/Tuta,31,30,2718,30.2,2,1,3,2,0,0,8,0,23,107,17
https://fbref.com/en/players/1c86aa16/Marcel-Wenig,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
https://fbref.com/en/players/b907d169/Alejandro-Alfaro,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0
https://fbref.com/en/players/e4346678/Edgar-Badia,36,36,3240,36,0,0,0,0,0,0,2,0,0,0,0
https://fbref.com/en/players/697295b1/Pedro-Bigas,28,25,2020,22.4,0,0,0,0,0,0,4,2,19,83,3
https://fbref.com/en/players/1657f448/Lautaro-Blanco,17,9,872,9.7,0,2,2,0,0,0,2,0,41,28,76
https://fbref.com/en/players/d49f3e6b/Lucas-Boye,35,29,2462,27.4,7,2,9,7,0,1,7,1,58,63,160
https://fbref.com/en/players/2dce876a/Carmona,9,8,589,6.5,1,0,1,1,0,0,5,1,8,10,27
https://fbref.com/en/players/873ce3a2/Pape-Cheikh-Diop,2,0,37,0.4,0,0,0,0,0,0,1,1,0,1,0
https://fbref.com/en/players/33a61a52/Carlos-Clerc,32,31,2639,29.3,0,1,1,0,0,0,5,0,51,107,91
https://fbref.com/en/players/85dace26/Alex-Collado,16,8,729,8.1,1,1,2,1,0,0,1,0,24,34,43
https://fbref.com/en/players/5e95c000/John-Donald,14,13,1092,12.1,0,0,0,0,0,0,3,1,3,23,2
https://fbref.com/en/players/3409de86/Nicolas-Ezequiel-Fernandez,18,3,514,5.7,0,1,1,0,0,0,2,0,21,29,53
https://fbref.com/en/players/f25b010f/Federico-Fernandez,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0
https://fbref.com/en/players/eb82b6f1/Fidel,27,21,1714,19,3,2,5,2,1,1,5,0,53,139,90
https://fbref.com/en/players/4ac7608e/Diego-Gonzalez,16,8,958,10.6,0,0,0,0,0,0,4,0,1,13,2
https://fbref.com/en/players/ac454a4f/Gerard-Gumbau,35,31,2737,30.4,1,6,7,1,0,0,11,0,18,145,52
https://fbref.com/en/players/0b2c8585/Raul-Guti,28,12,1117,12.4,0,0,0,0,0,0,1,0,4,32,17
https://fbref.com/en/players/5b28b2f6/Josan,26,9,1078,12,1,3,4,1,0,0,3,0,37,39,61
https://fbref.com/en/players/ff800ed8/Pol-Lirola,12,7,628,7,1,0,1,1,0,0,1,0,21,19,35
https://fbref.com/en/players/01a49bd2/Lisandro-Magallan,14,11,902,10,0,0,0,0,0,0,0,1,2,16,0
https://fbref.com/en/players/0ae4e09a/Roger-Marti,12,8,655,7.3,0,1,1,0,0,0,2,0,8,7,50
https://fbref.com/en/players/11fd2b75/Omar-Mascarell,28,28,2447,27.2,0,1,1,0,0,0,6,0,27,116,6
https://fbref.com/en/players/335039a2/Pere-Milla,31,21,1843,20.5,6,1,7,3,3,3,7,0,23,65,83
https://fbref.com/en/players/608f2092/Johan-Mojica,3,3,270,3,0,0,0,0,0,0,2,0,14,9,11
https://fbref.com/en/players/004d185e/Tete-Morente,32,23,2068,23,4,0,4,4,0,0,5,0,60,63,193
https://fbref.com/en/players/a6103274/Randy-Ntekja,14,10,726,8.1,0,0,0,0,0,0,1,0,13,13,43
https://fbref.com/en/players/ac8b2421/Helibelton-Palacios,24,23,1915,21.3,0,0,0,0,0,0,6,0,25,51,25
https://fbref.com/en/players/881ef58c/Javier-Pastore,1,0,5,0.1,0,0,0,0,0,0,0,0,2,1,2
https://fbref.com/en/players/ccbbe661/Ezequiel-Ponce,33,8,1122,12.5,4,0,4,4,0,0,2,1,10,19,51
https://fbref.com/en/players/41fb0f4e/Domingos-Quina,10,2,275,3.1,0,0,0,0,0,0,3,1,12,17,7
https://fbref.com/en/players/37f827ec/Enzo-Roco,22,19,1652,18.4,0,0,0,0,0,0,7,1,6,42,2
https://fbref.com/en/players/1c2c55fc/Gonzalo-Verdu,16,9,703,7.8,1,0,1,1,0,0,1,2,0,13,0
https://fbref.com/en/players/c0b1a6da/Axel-Werner,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0
https://fbref.com/en/players/fdf4b948/Jean-Daniel-Akpa-Akpro,24,16,1356,15.1,1,1,2,1,0,0,9,2,19,39,37
https://fbref.com/en/players/f42d6c13/Nedim-Bajrami,19,8,940,10.4,1,1,2,1,0,0,1,0,22,29,47
https://fbref.com/en/players/102e2599/Tommaso-Baldanzi,26,24,1772,19.7,4,0,4,4,0,0,2,0,57,69,94
https://fbref.com/en/players/d44360be/Filippo-Bandinelli,35,28,2263,25.1,2,0,2,2,0,0,10,0,40,101,89
https://fbref.com/en/players/dd86e8e4/Liberato-Cacace,12,5,587,6.5,0,0,0,0,0,0,1,0,21,41,31
https://fbref.com/en/players/91ff775f/Nicolo-Cambiaghi,28,12,1285,14.3,6,1,7,6,0,0,5,1,73,42,99
https://fbref.com/en/players/5bd72174/Francesco-Caputo,21,20,1708,19,5,4,9,3,2,2,1,0,16,21,128
https://fbref.com/en/players/f4797849/Koni-De-Winter,14,12,1024,11.4,0,0,0,0,0,0,3,0,2,22,0
https://fbref.com/en/players/0e0d6c53/Duccio-DeglInnocenti,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
https://fbref.com/en/players/d7d32194/Mattia-Destro,17,6,572,6.4,1,0,1,1,0,0,3,0,4,4,20
https://fbref.com/en/players/6af30900/Tyronne-Ebuehi,26,22,1923,21.4,2,4,6,2,0,0,0,0,31,41,42
https://fbref.com/en/players/c20892ee/Emmanuel-Ekong,2,0,20,0.2,0,0,0,0,0,0,0,0,1,0,1
https://fbref.com/en/players/06b08c45/Jacopo-Fazzini,21,8,825,9.2,0,0,0,0,0,0,4,0,11,21,40
https://fbref.com/en/players/6cc97b6a/Alberto-Grassi,25,14,1194,13.3,0,0,0,0,0,0,3,0,5,50,10
https://fbref.com/en/players/fa449bba/Nicolas-Haas,24,12,1156,12.8,1,1,2,1,0,0,2,0,10,36,23
https://fbref.com/en/players/d7918b13/Liam-Henderson,25,11,1007,11.2,0,1,1,0,0,0,9,0,11,38,38
https://fbref.com/en/players/6b635f5c/Ardian-Ismajli,25,22,2094,23.3,0,0,0,0,0,0,3,0,10,42,0
https://fbref.com/en/players/c283ddef/Sam-Lammers,14,10,883,9.8,1,1,2,1,0,0,0,0,9,19,67
https://fbref.com/en/players/997fff07/Sebastiano-Luperto,36,36,3135,34.8,2,0,2,2,0,0,4,2,13,72,3
https://fbref.com/en/players/7fac99d4/Razvan-Marin,33,28,2538,28.2,2,4,6,2,0,0,7,0,35,118,27
https://fbref.com/en/players/c39babc1/Herculano-Nabian,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
https://fbref.com/en/players/0967845b/Fabiano-Parisi,33,33,2830,31.4,2,0,2,2,0,0,10,1,102,154,68
https://fbref.com/en/players/00a17eba/Samuele-Perisan,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0
https://fbref.com/en/players/1cadaf34/Roberto-Piccoli,13,6,516,5.7,2,0,2,2,0,0,0,0,8,4,25
https://fbref.com/en/players/2c38b327/Marko-Pjaca,17,5,525,5.8,0,0,0,0,0,0,1,0,22,18,33
https://fbref.com/en/players/86383d0e/Martin-Satriano,31,20,1705,18.9,2,1,3,2,0,0,4,0,29,22,127
https://fbref.com/en/players/13b44b02/Petar-Stojanovic,27,16,1530,17,0,1,1,0,0,0,3,0,50,91,51
https://fbref.com/en/players/8cc29864/Lorenzo-Tonelli,1,0,19,0.2,0,0,0,0,0,0,0,1,0,0,0
https://fbref.com/en/players/96640846/Samir-Ujkani,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0
https://fbref.com/en/players/77d6fd4d/Guglielmo-Vicario,31,31,2783,30.9,0,0,0,0,0,0,3,0,0,0,0
https://fbref.com/en/players/ec5dae45/Emanuel-Vignato,5,0,57,0.6,1,0,1,1,0,0,0,0,1,7,5
https://fbref.com/en/players/217875a4/Sebastian-Walukiewicz,11,6,603,6.7,0,0,0,0,0,0,0,0,6,13,0
https://fbref.com/en/players/03049c8c/Keidi-Bare,18,4,503,5.6,0,1,1,0,0,0,0,0,6,28,11
https://fbref.com/en/players/7f271d74/Wassim-Boullif,7,0,148,1.6,0,0,0,0,0,0,0,0,2,11,1
https://fbref.com/en/players/fd771f95/Martin-Braithwaite,31,29,2456,27.3,10,2,12,10,0,0,5,1,32,54,126
https://fbref.com/en/players/69cbc8b6/Leandro-Cabrera,32,31,2669,29.7,0,1,1,0,0,0,10,2,13,95,8
https://fbref.com/en/players/41b3069f/Fernando-Calero,27,20,1611,17.9,0,1,1,0,0,0,6,0,9,64,4
https://fbref.com/en/players/5b93209a/Jose-Carlos-Lazo,10,0,159,1.8,1,1,2,1,0,0,0,0,2,4,10
https://fbref.com/en/players/070a3904/Sergi-Darder,38,38,3320,36.9,6,3,9,6,0,0,4,0,111,233,75
https://fbref.com/en/players/db8f0eba/Adri-Embarba,1,0,35,0.4,0,0,0,0,0,0,0,0,1,0,2
https://fbref.com/en/players/283c7121/Edu-Exposito,28,13,1160,12.9,2,2,4,2,0,0,3,1,19,72,59
https://fbref.com/en/players/f127d782/Alvaro-Fernandez,11,11,990,11,0,0,0,0,0,0,1,0,0,0,0
https://fbref.com/en/players/87b498b0/Joan-Garcia,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0
https://fbref.com/en/players/6652cf96/Oscar-Gil,33,31,2559,28.4,0,1,1,0,0,0,14,0,39,47,111
https://fbref.com/en/players/0e5ddc7c/Dani-Gomez,8,0,88,1,0,0,0,0,0,0,2,0,1,4,9
https://fbref.com/en/players/bc6f5f06/Sergi-Gomez,29,26,2339,26,0,0,0,0,0,0,1,2,2,43,1
https://fbref.com/en/players/ee45d138/Jose-Gragera,9,5,460,5.1,1,0,1,1,0,0,2,0,0,11,3
https://fbref.com/en/players/139560df/Omar-El-Hilali,5,1,92,1,0,0,0,0,0,0,1,0,0,0,5
https://fbref.com/en/players/6265208f/Joselu,34,33,2990,33.2,16,2,18,11,5,5,2,0,23,66,147
https://fbref.com/en/players/fc076f78/Luca-Koleosho,4,0,59,0.7,1,0,1,1,0,0,0,0,4,1,15
https://fbref.com/en/players/2fa2a875/Benjamin-Lecomte,10,10,899,10,0,0,0,0,0,0,1,1,0,0,0
https://fbref.com/en/players/ea610f00/Pol-Lozano,4,0,17,0.2,0,0,0,0,0,0,1,0,0,0,0
https://fbref.com/en/players/937c6ae6/Roger-Martinez,1,0,7,0.1,0,0,0,0,0,0,0,0,0,1,0
https://fbref.com/en/players/28e957d7/Cesar-Montes,20,18,1590,17.7,3,0,3,3,0,0,6,0,13,41,4
https://fbref.com/en/players/a3e4bf46/Brian-Olivan,30,29,2403,26.7,1,7,8,1,0,0,7,0,48,80,139
https://fbref.com/en/players/97852360/Fernando-Pacheco,16,16,1440,16,0,0,0,0,0,0,0,0,0,2,0
https://fbref.com/en/players/112521d1/Pedrosa,7,2,229,2.5,0,0,0,0,0,0,0,0,7,4,21
https://fbref.com/en/players/64ba07c0/Ronael-Pierre-Gabriel,8,2,236,2.6,1,0,1,1,0,0,2,1,7,7,16
https://fbref.com/en/players/2683eda7/Javi-Puado,37,25,2340,26,7,2,9,7,0,0,4,0,60,58,117
https://fbref.com/en/players/ce8039aa/Nico-Ribaudo,32,16,1248,13.9,1,2,3,1,0,0,4,0,40,57,92
https://fbref.com/en/players/35d4f151/Ruben,18,9,888,9.9,0,2,2,0,0,0,1,0,34,14,57
https://fbref.com/en/players/6a8a7af8/Vinicius-Souza,34,27,2428,27,1,1,2,1,0,0,10,1,13,82,14
https://fbref.com/en/players/12c50af5/Denis-Suarez,18,11,945,10.5,0,0,0,0,0,0,2,0,26,43,34
https://fbref.com/en/players/e96b2583/Nabil-Touaizi,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1
https://fbref.com/en/players/04965583/Aleix-Vidal,25,10,1025,11.4,0,3,3,0,0,0,10,1,16,23,53
https://fbref.com/en/players/cea4ee8f/Dele-Alli,2,0,40,0.4,0,0,0,0,0,0,0,0,0,1,1
https://fbref.com/en/players/7b4de647/Asmir-Begovic,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0
https://fbref.com/en/players/59e6e5bf/Dominic-Calvert-Lewin,17,15,1165,12.9,2,1,3,1,1,1,3,0,18,15,56
https://fbref.com/en/players/4506aec5/Thomas-Cannon,2,0,25,0.3,0,0,0,0,0,0,0,0,1,0,2
https://fbref.com/en/players/2928dca2/Conor-Coady,24,23,2096,23.3,1,1,2,1,0,0,2,0,4,43,1
https://fbref.com/en/players/0420d84f/Seamus-Coleman,23,20,1656,18.4,1,0,1,1,0,0,1,0,13,61,37
https://fbref.com/en/players/9228b07c/Tom-Davies,19,4,538,6,0,0,0,0,0,0,3,0,2,30,13
https://fbref.com/en/players/02b29014/Abdoulaye-Doucoure,25,17,1533,17,5,2,7,5,0,0,6,1,23,38,66
https://fbref.com/en/players/72c812f3/Idrissa-Gana-Gueye,33,32,2577,28.6,0,1,1,0,0,0,7,0,27,98,19
https://fbref.com/en/players/4e015693/James-Garner,16,7,804,8.9,0,1,1,0,0,0,3,0,8,33,18
https://fbref.com/en/players/9f7c837d/Ben-Godfrey,13,10,802,8.9,0,1,1,0,0,0,2,0,9,19,7
https://fbref.com/en/players/2bd83368/Anthony-Gordon,16,12,1095,12.2,3,0,3,3,0,0,6,0,28,19,67
https://fbref.com/en/players/4468ec10/Demarai-Gray,33,27,2507,27.9,4,1,5,2,2,2,3,0,94,46,199
https://fbref.com/en/players/d0042ab9/Mason-Holgate,8,5,507,5.6,0,0,0,0,0,0,3,1,4,14,5
https://fbref.com/en/players/6ca5ec4b/Alex-Iwobi,38,38,3378,37.5,2,7,9,2,0,0,2,0,90,194,145
https://fbref.com/en/players/c5b7c315/Michael-Keane,12,10,985,10.9,1,2,3,1,0,0,0,0,2,31,4
https://fbref.com/en/players/4bcf39f6/Neal-Maupay,27,11,1118,12.4,1,0,1,1,0,0,4,0,8,11,61
https://fbref.com/en/players/fc15fb84/Dwight-McNeil,36,28,2498,27.8,7,3,10,7,0,0,5,0,76,69,128
https://fbref.com/en/players/6d5701f2/Yerry-Mina,7,7,594,6.6,2,0,2,2,0,0,2,0,1,13,3
https://fbref.com/en/players/30d4a2e5/Vitaliy-Mykolenko,34,30,2655,29.5,0,0,0,0,0,0,4,0,31,100,72
https://fbref.com/en/players/828657ff/Amadou-Onana,33,29,2488,27.6,1,2,3,1,0,0,9,0,27,79,49
https://fbref.com/en/players/230f0471/Nathan-Patterson,19,14,1279,14.2,0,0,0,0,0,0,3,0,16,24,51
https://fbref.com/en/players/4806ec67/Jordan-Pickford,37,37,3330,37,0,1,1,0,0,0,6,0,0,2,0
