"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","GA_Goals","PKA_Goals","FK_Goals","CK_Goals","OG_Goals","PSxG_Expected","PSxG_per_SoT_Expected","PSxG+_per__minus__Expected","_per_90_Expected","Cmp_Launched","Att_Launched","Cmp_percent_Launched","Att_Passes","Thr_Passes","Launch_percent_Passes","AvgLen_Passes","Att_Goal","Launch_percent_Goal","AvgLen_Goal","Opp_Crosses","Stp_Crosses","Stp_percent_Crosses","#OPA_Sweeper","#OPA_per_90_Sweeper","AvgDist_Sweeper","Url"
2023,"Barcelona","La Liga","Iñaki Peña","ESP","GK","23",1999,0.8,2,0,0,0,0,1.4,0.36,-0.6,-0.7,1,3,33.3,23,5,13,25.2,4,0,22.8,7,0,0,2,2.47,16.5,"https://fbref.com/en/players/cc1c5035/Inaki-Pena"
2023,"Barcelona","La Liga","Marc-André ter Stegen","GER","GK","30",1992,37.2,18,3,0,2,3,23.7,0.21,8.7,0.23,168,335,50.1,1215,185,22.1,28.9,197,34,35.2,368,18,4.9,41,1.1,16.4,"https://fbref.com/en/players/6f51e382/Marc-Andre-ter-Stegen"
2023,"Bayern Munich","Bundesliga","Manuel Neuer","GER","GK","36",1986,12,11,2,0,0,0,14.7,0.29,3.7,0.31,39,79,49.4,435,81,16.6,26.8,69,10.1,23.8,103,4,3.9,23,1.92,19.5,"https://fbref.com/en/players/8778c910/Manuel-Neuer"
2023,"Bayern Munich","Bundesliga","Yann Sommer","SUI","GK","33",1988,19,25,7,1,1,0,23.7,0.32,-1.3,-0.07,48,118,40.7,651,83,14.6,25.1,98,23.5,28.7,212,12,5.7,27,1.42,16.7,"https://fbref.com/en/players/420c18a1/Yann-Sommer"
2023,"Bayern Munich","Bundesliga","Sven Ulreich","GER","GK","33",1988,3,2,0,0,1,0,2.4,0.18,0.4,0.13,9,26,34.6,112,21,20.5,26,18,16.7,23.4,34,2,5.9,4,1.33,17.5,"https://fbref.com/en/players/7d3e7da6/Sven-Ulreich"
2023,"Betis","La Liga","Claudio Bravo","CHI","GK","39",1983,12,9,1,0,1,0,11,0.24,2,0.17,75,225,33.3,288,42,51.7,39.6,101,75.2,52.5,213,4,1.9,6,0.5,12.1,"https://fbref.com/en/players/10072610/Claudio-Bravo"
2023,"Betis","La Liga","Rui Silva","POR","GK","28",1994,26,32,2,1,6,1,32.9,0.3,1.9,0.07,154,410,37.6,668,107,40.7,35.6,214,64.5,47.5,369,18,4.9,37,1.42,16.6,"https://fbref.com/en/players/ea83bfa6/Rui-Silva"
2023,"Bochum","Bundesliga","Manuel Riemann","GER","GK","33",1988,34,72,8,2,9,3,69,0.3,0,0,554,1175,47.1,1489,83,66.8,44.7,261,69,50.6,536,31,5.8,121,3.56,22.2,"https://fbref.com/en/players/9f941969/Manuel-Riemann"
2023,"Bologna","Serie A","Francesco Bardi","ITA","GK","30",1992,1,0,0,0,0,0,0.6,0.16,0.6,0.56,5,9,55.6,13,5,38.5,35.6,9,44.4,33.4,10,0,0,0,0,NA,"https://fbref.com/en/players/0acda699/Francesco-Bardi"
2023,"Bologna","Serie A","Łukasz Skorupski","POL","GK","31",1991,37,49,7,1,6,3,47.8,0.25,1.8,0.05,146,371,39.4,933,206,29.8,31.7,278,33.5,33,492,29,5.9,24,0.65,12.9,"https://fbref.com/en/players/ab4449d6/Lukasz-Skorupski"
2023,"Bournemouth","Premier League","Neto","BRA","GK","33",1989,26.5,39,4,0,8,1,39.7,0.26,1.7,0.06,160,437,36.6,601,136,47.4,37.8,231,65.8,44.6,510,35,6.9,25,0.94,12.1,"https://fbref.com/en/players/a9dc785c/Neto"
2023,"Bournemouth","Premier League","Mark Travers","IRL","GK","23",1999,11.5,32,2,0,8,2,24,0.34,-6,-0.52,71,154,46.1,250,54,35.6,31.9,118,55.1,43.8,229,5,2.2,5,0.43,10.5,"https://fbref.com/en/players/fe558029/Mark-Travers"
2023,"Brentford","Premier League","David Raya","ESP","GK","26",1995,38,46,2,0,9,3,48,0.24,5,0.13,347,882,39.3,1367,160,50.7,39.5,269,70.3,51.8,598,52,8.7,54,1.42,15.8,"https://fbref.com/en/players/98ea5115/David-Raya"
2023,"Brest","Ligue 1","Marco Bizot","NED","GK","31",1991,37,54,7,1,11,2,54.9,0.26,2.9,0.08,198,477,41.5,806,163,38.2,35.5,289,58.5,43.9,520,30,5.8,25,0.68,11.6,"https://fbref.com/en/players/3d214e5f/Marco-Bizot"
2023,"Brest","Ligue 1","Joaquín Blázquez","ARG","GK","21",2001,1,0,0,0,0,0,0.2,0.06,0.2,0.17,8,13,61.5,18,3,61.1,45.7,11,18.2,26.3,11,2,18.2,0,0,3.5,"https://fbref.com/en/players/6a9e4913/Joaquin-Blazquez"
2023,"Brighton","Premier League","Robert Sánchez","ESP","GK","24",1997,23,30,5,0,4,3,24.2,0.25,-2.8,-0.12,60,205,29.3,645,103,24.2,28.9,131,37.4,35.1,229,17,7.4,13,0.57,12.3,"https://fbref.com/en/players/6a713852/Robert-Sanchez"
2023,"Brighton","Premier League","Jason Steele","ENG","GK","31",1990,15,23,1,0,2,3,18.5,0.29,-1.5,-0.1,34,74,45.9,483,48,14.9,24.2,55,3.6,13.9,126,10,7.9,19,1.27,15.7,"https://fbref.com/en/players/28300a16/Jason-Steele"
2023,"Celta Vigo","La Liga","Agustín Marchesín","ARG","GK","34",1988,19,29,2,1,4,1,20.7,0.24,-7.3,-0.38,103,267,38.6,500,75,39.8,35.3,131,51.9,42.9,253,14,5.5,25,1.32,18.1,"https://fbref.com/en/players/853b7c48/Agustin-Marchesin"
2023,"Celta Vigo","La Liga","Iván Villar","ESP","GK","25",1997,19,24,3,0,6,0,22.2,0.31,-1.8,-0.09,81,239,33.9,435,96,34.7,33.8,157,56.1,44.8,256,8,3.1,14,0.74,14.2,"https://fbref.com/en/players/cde52ef5/Ivan-Villar"
2023,"Chelsea","Premier League","Kepa Arrizabalaga","ESP","GK","27",1994,28.5,33,1,1,4,3,35,0.29,5,0.18,68,213,31.9,864,151,17.1,26.3,182,35.7,31.5,332,15,4.5,52,1.82,16.9,"https://fbref.com/en/players/28d596a0/Kepa-Arrizabalaga"
2023,"Chelsea","Premier League","Edouard Mendy","SEN","GK","30",1992,9.5,14,0,0,4,0,11.9,0.33,-2.1,-0.22,27,77,35.1,226,47,22.1,27.6,63,42.9,34.4,128,9,7,11,1.16,13.7,"https://fbref.com/en/players/33887998/Edouard-Mendy"
2023,"Clermont Foot","Ligue 1","Mory Diaw","SEN","GK","29",1993,37,47,8,0,5,0,55.4,0.28,8.4,0.23,235,601,39.1,1209,173,40,37,255,45.9,40.4,464,34,7.3,25,0.68,11.5,"https://fbref.com/en/players/f41a69e6/Mory-Diaw"
2023,"Clermont Foot","Ligue 1","Ouparine Djoco","SEN","GK","24",1998,1,2,0,0,0,0,1,0.34,-1,-0.97,3,17,17.6,30,4,40,33.6,10,50,31.7,14,1,7.1,5,5,21.3,"https://fbref.com/en/players/62124972/Ouparine-Djoco"
2023,"Cremonese","Serie A","Marco Carnesecchi","ITA","GK","22",2000,27,47,2,3,7,1,44.2,0.28,-1.8,-0.07,157,523,30,745,135,52.2,41.4,203,66,53.1,402,29,7.2,29,1.07,14.1,"https://fbref.com/en/players/8ec56e62/Marco-Carnesecchi"
2023,"Cremonese","Serie A","Ionuț Radu","ROU","GK","25",1997,9,19,3,0,3,0,21,0.29,2,0.22,38,143,26.6,265,34,41.1,37.3,67,50.7,46.3,107,6,5.6,9,1,14.5,"https://fbref.com/en/players/67f649be/Ionut-Radu"
2023,"Cremonese","Serie A","Mouhamadou Sarr","SEN","GK","25",1997,2,3,0,0,1,0,2.9,0.36,-0.1,-0.05,19,38,50,71,12,40.8,35.7,12,75,53.6,18,0,0,1,0.5,8.6,"https://fbref.com/en/players/b959a0d1/Mouhamadou-Sarr"
2023,"Crystal Palace","Premier League","Vicente Guaita","ESP","GK","35",1987,27,34,2,0,4,2,32.4,0.26,0.4,0.01,115,320,35.9,635,140,34.5,32.3,206,49,37.4,410,26,6.3,26,0.96,13.1,"https://fbref.com/en/players/ab13a5aa/Vicente-Guaita"
2023,"Crystal Palace","Premier League","Sam Johnstone","ENG","GK","29",1993,9,10,2,0,4,1,10,0.24,1,0.11,30,99,30.3,233,41,31.8,31.8,46,54.3,42.8,104,2,1.9,11,1.22,15.4,"https://fbref.com/en/players/9e5708be/Sam-Johnstone"
2023,"Crystal Palace","Premier League","Joseph Whitworth","ENG","GK","18",2004,2,5,0,0,0,0,2.3,0.23,-2.7,-1.33,8,27,29.6,68,8,29.4,30.1,15,46.7,36.7,25,1,4,3,1.5,15.4,"https://fbref.com/en/players/3f847d95/Joseph-Whitworth"
2023,"Cádiz","La Liga","David Gil","ESP","GK","28",1994,4,5,1,0,1,0,6.3,0.23,1.3,0.32,34,94,36.2,93,15,64.5,46.4,36,94.4,65.1,56,2,3.6,4,1,13.6,"https://fbref.com/en/players/fea23125/David-Gil"
2023,"Cádiz","La Liga","Jeremías Ledesma","ARG","GK","29",1993,34,48,8,1,6,0,47.1,0.22,-0.9,-0.03,236,735,32.1,824,135,58.5,44.9,285,88.8,64.1,595,42,7.1,26,0.76,10.8,"https://fbref.com/en/players/6c4776b1/Jeremias-Ledesma"
