Url,PPM_Team.Success,onG_Team.Success,onGA_Team.Success,plus_per__minus__Team.Success
https://fbref.com/en/players/13d23b29/Antonios-Papadopoulos,0,0,0,0
https://fbref.com/en/players/1866b0f1/Marco-Pasalic,0,0,1,-1
https://fbref.com/en/players/5c899683/Felix-Passlack,3,2,0,2
https://fbref.com/en/players/36a3ff67/Marco-Reus,2.28,32,19,13
https://fbref.com/en/players/7fa4e703/Gio-Reyna,1.95,21,13,8
https://fbref.com/en/players/90c1f9a4/Tom-Rothe,1.5,1,0,1
https://fbref.com/en/players/009a4f60/Julian-Ryerson,2.35,47,19,28
https://fbref.com/en/players/34e12499/Nico-Schlotterbeck,2.11,57,34,23
https://fbref.com/en/players/e33c06cf/Niklas-Sule,2.07,61,33,28
https://fbref.com/en/players/fa661778/Marius-Wolf,2.32,48,20,28
https://fbref.com/en/players/4cd41883/Paxten-Aaronson,1.14,4,0,4
https://fbref.com/en/players/834d0be5/Lucas-Alario,1.25,5,9,-4
https://fbref.com/en/players/00f518d8/Faride-Alidou,1.13,3,4,-1
https://fbref.com/en/players/c68da769/Rafael-Borre,1.44,13,21,-8
https://fbref.com/en/players/b4705807/Aurelio-Buta,1.11,19,21,-2
https://fbref.com/en/players/b3b7f5a6/Timothy-Chandler,2.17,1,5,-4
https://fbref.com/en/players/95bb6ddc/Junior-Dina-Ebimbe,1.79,24,19,5
https://fbref.com/en/players/277be51d/Dario-Gebuhr,0,0,0,0
https://fbref.com/en/players/9efa1d25/Mario-Gotze,1.53,55,43,12
https://fbref.com/en/players/f26dee6b/Jens-Grahl,NA,NA,NA,NA
https://fbref.com/en/players/9ab16552/Makoto-Hasebe,1.22,17,23,-6
https://fbref.com/en/players/a8ee54ad/Kristijan-Jakic,1.58,37,21,16
https://fbref.com/en/players/15b287da/Daichi-Kamada,1.47,49,37,12
https://fbref.com/en/players/19a967ab/Ansgar-Knauff,1.38,20,26,-6
https://fbref.com/en/players/c0b3669f/Randal-Kolo-Muani,1.53,51,39,12
https://fbref.com/en/players/b1cd37e6/Filip-Kostic,0,1,5,-4
https://fbref.com/en/players/bbd86530/Christopher-Lenz,1.58,27,21,6
https://fbref.com/en/players/37dc1a48/Jesper-Lindstrom,1.63,33,28,5
https://fbref.com/en/players/826e8b63/Philipp-Max,1.2,11,13,-2
https://fbref.com/en/players/441197b8/Obite-NDicka,1.6,54,44,10
https://fbref.com/en/players/e81f0356/Jerome-Onguene,NA,NA,NA,NA
https://fbref.com/en/players/3b61c9ec/Luca-Pellegrini,1.56,10,7,3
https://fbref.com/en/players/b90c4a43/Diant-Ramaj,1,1,1,0
https://fbref.com/en/players/e12b0b5b/Sebastian-Rode,1.48,27,29,-2
https://fbref.com/en/players/c967f6b8/Hrvoje-Smolcic,1.89,8,5,3
https://fbref.com/en/players/4c6facae/Djibril-Sow,1.5,48,43,5
https://fbref.com/en/players/c8c60119/Almamy-Toure,1.57,10,12,-2
https://fbref.com/en/players/ce17b5eb/Kevin-Trapp,1.48,57,51,6
https://fbref.com/en/players/35d64857/Tuta,1.48,53,45,8
https://fbref.com/en/players/1c86aa16/Marcel-Wenig,3,0,0,0
https://fbref.com/en/players/b907d169/Alejandro-Alfaro,0,0,0,0
https://fbref.com/en/players/e4346678/Edgar-Badia,0.69,29,63,-34
https://fbref.com/en/players/697295b1/Pedro-Bigas,0.57,11,41,-30
https://fbref.com/en/players/1657f448/Lautaro-Blanco,1,9,16,-7
https://fbref.com/en/players/d49f3e6b/Lucas-Boye,0.69,24,47,-23
https://fbref.com/en/players/2dce876a/Carmona,1,5,10,-5
https://fbref.com/en/players/873ce3a2/Pape-Cheikh-Diop,0.33,2,1,1
https://fbref.com/en/players/33a61a52/Carlos-Clerc,0.72,24,50,-26
https://fbref.com/en/players/60bd361e/Manu-Cocca,NA,NA,NA,NA
https://fbref.com/en/players/85dace26/Alex-Collado,0.5,6,17,-11
https://fbref.com/en/players/5e95c000/John-Donald,0.86,11,14,-3
https://fbref.com/en/players/3409de86/Nicolas-Ezequiel-Fernandez,0.44,5,10,-5
https://fbref.com/en/players/f25b010f/Federico-Fernandez,0,1,2,-1
https://fbref.com/en/players/eb82b6f1/Fidel,0.81,14,29,-15
https://fbref.com/en/players/4ac7608e/Diego-Gonzalez,0.5,8,23,-15
https://fbref.com/en/players/ac454a4f/Gerard-Gumbau,0.69,24,54,-30
https://fbref.com/en/players/0b2c8585/Raul-Guti,0.68,11,25,-14
https://fbref.com/en/players/5b28b2f6/Josan,0.62,13,18,-5
https://fbref.com/en/players/ff800ed8/Pol-Lirola,0.25,5,17,-12
https://fbref.com/en/players/20b73779/Jesus-Lopez,NA,NA,NA,NA
https://fbref.com/en/players/01a49bd2/Lisandro-Magallan,1.14,14,11,3
https://fbref.com/en/players/0ae4e09a/Roger-Marti,0.42,3,12,-9
https://fbref.com/en/players/11fd2b75/Omar-Mascarell,0.46,18,52,-34
https://fbref.com/en/players/d70a000f/Rodrigo-Mendoza,NA,NA,NA,NA
https://fbref.com/en/players/335039a2/Pere-Milla,0.69,18,45,-27
https://fbref.com/en/players/608f2092/Johan-Mojica,0.33,1,5,-4
https://fbref.com/en/players/004d185e/Tete-Morente,0.66,20,33,-13
https://fbref.com/en/players/dc233f9d/Juan-Navarro,NA,NA,NA,NA
https://fbref.com/en/players/a6103274/Randy-Ntekja,1.14,5,9,-4
https://fbref.com/en/players/ac8b2421/Helibelton-Palacios,0.63,15,41,-26
https://fbref.com/en/players/b2008684/Javi-Pamies,NA,NA,NA,NA
https://fbref.com/en/players/881ef58c/Javier-Pastore,1,0,0,0
https://fbref.com/en/players/ccbbe661/Ezequiel-Ponce,0.58,14,17,-3
https://fbref.com/en/players/41fb0f4e/Domingos-Quina,0.3,2,8,-6
https://fbref.com/en/players/37f827ec/Enzo-Roco,0.59,16,36,-20
https://fbref.com/en/players/f188f017/Marco-Soler,NA,NA,NA,NA
https://fbref.com/en/players/1c2c55fc/Gonzalo-Verdu,0.88,4,12,-8
https://fbref.com/en/players/c0b1a6da/Axel-Werner,0,1,4,-3
https://fbref.com/en/players/fdf4b948/Jean-Daniel-Akpa-Akpro,1.29,17,20,-3
https://fbref.com/en/players/9ee1d39e/Samuele-Angori,NA,NA,NA,NA
https://fbref.com/en/players/f42d6c13/Nedim-Bajrami,1.21,8,14,-6
https://fbref.com/en/players/102e2599/Tommaso-Baldanzi,1.15,17,23,-6
https://fbref.com/en/players/d44360be/Filippo-Bandinelli,1.17,24,27,-3
https://fbref.com/en/players/dd86e8e4/Liberato-Cacace,0.5,6,9,-3
https://fbref.com/en/players/91ff775f/Nicolo-Cambiaghi,1.32,20,12,8
https://fbref.com/en/players/5bd72174/Francesco-Caputo,1.19,22,22,0
https://fbref.com/en/players/8c964914/Giovanni-Crociata,NA,NA,NA,NA
https://fbref.com/en/players/f4797849/Koni-De-Winter,1,9,17,-8
https://fbref.com/en/players/0e0d6c53/Duccio-DeglInnocenti,0,0,1,-1
https://fbref.com/en/players/d7d32194/Mattia-Destro,1.06,5,11,-6
https://fbref.com/en/players/6af30900/Tyronne-Ebuehi,1.42,24,24,0
https://fbref.com/en/players/c20892ee/Emmanuel-Ekong,0.5,1,1,0
https://fbref.com/en/players/06b08c45/Jacopo-Fazzini,1.38,6,9,-3
https://fbref.com/en/players/6cc97b6a/Alberto-Grassi,1.12,17,16,1
https://fbref.com/en/players/e49193cf/Gabriele-Guarino,NA,NA,NA,NA
https://fbref.com/en/players/fa449bba/Nicolas-Haas,1.25,9,17,-8
https://fbref.com/en/players/d7918b13/Liam-Henderson,1.16,10,19,-9
https://fbref.com/en/players/a6b961ea/Lorenzo-Ignacchiti,NA,NA,NA,NA
https://fbref.com/en/players/0472ad0a/Gabriele-Indragoli,NA,NA,NA,NA
https://fbref.com/en/players/6b635f5c/Ardian-Ismajli,1.12,24,27,-3
https://fbref.com/en/players/c283ddef/Sam-Lammers,1.21,8,14,-6
https://fbref.com/en/players/997fff07/Sebastiano-Luperto,1.08,34,44,-10
https://fbref.com/en/players/24a218e6/Gian-Marco-Fantoni,NA,NA,NA,NA
https://fbref.com/en/players/7fac99d4/Razvan-Marin,1.09,25,39,-14
https://fbref.com/en/players/99a4bb79/Davide-Merola,NA,NA,NA,NA
https://fbref.com/en/players/c39babc1/Herculano-Nabian,0,0,0,0
https://fbref.com/en/players/0967845b/Fabiano-Parisi,1.21,31,37,-6
https://fbref.com/en/players/00a17eba/Samuele-Perisan,0.57,3,9,-6
https://fbref.com/en/players/1cadaf34/Roberto-Piccoli,0.85,5,7,-2
https://fbref.com/en/players/2c38b327/Marko-Pjaca,1.12,7,8,-1
https://fbref.com/en/players/6ab24faf/Alessandro-Renzi,NA,NA,NA,NA
https://fbref.com/en/players/86383d0e/Martin-Satriano,1.03,15,27,-12
https://fbref.com/en/players/70a10677/Jacopo-Seghetti,NA,NA,NA,NA
https://fbref.com/en/players/13b44b02/Petar-Stojanovic,1.04,14,28,-14
https://fbref.com/en/players/4c909198/Lovro-Stubljar,NA,NA,NA,NA
https://fbref.com/en/players/92948398/Leo-Stulac,NA,NA,NA,NA
https://fbref.com/en/players/8cc29864/Lorenzo-Tonelli,1.5,1,2,-1
https://fbref.com/en/players/96640846/Samir-Ujkani,0,0,1,-1
https://fbref.com/en/players/77d6fd4d/Guglielmo-Vicario,1.26,34,39,-5
https://fbref.com/en/players/ec5dae45/Emanuel-Vignato,0.4,2,2,0
https://fbref.com/en/players/217875a4/Sebastian-Walukiewicz,1.27,8,9,-1
https://fbref.com/en/players/03049c8c/Keidi-Bare,0.89,5,12,-7
https://fbref.com/en/players/7f271d74/Wassim-Boullif,1.43,5,6,-1
https://fbref.com/en/players/fd771f95/Martin-Braithwaite,0.94,35,46,-11
https://fbref.com/en/players/69cbc8b6/Leandro-Cabrera,1.03,40,54,-14
https://fbref.com/en/players/41b3069f/Fernando-Calero,1.07,21,29,-8
https://fbref.com/en/players/5b93209a/Jose-Carlos-Lazo,0.9,7,2,5
https://fbref.com/en/players/070a3904/Sergi-Darder,0.97,51,64,-13
https://fbref.com/en/players/db8f0eba/Adri-Embarba,1,2,1,1
https://fbref.com/en/players/283c7121/Edu-Exposito,0.89,21,26,-5
https://fbref.com/en/players/f127d782/Alvaro-Fernandez,1.33,17,18,-1
https://fbref.com/en/players/c81b26e2/Fortuno,NA,NA,NA,NA
https://fbref.com/en/players/87b498b0/Joan-Garcia,1,3,3,0
https://fbref.com/en/players/6652cf96/Oscar-Gil,1.06,34,48,-14
https://fbref.com/en/players/0e5ddc7c/Dani-Gomez,0.38,2,1,1
https://fbref.com/en/players/bc6f5f06/Sergi-Gomez,0.79,35,46,-11
https://fbref.com/en/players/ee45d138/Jose-Gragera,0.89,3,6,-3
https://fbref.com/en/players/139560df/Omar-El-Hilali,0.8,2,2,0
https://fbref.com/en/players/6265208f/Joselu,0.94,43,61,-18
https://fbref.com/en/players/fc076f78/Luca-Koleosho,0.5,3,1,2
https://fbref.com/en/players/2fa2a875/Benjamin-Lecomte,0.8,10,14,-4
https://fbref.com/en/players/ea610f00/Pol-Lozano,0.75,0,1,-1
https://fbref.com/en/players/937c6ae6/Roger-Martinez,1,0,1,-1
https://fbref.com/en/players/28e957d7/Cesar-Montes,0.9,26,40,-14
https://fbref.com/en/players/a3e4bf46/Brian-Olivan,1.1,37,44,-7
https://fbref.com/en/players/97852360/Fernando-Pacheco,0.94,23,33,-10
https://fbref.com/en/players/112521d1/Pedrosa,0.86,4,3,1
https://fbref.com/en/players/64ba07c0/Ronael-Pierre-Gabriel,1,3,5,-2
https://fbref.com/en/players/2683eda7/Javi-Puado,0.97,37,44,-7
https://fbref.com/en/players/edeacb66/Joan-Puig,NA,NA,NA,NA
https://fbref.com/en/players/ce8039aa/Nico-Ribaudo,0.91,23,28,-5
https://fbref.com/en/players/35d4f151/Ruben,0.56,10,25,-15
https://fbref.com/en/players/6a8a7af8/Vinicius-Souza,1,34,47,-13
https://fbref.com/en/players/12c50af5/Denis-Suarez,0.94,16,23,-7
https://fbref.com/en/players/e96b2583/Nabil-Touaizi,1,1,0,1
https://fbref.com/en/players/04965583/Aleix-Vidal,1.16,18,19,-1
https://fbref.com/en/players/de903ae2/Daniel-Villahermosa,NA,NA,NA,NA
https://fbref.com/en/players/c9093a1a/Kyle-Alex-John,NA,NA,NA,NA
https://fbref.com/en/players/cc700722/Allan,NA,NA,NA,NA
https://fbref.com/en/players/cea4ee8f/Dele-Alli,0,1,1,0
https://fbref.com/en/players/7b4de647/Asmir-Begovic,3,1,0,1
https://fbref.com/en/players/59e6e5bf/Dominic-Calvert-Lewin,0.82,12,22,-10
https://fbref.com/en/players/4506aec5/Thomas-Cannon,0,0,1,-1
https://fbref.com/en/players/2928dca2/Conor-Coady,1,16,28,-12
https://fbref.com/en/players/0420d84f/Seamus-Coleman,0.91,15,25,-10
https://fbref.com/en/players/9228b07c/Tom-Davies,1,3,9,-6
https://fbref.com/en/players/02b29014/Abdoulaye-Doucoure,1.2,18,26,-8
https://fbref.com/en/players/72c812f3/Idrissa-Gana-Gueye,1,25,45,-20
https://fbref.com/en/players/4e015693/James-Garner,0.88,12,13,-1
https://fbref.com/en/players/6bd603db/Jean-Philippe-Gbamin,NA,NA,NA,NA
https://fbref.com/en/players/9f7c837d/Ben-Godfrey,0.62,10,18,-8
https://fbref.com/en/players/1961b2aa/Andre-Gomes,NA,NA,NA,NA
https://fbref.com/en/players/2bd83368/Anthony-Gordon,0.88,10,13,-3
https://fbref.com/en/players/4468ec10/Demarai-Gray,0.79,20,39,-19
https://fbref.com/en/players/d0042ab9/Mason-Holgate,0.5,4,9,-5
https://fbref.com/en/players/6ca5ec4b/Alex-Iwobi,0.95,34,56,-22
https://fbref.com/en/players/1148323a/Eldin-Jakupovic,NA,NA,NA,NA
https://fbref.com/en/players/c5b7c315/Michael-Keane,0.83,11,22,-11
https://fbref.com/en/players/165cf989/Andy-Lonergan,NA,NA,NA,NA
https://fbref.com/en/players/4bcf39f6/Neal-Maupay,1,12,19,-7
https://fbref.com/en/players/66c0246b/Sean-McAllister,NA,NA,NA,NA
https://fbref.com/en/players/fc15fb84/Dwight-McNeil,0.97,26,46,-20
https://fbref.com/en/players/c0a454d5/Stanley-Mills,NA,NA,NA,NA
https://fbref.com/en/players/6d5701f2/Yerry-Mina,1,8,9,-1
https://fbref.com/en/players/30d4a2e5/Vitaliy-Mykolenko,0.91,28,46,-18
https://fbref.com/en/players/828657ff/Amadou-Onana,1.03,22,37,-15
https://fbref.com/en/players/230f0471/Nathan-Patterson,0.74,13,22,-9
https://fbref.com/en/players/4806ec67/Jordan-Pickford,0.89,33,57,-24
https://fbref.com/en/players/b9403c99/Isaac-Price,0,1,0,1
https://fbref.com/en/players/b318a643/Salomon-Rondon,1.14,1,2,-1
https://fbref.com/en/players/da95fde0/Ishe-Samuels-Smith,NA,NA,NA,NA
https://fbref.com/en/players/26d3b5be/Ellis-Simms,0.73,3,4,-1
https://fbref.com/en/players/15ea812b/James-Tarkowski,0.95,34,57,-23
https://fbref.com/en/players/b937e490/Ruben-Vinagre,0.5,0,0,0
https://fbref.com/en/players/8e633970/Lewis-Warrington,NA,NA,NA,NA
https://fbref.com/en/players/a182122b/Reece-Welch,NA,NA,NA,NA
https://fbref.com/en/players/13b9e2fb/Lorenzo-Amatucci,NA,NA,NA,NA
https://fbref.com/en/players/5a2cb25d/Sofyan-Amrabat,1.41,29,27,2
https://fbref.com/en/players/a820e429/Arthur,1.5,25,17,8
https://fbref.com/en/players/01efac19/Antonin-Barak,1.33,25,26,-1
https://fbref.com/en/players/0000acda/Marco-Benassi,1.5,2,2,0
https://fbref.com/en/players/d65cf468/Alessandro-Bianco,1.71,3,1,2
https://fbref.com/en/players/9e1577aa/Cristiano-Biraghi,1.55,37,35,2
https://fbref.com/en/players/d995ed27/Giacomo-Bonaventura,1.5,28,25,3
https://fbref.com/en/players/d4a2533d/Josip-Brekalo,1.5,4,1,3
https://fbref.com/en/players/0728bebe/Gaetano-Castrovilli,1.67,17,8,9
https://fbref.com/en/players/efdeaff3/Michele-Cerofolini,2.6,13,3,10
https://fbref.com/en/players/2110f96c/Filippo-Distefano,NA,NA,NA,NA
https://fbref.com/en/players/b5f7d10b/Dodo,1.58,38,28,10
https://fbref.com/en/players/528492ea/Alfred-Duncan,1.56,17,10,7
https://fbref.com/en/players/8b38f187/Costantino-Favasuli,NA,NA,NA,NA
https://fbref.com/en/players/f0f7f62f/Pierluigi-Gollini,1.67,3,2,1
https://fbref.com/en/players/2374aaca/Nicolas-Gonzalez,1.54,23,16,7
https://fbref.com/en/players/a4e85758/Igor,1.33,26,24,2
https://fbref.com/en/players/42eaa028/Jonathan-Ikone,1.52,30,23,7
https://fbref.com/en/players/4d8cd038/Luka-Jovic,1.19,24,23,1
https://fbref.com/en/players/e19660a8/Michael-Kayode,NA,NA,NA,NA
https://fbref.com/en/players/58e933d2/Christian-Kouame,1.39,27,27,0
https://fbref.com/en/players/445ba3ea/Dimo-Krastev,NA,NA,NA,NA
https://fbref.com/en/players/4c8845f7/Youssef-Maleh,1.29,3,6,-3
https://fbref.com/en/players/c7259b83/Rolando-Mandragora,1.55,29,22,7
https://fbref.com/en/players/968ddd14/Tommaso-Martinelli,NA,NA,NA,NA
https://fbref.com/en/players/3ec3c1c9/Lucas-Martinez-Quarta,1.48,33,31,2
https://fbref.com/en/players/bee704fc/Nikola-Milenkovic,1.48,34,27,7
https://fbref.com/en/players/f35430a4/Matija-Nastasic,NA,NA,NA,NA
https://fbref.com/en/players/8c63fae5/Luca-Ranieri,2,14,5,9
https://fbref.com/en/players/3bb7af3b/Riccardo-Saponara,1.55,21,17,4
https://fbref.com/en/players/10dc46f0/Salvatore-Sirigu,3,2,0,2
https://fbref.com/en/players/94816803/Riccardo-Sottil,1.56,12,6,6
https://fbref.com/en/players/e1b0a70d/Pietro-Terracciano,1.21,35,38,-3
https://fbref.com/en/players/3ef0a2d7/Aleksa-Terzic,1.32,16,8,8
https://fbref.com/en/players/4a3a546f/Tommaso-Vannucchi,NA,NA,NA,NA
https://fbref.com/en/players/983ff2c7/Lorenzo-Venuti,1.35,12,13,-1
https://fbref.com/en/players/4e1d5e59/Szymon-Zurkowski,2,1,0,1
https://fbref.com/en/players/dbd1b101/Noah-Atubolu,NA,NA,NA,NA
https://fbref.com/en/players/d01bbb6f/Ritsu-Doan,1.79,45,34,11
https://fbref.com/en/players/beb882a8/Maximilian-Eggestein,1.71,36,34,2
https://fbref.com/en/players/56e6a1c9/Kimberly-Ezekwem,0,0,0,0
https://fbref.com/en/players/a92ab7be/Mark-Flekken,1.74,51,44,7
https://fbref.com/en/players/f521b80a/Matthias-Ginter,1.74,51,44,7
https://fbref.com/en/players/8e235926/Michael-Gregoritsch,1.7,37,26,11
https://fbref.com/en/players/54e4866f/Vincenzo-Grifo,1.79,45,26,19
https://fbref.com/en/players/25ab9c9c/Manuel-Gulde,1.4,6,15,-9
https://fbref.com/en/players/8593f88c/Christian-Gunter,1.76,46,40,6
https://fbref.com/en/players/5d8e331f/Nicolas-Hofler,1.75,47,39,8
https://fbref.com/en/players/ca618d23/Lucas-Holer,1.62,22,23,-1
https://fbref.com/en/players/d2c580ce/Yannik-Keitel,1.86,13,9,4
https://fbref.com/en/players/2a29eb9b/Lukas-Kubler,1.82,32,18,14
https://fbref.com/en/players/2770726a/Daniel-Kyereh,1.58,7,11,-4
https://fbref.com/en/players/302527b2/Philipp-Lienhart,1.86,45,30,15
https://fbref.com/en/players/f93e6e94/Nils-Petersen,1.96,7,8,-1
https://fbref.com/en/players/1f2c7b55/Merlin-Rohl,1.33,1,1,0
https://fbref.com/en/players/bf075f6b/Roland-Sallai,1.84,16,16,0
https://fbref.com/en/players/52afb588/Kevin-Schade,1.5,2,6,-4
https://fbref.com/en/players/f6bdc830/Keven-Schlotterbeck,3,0,0,0
https://fbref.com/en/players/088ca1bd/Jonathan-Schmid,1.33,0,1,-1
https://fbref.com/en/players/7d31f1cb/Kenneth-Schmidt,1,4,2,2
https://fbref.com/en/players/313254a3/Kiliann-Sildillia,1.63,29,32,-3
https://fbref.com/en/players/c6cf860f/Hugo-Siquet,3,0,0,0
https://fbref.com/en/players/a9a6fc08/Benjamin-Uphoff,NA,NA,NA,NA
https://fbref.com/en/players/e3d3fbeb/Robert-Wagner,2.25,1,2,-1
https://fbref.com/en/players/dd676a97/Noah-Weisshaupt,1.5,5,6,-1
https://fbref.com/en/players/6190474d/Jeong-Woo-yeong,1.88,12,12,0
https://fbref.com/en/players/d524dcd7/Terry-Ablade,NA,NA,NA,NA
https://fbref.com/en/players/c81d773d/Tosin-Adarabioyo,1.44,36,39,-3
https://fbref.com/en/players/a8748947/Tom-Cairney,1.36,18,13,5
https://fbref.com/en/players/422862ea/Nathaniel-Chalobah,1.5,0,0,0
https://fbref.com/en/players/979cb300/Matt-Dibley-Dias,NA,NA,NA,NA
https://fbref.com/en/players/a712ca2b/Issa-Diop,1.28,33,26,7
https://fbref.com/en/players/7314bba4/Shane-Duffy,2,0,4,-4
https://fbref.com/en/players/6722d4f0/Tyrese-Francois,1,0,0,0
https://fbref.com/en/players/e0eea46f/Martial-Godo,NA,NA,NA,NA
https://fbref.com/en/players/8c3078cd/Luke-Harris,2,0,1,-1
https://fbref.com/en/players/c931d9f9/Daniel-James,0.95,9,16,-7
https://fbref.com/en/players/18b999f4/Neeskens-Kebano,1.47,13,10,3
https://fbref.com/en/players/41e7ef1c/Layvin-Kurzawa,0.33,0,4,-4
https://fbref.com/en/players/2628fd2b/Bernd-Leno,1.39,53,51,2
https://fbref.com/en/players/c6e8cf1f/Sasa-Lukic,1.33,3,10,-7
https://fbref.com/en/players/493924a7/Kevin-Mbabu,0.67,2,7,-5
https://fbref.com/en/players/3925dbd6/Aleksandar-Mitrovic,1.5,33,30,3
https://fbref.com/en/players/a755db8c/Rodrigo-Muniz,NA,NA,NA,NA
https://fbref.com/en/players/6612cd8c/Josh-Onomah,0,0,2,-2
https://fbref.com/en/players/a78ff07f/Joao-Palhinha,1.49,51,43,8
https://fbref.com/en/players/66b290f7/Stefan-Parkes,NA,NA,NA,NA
https://fbref.com/en/players/6639e500/Andreas-Pereira,1.36,43,40,3
https://fbref.com/en/players/28b40c9c/Tim-Ream,1.36,45,44,1
https://fbref.com/en/players/803ae100/Harrison-Reed,1.41,48,44,4
https://fbref.com/en/players/0f7533cd/Bobby-Reid,1.44,36,40,-4
https://fbref.com/en/players/289601e6/Antonee-Robinson,1.4,50,44,6
https://fbref.com/en/players/693a5e1a/Charlie-Robinson,NA,NA,NA,NA
https://fbref.com/en/players/17acc2ed/Marek-Rodak,1,2,2,0
https://fbref.com/en/players/e20a28ce/Kristian-Sekularac,NA,NA,NA,NA
https://fbref.com/en/players/839c14e1/Cedric-Soares,0.5,1,3,-2
https://fbref.com/en/players/886f9aac/Manor-Solomon,1.16,6,11,-5
https://fbref.com/en/players/b2626673/Jay-Stansfield,1.33,2,2,0
https://fbref.com/en/players/77d7c96f/Kenny-Tete,1.45,42,36,6
https://fbref.com/en/players/8b529245/Carlos-Vinicius,1.29,18,20,-2
https://fbref.com/en/players/eafaafa5/George-Wickens,NA,NA,NA,NA
https://fbref.com/en/players/8b9ebd03/Willian,1.63,39,22,17
https://fbref.com/en/players/c6dc9ecd/Harry-Wilson,1.31,21,15,6
https://fbref.com/en/players/bb08bce9/Omar-Alderete,1.04,19,24,-5
https://fbref.com/en/players/6c811eb7/Carles-Alena,1,17,27,-10
https://fbref.com/en/players/acc1aefa/Angel-Algobia,1.19,17,15,2
https://fbref.com/en/players/852ddfb8/Gaston-Alvarez,1.41,17,15,2
https://fbref.com/en/players/69c5633e/Emmanuel-Amankwaa-Akurugu,NA,NA,NA,NA
https://fbref.com/en/players/22721b88/Jordan-Amavi,0.8,2,2,0
https://fbref.com/en/players/fdd26d71/Fabrizio-Angileri,1.13,7,15,-8
https://fbref.com/en/players/58afe001/Mauro-Arambarri,1.08,11,18,-7
https://fbref.com/en/players/75197d23/Vicente-Bellmunt,NA,NA,NA,NA
https://fbref.com/en/players/58bc7d18/Kiko-Casilla,NA,NA,NA,NA
https://fbref.com/en/players/4eae5bc4/Diego-Conde,NA,NA,NA,NA
https://fbref.com/en/players/a4971d84/Djene,1.03,27,39,-12
https://fbref.com/en/players/93090f69/Domingos-Duarte,0.94,26,40,-14
https://fbref.com/en/players/b4b4d0a6/Santiago-Garcia,NA,NA,NA,NA
https://fbref.com/en/players/8696bc90/Munir-El-Haddadi,1.14,15,14,1
https://fbref.com/en/players/974322dc/Iglesias,1.06,18,32,-14
https://fbref.com/en/players/fd01216a/John-Joe,NA,NA,NA,NA
https://fbref.com/en/players/2bea832e/Latasa,0.89,5,1,4
https://fbref.com/en/players/00b28772/Nemanja-Maksimovic,1.28,19,26,-7
https://fbref.com/en/players/02319ad7/Jaime-Mata,1.42,8,5,3
https://fbref.com/en/players/64e8ed6d/Borja-Mayoral,1,26,40,-14
https://fbref.com/en/players/19c36442/Luis-Milla,1.15,15,21,-6
https://fbref.com/en/players/e6777e6b/Stefan-Mitrovic,1.36,16,17,-1
https://fbref.com/en/players/e2dcc60e/Moises-Parra-Gutierrez,0,0,0,0
https://fbref.com/en/players/1bda5842/Portu,1.12,18,24,-6
https://fbref.com/en/players/2e766f5e/Pablo-Ramirez,NA,NA,NA,NA
https://fbref.com/en/players/14d5b7ac/Alejandro-Revuelta-Montero,3,0,0,0
https://fbref.com/en/players/f1124008/Gorka-Rivera-Alonso,NA,NA,NA,NA
https://fbref.com/en/players/8d8bbf13/Alex-Rodriguez,NA,NA,NA,NA
https://fbref.com/en/players/a62b4888/Jaime-Seoane,1.13,2,8,-6
https://fbref.com/en/players/8f8c6934/David-Soria,1.11,34,45,-11
https://fbref.com/en/players/ba5004e1/Damian-Suarez,1.36,21,20,1
https://fbref.com/en/players/f8eca1b6/Enes-Unal,1.09,29,42,-13
https://fbref.com/en/players/bdc74a8f/Gonzalo-Villar,0.88,4,5,-1
https://fbref.com/en/players/5d133e96/Ricard-Artero,2,2,2,0
https://fbref.com/en/players/edc98fac/Santiago-Bueno,1.44,55,48,7
https://fbref.com/en/players/af34f10d/Alexander-Callens,1.83,1,0,1
https://fbref.com/en/players/89b1ce31/Dawda-Camara,NA,NA,NA,NA
https://fbref.com/en/players/688b96e3/Juan-Carlos,0.8,14,18,-4
https://fbref.com/en/players/da76bab4/Valentin-Castellanos,1.29,43,41,2
https://fbref.com/en/players/1944818c/Yan-Couto,1.12,20,15,5
https://fbref.com/en/players/4242011c/Bernardo-Espinosa,1.05,14,26,-12
https://fbref.com/en/players/623d5294/Biel-Farres,NA,NA,NA,NA
https://fbref.com/en/players/33d2c795/Toni-Fuidias,NA,NA,NA,NA
https://fbref.com/en/players/a10361d2/Aleix-Garcia,1.13,39,37,2
https://fbref.com/en/players/e7f4603c/Borja-Garcia,1.55,16,12,4
https://fbref.com/en/players/63d17038/Paulo-Gazzaniga,1.46,44,37,7
https://fbref.com/en/players/7e98cff1/Miguel-Gutierrez,1.24,36,36,0
https://fbref.com/en/players/9a76c2e9/Javi-Hernandez,1.6,23,19,4
https://fbref.com/en/players/e778654a/Yangel-Herrera,1,12,19,-7
https://fbref.com/en/players/1633fc8a/Juanpe,1.21,29,25,4
https://fbref.com/en/players/f03f284b/David-Lopez,1.15,26,24,2
https://fbref.com/en/players/ae48c5cb/Ivan-Martin,1.63,27,25,2
https://fbref.com/en/players/c3e66ffe/Arnau-Martinez,1.18,46,49,-3
https://fbref.com/en/players/1cb065ef/Matas,NA,NA,NA,NA
https://fbref.com/en/players/42593c71/Eric-Monjonell,NA,NA,NA,NA
https://fbref.com/en/players/6b21b7b5/Reinier,1.37,8,9,-1
