Url,Cmp_Total,Att_Total,TotDist_Total,PrgDist_Total,PrgP
https://fbref.com/en/players/555d5edd/Nadiem-Amiri,423,507,6968,1759,55
https://fbref.com/en/players/e0b113a7/Robert-Andrich,1218,1455,19896,5759,99
https://fbref.com/en/players/56413b1f/Charles-Aranguiz,248,311,3706,1211,32
https://fbref.com/en/players/ce81d82d/Ayman-Azhil,0,0,0,0,0
https://fbref.com/en/players/10549b49/Sardar-Azmoun,162,247,2373,844,32
https://fbref.com/en/players/a8567629/Mitchel-Bakker,764,968,11670,3583,57
https://fbref.com/en/players/bee0bab1/Karim-Bellarabi,37,57,493,171,4
https://fbref.com/en/players/54b4dc4e/Kerem-Demirbay,827,1069,14183,4379,86
https://fbref.com/en/players/aeed5c06/Moussa-Diaby,741,1003,11048,2666,104
https://fbref.com/en/players/a9142dc3/Timothy-Fosu-Mensah,93,119,1267,310,7
https://fbref.com/en/players/74f2e748/Jeremie-Frimpong,982,1232,12784,3814,62
https://fbref.com/en/players/0c7a48f8/Piero-Hincapie,1480,1798,23892,7623,83
https://fbref.com/en/players/5521f419/Adam-Hlozek,241,332,3525,988,32
https://fbref.com/en/players/ad3389d5/Lukas-Hradecky,792,1101,20694,14943,0
https://fbref.com/en/players/15f3ec41/Callum-Hudson-Odoi,206,248,3427,782,31
https://fbref.com/en/players/1f3afdcb/Odilon-Kossonou,808,973,13429,4790,77
https://fbref.com/en/players/8a6ab963/Andrey-Lunyov,35,44,880,696,0
https://fbref.com/en/players/e75129bd/Noah-Mbamba,0,0,0,0,0
https://fbref.com/en/players/e82adcab/Exequiel-Palacios,1022,1204,15831,5084,105
https://fbref.com/en/players/53070b63/Paulinho,23,28,279,86,4
https://fbref.com/en/players/ea003d07/Joel-Pohjanpalo,0,1,0,0,0
https://fbref.com/en/players/5d4f7d61/Patrik-Schick,176,253,2172,435,11
https://fbref.com/en/players/73000a79/Daley-Sinkgraven,159,209,2513,753,8
https://fbref.com/en/players/bd142efb/Jonathan-Tah,1455,1637,27748,9605,56
https://fbref.com/en/players/a73c8f95/Edmond-Tapsoba,1891,2211,35396,13773,169
https://fbref.com/en/players/e7fcf289/Florian-Wirtz,473,634,7333,2166,80
https://fbref.com/en/players/ef9c1c95/Benjamin-Andre,1942,2324,35130,11527,309
https://fbref.com/en/players/a1390d2f/Carlos-Baleba,249,300,4837,877,33
https://fbref.com/en/players/b2bd0f6c/Jonathan-Bamba,1125,1405,15835,4358,146
https://fbref.com/en/players/148e136f/Remy-Cabella,1397,1764,20670,6850,230
https://fbref.com/en/players/f5dfc256/Leonardo-Cesar-Jardim,NA,NA,NA,NA,NA
https://fbref.com/en/players/b3d76d84/Lucas-Chevalier,779,1010,17580,12052,0
https://fbref.com/en/players/ce50fd99/Jonathan-David,716,875,9883,2246,95
https://fbref.com/en/players/1bfb6fef/Bafode-Diakite,1728,1944,27426,8364,179
https://fbref.com/en/players/b2336681/Tiago-Djalo,1481,1599,25798,8970,70
https://fbref.com/en/players/90f87966/Jose-Fonte,1781,1979,33014,11617,99
https://fbref.com/en/players/1961b2aa/Andre-Gomes,1179,1334,20280,5925,160
https://fbref.com/en/players/645a3363/Angel-Gomes,1517,1767,26307,6952,166
https://fbref.com/en/players/d5d22a58/Gabriel-Gudmundsson,369,455,6058,1643,31
https://fbref.com/en/players/cf182add/Ismaily,938,1153,13089,4383,95
https://fbref.com/en/players/01870104/Mohamed-Lamine-Bayo,81,129,980,241,5
https://fbref.com/en/players/468fdbad/Jonas-Martin,193,229,3285,864,20
https://fbref.com/en/players/f29131b5/Amine-Messoussa,0,0,0,0,0
https://fbref.com/en/players/ed90babd/Adam-Ounas,403,569,7134,2189,66
https://fbref.com/en/players/ed8cecc9/Simon-Ramet,0,0,0,0,0
https://fbref.com/en/players/102c9665/Alexsandro-Ribeiro,1148,1271,20522,8054,90
https://fbref.com/en/players/01becd60/Alan-Virginius,58,75,823,192,10
https://fbref.com/en/players/8eec784d/Timothy-Weah,824,1003,13165,3454,79
https://fbref.com/en/players/f5c8b425/Yusuf-Yazici,73,96,1236,449,17
https://fbref.com/en/players/6763f716/Leny-Yoro,514,565,9564,2895,15
https://fbref.com/en/players/0ff630d0/Akim-Zedadka,185,222,3038,815,15
https://fbref.com/en/players/34a88e3e/Edon-Zhegrova,464,604,6909,2273,52
https://fbref.com/en/players/77e84962/Thiago-Alcantara,946,1097,17219,4988,120
https://fbref.com/en/players/cd1acf9d/Trent-Alexander-Arnold,2188,2912,41590,16323,235
https://fbref.com/en/players/7a2e46a8/Alisson,1241,1453,29043,18696,3
https://fbref.com/en/players/32e8417f/Stefan-Bajcetic,200,258,3227,694,24
https://fbref.com/en/players/966e28d0/Fabio-Carvalho,117,143,1555,281,12
https://fbref.com/en/players/73341ace/Bobby-Clark,1,1,29,17,1
https://fbref.com/en/players/4a1a9578/Luis-Diaz,376,462,5698,1124,49
https://fbref.com/en/players/733f1a7d/Ben-Doak,10,14,86,17,1
https://fbref.com/en/players/c8387671/Harvey-Elliott,809,1009,12346,3197,142
https://fbref.com/en/players/7f3b388c/Fabinho,1617,1832,26192,6163,161
https://fbref.com/en/players/4c370d81/Roberto-Firmino,444,566,5932,1908,78
https://fbref.com/en/players/1971591f/Cody-Gakpo,293,392,3928,1110,50
https://fbref.com/en/players/7a11550b/Joe-Gomez,1166,1361,23380,7637,108
https://fbref.com/en/players/935e6b8f/Jordan-Henderson,1341,1615,22431,5954,189
https://fbref.com/en/players/4fb9c88f/Curtis-Jones,611,677,9160,1895,69
https://fbref.com/en/players/178ae8f8/Diogo-Jota,286,381,3868,886,30
https://fbref.com/en/players/f25c8e3a/Naby-Keita,129,168,1820,590,15
https://fbref.com/en/players/62d7ef38/Caoimhin-Kelleher,23,24,539,344,0
https://fbref.com/en/players/5ed9b537/Ibrahima-Konate,988,1135,17712,6925,56
https://fbref.com/en/players/b217ef29/Joel-Matip,766,885,13750,4547,59
https://fbref.com/en/players/2f90f6b8/James-Milner,563,727,9891,3403,70
https://fbref.com/en/players/4d77b365/Darwin-Nunez,258,401,3922,852,29
https://fbref.com/en/players/38c7feef/Alex-Oxlade-Chamberlain,75,106,1253,347,14
https://fbref.com/en/players/515ebe8d/Nathaniel-Phillips,71,82,1364,602,9
https://fbref.com/en/players/2e4f5f03/Andrew-Robertson,1803,2265,30554,9527,166
https://fbref.com/en/players/e342ad68/Mohamed-Salah,902,1185,12538,3403,149
https://fbref.com/en/players/f315ca93/Kostas-Tsimikas,474,618,8379,2366,26
https://fbref.com/en/players/e06683ca/Virgil-van-Dijk,2345,2592,45523,16670,127
https://fbref.com/en/players/31626657/Laurent-Abergel,1308,1483,22287,7579,143
https://fbref.com/en/players/b94b8be1/Adil-Aouchiche,115,154,1969,665,23
https://fbref.com/en/players/f6496133/Quentin-Boisgard,79,98,1013,236,11
https://fbref.com/en/players/e3e32fbb/Igor-Carioca,224,274,3429,1228,22
https://fbref.com/en/players/4db5915d/Yoann-Cathline,241,361,3681,1269,29
https://fbref.com/en/players/29939a1d/Stephane-Diarra,240,328,3312,1087,33
https://fbref.com/en/players/40774c6b/Bamba-Dieng,106,141,1536,201,7
https://fbref.com/en/players/92d90c8f/Ckene-Doucoure,29,46,381,112,5
https://fbref.com/en/players/745ca0a3/Romain-Faivre,452,543,6643,1953,67
https://fbref.com/en/players/4a987ffa/Adrian-Grbic,1,2,10,0,0
https://fbref.com/en/players/546bb36e/Bonke-Innocent,515,577,8110,1984,31
https://fbref.com/en/players/b2fe86e5/Eli-Junior-Kroupi,4,4,46,22,0
https://fbref.com/en/players/dd211559/Gedeon-Kalulu,1101,1375,17656,6738,106
https://fbref.com/en/players/0e8d7b6c/Ayman-Kari,67,74,939,192,7
https://fbref.com/en/players/04bb2b06/Ibrahima-Kone,240,359,2822,790,27
https://fbref.com/en/players/f066022d/Julien-Laporte,681,799,14120,4913,41
https://fbref.com/en/players/2d22cea7/Armand-Lauriente,73,95,1175,373,14
https://fbref.com/en/players/afe39ca8/Theo-Le-Bris,491,611,6675,1852,47
https://fbref.com/en/players/6f806d99/Enzo-Le-Fee,1708,2118,28806,9189,218
https://fbref.com/en/players/2321ea6e/Vincent-Le-Goff,1702,2044,26725,11113,178
https://fbref.com/en/players/22bfb57e/Jean-Victor-Makengo,475,540,6908,1677,42
https://fbref.com/en/players/c4173f1a/Vito-Mannone,444,583,10835,7099,0
https://fbref.com/en/players/cf1ef7ec/Chrislain-Matsima,108,127,2009,663,1
https://fbref.com/en/players/04ac78d2/Bamo-Meite,838,936,14114,5481,32
https://fbref.com/en/players/065dc209/Terem-Moffi,154,208,2056,532,20
https://fbref.com/en/players/dc29b608/Yvon-Mvogo,466,622,12098,8637,0
https://fbref.com/en/players/2f9e4435/Dango-Ouattara,267,444,3726,1232,39
https://fbref.com/en/players/e546b2e3/Julien-Ponceau,691,840,10711,3196,101
https://fbref.com/en/players/a4a44eb0/Montassar-Talbi,1753,1970,31264,10740,61
https://fbref.com/en/players/061266cd/Darlin-Yongwa,264,331,3562,1191,24
https://fbref.com/en/players/a5db0bec/Houssem-Aouar,299,370,4682,1089,37
https://fbref.com/en/players/508a9011/Mohamed-El-Arouch,1,2,17,9,1
https://fbref.com/en/players/a0d55a09/Bradley-Barcola,324,466,4152,1140,39
https://fbref.com/en/players/2db2fd7b/Jerome-Boateng,179,223,3852,1320,6
https://fbref.com/en/players/f81ef10d/Maxence-Caqueret,1480,1785,23941,7380,183
https://fbref.com/en/players/b34c63a5/Rayan-Cherki,844,1094,13798,3601,144
https://fbref.com/en/players/1ec7e1c5/Damien-Da-Silva,217,254,4247,1562,18
https://fbref.com/en/players/e7986081/Moussa-Dembele,138,191,1752,364,23
https://fbref.com/en/players/6de23ab0/Sinaly-Diomande,1257,1468,22048,7796,108
https://fbref.com/en/players/745ca0a3/Romain-Faivre,145,170,2183,685,24
https://fbref.com/en/players/d56b9520/Malo-Gusto,1171,1437,18951,6105,82
https://fbref.com/en/players/f28474a4/Henrique,192,223,2975,704,11
https://fbref.com/en/players/45cce300/Jefferson,146,173,1802,399,10
https://fbref.com/en/players/c385bf49/Sael-Kumbedi,653,794,9708,2434,40
https://fbref.com/en/players/9dbb75ca/Alexandre-Lacazette,661,917,9241,2675,108
https://fbref.com/en/players/1e52971c/Johann-Lepenant,1163,1301,19634,4333,125
https://fbref.com/en/players/f00de885/Anthony-Lopes,792,1026,20368,14374,0
https://fbref.com/en/players/1a2935f6/Dejan-Lovren,961,1096,18828,6015,64
https://fbref.com/en/players/5b9512c5/Castello-Lukeba,2034,2257,37132,14125,166
https://fbref.com/en/players/c6e5d20f/Thiago-Mendes,1445,1672,26348,9319,170
https://fbref.com/en/players/9b6f7fd5/Lucas-Paqueta,110,126,1981,536,8
https://fbref.com/en/players/d504b3e1/Jeff-Reine-Adelaide,285,329,4411,1005,32
https://fbref.com/en/players/7f41ee30/Remy-Riou,179,225,3959,3001,1
https://fbref.com/en/players/d5326924/Amin-Sarr,104,142,1376,210,9
https://fbref.com/en/players/61f80c89/Mamadou-Sarr,8,8,170,77,0
https://fbref.com/en/players/f0661424/Nicolas-Tagliafico,1587,1883,24353,7754,156
https://fbref.com/en/players/7120a04d/Tete,378,499,5666,1276,52
https://fbref.com/en/players/5ceba7fc/Karl-Toko-Ekambi,493,617,7979,1331,36
https://fbref.com/en/players/652d4c37/Corentin-Tolisso,1710,1950,31063,9727,230
https://fbref.com/en/players/378825c7/Ramy-Bensebaini,1192,1525,20015,7769,101
https://fbref.com/en/players/36578017/Yvandro-Borges-Sanches,8,9,113,17,0
https://fbref.com/en/players/48035304/Nico-Elvedi,1967,2149,36425,11114,83
https://fbref.com/en/players/458e3479/Oscar-Fraulo,10,16,153,25,0
https://fbref.com/en/players/b77f44a4/Marvin-Friedrich,830,965,15811,5285,35
https://fbref.com/en/players/dfb6490a/Patrick-Herrmann,85,122,1321,444,6
https://fbref.com/en/players/2903a856/Jonas-Hofmann,1149,1543,19856,6442,119
https://fbref.com/en/players/97d545ae/Ko-Itakura,1424,1568,25757,8783,59
https://fbref.com/en/players/fa4cabd1/Jan-Jakob-Olschowsky,131,159,2935,1863,0
https://fbref.com/en/players/34b54da7/Tony-Jantschke,79,86,1453,438,2
https://fbref.com/en/players/86574238/Kouadio-Kone,1187,1377,18142,5847,166
https://fbref.com/en/players/496aeede/Christoph-Kramer,1020,1233,14647,4393,79
https://fbref.com/en/players/4aea5077/Stefan-Lainer,501,618,7802,2734,45
https://fbref.com/en/players/e110ea4b/Nathan-NGoumou,166,226,2186,587,14
https://fbref.com/en/players/e79269bd/Luca-Netz,279,348,4100,1108,12
https://fbref.com/en/players/36a59ba4/Florian-Neuhaus,510,644,7872,2540,78
https://fbref.com/en/players/c631f952/Jonas-Omlin,595,738,14423,9281,0
https://fbref.com/en/players/bc6bd723/Alassane-Plea,529,763,8211,2867,94
https://fbref.com/en/players/cc971106/Rocco-Reitz,2,2,30,0,0
https://fbref.com/en/players/236f02cd/Joe-Scally,921,1173,14499,4462,57
https://fbref.com/en/players/0d8a37c2/Tobias-Sippel,174,260,4274,3193,0
https://fbref.com/en/players/420c18a1/Yann-Sommer,499,609,11448,7432,0
https://fbref.com/en/players/7cd6badb/Lars-Stindl,624,776,9604,2627,77
https://fbref.com/en/players/0b45a8d7/Semir-Telalovic,1,2,6,0,0
https://fbref.com/en/players/6f8cd6d0/Marcus-Thuram,415,561,5280,867,46
https://fbref.com/en/players/346d51d9/Julian-Weigl,1072,1203,19320,5266,82
https://fbref.com/en/players/be42a291/Hannes-Wolf,146,179,1927,322,13
https://fbref.com/en/players/462475ed/Ludovic-Ajorque,243,415,3550,613,31
https://fbref.com/en/players/a2a85828/Aymen-Barkok,181,264,2801,919,40
https://fbref.com/en/players/00242b75/Leandro-Barreiro-Martins,379,557,5320,1806,54
https://fbref.com/en/players/857a5abe/Stefan-Bell,945,1248,18036,8543,92
https://fbref.com/en/players/05e2d5ea/Delano-Burgzorg,40,55,473,76,4
https://fbref.com/en/players/05f99a4a/Jonathan-Burkardt,71,109,1119,317,14
https://fbref.com/en/players/0118c54c/Anthony-Caci,815,1140,16732,7645,90
https://fbref.com/en/players/5ddb8f9f/Danny-da-Costa,372,607,6633,3228,62
https://fbref.com/en/players/dee3013b/Finn-Dahmen,185,280,5576,4122,0
https://fbref.com/en/players/3bb625ac/Edimilson-Fernandes,832,1190,17686,6806,67
https://fbref.com/en/players/4b96c347/Angelo-Fulgini,188,238,2496,683,29
https://fbref.com/en/players/ae9b998d/Brajan-Gruda,2,4,49,17,0
https://fbref.com/en/players/a5ec3ede/Alexander-Hack,430,586,9125,4776,52
https://fbref.com/en/players/2e77d607/Andreas-Hanche-Olsen,536,754,10059,4036,43
https://fbref.com/en/players/271b8617/Marcus-Ingvartsen,231,350,3193,735,30
https://fbref.com/en/players/34b0387f/Lee-Jae-sung,564,785,8491,2102,69
https://fbref.com/en/players/0fbecd11/Dominik-Kohr,865,1183,14381,4919,144
https://fbref.com/en/players/7e12a98d/Maxim-Leitsch,249,328,4691,1687,25
https://fbref.com/en/players/2f3e911a/Aaron-Martin,761,1028,12672,5222,86
https://fbref.com/en/players/9ff8ec4a/Suliman-Mustapha,13,23,182,76,2
https://fbref.com/en/players/f26834c7/Karim-Onisiwo,343,608,4970,1063,48
https://fbref.com/en/players/0c88efca/Eniss-Shabani,5,6,72,22,0
https://fbref.com/en/players/0f59a7bf/Anton-Stach,619,897,9824,3597,106
https://fbref.com/en/players/27270af4/Niklas-Tauer,50,56,757,260,6
https://fbref.com/en/players/231c67ff/Nelson-Weiper,27,40,339,47,1
https://fbref.com/en/players/f68b64fc/Silvan-Widmer,597,873,9838,4441,54
https://fbref.com/en/players/5c4bf6ba/Robin-Zentner,532,868,17507,13349,6
https://fbref.com/en/players/f3b1d9a2/Amath,215,299,2692,708,16
https://fbref.com/en/players/4a5f2032/Josep-Antoni-Gaya,6,7,96,34,0
https://fbref.com/en/players/9fec8860/Ludwig-Augustinsson,49,70,727,274,5
https://fbref.com/en/players/bfd381b3/Iddrisu-Baba,476,584,8907,2460,47
https://fbref.com/en/players/d637fc22/Rodrigo-Battaglia,185,232,2885,894,19
https://fbref.com/en/players/0f26ffd7/Copete,668,880,13455,5746,58
https://fbref.com/en/players/808d48f3/Jaume-Costa,854,1165,14099,5450,74
https://fbref.com/en/players/192c89a6/Braian-Cufre,76,92,1256,437,7
https://fbref.com/en/players/91f7631f/Inigo-Ruiz-de-Galarreta,1016,1243,17935,4838,127
https://fbref.com/en/players/1fc474ae/Giovanni-Gonzalez,336,428,5449,2264,28
https://fbref.com/en/players/30061f53/Dominik-Greif,23,38,1222,1170,0
https://fbref.com/en/players/8b298f56/Clement-Grenier,256,356,4406,1363,40
https://fbref.com/en/players/82cfae2a/Dennis-Hadzikadunic,142,189,2712,1065,19
https://fbref.com/en/players/360d70f8/Lago-Junior,12,18,154,31,0
https://fbref.com/en/players/7d08063d/Tino-Kadewere,95,151,1261,233,4
https://fbref.com/en/players/8455ad90/Lee-Kangin,772,1103,12995,4205,96
https://fbref.com/en/players/38b0cf42/Javier-Llabres,4,4,37,12,0
https://fbref.com/en/players/5db04597/Pablo-Maffeo,819,1221,14063,6175,61
https://fbref.com/en/players/a0255c67/Manu-Morlanes,190,226,3121,862,26
https://fbref.com/en/players/0cadc46d/Vedat-Muriqi,472,827,6327,1330,60
https://fbref.com/en/players/f35430a4/Matija-Nastasic,238,298,5007,2120,25
https://fbref.com/en/players/d1b060e2/Abdon-Prats,58,91,874,173,8
https://fbref.com/en/players/2f456b86/Ruben-Quintanilla,2,2,70,21,1
https://fbref.com/en/players/b857bd29/Antonio-Raillo,902,1088,18671,6723,50
https://fbref.com/en/players/58ad9383/Predrag-Rajkovic,717,1210,28066,23317,3
https://fbref.com/en/players/8cfc2f69/Angel-Rodriguez,59,82,839,183,6
https://fbref.com/en/players/70f8e0bd/Dani-Rodriguez,537,685,8403,2192,76
https://fbref.com/en/players/924ff27e/Leonardo-Roman,29,42,846,648,0
https://fbref.com/en/players/b75ac54b/Franco-Russo,46,60,957,445,1
https://fbref.com/en/players/a254bbe0/Antonio-Sanchez,312,447,5402,1314,34
https://fbref.com/en/players/f2c6ac01/Martin-Valjent,885,1123,16962,7350,57
https://fbref.com/en/players/89ac64a6/Manuel-Akanji,1912,2056,32634,10258,116
https://fbref.com/en/players/eaeca114/Nathan-Ake,1639,1813,26199,8953,140
https://fbref.com/en/players/15ab5a2b/Julian-Alvarez,395,503,5472,885,37
https://fbref.com/en/players/bd6351cd/Joao-Cancelo,1036,1220,16674,4147,106
https://fbref.com/en/players/5cc3ce65/Shea-Charles,23,25,456,106,1
https://fbref.com/en/players/e46012d4/Kevin-De-Bruyne,1192,1626,22165,6516,246
https://fbref.com/en/players/31c69ef1/Ruben-Dias,1928,2080,35553,12572,98
https://fbref.com/en/players/3bb7b8b4/Ederson,1079,1257,26248,17275,0
https://fbref.com/en/players/ed1e53f3/Phil-Foden,904,1111,13670,2403,88
https://fbref.com/en/players/01e5f06e/Sergio-Gomez,279,317,4074,977,18
https://fbref.com/en/players/b0b4fd3e/Jack-Grealish,902,1072,13270,2584,100
https://fbref.com/en/players/819b3158/Ilkay-Gundogan,1374,1578,21396,4941,170
https://fbref.com/en/players/1f44ac21/Erling-Haaland,360,500,4403,947,58
https://fbref.com/en/players/119b9a8e/Aymeric-Laporte,892,964,14630,4347,85
https://fbref.com/en/players/b57e066e/Rico-Lewis,617,675,8779,1476,48
https://fbref.com/en/players/892d5bb1/Riyad-Mahrez,958,1166,15746,2752,76
https://fbref.com/en/players/c1242d4e/Stefan-Ortega,145,167,3008,1895,0
https://fbref.com/en/players/dc7f8a28/Cole-Palmer,167,193,2377,369,13
https://fbref.com/en/players/53552942/Maximo-Perrone,18,21,228,32,2
https://fbref.com/en/players/4f565d77/Kalvin-Phillips,289,313,5155,873,18
https://fbref.com/en/players/6434f10d/Rodri,2723,2987,49949,11936,260
https://fbref.com/en/players/3eb22ec9/Bernardo-Silva,1317,1543,20840,3604,130
https://fbref.com/en/players/5eecec3d/John-Stones,1453,1563,24351,6789,101
https://fbref.com/en/players/86dd77d1/Kyle-Walker,1661,1892,29177,8283,162
https://fbref.com/en/players/99127249/Antony,651,819,8497,1915,74
https://fbref.com/en/players/50dc94ce/Donny-van-de-Beek,46,61,502,115,6
https://fbref.com/en/players/4d224fe8/Casemiro,1114,1439,19801,7351,152
https://fbref.com/en/players/d9565625/Diogo-Dalot,1141,1441,20816,6349,92
https://fbref.com/en/players/2fba6108/Anthony-Elanga,95,130,1201,298,8
https://fbref.com/en/players/980522ec/Christian-Eriksen,1203,1485,19681,6193,164
https://fbref.com/en/players/507c7bdf/Bruno-Fernandes,1498,2029,25425,8933,263
https://fbref.com/en/players/b853e0ad/Fred,618,781,9392,2767,76
https://fbref.com/en/players/7aa8adfe/Alejandro-Garnacho,150,187,1802,233,12
https://fbref.com/en/players/7ba6d84e/David-de-Gea,866,1218,22585,16134,0
https://fbref.com/en/players/f5deef4c/Victor-Lindelof,866,930,15313,4622,36
https://fbref.com/en/players/d8931174/Harry-Maguire,491,577,9892,3056,26
https://fbref.com/en/players/c6220452/Kobbie-Mainoo,7,8,83,31,1
https://fbref.com/en/players/6b6c793c/Tyrell-Malacia,694,802,10156,2981,44
https://fbref.com/en/players/8b788c01/Anthony-Martial,263,328,3259,910,35
https://fbref.com/en/players/bac46a10/Lisandro-Martinez,1330,1528,23895,8188,83
https://fbref.com/en/players/d93c2511/Scott-McTominay,355,432,5433,1549,33
https://fbref.com/en/players/ac7e7b1c/Facundo-Pellistri,15,16,180,17,1
https://fbref.com/en/players/a1d5bd30/Marcus-Rashford,627,817,8886,2180,88
https://fbref.com/en/players/dea698d9/Cristiano-Ronaldo,121,162,1412,258,12
https://fbref.com/en/players/e280527c/Marcel-Sabitzer,237,307,3577,1123,38
https://fbref.com/en/players/dbf053da/Jadon-Sancho,647,776,7890,1794,76
https://fbref.com/en/players/9c94165b/Luke-Shaw,1757,2098,27648,10568,140
https://fbref.com/en/players/9f8e9423/Raphael-Varane,954,1106,17988,5712,63
https://fbref.com/en/players/9e525177/Aaron-Wan-Bissaka,706,840,9538,3292,55
https://fbref.com/en/players/c4e87b8b/Wout-Weghorst,151,207,1773,457,17
https://fbref.com/en/players/a1232f4e/Eric-Bailly,231,274,4679,1676,12
https://fbref.com/en/players/0af4dcf0/Cedric-Bakambu,19,23,263,56,0
https://fbref.com/en/players/7c3ed041/Leonardo-Balerdi,1389,1656,27891,8035,97
https://fbref.com/en/players/1f6298f2/Salim-Ben-Seghir,2,2,18,1,0
https://fbref.com/en/players/967f34d3/Ruben-Blanco,166,206,3744,2408,0
https://fbref.com/en/players/94f8d10c/Duje-Caleta-Car,2,2,46,16,0
https://fbref.com/en/players/5219ab4a/Jonathan-Clauss,1091,1461,17647,6285,121
https://fbref.com/en/players/40774c6b/Bamba-Dieng,27,43,367,34,1
https://fbref.com/en/players/8827bf46/Gerson,150,185,2156,576,21
https://fbref.com/en/players/41eebdf5/Samuel-Gigot,985,1130,17488,5168,74
https://fbref.com/en/players/5ea8ef20/Matteo-Guendouzi,1094,1267,18942,5287,170
https://fbref.com/en/players/7155e3e1/Pape-Gueye,271,320,4966,1291,31
https://fbref.com/en/players/e7d59f4f/Amine-Harit,221,271,3186,969,38
https://fbref.com/en/players/eeba07f8/Luis-Javier-Suarez,53,78,904,263,11
https://fbref.com/en/players/c066d1a5/Issa-Kabore,436,567,6207,2017,54
https://fbref.com/en/players/3935e52e/Sead-Kolasinac,1135,1333,17773,4570,109
https://fbref.com/en/players/20b9f052/Pau-Lopez,877,1116,23244,14324,2
https://fbref.com/en/players/48d5bd33/Ruslan-Malinovskyi,411,543,6846,1959,64
https://fbref.com/en/players/e76cb9cc/Chancel-Mbemba,1441,1742,26456,7943,183
https://fbref.com/en/players/85613cf0/Arkadiusz-Milik,28,37,311,43,1
https://fbref.com/en/players/7af655fe/Francois-Mughe,0,0,0,0,0
https://fbref.com/en/players/83299cc0/Azzedine-Ounahi,87,94,1264,252,5
https://fbref.com/en/players/58ae47b2/Dimitri-Payet,386,520,7048,2234,71
https://fbref.com/en/players/ed45c4a5/Valentin-Rongier,1855,2109,31535,9032,238
https://fbref.com/en/players/2c0f8e9e/Alexis-Sanchez,681,934,11500,2775,127
https://fbref.com/en/players/a65c844b/Nuno-Tavares,1058,1367,16121,5639,115
https://fbref.com/en/players/01fd01e8/Souleymane-Toure,32,38,583,158,2
https://fbref.com/en/players/1880614f/Cengiz-Under,778,1114,13245,4270,115
https://fbref.com/en/players/4a56052c/Jordan-Veretout,1834,2148,35304,9959,248
https://fbref.com/en/players/74d4cec6/Vitinha,77,109,1023,231,9
https://fbref.com/en/players/26777636/Yacine-Adli,49,76,931,308,10
https://fbref.com/en/players/59bf127b/Tiemoue-Bakayoko,17,20,305,99,2
https://fbref.com/en/players/f449640d/Fode-Ballo-Toure,234,281,3827,1223,25
https://fbref.com/en/players/db092d3b/Ismael-Bennacer,1219,1423,21142,5792,132
https://fbref.com/en/players/2146785a/Davide-Calabria,1040,1276,17672,5902,108
https://fbref.com/en/players/2ef7c612/Charles-De-Ketelaere,299,383,4161,1234,59
https://fbref.com/en/players/5976f83e/Sergino-Dest,169,198,2535,793,14
https://fbref.com/en/players/407feb71/Brahim-Diaz,575,719,8239,2469,121
https://fbref.com/en/players/e288d4b3/Alessandro-Florenzi,130,172,2370,661,10
https://fbref.com/en/players/c235e803/Matteo-Gabbia,289,359,6382,2047,15
https://fbref.com/en/players/16ceb862/Olivier-Giroud,351,560,4172,765,36
https://fbref.com/en/players/d4c9725f/Theo-Hernandez,1391,1751,23094,7593,128
https://fbref.com/en/players/4cde5509/Zlatan-Ibrahimovic,36,51,517,102,4
https://fbref.com/en/players/85f7d1be/Pierre-Kalulu,1589,1821,29265,9921,138
https://fbref.com/en/players/8b8a56ce/Simon-Kjaer,591,683,12451,4463,45
https://fbref.com/en/players/817c6964/Rade-Krunic,819,955,12702,3734,73
https://fbref.com/en/players/93088fbb/Marko-Lazetic,1,1,18,0,0
https://fbref.com/en/players/20730eae/Rafael-Leao,595,845,10191,3212,122
https://fbref.com/en/players/fcb38f57/Mike-Maignan,674,814,16900,10659,1
https://fbref.com/en/players/f49c4ae9/Junior-Messias,430,563,6793,1803,54
https://fbref.com/en/players/30223b33/Antonio-Mirante,4,4,96,57,0
https://fbref.com/en/players/43a166b4/Divock-Origi,128,193,1699,360,18
https://fbref.com/en/players/55a1cac2/Tommaso-Pobega,307,401,5520,1482,36
https://fbref.com/en/players/536cebe5/Ante-Rebic,187,334,2673,815,29
https://fbref.com/en/players/ee251371/Alexis-Saelemaekers,480,621,6935,1932,52
https://fbref.com/en/players/b056e3da/Ciprian-Tatarusanu,434,560,12788,9173,0
https://fbref.com/en/players/ff5ea0bf/Malick-Thiaw,932,1056,18898,6496,67
https://fbref.com/en/players/7edfbb8a/Fikayo-Tomori,1697,1922,34375,10863,122
https://fbref.com/en/players/0db169ae/Sandro-Tonali,1185,1565,21009,6485,159
https://fbref.com/en/players/f86cd5df/Aster-Vranckx,96,127,1492,379,4
https://fbref.com/en/players/3dd738a1/Ruben-Aguilar,696,847,10933,4515,102
https://fbref.com/en/players/b625b241/Maghnes-Akliouche,130,168,1613,498,16
https://fbref.com/en/players/06df8256/Benoit-Badiashile,403,468,8296,3424,39
https://fbref.com/en/players/3bd65247/Eliesse-Ben-Seghir,342,436,4983,1280,55
https://fbref.com/en/players/942b4f90/Wissam-Ben-Yedder,449,605,6103,1335,75
https://fbref.com/en/players/5b479568/Myron-Boadu,39,57,455,114,3
https://fbref.com/en/players/489e80e3/Mohamed-Camara,1119,1284,21268,5952,135
