Url,Cmp_Total,Att_Total,TotDist_Total,PrgDist_Total,PrgP
https://fbref.com/en/players/6f4c734d/Jose-Mari,168,203,3584,1144,21
https://fbref.com/en/players/0ae4e09a/Roger-Marti,92,129,1031,125,5
https://fbref.com/en/players/8aae94b9/Mamadou-Mbaye,219,294,4345,1613,13
https://fbref.com/en/players/9f979eb2/Jorge-Mere,179,215,3641,1350,14
https://fbref.com/en/players/dfe5caa2/Francisco-Mwepu,4,4,60,6,1
https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo,106,173,1766,383,17
https://fbref.com/en/players/2e3995cd/Brian-Ocampo,274,369,3846,1051,22
https://fbref.com/en/players/647d39d2/Raul-Parra,74,114,1530,614,7
https://fbref.com/en/players/5496cc91/Alberto-Perea,10,12,114,30,2
https://fbref.com/en/players/a300ac7e/Lucas-Perez,169,236,2634,646,14
https://fbref.com/en/players/44e07fac/Chris-Ramos,79,149,854,206,6
https://fbref.com/en/players/efecd633/Fede-San-Emeterio,518,657,8578,2348,45
https://fbref.com/en/players/19b776e9/Ruben-Sobrino,444,618,5754,1679,46
https://fbref.com/en/players/5ca20b7a/Joseba-Zaldua,190,277,3001,1133,13
https://fbref.com/en/players/501055d8/Karim-Adeyemi,335,457,4409,1278,47
https://fbref.com/en/players/57d88cf9/Jude-Bellingham,1342,1643,23692,7381,252
https://fbref.com/en/players/a167537f/Julian-Brandt,1053,1368,16552,4185,119
https://fbref.com/en/players/10745192/Jamie-Bynoe-Gittens,104,142,1235,328,9
https://fbref.com/en/players/a65ce836/Emre-Can,1153,1288,20793,5986,99
https://fbref.com/en/players/9dff291c/Soumaila-Coulibaly,45,46,851,279,6
https://fbref.com/en/players/db4ed67b/Mahmoud-Dahoud,213,259,3941,1179,25
https://fbref.com/en/players/b06a7ae9/Julien-Duranville,11,17,164,100,1
https://fbref.com/en/players/048a1cbc/Raphael-Guerreiro,1495,1811,21673,8387,191
https://fbref.com/en/players/ba115a40/Sebastien-Haller,216,309,2676,504,22
https://fbref.com/en/players/50871bcc/Thorgan-Hazard,235,324,3790,1328,28
https://fbref.com/en/players/05d548d8/Mats-Hummels,1468,1677,31464,10587,114
https://fbref.com/en/players/cd59b9df/Gregor-Kobel,871,1049,22004,13496,0
https://fbref.com/en/players/864163f3/Donyell-Malen,463,625,6680,1678,60
https://fbref.com/en/players/e162b013/Thomas-Meunier,322,435,5628,2069,30
https://fbref.com/en/players/b56dd813/Alexander-Meyer,280,323,6953,4124,1
https://fbref.com/en/players/34e4343c/Anthony-Modeste,73,127,940,170,8
https://fbref.com/en/players/6ce43701/Youssoufa-Moukoko,142,202,1813,340,11
https://fbref.com/en/players/a45241d5/Justin-Njinmah,0,2,0,0,0
https://fbref.com/en/players/15413fa5/Salih-Ozcan,882,999,13911,3887,81
https://fbref.com/en/players/13d23b29/Antonios-Papadopoulos,17,19,348,123,1
https://fbref.com/en/players/1866b0f1/Marco-Pasalic,6,7,69,32,3
https://fbref.com/en/players/5c899683/Felix-Passlack,30,40,655,309,8
https://fbref.com/en/players/36a3ff67/Marco-Reus,450,568,5844,1398,45
https://fbref.com/en/players/7fa4e703/Gio-Reyna,248,314,3622,872,25
https://fbref.com/en/players/90c1f9a4/Tom-Rothe,15,18,282,72,0
https://fbref.com/en/players/009a4f60/Julian-Ryerson,817,998,12525,3546,55
https://fbref.com/en/players/34e12499/Nico-Schlotterbeck,1648,1910,33135,11360,159
https://fbref.com/en/players/e33c06cf/Niklas-Sule,1677,1851,31584,10145,137
https://fbref.com/en/players/fa661778/Marius-Wolf,834,1061,13553,4900,91
https://fbref.com/en/players/4cd41883/Paxten-Aaronson,51,71,659,109,6
https://fbref.com/en/players/834d0be5/Lucas-Alario,56,85,792,190,8
https://fbref.com/en/players/00f518d8/Faride-Alidou,74,101,1164,410,16
https://fbref.com/en/players/c68da769/Rafael-Borre,294,422,4153,887,34
https://fbref.com/en/players/b4705807/Aurelio-Buta,576,764,8658,2874,47
https://fbref.com/en/players/b3b7f5a6/Timothy-Chandler,36,61,770,554,7
https://fbref.com/en/players/95bb6ddc/Junior-Dina-Ebimbe,366,505,5732,1852,45
https://fbref.com/en/players/277be51d/Dario-Gebuhr,10,13,163,31,0
https://fbref.com/en/players/9efa1d25/Mario-Gotze,1130,1527,16936,4802,149
https://fbref.com/en/players/9ab16552/Makoto-Hasebe,887,1013,17636,6066,57
https://fbref.com/en/players/a8ee54ad/Kristijan-Jakic,741,954,13042,5310,59
https://fbref.com/en/players/15b287da/Daichi-Kamada,1005,1245,16631,4782,160
https://fbref.com/en/players/19a967ab/Ansgar-Knauff,455,683,7020,2807,40
https://fbref.com/en/players/c0b3669f/Randal-Kolo-Muani,419,649,5454,1212,61
https://fbref.com/en/players/b1cd37e6/Filip-Kostic,23,40,469,260,4
https://fbref.com/en/players/bbd86530/Christopher-Lenz,621,824,11180,4287,63
https://fbref.com/en/players/37dc1a48/Jesper-Lindstrom,325,514,4294,1166,33
https://fbref.com/en/players/826e8b63/Philipp-Max,364,479,5827,2134,34
https://fbref.com/en/players/441197b8/Obite-NDicka,1563,1815,26918,10983,94
https://fbref.com/en/players/3b61c9ec/Luca-Pellegrini,292,431,5244,2035,22
https://fbref.com/en/players/b90c4a43/Diant-Ramaj,21,25,501,271,0
https://fbref.com/en/players/e12b0b5b/Sebastian-Rode,711,857,11453,3658,105
https://fbref.com/en/players/c967f6b8/Hrvoje-Smolcic,287,355,5494,2389,18
https://fbref.com/en/players/4c6facae/Djibril-Sow,1324,1557,22905,6804,186
https://fbref.com/en/players/c8c60119/Almamy-Toure,188,232,3407,1258,17
https://fbref.com/en/players/ce17b5eb/Kevin-Trapp,616,888,15447,10068,0
https://fbref.com/en/players/35d64857/Tuta,1486,1855,28536,10513,107
https://fbref.com/en/players/1c86aa16/Marcel-Wenig,9,10,120,11,0
https://fbref.com/en/players/b907d169/Alejandro-Alfaro,1,1,3,0,0
https://fbref.com/en/players/e4346678/Edgar-Badia,791,1072,24081,17998,0
https://fbref.com/en/players/697295b1/Pedro-Bigas,843,1053,16786,7505,83
https://fbref.com/en/players/1657f448/Lautaro-Blanco,235,416,4363,2284,28
https://fbref.com/en/players/d49f3e6b/Lucas-Boye,510,650,7080,1364,63
https://fbref.com/en/players/2dce876a/Carmona,129,186,1917,729,10
https://fbref.com/en/players/873ce3a2/Pape-Cheikh-Diop,14,19,222,71,1
https://fbref.com/en/players/33a61a52/Carlos-Clerc,1040,1397,16100,6659,107
https://fbref.com/en/players/85dace26/Alex-Collado,276,336,4177,909,34
https://fbref.com/en/players/5e95c000/John-Donald,356,427,5839,1808,23
https://fbref.com/en/players/3409de86/Nicolas-Ezequiel-Fernandez,178,240,2850,1150,29
https://fbref.com/en/players/f25b010f/Federico-Fernandez,8,14,204,130,0
https://fbref.com/en/players/eb82b6f1/Fidel,631,897,10113,3511,139
https://fbref.com/en/players/4ac7608e/Diego-Gonzalez,299,382,6351,2599,13
https://fbref.com/en/players/ac454a4f/Gerard-Gumbau,1112,1446,22189,7192,145
https://fbref.com/en/players/0b2c8585/Raul-Guti,327,409,4925,1368,32
https://fbref.com/en/players/5b28b2f6/Josan,424,539,7003,2471,39
https://fbref.com/en/players/ff800ed8/Pol-Lirola,240,325,3762,1309,19
https://fbref.com/en/players/01a49bd2/Lisandro-Magallan,325,391,6440,2695,16
https://fbref.com/en/players/0ae4e09a/Roger-Marti,118,160,1447,357,7
https://fbref.com/en/players/11fd2b75/Omar-Mascarell,1091,1270,20666,6208,116
https://fbref.com/en/players/335039a2/Pere-Milla,410,585,6190,1742,65
https://fbref.com/en/players/608f2092/Johan-Mojica,127,178,1917,658,9
https://fbref.com/en/players/004d185e/Tete-Morente,571,785,8632,2680,63
https://fbref.com/en/players/a6103274/Randy-Ntekja,118,171,1458,339,13
https://fbref.com/en/players/ac8b2421/Helibelton-Palacios,623,835,10355,5114,51
https://fbref.com/en/players/881ef58c/Javier-Pastore,6,8,81,49,1
https://fbref.com/en/players/ccbbe661/Ezequiel-Ponce,218,292,2610,432,19
https://fbref.com/en/players/41fb0f4e/Domingos-Quina,122,147,2173,674,17
https://fbref.com/en/players/37f827ec/Enzo-Roco,587,719,11519,4677,42
https://fbref.com/en/players/1c2c55fc/Gonzalo-Verdu,269,338,5668,1965,13
https://fbref.com/en/players/c0b1a6da/Axel-Werner,52,70,1421,813,0
https://fbref.com/en/players/fdf4b948/Jean-Daniel-Akpa-Akpro,302,406,4399,1671,39
https://fbref.com/en/players/f42d6c13/Nedim-Bajrami,260,348,3968,1323,29
https://fbref.com/en/players/102e2599/Tommaso-Baldanzi,534,647,7465,1747,69
https://fbref.com/en/players/d44360be/Filippo-Bandinelli,773,1049,12752,3934,101
https://fbref.com/en/players/dd86e8e4/Liberato-Cacace,338,424,5441,1880,41
https://fbref.com/en/players/91ff775f/Nicolo-Cambiaghi,321,432,4556,930,42
https://fbref.com/en/players/5bd72174/Francesco-Caputo,235,332,2741,539,21
https://fbref.com/en/players/f4797849/Koni-De-Winter,424,494,7908,2790,22
https://fbref.com/en/players/0e0d6c53/Duccio-DeglInnocenti,0,0,0,0,0
https://fbref.com/en/players/d7d32194/Mattia-Destro,44,79,518,127,4
https://fbref.com/en/players/6af30900/Tyronne-Ebuehi,688,881,11680,4092,41
https://fbref.com/en/players/c20892ee/Emmanuel-Ekong,3,4,54,0,0
https://fbref.com/en/players/06b08c45/Jacopo-Fazzini,257,326,3410,878,21
https://fbref.com/en/players/6cc97b6a/Alberto-Grassi,453,559,6919,2055,50
https://fbref.com/en/players/fa449bba/Nicolas-Haas,304,409,5096,1341,36
https://fbref.com/en/players/d7918b13/Liam-Henderson,432,545,7210,2156,38
https://fbref.com/en/players/6b635f5c/Ardian-Ismajli,871,1029,17177,5741,42
https://fbref.com/en/players/c283ddef/Sam-Lammers,143,230,1814,451,19
https://fbref.com/en/players/997fff07/Sebastiano-Luperto,1474,1705,29332,10243,72
https://fbref.com/en/players/7fac99d4/Razvan-Marin,1260,1594,23304,8229,118
https://fbref.com/en/players/c39babc1/Herculano-Nabian,0,0,0,0,0
https://fbref.com/en/players/0967845b/Fabiano-Parisi,1263,1646,20129,9462,154
https://fbref.com/en/players/00a17eba/Samuele-Perisan,174,230,4436,3030,0
https://fbref.com/en/players/1cadaf34/Roberto-Piccoli,62,97,751,164,4
https://fbref.com/en/players/2c38b327/Marko-Pjaca,195,246,3260,724,18
https://fbref.com/en/players/86383d0e/Martin-Satriano,249,384,3296,593,22
https://fbref.com/en/players/13b44b02/Petar-Stojanovic,821,1029,14171,5058,91
https://fbref.com/en/players/8cc29864/Lorenzo-Tonelli,5,7,81,46,0
https://fbref.com/en/players/96640846/Samir-Ujkani,3,3,64,45,0
https://fbref.com/en/players/77d6fd4d/Guglielmo-Vicario,923,1277,24781,16933,0
https://fbref.com/en/players/ec5dae45/Emanuel-Vignato,43,54,717,115,7
https://fbref.com/en/players/217875a4/Sebastian-Walukiewicz,345,396,6702,2311,13
https://fbref.com/en/players/03049c8c/Keidi-Bare,221,267,3777,1040,28
https://fbref.com/en/players/7f271d74/Wassim-Boullif,58,61,998,384,11
https://fbref.com/en/players/fd771f95/Martin-Braithwaite,294,446,4173,986,54
https://fbref.com/en/players/69cbc8b6/Leandro-Cabrera,959,1343,19673,9222,95
https://fbref.com/en/players/41b3069f/Fernando-Calero,617,765,11710,4547,64
https://fbref.com/en/players/5b93209a/Jose-Carlos-Lazo,25,35,335,55,4
https://fbref.com/en/players/070a3904/Sergi-Darder,1181,1628,22446,8537,233
https://fbref.com/en/players/db8f0eba/Adri-Embarba,4,6,80,37,0
https://fbref.com/en/players/283c7121/Edu-Exposito,389,530,6692,2025,72
https://fbref.com/en/players/f127d782/Alvaro-Fernandez,231,358,8998,7511,0
https://fbref.com/en/players/87b498b0/Joan-Garcia,26,30,521,425,0
https://fbref.com/en/players/6652cf96/Oscar-Gil,757,991,12559,3678,47
https://fbref.com/en/players/0e5ddc7c/Dani-Gomez,13,17,196,28,4
https://fbref.com/en/players/bc6f5f06/Sergi-Gomez,968,1132,20365,7288,43
https://fbref.com/en/players/ee45d138/Jose-Gragera,178,208,3239,1070,11
https://fbref.com/en/players/139560df/Omar-El-Hilali,21,35,356,128,0
https://fbref.com/en/players/6265208f/Joselu,458,759,6536,1417,66
https://fbref.com/en/players/fc076f78/Luca-Koleosho,18,28,231,34,1
https://fbref.com/en/players/2fa2a875/Benjamin-Lecomte,179,275,6302,5234,0
https://fbref.com/en/players/ea610f00/Pol-Lozano,5,8,91,46,0
https://fbref.com/en/players/937c6ae6/Roger-Martinez,5,5,104,26,1
https://fbref.com/en/players/28e957d7/Cesar-Montes,624,799,12344,4658,41
https://fbref.com/en/players/a3e4bf46/Brian-Olivan,688,1106,12987,6417,80
https://fbref.com/en/players/97852360/Fernando-Pacheco,399,557,12946,10565,2
https://fbref.com/en/players/112521d1/Pedrosa,61,76,881,239,4
https://fbref.com/en/players/64ba07c0/Ronael-Pierre-Gabriel,77,104,1187,440,7
https://fbref.com/en/players/2683eda7/Javi-Puado,450,590,6618,1312,58
https://fbref.com/en/players/ce8039aa/Nico-Ribaudo,352,454,5496,1476,57
https://fbref.com/en/players/35d4f151/Ruben,232,339,3895,1166,14
https://fbref.com/en/players/6a8a7af8/Vinicius-Souza,726,909,12361,3394,82
https://fbref.com/en/players/12c50af5/Denis-Suarez,331,452,5200,1637,43
https://fbref.com/en/players/e96b2583/Nabil-Touaizi,1,1,17,0,1
https://fbref.com/en/players/04965583/Aleix-Vidal,279,384,4979,1379,23
https://fbref.com/en/players/cea4ee8f/Dele-Alli,12,15,123,10,1
https://fbref.com/en/players/7b4de647/Asmir-Begovic,21,30,584,423,0
https://fbref.com/en/players/59e6e5bf/Dominic-Calvert-Lewin,131,221,1575,318,15
https://fbref.com/en/players/4506aec5/Thomas-Cannon,4,5,37,0,0
https://fbref.com/en/players/2928dca2/Conor-Coady,1025,1209,21731,8337,43
https://fbref.com/en/players/0420d84f/Seamus-Coleman,597,789,9624,3826,61
https://fbref.com/en/players/9228b07c/Tom-Davies,173,234,2879,850,30
https://fbref.com/en/players/02b29014/Abdoulaye-Doucoure,430,548,5637,1333,38
https://fbref.com/en/players/72c812f3/Idrissa-Gana-Gueye,1025,1226,16238,4278,98
https://fbref.com/en/players/4e015693/James-Garner,256,353,4066,1400,33
https://fbref.com/en/players/9f7c837d/Ben-Godfrey,182,281,3067,1252,19
https://fbref.com/en/players/2bd83368/Anthony-Gordon,193,280,2905,625,19
https://fbref.com/en/players/4468ec10/Demarai-Gray,579,838,9843,2215,46
https://fbref.com/en/players/d0042ab9/Mason-Holgate,143,217,2843,831,14
https://fbref.com/en/players/6ca5ec4b/Alex-Iwobi,1154,1536,20102,6570,194
https://fbref.com/en/players/c5b7c315/Michael-Keane,305,441,5849,2983,31
https://fbref.com/en/players/4bcf39f6/Neal-Maupay,190,253,2500,217,11
https://fbref.com/en/players/fc15fb84/Dwight-McNeil,656,987,11288,3797,69
https://fbref.com/en/players/6d5701f2/Yerry-Mina,286,325,4935,1808,13
https://fbref.com/en/players/30d4a2e5/Vitaliy-Mykolenko,966,1292,15199,5874,100
https://fbref.com/en/players/828657ff/Amadou-Onana,816,980,13145,3007,79
https://fbref.com/en/players/230f0471/Nathan-Patterson,488,649,7279,2596,24
https://fbref.com/en/players/4806ec67/Jordan-Pickford,749,1312,25114,19603,2
https://fbref.com/en/players/b9403c99/Isaac-Price,12,14,203,44,1
https://fbref.com/en/players/b318a643/Salomon-Rondon,22,29,203,35,1
https://fbref.com/en/players/26d3b5be/Ellis-Simms,38,62,505,105,4
https://fbref.com/en/players/15ea812b/James-Tarkowski,1322,1633,26359,10115,106
https://fbref.com/en/players/b937e490/Ruben-Vinagre,15,24,223,26,0
https://fbref.com/en/players/5a2cb25d/Sofyan-Amrabat,1323,1490,26717,7147,176
https://fbref.com/en/players/a820e429/Arthur,183,271,2376,416,21
https://fbref.com/en/players/01efac19/Antonin-Barak,590,719,8980,1995,82
https://fbref.com/en/players/0000acda/Marco-Benassi,91,105,2107,426,9
https://fbref.com/en/players/d65cf468/Alessandro-Bianco,67,78,1237,231,9
https://fbref.com/en/players/9e1577aa/Cristiano-Biraghi,1433,1994,27338,10270,161
https://fbref.com/en/players/d995ed27/Giacomo-Bonaventura,754,916,11960,2716,102
https://fbref.com/en/players/d4a2533d/Josip-Brekalo,76,100,1424,365,18
https://fbref.com/en/players/0728bebe/Gaetano-Castrovilli,188,241,2876,559,14
https://fbref.com/en/players/efdeaff3/Michele-Cerofolini,148,195,3964,2708,0
https://fbref.com/en/players/b5f7d10b/Dodo,1222,1504,21567,6692,141
https://fbref.com/en/players/528492ea/Alfred-Duncan,421,540,7705,2400,70
https://fbref.com/en/players/f0f7f62f/Pierluigi-Gollini,96,126,2622,1774,0
https://fbref.com/en/players/2374aaca/Nicolas-Gonzalez,381,571,6819,1579,70
https://fbref.com/en/players/a4e85758/Igor,1165,1324,23901,7556,76
https://fbref.com/en/players/42eaa028/Jonathan-Ikone,546,669,9216,1810,67
https://fbref.com/en/players/4d8cd038/Luka-Jovic,228,297,3607,613,28
https://fbref.com/en/players/58e933d2/Christian-Kouame,468,661,6983,1648,54
https://fbref.com/en/players/4c8845f7/Youssef-Maleh,95,116,1462,376,11
https://fbref.com/en/players/c7259b83/Rolando-Mandragora,790,984,15068,4733,142
https://fbref.com/en/players/3ec3c1c9/Lucas-Martinez-Quarta,1245,1524,27128,10926,119
https://fbref.com/en/players/bee704fc/Nikola-Milenkovic,1107,1292,21399,6777,78
https://fbref.com/en/players/8c63fae5/Luca-Ranieri,278,334,5363,1832,11
https://fbref.com/en/players/3bb7af3b/Riccardo-Saponara,329,457,4773,1264,56
https://fbref.com/en/players/10dc46f0/Salvatore-Sirigu,28,38,930,572,0
https://fbref.com/en/players/94816803/Riccardo-Sottil,209,266,3457,554,27
https://fbref.com/en/players/e1b0a70d/Pietro-Terracciano,816,1072,23589,16226,0
https://fbref.com/en/players/3ef0a2d7/Aleksa-Terzic,582,724,10551,3203,40
https://fbref.com/en/players/983ff2c7/Lorenzo-Venuti,497,609,8930,2556,44
https://fbref.com/en/players/4e1d5e59/Szymon-Zurkowski,17,19,298,21,1
https://fbref.com/en/players/d01bbb6f/Ritsu-Doan,437,625,6572,1840,69
https://fbref.com/en/players/beb882a8/Maximilian-Eggestein,660,864,10099,3171,93
https://fbref.com/en/players/56e6a1c9/Kimberly-Ezekwem,6,8,74,19,0
https://fbref.com/en/players/a92ab7be/Mark-Flekken,1035,1468,34098,25402,0
https://fbref.com/en/players/f521b80a/Matthias-Ginter,1566,1903,32228,12401,122
https://fbref.com/en/players/8e235926/Michael-Gregoritsch,297,541,3845,1141,57
https://fbref.com/en/players/54e4866f/Vincenzo-Grifo,977,1336,17577,5272,128
https://fbref.com/en/players/25ab9c9c/Manuel-Gulde,343,412,6393,1826,23
https://fbref.com/en/players/8593f88c/Christian-Gunter,996,1400,17192,6168,77
https://fbref.com/en/players/5d8e331f/Nicolas-Hofler,1149,1386,19559,5565,110
https://fbref.com/en/players/ca618d23/Lucas-Holer,314,483,4218,902,33
https://fbref.com/en/players/d2c580ce/Yannik-Keitel,189,245,3239,681,26
https://fbref.com/en/players/2a29eb9b/Lukas-Kubler,569,827,10273,3706,57
https://fbref.com/en/players/2770726a/Daniel-Kyereh,139,182,1649,285,11
https://fbref.com/en/players/302527b2/Philipp-Lienhart,1369,1612,29859,8951,79
https://fbref.com/en/players/f93e6e94/Nils-Petersen,33,74,408,79,5
https://fbref.com/en/players/1f2c7b55/Merlin-Rohl,13,18,158,41,1
https://fbref.com/en/players/bf075f6b/Roland-Sallai,238,342,3506,824,17
https://fbref.com/en/players/52afb588/Kevin-Schade,26,55,326,84,3
https://fbref.com/en/players/f6bdc830/Keven-Schlotterbeck,6,6,87,17,0
https://fbref.com/en/players/088ca1bd/Jonathan-Schmid,23,28,365,121,1
https://fbref.com/en/players/7d31f1cb/Kenneth-Schmidt,166,187,3199,965,13
https://fbref.com/en/players/313254a3/Kiliann-Sildillia,787,1103,14814,5194,81
https://fbref.com/en/players/c6cf860f/Hugo-Siquet,5,7,59,44,0
https://fbref.com/en/players/e3d3fbeb/Robert-Wagner,7,15,99,35,0
https://fbref.com/en/players/dd676a97/Noah-Weisshaupt,111,162,1810,410,14
https://fbref.com/en/players/6190474d/Jeong-Woo-yeong,192,244,2797,705,19
https://fbref.com/en/players/c81d773d/Tosin-Adarabioyo,1066,1300,22623,8478,95
https://fbref.com/en/players/a8748947/Tom-Cairney,632,750,10133,2428,92
https://fbref.com/en/players/422862ea/Nathaniel-Chalobah,4,5,67,9,0
https://fbref.com/en/players/a712ca2b/Issa-Diop,1216,1399,23784,7827,70
https://fbref.com/en/players/7314bba4/Shane-Duffy,16,20,308,61,0
https://fbref.com/en/players/6722d4f0/Tyrese-Francois,2,2,12,2,0
https://fbref.com/en/players/8c3078cd/Luke-Harris,13,14,172,25,1
https://fbref.com/en/players/c931d9f9/Daniel-James,120,186,1575,315,15
https://fbref.com/en/players/18b999f4/Neeskens-Kebano,155,212,2079,517,24
https://fbref.com/en/players/41e7ef1c/Layvin-Kurzawa,28,41,408,135,2
https://fbref.com/en/players/2628fd2b/Bernd-Leno,1110,1397,26975,16383,0
https://fbref.com/en/players/c6e8cf1f/Sasa-Lukic,192,218,3180,681,13
https://fbref.com/en/players/493924a7/Kevin-Mbabu,68,94,1051,383,8
https://fbref.com/en/players/3925dbd6/Aleksandar-Mitrovic,299,496,4671,970,44
https://fbref.com/en/players/6612cd8c/Josh-Onomah,4,6,54,0,0
https://fbref.com/en/players/a78ff07f/Joao-Palhinha,1051,1274,18222,4336,101
https://fbref.com/en/players/6639e500/Andreas-Pereira,701,1068,13078,4235,121
https://fbref.com/en/players/28b40c9c/Tim-Ream,1662,1922,35620,12543,142
https://fbref.com/en/players/803ae100/Harrison-Reed,988,1281,15467,3661,102
https://fbref.com/en/players/0f7533cd/Bobby-Reid,636,907,9625,3067,63
https://fbref.com/en/players/289601e6/Antonee-Robinson,1404,1910,24327,9684,129
https://fbref.com/en/players/17acc2ed/Marek-Rodak,29,61,1170,1037,0
https://fbref.com/en/players/839c14e1/Cedric-Soares,143,186,2394,686,12
https://fbref.com/en/players/886f9aac/Manor-Solomon,175,207,2474,575,24
https://fbref.com/en/players/b2626673/Jay-Stansfield,9,23,82,32,0
https://fbref.com/en/players/77d7c96f/Kenny-Tete,1110,1530,17550,7197,103
https://fbref.com/en/players/8b529245/Carlos-Vinicius,119,189,1470,387,15
https://fbref.com/en/players/8b9ebd03/Willian,712,912,12115,2563,113
https://fbref.com/en/players/c6dc9ecd/Harry-Wilson,310,404,4943,1086,37
https://fbref.com/en/players/bb08bce9/Omar-Alderete,509,877,11252,5744,96
https://fbref.com/en/players/6c811eb7/Carles-Alena,607,809,10256,2596,87
https://fbref.com/en/players/acc1aefa/Angel-Algobia,420,521,7479,1575,42
https://fbref.com/en/players/852ddfb8/Gaston-Alvarez,350,579,5840,3078,38
https://fbref.com/en/players/22721b88/Jordan-Amavi,51,96,779,372,5
https://fbref.com/en/players/fdd26d71/Fabrizio-Angileri,153,260,2800,936,16
https://fbref.com/en/players/58afe001/Mauro-Arambarri,326,421,6549,2050,33
https://fbref.com/en/players/a4971d84/Djene,884,1154,16135,6389,77
https://fbref.com/en/players/93090f69/Domingos-Duarte,742,963,15659,6506,63
https://fbref.com/en/players/8696bc90/Munir-El-Haddadi,270,433,4236,1343,30
https://fbref.com/en/players/974322dc/Iglesias,557,951,10128,4524,50
https://fbref.com/en/players/2bea832e/Latasa,80,164,1141,351,19
https://fbref.com/en/players/00b28772/Nemanja-Maksimovic,439,563,6546,1380,42
https://fbref.com/en/players/02319ad7/Jaime-Mata,68,122,1040,301,10
https://fbref.com/en/players/64e8ed6d/Borja-Mayoral,582,775,8629,1623,64
https://fbref.com/en/players/19c36442/Luis-Milla,756,974,13767,4551,104
https://fbref.com/en/players/e6777e6b/Stefan-Mitrovic,403,512,8685,3574,17
https://fbref.com/en/players/e2dcc60e/Moises-Parra-Gutierrez,3,3,29,17,0
https://fbref.com/en/players/1bda5842/Portu,493,731,7469,2863,40
https://fbref.com/en/players/14d5b7ac/Alejandro-Revuelta-Montero,0,0,0,0,0
https://fbref.com/en/players/a62b4888/Jaime-Seoane,87,112,1488,456,7
https://fbref.com/en/players/8f8c6934/David-Soria,610,1136,28998,25913,1
https://fbref.com/en/players/ba5004e1/Damian-Suarez,649,962,11863,5603,80
https://fbref.com/en/players/f8eca1b6/Enes-Unal,446,750,5529,1253,55
https://fbref.com/en/players/bdc74a8f/Gonzalo-Villar,205,258,3259,927,27
https://fbref.com/en/players/5d133e96/Ricard-Artero,37,47,431,85,3
https://fbref.com/en/players/edc98fac/Santiago-Bueno,1576,1823,31141,10648,148
https://fbref.com/en/players/af34f10d/Alexander-Callens,78,93,1206,505,6
https://fbref.com/en/players/688b96e3/Juan-Carlos,288,340,7160,4635,0
https://fbref.com/en/players/da76bab4/Valentin-Castellanos,244,397,3345,704,34
https://fbref.com/en/players/1944818c/Yan-Couto,444,598,7221,2170,55
https://fbref.com/en/players/4242011c/Bernardo-Espinosa,812,913,15137,5671,36
https://fbref.com/en/players/a10361d2/Aleix-Garcia,1370,1657,24515,7738,156
https://fbref.com/en/players/e7f4603c/Borja-Garcia,217,281,3113,857,39
https://fbref.com/en/players/63d17038/Paulo-Gazzaniga,783,1070,21240,15708,0
https://fbref.com/en/players/7e98cff1/Miguel-Gutierrez,1130,1386,17750,5265,125
https://fbref.com/en/players/9a76c2e9/Javi-Hernandez,613,748,9758,3979,78
https://fbref.com/en/players/e778654a/Yangel-Herrera,332,418,4970,1262,46
https://fbref.com/en/players/1633fc8a/Juanpe,753,881,14726,5562,38
https://fbref.com/en/players/f03f284b/David-Lopez,1082,1203,20522,7606,54
https://fbref.com/en/players/ae48c5cb/Ivan-Martin,565,672,8006,1764,56
https://fbref.com/en/players/c3e66ffe/Arnau-Martinez,1303,1599,19900,7034,113
https://fbref.com/en/players/6b21b7b5/Reinier,198,248,2642,664,25
https://fbref.com/en/players/65154df0/Rodrigo-Riquelme,497,715,7275,2261,85
https://fbref.com/en/players/5f21b94c/Joel-Roca,30,39,407,58,0
https://fbref.com/en/players/4b511457/Oriol-Romeu,1405,1626,24124,6512,133
https://fbref.com/en/players/13e0eb29/Samuel-Saiz,122,162,1903,476,17
https://fbref.com/en/players/220c11f1/Cristhian-Stuani,122,168,1464,132,10
https://fbref.com/en/players/f36016a5/Ramon-Terrats,77,96,1216,290,6
https://fbref.com/en/players/f7e87032/Viktor-Tsyhankov,433,622,6648,1872,46
https://fbref.com/en/players/2dd7e29d/Oscar-Urena,15,22,192,19,1
https://fbref.com/en/players/4acd733a/Valery,295,356,4143,830,20
https://fbref.com/en/players/0bc4e720/Manu-Vallejo,68,89,1029,232,10
https://fbref.com/en/players/636eae97/Toni-Villa,257,335,3626,1168,38
https://fbref.com/en/players/8f5cdf66/Oliver-Abildgaard,115,195,1943,930,15
https://fbref.com/en/players/2df7cc43/Bruno-Amione,11,16,167,40,0
https://fbref.com/en/players/01efac19/Antonin-Barak,11,14,140,24,2
https://fbref.com/en/players/c609e90e/Jayden-Braaf,60,78,849,192,5
https://fbref.com/en/players/ef6eef89/Juan-Cabal,166,223,3165,1118,17
https://fbref.com/en/players/d9624b51/Federico-Ceccherini,479,623,8667,3491,53
https://fbref.com/en/players/22ae86f9/Diego-Coppola,403,557,7562,3275,42
https://fbref.com/en/players/bfc359ed/Alessandro-Cortinovis,5,6,77,35,2
https://fbref.com/en/players/16bb656a/Pawel-Dawidowicz,613,827,11131,4374,60
https://fbref.com/en/players/d97f2e8d/Fabio-Depaoli,440,685,8131,4636,66
